time	loudness	tempo	key	mode
0.000	-33.064	134.449	10	1
15.498	-15.817	135.457	10	1
46.377	-14.975	135.529	10	1
90.346	-14.005	135.211	10	1
109.900	-16.905	135.304	10	1
168.120	-33.001	135.102	0	1
