time
0.000
3.529
3.669
5.317
10.797
14.118
14.187
14.303
14.559
14.698
14.814
15.047
15.070
15.256
15.395
15.488
15.534
15.859
15.929
15.999
16.254
16.347
16.625
16.742
16.811
17.694
17.740
17.903
17.972
18.135
18.390
18.483
18.553
18.692
18.971
19.040
19.342
19.505
19.644
19.783
19.992
20.225
20.457
20.666
20.828
21.153
21.269
21.386
21.478
21.595
21.757
22.013
22.129
22.314
22.454
22.570
22.802
23.011
23.174
23.359
23.615
23.824
23.940
24.102
24.358
24.567
24.776
24.985
25.217
25.449
25.612
25.658
25.751
25.867
26.076
26.215
27.005
27.353
27.446
27.516
27.678
27.771
27.934
28.282
28.375
28.584
28.793
28.979
29.211
29.396
29.513
29.745
29.931
30.093
30.163
30.418
30.720
30.883
31.022
31.115
31.254
31.347
31.858
31.904
32.044
32.253
32.392
32.694
32.717
33.019
33.065
33.228
33.297
33.622
33.669
33.831
33.901
34.180
34.342
34.644
34.807
35.016
35.364
35.434
35.573
35.805
35.852
36.130
36.200
36.316
36.455
36.688
36.989
37.129
37.245
37.523
37.686
37.756
38.034
38.127
38.290
38.522
38.708
38.777
38.940
39.102
39.219
39.404
39.636
39.776
39.845
39.985
40.147
40.496
40.658
41.169
41.239
41.424
41.564
41.726
41.866
42.075
42.167
42.376
42.493
42.632
42.701
42.934
43.282
43.421
43.514
43.723
43.909
44.071
44.280
44.536
44.745
44.907
45.116
45.140
45.256
45.372
46.022
46.138
46.347
46.463
46.649
46.928
47.137
47.392
47.485
47.787
47.972
48.112
48.344
48.437
48.715
48.762
48.901
49.041
49.203
49.482
49.691
49.900
50.039
50.271
50.434
50.689
50.921
50.991
51.130
51.339
51.618
51.757
51.966
52.198
52.291
52.361
52.663
52.733
52.825
53.127
53.197
53.406
53.499
53.824
54.033
54.079
54.404
54.451
54.683
54.846
54.915
55.124
55.449
55.774
55.867
56.123
56.378
56.424
56.703
56.819
56.959
57.121
57.330
57.493
57.609
57.887
58.096
58.143
58.421
58.584
58.886
59.025
59.141
59.397
59.443
59.606
60.070
60.209
60.372
60.465
60.720
60.836
61.092
61.185
61.440
61.510
61.742
61.997
62.229
62.369
62.601
62.880
62.973
63.042
63.576
63.623
63.785
63.901
64.087
64.180
64.482
64.621
64.644
64.877
65.109
65.341
65.527
65.573
65.829
66.038
66.200
66.339
66.409
66.548
66.641
66.873
67.082
67.268
67.431
67.733
67.895
68.197
68.290
68.917
69.033
69.590
69.962
70.821
70.960
71.053
71.308
71.471
71.680
71.935
72.168
72.353
72.586
72.841
73.096
73.259
73.421
73.491
73.723
73.839
73.979
74.211
74.350
74.466
74.629
74.815
74.954
74.977
75.256
75.372
75.558
75.767
75.836
75.906
76.022
76.231
76.324
76.510
76.603
76.881
77.021
77.067
77.322
77.485
77.926
77.996
78.112
78.414
78.553
78.785
79.018
79.180
79.435
79.668
79.807
79.946
80.132
80.364
80.504
80.573
80.689
80.991
81.131
81.386
81.688
81.781
81.920
82.013
82.268
82.292
82.408
82.524
82.779
82.895
83.104
83.406
83.476
83.731
83.801
84.010
84.335
84.405
84.497
84.776
85.008
85.124
85.380
85.449
85.635
85.867
85.983
86.030
86.146
86.332
86.471
86.610
86.750
86.819
87.052
87.214
87.353
87.609
87.725
88.305
88.514
88.631
88.700
88.956
89.072
89.304
89.397
89.513
89.699
89.838
89.977
90.279
90.326
90.535
90.674
90.906
91.162
91.417
91.510
92.021
92.206
92.439
92.717
92.764
92.996
93.275
93.321
93.623
93.832
93.994
94.157
94.366
94.482
94.691
94.900
95.132
95.179
95.411
95.597
95.666
95.945
96.154
96.293
96.502
96.688
96.943
97.176
97.454
97.710
97.849
98.267
98.360
98.499
98.615
98.708
98.871
99.033
99.219
99.312
99.474
99.660
99.730
99.915
100.008
100.055
100.287
100.473
100.705
100.751
100.914
101.053
101.100
101.402
101.587
101.773
101.820
101.912
102.679
102.795
102.888
102.957
103.259
103.352
103.584
103.724
103.933
104.025
104.165
104.443
104.490
104.792
104.954
105.163
105.372
105.535
105.628
105.837
106.255
106.371
106.463
106.580
106.672
106.951
107.114
107.276
107.439
107.555
107.624
107.810
107.996
108.275
108.484
108.623
108.832
108.948
109.180
109.366
109.575
109.830
109.970
110.109
110.155
110.481
110.643
110.736
110.968
111.131
111.270
111.340
111.502
111.642
111.943
112.152
112.454
112.477
112.756
112.849
112.988
113.104
113.337
113.453
113.662
113.847
113.987
114.173
114.405
114.544
114.637
114.730
114.823
115.078
115.217
115.310
115.519
115.751
115.891
115.960
116.100
116.634
116.680
116.959
117.029
117.145
117.307
117.377
117.656
117.748
117.818
118.143
118.213
118.468
118.677
118.770
118.863
119.095
119.258
119.443
119.560
119.676
119.792
119.908
120.279
120.395
120.697
120.744
120.860
121.139
121.255
121.301
121.626
121.742
121.835
121.974
122.160
122.230
122.462
122.625
122.880
123.019
123.066
123.182
123.484
123.623
123.948
124.041
124.204
124.413
124.621
124.830
125.039
125.248
125.550
125.690
125.713
125.852
126.154
126.224
126.293
126.618
126.665
126.851
126.990
127.106
127.245
127.478
127.687
127.965
128.058
128.313
128.476
128.662
128.778
128.848
129.126
129.242
129.358
129.428
129.660
129.823
130.101
130.171
130.403
130.891
130.984
131.053
131.216
131.286
131.471
131.541
131.913
132.098
132.400
132.563
132.818
132.934
133.027
133.259
133.677
133.747
133.863
134.095
134.606
134.722
134.838
135.047
135.303
135.419
135.465
135.790
135.837
136.092
136.208
136.324
136.510
136.719
136.882
137.044
137.137
137.207
137.439
137.601
137.857
137.927
138.112
138.205
138.298
138.577
138.646
138.995
139.157
139.227
139.482
139.854
139.923
140.016
140.318
140.341
140.458
140.759
140.899
141.061
141.642
141.735
141.851
142.129
142.385
142.547
142.687
142.965
143.151
143.267
143.406
143.523
143.732
143.917
144.010
144.196
144.312
144.962
145.171
145.287
145.450
145.636
145.798
146.007
146.100
146.193
146.471
146.518
146.750
146.936
147.052
147.122
147.191
147.423
147.632
147.795
148.097
148.236
148.352
148.724
148.840
148.933
149.049
149.165
149.444
149.513
149.629
149.769
149.908
149.978
150.280
150.489
150.558
150.814
150.930
151.069
151.139
151.371
151.510
152.276
152.323
152.485
152.694
152.950
153.159
153.228
153.414
153.484
153.577
153.809
154.018
154.041
154.297
154.389
154.645
154.924
154.970
155.713
155.945
156.015
156.340
156.526
156.688
156.804
156.920
156.967
157.060
157.362
157.455
157.571
157.733
157.872
158.012
158.198
158.430
158.453
158.662
158.801
158.941
159.080
159.382
159.568
159.753
159.869
160.241
160.311
160.427
160.543
160.821
160.961
161.054
161.123
161.263
161.564
161.634
162.238
162.424
162.563
162.772
162.958
163.004
163.120
163.376
163.492
163.631
163.840
163.910
164.165
164.467
164.560
164.699
164.769
164.838
165.071
165.373
165.489
165.721
165.837
165.976
166.650
