time	noteName	noteMIDI	noteKey	noteOctave
132.400	E	64	4	4
132.563	E	64	4	4
132.818	G#	32	8	1
132.934	C	36	0	2
133.027	A	33	9	1
133.259	A#	34	10	1
133.677	D	62	2	4
133.747	D	62	2	4
133.863	F	65	5	4
134.095	D	62	2	4
134.606	A	45	9	2
134.722	C	84	0	6
134.838	D	38	2	2
135.047	D	38	2	2
135.303	C#	37	1	2
135.419	G	67	7	4
135.465	D	62	2	4
135.790	E	76	4	5
135.837	F	77	5	5
136.092	A	57	9	3
136.208	D	62	2	4
136.324	F#	42	6	2
136.510	E	64	4	4
136.719	F	41	5	2
136.882	D	62	2	4
137.044	C	60	0	4
137.137	F#	54	6	3
137.207	A	57	9	3
137.439	F	65	5	4
137.601	C	60	0	4
137.857	F	53	5	3
137.927	D	74	2	5
138.112	A#	58	10	3
138.205	D	38	2	2
138.298	D	38	2	2
138.577	A	57	9	3
138.646	A#	58	10	3
138.995	D#	39	3	2
139.157	D	38	2	2
139.227	D#	51	3	3
139.482	D#	39	3	2
139.854	A#	46	10	2
139.923	A#	46	10	2
140.016	D#	39	3	2
140.318	F	41	5	2
140.341	D#	39	3	2
140.458	G	55	7	3
140.759	D#	39	3	2
140.899	D	38	2	2
141.061	D#	39	3	2
141.642	A	45	9	2
141.735	A	45	9	2
141.851	F	77	5	5
142.129	D	38	2	2
142.385	D	62	2	4
142.547	D	62	2	4
142.687	F	65	5	4
142.965	F	65	5	4
143.151	F	65	5	4
143.267	E	64	4	4
143.406	F	41	5	2
143.523	F	41	5	2
143.732	F	41	5	2
143.917	E	64	4	4
144.010	E	64	4	4
144.196	E	64	4	4
144.312	F	65	5	4
144.962	E	52	4	3
145.171	B	35	11	1
145.287	A	33	9	1
145.450	F	65	5	4
145.636	A	33	9	1
145.798	A	57	9	3
146.007	C	60	0	4
146.100	D	62	2	4
146.193	D	74	2	5
146.471	D	62	2	4
146.518	E	64	4	4
146.750	E	76	4	5
146.936	A	45	9	2
147.052	F	53	5	3
147.122	E	64	4	4
147.191	A	33	9	1
147.423	A#	34	10	1
147.632	E	64	4	4
147.795	F	65	5	4
148.097	A#	34	10	1
148.236	F	65	5	4
148.352	F	65	5	4
148.724	C#	37	1	2
148.840	D	38	2	2
148.933	C#	37	1	2
149.049	F	65	5	4
149.165	D	38	2	2
149.444	D	38	2	2
149.513	F	53	5	3
149.629	A	57	9	3
149.769	D	74	2	5
149.908	D	74	2	5
149.978	F	65	5	4
150.280	D#	75	3	5
150.489	A#	58	10	3
150.558	A	57	9	3
150.814	B	83	11	5
150.930	F	41	5	2
151.069	B	83	11	5
151.139	E	64	4	4
151.371	A	57	9	3
151.510	F	65	5	4
152.276	A	45	9	2
152.323	F	65	5	4
152.485	A	45	9	2
152.694	C#	37	1	2
152.950	A	45	9	2
153.159	D	62	2	4
153.228	D	62	2	4
153.414	D	62	2	4
153.484	F	53	5	3
153.577	F	65	5	4
153.809	D#	63	3	4
154.018	F	29	5	1
154.041	F#	42	6	2
154.297	F	41	5	2
154.389	E	76	4	5
154.645	E	76	4	5
154.924	F	53	5	3
154.970	F	53	5	3
155.713	F	65	5	4
155.945	A#	46	10	2
156.015	C#	37	1	2
156.340	D	62	2	4
156.526	D	38	2	2
156.688	D	62	2	4
156.804	A	57	9	3
156.920	D	62	2	4
156.967	D	62	2	4
157.060	F	65	5	4
157.362	D	74	2	5
157.455	D	62	2	4
157.571	F	41	5	2
157.733	F	41	5	2
157.872	F	41	5	2
158.012	F	41	5	2
158.198	E	64	4	4
158.430	A	57	9	3
158.453	A	57	9	3
158.662	D#	63	3	4
158.801	E	64	4	4
158.941	E	64	4	4
159.080	A#	58	10	3
159.382	D	38	2	2
159.568	A#	46	10	2
159.753	A	57	9	3
159.869	A	57	9	3
160.241	F	41	5	2
160.311	B	35	11	1
160.427	A#	58	10	3
160.543	D	38	2	2
160.821	F	41	5	2
160.961	D	38	2	2
161.054	D	38	2	2
161.123	D#	39	3	2
161.263	D#	39	3	2
161.564	D	38	2	2
161.634	D#	63	3	4
162.238	E	40	4	2
162.424	D	38	2	2
162.563	D#	51	3	3
162.772	A#	46	10	2
162.958	C	36	0	2
163.004	G	67	7	4
163.120	D#	39	3	2
163.376	D#	39	3	2
163.492	G	55	7	3
163.631	A#	46	10	2
163.840	A#	34	10	1
163.910	D#	39	3	2
164.165	D#	39	3	2
164.467	D#	63	3	4
164.560	G	55	7	3
164.699	D	38	2	2
164.769	F	41	5	2
164.838	G	55	7	3
165.071	D#	39	3	2
165.373	D#	39	3	2
165.489	D#	39	3	2
165.721	D#	51	3	3
165.837	D#	39	3	2
165.976	D#	39	3	2
166.650	F	41	5	2
