MFCC	ZC	time	noteName	noteMIDI	noteKey	noteOctave	chordName	chordKey	chordMode	chordNotes	RMS
[0.14808951182909091, 0.068219358681457523, 0.025844202005000528, 0.001751188741877903, -0.011783890926856024, -0.027089433591586221, -0.023767669785028089, -0.042384652390319605, -0.033040195412313768, -0.026492507071511403, -0.011946152347430589, -0.002829562876395254]	0.047	41.169	F	41	5	2	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]	0.651
[0.04803322720284646, 0.014886414165688493, -0.0027781886271519506, -0.0025449617803832351, -0.0058203437020868569, -0.031160365278332644, -0.025494141564330951, -0.0087131725718880022, 0.0059328469042206292, -0.0052094282085376146, -0.028302487594980209, -0.03911355646233431]	0.035	41.239	F	65	5	4	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]	0.476
[0.030729215921066491, -0.0094126358789225935, -0.0047085501183242824, 0.00083247871698734622, -0.010891018870084906, -0.02156318735912777, -0.024347013706832028, -0.021942643981940606, -0.024716471343276855, -0.030843872428275264, -0.028622565939664359, -0.0033087185623197376]	0.037	41.424	D	38	2	2	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]	0.366
[0.13340888615802354, -0.00072988000531822505, -0.047464728902270624, 0.032730987329687232, -0.021320930679537588, -0.040868270889668379, -0.0038826026347257847, 0.019903232854624388, -0.0078745994220337772, -0.077583892569228347, -0.037725401953772018, 0.043384927247398071]	0.082	41.564	G	67	7	4	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]	0.509
[0.060964983527717891, -0.062243100883828548, -0.042205701626368837, -0.006520660968023082, 0.008927030113518572, 0.014592835832566172, 0.037758695855693906, 0.019720929761382126, -0.044018864346056154, -0.083559967254850293, -0.044478315733781935, -0.033516934872185586]	0.412	41.726	G	67	7	4	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]	0.415
[0.045834860880459648, -0.16388613140681671, -0.059752627068056514, 0.005420986422904805, -0.0091247822376398328, 0.026889485991297903, -0.018077564198866677, 0.012658119782065399, 0.01489173684111971, -0.01764507268761116, -0.0086919152664952683, -0.089869396015141934]	0.116	41.866	F	77	5	5	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.672
[-0.012494401322872741, -0.095147899472579844, 0.0052188784271920263, 0.028236711807843092, 0.0028741050702838214, 0.0050658818623000972, -0.037542840086027547, 0.037396496234763564, 0.081542483647326469, -0.0011845143855445141, -0.0090827385895680453, -0.075923498667383835]	0.143	42.075	F	77	5	5	C	0	1	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]	0.614
[-0.10102999122732129, -0.19649604971673731, -0.11076662772925434, -0.058331442929477277, 0.033120783846205933, 0.036634411126562537, 0.0062226768612960717, -0.030343894596696355, 0.0067031164164967827, 0.0034629337386580567, -0.040187523200874251, -0.05533980234966962]	0.079	42.167	A#	58	10	3	Em	4	0	[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]	0.505
[0.10625461473271294, -0.17834490593222085, -0.049224792458518768, 0.084782644399066506, 0.018913250644440611, -0.0068677238787528483, 0.019656594680779089, -0.096084427860329127, -0.028177761746625864, 0.0092621378251007223, 0.027693420275220097, -0.015040272982170862]	0.077	42.376	F#	66	6	4	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.589
[0.10906651631064242, -0.090295325092408132, 0.0024252750938072087, 0.068464950427457566, -0.043120560630327952, -0.03381720923374771, 0.014856588273466198, -0.017651851320924616, 0.0074287112037276356, 0.013656808774136015, 0.0032332994224146096, -0.058999658690335105]	0.116	42.493	F	65	5	4	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.849
[0.15649781852452083, -0.1538710185954805, -0.03451684427300232, 0.088684030214523465, -0.080023547688979166, -0.041663051145409719, -0.044661777737177506, -0.067541253628286252, 0.054651007243219654, -0.0021464237019048894, -0.045115059354404324, -0.072632625384621771]	0.113	42.632	F	77	5	5	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]	0.695
[0.12621226811732378, -0.10846254106117396, 0.046375340698926806, 0.062722815113795058, 0.0062740134251893847, -0.038648320657550722, -0.015286902114643185, -0.044255748116790519, -0.020979971488302638, 0.040011617547344433, -0.0015311014089797476, -0.028759473378897862]	0.119	42.701	D	50	2	3	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.536
[0.056140898258417865, -0.061903825550615493, -0.02150685086983967, 0.018391773738459623, -0.00019794637224987847, -0.012928968723980227, -0.014707387415751595, -0.018878867912289439, -0.0047398137467514062, -0.0072756134331313036, -0.0040237867474300065, -0.023836545995270204]	0.117	42.934	F	77	5	5	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.304
[0.0068958700275681944, -0.20239175250643471, -0.13675500065902044, -0.043216652978084177, 0.064555263976452185, -0.053481534142309807, -0.022878393767562382, -0.095220713260646142, 0.062613626476150042, 0.0096664551308217987, -0.09806032739506651, -0.012218178636831953]	0.443	43.282	F	65	5	4	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.403
[0.088510373299635875, -0.15989247039685078, -0.10959344439847536, 0.0094000112745206456, 0.0071723388976366632, -0.021229139833154359, -0.012133745579899788, 0.016800468859400574, -0.037380038628779547, -0.0070310497200625263, -0.05837834187329808, -0.065844166136090398]	0.099	43.421	F	53	5	3	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.669
[0.036843716637373222, -0.18477763192612434, -0.079741904321267876, -0.0097892077672410236, 0.069594239993834975, -0.0069321202311722289, 0.060174450647221982, -0.01462633625866216, -0.020126391880728813, -0.022501171423203868, -0.1192534750109962, -0.058200834813095924]	0.089	43.514	F	53	5	3	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.601
[0.0098189361489190354, -0.15447221494311705, -0.060357942370056074, 0.030499039830963335, 0.0620078177044604, -0.0029953162011272087, 0.0065478568515277167, -0.0099376750586189708, 0.0033780259445019708, -0.035981931985592429, -0.060482572532943334, -0.026777936657260564]	0.079	43.723	C	72	0	5	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.368
[0.029424109218924091, -0.11673835495776033, -0.0099781832669789267, 0.04370860079042186, -0.015028578406129384, -0.035557101428851635, -0.0075157868705440336, 0.033749591738305794, 0.025954199002009435, -0.01027479809092746, -0.03140089012297792, -0.04468088422433051]	0.075	43.909	A	69	9	4	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.340
[0.14182236758351671, -0.0086744951870331155, -0.012989198684179398, 0.018255355852584337, 0.00070285274308027983, -0.055572133607781835, -0.054515085835838396, -0.013259707245576657, 0.0044333614587880347, -0.0061616709720051519, 0.001805295246934455, -0.049936852146595385]	0.075	44.071	D	62	2	4	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.450
[0.08433911200409451, -0.038699349978064533, -0.033337221549111951, -0.019726726631775552, -0.0097284360852056499, -0.0064101656102048552, -0.058395549398453525, -0.076863883278022585, -0.057572882997053161, -0.016412937274967059, -0.018485904050255648, -0.02208377875573557]	0.066	44.280	F#	42	6	2	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.688
[0.03136735975946587, -0.08960282758718835, -0.07625291201735214, 0.01352269141795436, -0.010711088389298707, 0.0049235006359219851, -0.045283822844244211, -0.071450325704321666, -0.051206022915584404, 0.0080446416982512918, -0.064184936887445004, -0.072645310334906607]	0.187	44.536	F	65	5	4	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.380
[-0.0095088208887982011, -0.11508367046802084, -0.043061355274450881, 0.023477254177457007, -0.011605975344256069, -0.027178925084061219, -0.0002100820613224382, -0.059204741485124432, -0.033272703186909787, 0.023779901332505762, -0.0033637769069308431, -0.034008893684938604]	0.131	44.745	F	77	5	5	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.602
[-0.090890988268518644, -0.21619904303969453, -0.045605503061835605, 0.010497794810118751, -0.00061430638444851687, 0.010452758146058238, -0.0032056961384812482, -0.050651650850778634, -0.044797004119888024, -0.00075665922840511494, -0.058769480391706402, -0.028369387483497457]	0.126	44.907	F	65	5	4	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.550
[0.091733640338699851, -0.15644188284617941, -0.10897596145297248, -0.025679817376778571, -0.033939736988535148, -0.0052122686404073339, 0.022485622793776746, -0.069958601266741235, -0.041374861798839743, -0.011113375797670843, -0.0066351121403353808, -0.023221684878264256]	0.092	45.116	F	65	5	4	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.640
[-0.011478795511574214, -0.16491074037548598, -0.15748656777532011, -0.078901067207338416, -0.018130742656474391, 0.034076862179479292, 0.010129466305431144, -0.0034777713322474775, -0.020588574727850192, 0.011158056975157241, 0.016203744022662635, -0.022058757329197144]	0.073	45.140	F	65	5	4	C	0	1	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]	0.677
[0.21536063394018085, -0.28452033675046307, -0.10942251606710346, -0.073471870177707219, -0.0034186808416862631, 0.020608148736863882, 0.01417538420163212, -0.031159542591731409, -0.0038646765525076482, 0.031154538720240307, -0.016692509485043704, -0.042883152578105155]	0.062	45.256	E	64	4	4	C	0	1	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]	0.464
[0.050683731535672447, -0.16758499823163364, -0.082020673302835759, -0.032073918117285369, -0.027278779489851118, -0.011724722372365343, 0.033309119011223375, 0.020764626783438964, -0.0013689759803837142, -0.0027853333421709622, -0.017263678324980537, -0.056210498136352073]	0.073	45.372	G	55	7	3	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.233
[0.15385979415034851, -0.037182252836878052, 0.00049078337284416077, 0.041761812824940944, 0.080672642487686158, -0.044682499590418263, -0.047375731035016494, -0.029148540536410059, -0.016302297590459192, 0.027626015758275085, 0.026477464807471755, 0.057253315828272054]	0.089	46.022	F	41	5	2	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.778
[0.086592545383863767, -0.0037129273198407255, -0.011596137212374956, 0.076609231538371347, 0.040379621168978509, -0.0141078561958839, 0.0028602602594184749, -0.041688140829392949, 0.030723830669936999, 0.024255578332007529, 0.019984674654344739, 0.0048464553367319205]	0.134	46.138	F	65	5	4	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.669
[-0.0013690825791794119, -0.041621877362880498, 0.029808538920584781, 0.057394658506737729, 0.060349246546530323, 0.062632376427489325, -0.015647380454093782, -0.014996506197914141, 0.047400562897637367, 0.092802093880551981, 0.044105121738668485, -0.0010843724660917562]	0.119	46.347	B	35	11	1	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.539
[-0.046460953516831015, -0.046376338074946344, 0.045608361677753742, 0.060311072713080019, 0.010509734573618536, -0.0062682465308935773, 0.00076039767263415075, 0.015214169103707731, 0.042295167974433417, 0.063033603994999673, 0.024324025434245208, -0.016864396452695506]	0.110	46.463	F	77	5	5	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.564
[0.045844442274093782, -0.10156463362311917, -0.043077333936677509, 0.023366494540382109, 0.016141948445897714, 0.0090410917964434054, 0.046016655093069014, 0.017315747398973118, 0.0080685598478326473, 0.02559954836678947, 0.039814402495413494, -0.010123275937260959]	0.117	46.649	D	62	2	4	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.594
[0.033491764908100734, -0.11382177633828609, -0.061537327324264306, -0.0014388268835604772, 0.089037556906316512, 0.039605647418421028, 0.055392457462310814, -0.0066670175847914053, 0.013495606474598795, 0.042940514764221435, 0.0053750749606021209, -0.031963414042970928]	0.084	46.928	G	55	7	3	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.662
[-0.049056733829323081, -0.14836830736250303, -0.058666256498144019, 0.0040269245126747268, 0.029079621117916683, 0.040418858288763668, 0.05102652998902818, 0.0038993136298851958, 0.030036131615070457, 0.027906471953231243, -0.0059307792015790006, 0.0012727109632735788]	0.104	47.137	G	55	7	3	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.346
[-0.13481351256736687, -0.11614693854359504, -0.01258477474966241, 0.015807031865119902, 0.10711600397467992, 0.11980249184543643, 0.061407443323929521, 0.027517820984983409, 0.043665331743977701, 0.010054080111730649, -0.026284672397577327, 0.011084897964399109]	0.153	47.392	G#	80	8	5	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]	0.592
[-0.074686710048219002, -0.10785910327071867, 0.0081509756077159726, 0.019615536216404817, 0.039824968436327317, 0.039178061562972322, 0.0014711491362217703, -0.0035605591117518431, 0.023124239437718092, 0.020177264284451362, -0.0089156497179144843, -0.0036532268303455413]	0.176	47.485	A	81	9	5	Am	9	0	[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.600
[0.10898605986664057, 0.036091911629979212, 0.028075113734892642, 0.048141460110133559, 0.032636817445061111, -0.020572781095959572, -0.035296040365390087, 0.033700510326970828, 0.054890466112358982, 0.014759178612804831, 0.0018342439460086817, 0.0030560960010319878]	0.073	47.787	G	79	7	5	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]	0.745
[0.18075989545414101, -0.072584615715934164, 0.026708421017728259, 0.15386506233656824, -0.051703980003460714, 0.037562876610405707, 0.040682785459943922, -0.025390670809681427, 0.0082006373310021374, 0.031084694247910633, 0.057165638669029288, -0.02433502094043501]	0.146	47.972	A	81	9	5	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]	0.743
[-0.025686940181958166, 0.017496566397881011, 0.10742362969995999, 0.087013556712729742, 0.015693223526821527, 0.042291130240883663, 0.046405752317543826, 0.0039388816264437363, 0.0025802578509714113, 0.052996045637849931, 0.04499598236542688, -0.048000604614267195]	0.070	48.112	A	33	9	1	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.660
[0.20022519063684041, -0.040934195561583814, 0.057751067100664015, 0.18830514449563338, 0.014917015174457806, -0.0044233954043912576, 0.097925168327164733, -0.022499912686763438, 0.10283836546593116, 0.022819100023164528, 0.021786395229957831, -0.064074143705254008]	0.125	48.344	C	36	0	2	C	0	1	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]	0.506
[0.026665843287790366, -0.086908882737688598, 0.057742645325630872, 0.02808629471482179, 0.017366451944623256, 0.021423201881927017, 0.049987250461213315, 0.0097314938302687799, 0.028410261370322931, 0.044630228582907168, -0.016942553928330897, -0.031665515492925574]	0.169	48.437	G	79	7	5	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]	0.507
[0.13502127931252372, -0.13657789963718006, 0.0029153536606984312, 0.035099663628353657, 0.010558316668629919, 0.00092609800686538845, -0.013369154346237991, -0.047694466991587699, 0.003586017187123204, -0.022932723302400929, -0.043045225616613253, -0.065612764599497275]	0.110	48.715	D	74	2	5	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]	0.634
[0.029059520357432683, -0.19511329995032309, -0.048107577004211928, 0.033317966466322457, 0.060567299913377011, 0.022172644328146859, 0.02383254378182862, 0.022066214859479318, 0.016249971720717894, 0.04930516611218265, -0.006596141493956059, -0.035861181633133926]	0.066	48.762	F	65	5	4	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]	0.629
[-0.026751034780581866, -0.20016647112406594, -0.038030691407351568, 0.070641252441670577, 0.10745946844017742, 0.061033586155570835, 0.014148286901011204, -0.036483123512029841, 0.0059678923329579752, 0.033297497887490562, 0.058826651570787099, -0.041266567012051301]	0.065	48.901	F	65	5	4	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]	0.513
[0.029489328502700606, -0.091204201057674253, -0.02783824876147175, 0.10124169965201343, 0.084981758392283058, -0.03329057036220006, -0.02423417330795349, -0.00028190282671233672, -0.0093197500399307635, 0.078832529287674147, 0.079242788423813396, 0.011491087712021522]	0.059	49.041	F	65	5	4	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]	0.426
[0.12563733450421743, -0.16172306297443126, -0.16259266196425665, 0.10566271625442271, 0.02451925259577133, 0.1254269509513305, 0.043510408094775521, -0.0094141342212382736, -0.0047507789585955916, 0.04973260553515528, 0.071095584771303191, -0.0042389023608838793]	0.096	49.203	D	62	2	4	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]	0.310
[0.065660252845979608, -0.053676634167451248, 0.053177774734666901, 0.019498512470626676, -0.0066283587641993947, 0.035354736725075997, -0.0085564344163597018, -0.063964408711572954, 0.0030818019839990119, -0.010288408465122649, -0.027145007316998686, 0.0081500585985363749]	0.491	49.482	D	38	2	2	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.537
[0.10013494518511991, -0.030893175892232116, 0.016344314881931176, -0.015016319856300121, -0.037585121812783416, -0.0053459771613228457, 0.0070935326787717615, -0.043322810297168751, 0.043281596863858102, 0.012973935335212721, -0.046863301711091841, -0.044839451932518377]	0.185	49.691	A	81	9	5	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.799
[0.01321423622202589, -0.086397497326559408, 0.016420814622453751, 0.015037311364578719, -0.090170380481391268, 0.0033310672624068983, -0.055942459418564898, -0.05055464958378935, -0.015913846384471665, -0.043615383639536591, -0.024484086027510368, -0.085049141191227834]	0.111	49.900	A	81	9	5	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.505
[0.01276244354380718, -0.13588652993933747, 0.029627697709133188, 0.045938107680338715, -0.051276864659274703, -0.031332498400918729, -0.072149568570652536, -0.016688769622080948, 0.03652467664292447, -0.042134706434942153, -0.088626257934739147, -0.062533566731301338]	0.132	50.039	A	69	9	4	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.538
[-0.028107105976750636, -0.084173204075623939, 0.0081330366170792468, -0.0061135252570008449, -0.014260250680606658, 0.045917446801461766, -0.062495483530933905, -0.045461567642785708, 0.032361162634329574, -0.0056146729113950699, -0.068029959089243489, -0.0717788078445558]	0.163	50.271	A	81	9	5	Am	9	0	[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.716
[-0.0741347639235867, -0.11674971846381697, 0.013577301435444736, 0.0040152204003664708, -0.01182182114621076, 0.018401735850921606, 0.0027717023019322466, -0.010992823333703649, 0.00017030177208133255, 0.024658412542577626, -0.019898888837369316, -0.042126809305111798]	0.160	50.434	A	81	9	5	Am	9	0	[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.776
[-0.11592478876949612, -0.10622476852483284, -0.056639687940943519, -0.030863600845567656, -0.03097227818856009, -0.0054822785023870288, 0.0036803466696655089, -0.0078861006220995941, -0.014713754232572589, -1.4532842863703124e-05, -0.028284430749337574, -0.045552146018967642]	0.149	50.689	A	81	9	5	Am	9	0	[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.645
[-0.099223813967830254, -0.23484119485758748, -0.093868808241456006, -0.046805515326583363, -0.053108308595309926, 0.065964094642505022, 0.096026838055280839, -0.01488008313396131, 0.049315130362145528, 0.035675526746173108, -0.072563476860334764, -0.096446785672061552]	0.161	50.921	F	53	5	3	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.576
[-0.10232051726638121, -0.15664937112519517, -0.009672372962351539, -0.029761017745076498, -0.060899313852935615, -0.02966312068028679, -0.027613765729355959, -0.0280267890589781, 0.02064348962307452, 0.0013907895016556293, -0.048940170458639388, -0.039476477910132472]	0.131	50.991	G	67	7	4	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]	0.550
[-0.047285508549807467, -0.14234239376813462, -0.016420589265958418, 0.026861858493554127, -0.061331873221492555, 0.03092861555677235, -0.002640238046591508, -0.056463116302369019, 0.0051647795239288946, -0.040498139887222541, -0.012495271469764443, 0.027923664759017221]	0.176	51.130	G	79	7	5	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]	0.691
[0.0064150106107705883, -0.050058375686725852, 0.073140521878792539, 0.022588847057635725, -0.02560595863908343, -0.014392941669375476, -0.045457608962555858, -0.066867429617105442, -0.037471128133088304, -0.032556223831351823, -0.041014977911691425, -0.025478751295806578]	0.134	51.339	G	79	7	5	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]	0.782
[-0.02387758043639648, -0.10954993793741828, 0.014570219579176071, 0.045593724962186929, -0.030386871970245383, -0.0035850398889118156, 0.025399133241332188, -0.077784305929110106, -0.059156934212483296, -0.023524373614663908, -0.11267803595608676, -0.065099464253816172]	0.118	51.618	G	79	7	5	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]	0.647
[-0.015599027955238888, -0.14017553365809052, 0.0037277730018069927, -0.016749931463338884, -0.071636372521147823, -0.064266621504718111, -0.06481326277886959, -0.087410132850827077, 0.017693005691580707, 0.013380089534517359, -0.062975694551054062, -0.051136293165106435]	0.128	51.757	G	67	7	4	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]	0.660
[0.056602903766843918, -0.16279836648114221, -0.069279676129437875, -0.034367081441482025, -0.045352393978275861, 0.030647656670707957, -0.026070208652939509, -0.0098062160025845606, -0.0035779792996241044, 0.018973198363761285, -0.023747707018047168, -0.038779558924062874]	0.081	51.966	G	67	7	4	C	0	1	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]	0.521
[-0.061587782519967257, -0.086257629255218557, -0.045061596966739205, -0.04370028205956742, -0.043299296388275697, 0.03153422805088945, 0.091153236622429981, -0.0013342183404316567, 0.0057912479213319389, 0.007766868462452013, -0.056833826721664031, -0.047147489896137346]	0.126	52.198	F	53	5	3	C	0	1	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]	0.797
[-0.21565111995166533, -0.15684323946145798, 0.0030135093150831381, -0.091725083837508908, -0.091251711180520431, 0.030390255251583991, 0.11895995773220885, 0.049287750255091307, 0.032260810449003363, 0.011765316221232709, -0.096100035633334385, -0.08013250629733687]	0.142	52.291	G	79	7	5	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]	0.887
[-0.13054771065541071, -0.12432021256679801, -0.033303366808989807, -0.052149269812887061, -0.044506745582099223, 0.0096059629215792114, 0.010100995052259559, -0.0047729426427048664, 0.0068964493162006358, 0.038454600215328358, -0.016748206038224529, -0.027206803645646049]	0.091	52.361	G	79	7	5	C	0	1	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]	0.426
[-0.032589352423914537, -0.18691753996462476, -0.14873292199487514, -0.065992705531551857, 0.03856055451963402, -0.043944658118852509, 0.015120196469390786, -0.0016880252988701473, 0.088038885250649138, 0.012985082433049562, -0.032234258832927534, -0.086118694429845141]	0.117	52.663	F#	54	6	3	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	0.453
[-0.17950420901515329, -0.14143758676509052, -0.091632647597743852, -0.025894354336021705, -0.098205393927514983, -0.044371573830588346, 0.017083365803854382, -0.029779271837433931, 0.13135340033112963, 0.058066284817309743, -0.094448649681905666, -0.047587662535691848]	0.159	52.733	G	67	7	4	C	0	1	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]	0.487
[0.019210125973234304, -0.033133816487130985, 0.027505859549183932, 0.016317997303239452, 0.0042292695567013837, -0.061737867405270083, -0.015534776558021355, -0.0092239107981391226, -0.01075362568939932, 0.0077764144112529654, -0.012507997097934299, -0.0088590941870438367]	0.117	52.825	F#	66	6	4	C	0	1	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]	0.367
[0.10076452697289875, -0.0104107955919399, 0.045664932121822065, 0.011576426967344242, 0.015352229125794706, -0.039441911380839481, -0.0071339609649084786, -0.011532855573481231, -0.020874569290075688, -0.0080560429122381524, 0.0031401741306089051, -0.01548890820747789]	0.116	53.127	A#	34	10	1	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]	0.737
[0.063863117236679659, -0.14268586165891345, 0.0040200702390238777, 0.011578727163534714, 0.0094413535634602017, -0.001724000186795225, -0.012640774298805828, -0.06568257104820216, 0.023990428955991374, -0.024205031205198464, 0.0078520298336592041, -0.026120336523735275]	0.145	53.197	D#	39	3	2	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.670
[0.03820634838740751, -0.11925093284294386, 0.05353852551581368, 0.027111975194349582, 0.030351547943610616, 0.062803658558887698, -0.016659262854017119, -0.086347926748660792, 0.051695804215981279, -0.056957588358598973, -0.040097305400130012, -0.0593741229489234]	0.148	53.406	F	65	5	4	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.645
[-0.084274281614379359, -0.045122865435122422, 0.00017769063070188196, -0.0087212304884016802, 0.033422362551487957, 0.072955909349387116, -0.020010865924148746, -0.072075376822286152, -0.021519659242848696, 0.019385076908092859, -0.022757952308150843, -0.06089278090703866]	0.119	53.499	F	65	5	4	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.642
[-0.024221228438203526, -0.20284680546408551, -0.12233541318859302, -0.070837421737835221, -0.023347372387503465, 0.015719046700779792, -0.031641777777313064, -0.089564360291102943, -0.074156692744384994, -0.091740646822369668, -0.092704869274132143, -0.041853949463979384]	0.064	53.824	C#	61	1	4	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]	0.665
[0.12350720354825587, -0.11302946230327232, -0.13197723274788925, 0.046643994056288544, -0.042664719030042049, 0.022347346170828879, -0.0073669228485946049, -0.054149755276476627, -0.025343534035017906, -0.013949003962092569, 0.0042576563020892749, -0.079145599583481149]	0.110	54.033	F	65	5	4	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.528
[0.025676928731392195, -0.13953049088970437, -0.096609301257316829, -0.072603866410008489, 0.0010204516495374398, 0.024175306627465358, -0.012308184589263532, -0.051504130497771486, 0.00051120174667569488, -0.017309547366621308, -0.05451452330949047, 0.012095436817766281]	0.096	54.079	D	62	2	4	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]	0.442
[0.33255813026380898, 0.017673596200253761, -0.031166183645763727, 0.0058707607706455292, -0.010060398468657522, -0.04350987881838201, -0.062286263184283756, 0.0019371289453688112, -0.015701958480242969, 0.028020431417419122, -0.05514664268212504, -0.045901976598654415]	0.134	54.404	G	67	7	4	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.388
