time	chordName	chordKey	chordMode	chordNotes
61.185	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]
61.440	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]
61.510	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
61.742	Am	9	0	[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]
61.997	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
62.229	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
62.369	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
62.601	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
62.880	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
62.973	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]
63.042	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]
63.576	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
63.623	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]
63.785	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
63.901	Am	9	0	[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]
64.087	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]
64.180	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]
64.482	Am	9	0	[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]
64.621	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
64.644	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]
64.877	Am	9	0	[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]
65.109	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]
65.341	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]
