time	chroma	timbre	dB
45.136	[0.724, 0.964, 1.0, 0.382, 0.265, 0.883, 0.357, 0.283, 0.383, 0.786, 0.415, 0.138]	[35.128, -81.618, -46.693, -58.942, 21.097, -10.068, -33.976, -2.886, 33.289, -21.79, -5.01, 9.571]	-27.947
45.250	[0.118, 0.333, 1.0, 0.076, 0.049, 0.168, 0.05, 0.02, 0.054, 0.325, 0.033, 0.014]	[39.364, -78.789, -10.989, -46.01, 61.969, -46.876, -10.575, -4.124, 14.768, 9.75, 9.898, 31.748]	-26.862
45.458	[0.139, 0.112, 0.421, 0.163, 0.618, 1.0, 0.293, 0.325, 0.036, 0.097, 0.016, 0.032]	[41.764, -72.658, -48.777, -44.41, 47.726, -40.89, 13.307, 28.748, 34.367, -0.231, -19.684, 32.062]	-20.001
45.655	[0.135, 0.042, 0.067, 0.09, 0.494, 1.0, 0.205, 0.251, 0.025, 0.045, 0.009, 0.029]	[39.213, 18.639, -90.289, -50.753, 57.726, -54.85, -48.798, 28.573, 46.344, -12.788, -9.862, 20.02]	-24.859
45.876	[0.234, 0.032, 0.028, 0.037, 0.306, 1.0, 0.17, 0.243, 0.066, 0.089, 0.026, 0.03]	[40.418, -88.574, -19.876, -96.611, 84.44, 53.168, -13.882, 19.85, 40.229, -33.479, -31.325, 14.263]	-28.412
46.611	[0.349, 0.023, 0.059, 0.047, 0.128, 1.0, 0.112, 0.833, 0.081, 0.104, 0.041, 0.027]	[33.851, -55.581, -79.168, -14.877, 42.797, -57.177, -33.923, -21.423, 27.353, 9.295, -14.351, 22.116]	-26.271
47.137	[0.149, 0.087, 0.062, 0.21, 0.478, 0.899, 0.593, 0.124, 0.096, 1.0, 0.286, 0.161]	[36.483, -57.552, 2.178, -232.68, 22.704, -3.68, -38.765, 42.563, 43.992, -4.348, 14.107, 0.049]	-33.740
47.468	[0.135, 0.046, 0.004, 0.018, 0.075, 0.542, 0.498, 0.336, 0.949, 1.0, 0.667, 0.006]	[45.04, -10.303, -10.626, -20.903, 36.194, -12.064, -29.611, -31.195, 27.821, 17.002, -26.066, -2.419]	-16.618
47.630	[0.085, 0.022, 0.011, 0.047, 0.284, 1.0, 0.065, 0.04, 0.065, 0.262, 0.097, 0.113]	[44.15, -59.794, 20.148, -18.756, 71.576, -35.409, -10.73, -5.249, 41.659, 8.185, -3.366, 4.416]	-19.319
47.835	[0.082, 0.101, 0.926, 0.085, 0.251, 0.173, 0.109, 0.34, 0.273, 1.0, 0.144, 0.049]	[44.939, -66.081, 16.285, -56.724, 68.018, -23.429, -21.531, 27.76, 33.377, -7.687, -3.452, 13.25]	-18.418
48.273	[0.135, 0.052, 0.29, 0.13, 0.265, 0.515, 0.747, 0.808, 0.628, 1.0, 0.408, 0.034]	[39.751, -68.263, -61.896, 15.581, 32.846, 7.217, -54.771, 2.056, 23.886, -35.114, -13.559, 9.674]	-22.276
48.452	[0.379, 0.099, 0.623, 0.11, 0.23, 0.234, 0.544, 0.96, 0.792, 1.0, 0.593, 0.097]	[37.659, -19.577, -35.276, -46.365, 12.176, -20.804, -31.571, -1.218, -6.911, -22.002, 17.582, -24.341]	-26.737
48.571	[0.147, 0.044, 0.248, 0.057, 0.069, 0.053, 0.183, 1.0, 0.791, 0.345, 0.211, 0.024]	[46.157, -27.854, 52.673, 7.753, 90.291, -30.77, 1.729, -19.82, 26.986, 26.15, -4.967, 27.932]	-23.537
48.692	[0.121, 0.049, 0.082, 0.04, 0.139, 0.251, 0.294, 0.354, 0.397, 1.0, 0.945, 0.452]	[45.4, -15.192, 56.243, 12.326, 94.427, -15.114, 14.116, 19.692, 25.025, -7.401, -41.756, 29.332]	-16.241
49.211	[0.134, 0.03, 0.071, 0.017, 0.11, 0.977, 0.247, 0.059, 0.039, 0.084, 0.186, 1.0]	[43.86, 11.743, -38.866, -24.994, 52.204, 26.81, 8.546, -14.764, 40.748, 28.676, -62.289, 12.18]	-19.886
49.496	[0.111, 0.09, 0.752, 0.098, 0.067, 0.515, 0.419, 0.929, 0.205, 0.463, 1.0, 0.073]	[41.846, -4.712, -4.562, -67.287, 42.412, 57.468, -16.595, -14.448, 45.954, -3.304, -37.877, 10.277]	-27.354
50.277	[0.131, 0.028, 1.0, 0.025, 0.019, 0.331, 0.044, 0.115, 0.036, 0.038, 0.402, 0.055]	[35.172, -96.811, -48.681, -38.996, 32.294, -41.945, -70.91, -0.523, 14.907, -8.331, -16.26, 16.104]	-25.672
50.625	[0.181, 0.134, 1.0, 0.061, 0.033, 0.242, 0.203, 0.16, 0.366, 0.395, 0.689, 0.073]	[37.422, 98.308, -124.914, -92.61, 119.018, -23.205, -39.588, -3.294, 2.179, -41.708, -4.389, 3.459]	-30.284
50.775	[0.123, 0.264, 0.917, 0.045, 0.037, 0.235, 0.036, 0.02, 0.072, 1.0, 0.233, 0.032]	[47.253, 40.517, 14.203, -49.824, 27.388, 11.984, 1.967, -25.932, 16.337, 71.194, -39.785, 16.838]	-24.945
51.211	[0.17, 0.683, 0.836, 0.231, 0.124, 0.303, 0.06, 0.048, 0.147, 1.0, 0.096, 0.03]	[46.526, -28.774, 37.273, -5.265, 60.837, -33.06, -12.021, 16.423, 22.098, 11.822, 5.729, 11.889]	-23.049
51.425	[0.081, 0.343, 0.422, 0.1, 0.074, 0.222, 0.035, 0.019, 0.203, 1.0, 0.072, 0.013]	[47.928, -19.78, 86.29, 5.093, 76.673, -28.882, 28.824, 1.036, 24.305, 6.822, 0.972, 14.605]	-17.841
51.653	[0.613, 0.612, 0.869, 0.16, 0.359, 0.522, 0.358, 0.233, 0.19, 1.0, 0.143, 0.156]	[49.252, -39.11, 65.245, -0.404, 58.724, -38.921, 32.857, -9.429, 3.896, -0.729, 6.689, 24.95]	-12.758
51.763	[0.367, 0.201, 0.998, 0.045, 0.23, 0.65, 0.083, 0.059, 0.116, 1.0, 0.045, 0.042]	[50.106, -25.758, 62.432, 17.681, 54.205, -40.473, 31.552, 3.626, 8.757, -0.941, -1.242, 25.854]	-10.572
52.094	[0.108, 0.15, 0.458, 0.064, 0.092, 0.237, 0.05, 0.03, 0.157, 1.0, 0.08, 0.017]	[46.313, -19.805, 49.837, 12.953, 73.563, -21.523, 23.277, -3.473, 30.797, 7.598, -33.606, 36.066]	-16.170
52.321	[0.187, 0.23, 0.348, 0.056, 0.045, 0.269, 0.083, 1.0, 0.078, 0.599, 0.08, 0.033]	[49.311, -13.833, 67.75, 2.375, 82.926, -25.784, 3.307, 2.943, 25.818, 11.55, 20.873, 10.967]	-22.862
52.459	[0.138, 0.039, 0.173, 0.049, 0.474, 1.0, 0.377, 0.62, 0.071, 0.067, 0.028, 0.025]	[49.33, -3.214, 73.068, 21.198, 64.646, -35.57, 27.846, -6.296, 16.153, -2.332, -11.208, 20.357]	-11.188
52.930	[0.376, 0.026, 0.05, 0.011, 0.13, 0.385, 0.123, 1.0, 0.037, 0.037, 0.017, 0.029]	[44.058, -86.586, 11.904, 33.273, 78.527, -14.379, -9.475, 2.505, 27.334, 2.412, -24.089, 19.105]	-19.661
53.372	[0.122, 0.019, 0.039, 0.01, 0.034, 0.376, 0.28, 1.0, 0.052, 0.047, 0.019, 0.024]	[46.044, -52.063, -6.483, 1.955, 56.806, 41.226, -0.124, 19.596, 45.674, 5.57, -35.389, 12.337]	-24.237
53.730	[0.169, 0.121, 0.428, 0.184, 0.237, 1.0, 0.409, 0.316, 0.059, 0.026, 0.02, 0.05]	[36.862, -94.461, -26.948, -39.081, 36.272, -41.798, -14.808, -3.175, 30.314, 7.282, 5.19, 16.391]	-25.233
53.836	[0.808, 0.154, 0.197, 0.155, 0.25, 0.91, 0.946, 1.0, 0.042, 0.079, 0.075, 0.073]	[43.374, -27.501, 12.59, -24.971, 47.752, 33.737, -27.28, 21.602, 12.367, -11.425, -11.972, -4.584]	-23.825
54.266	[0.284, 0.028, 0.145, 1.0, 0.187, 0.835, 0.044, 0.194, 0.024, 0.045, 0.232, 0.091]	[45.682, -11.416, 11.452, -33.9, 45.465, 21.77, 3.756, -30.958, 3.09, 7.686, -19.966, 27.674]	-22.876
55.163	[0.25, 0.189, 0.768, 0.518, 0.112, 0.227, 0.098, 1.0, 0.167, 0.189, 0.217, 0.055]	[43.514, -40.338, -12.22, -58.56, 33.06, 11.03, -21.51, 10.134, 39.495, -35.729, 6.202, 24.272]	-22.152
55.478	[0.83, 0.818, 0.545, 0.966, 0.552, 1.0, 0.235, 0.946, 0.27, 0.085, 0.409, 0.355]	[34.966, -109.471, -13.582, -47.727, 52.253, -31.955, -24.06, -5.943, 27.007, -2.917, 4.281, 27.152]	-28.011
55.589	[0.188, 0.087, 0.487, 1.0, 0.306, 0.04, 0.02, 0.196, 0.021, 0.016, 0.071, 0.199]	[39.352, -31.662, -68.288, -72.124, 37.673, -30.976, -31.355, -41.277, 18.854, 7.844, -22.203, 22.886]	-25.545
55.854	[0.055, 0.067, 0.586, 1.0, 0.034, 0.055, 0.028, 0.285, 0.028, 0.023, 0.061, 0.023]	[39.696, -48.027, -101.838, -14.587, 33.979, -15.581, -57.399, -46.553, 45.439, -24.413, -20.071, 17.197]	-22.922
56.459	[0.733, 1.0, 0.202, 0.114, 0.054, 0.116, 0.188, 0.396, 0.229, 0.16, 0.403, 0.195]	[34.075, -141.86, -86.23, -46.698, 35.069, -33.564, -37.144, 5.54, 15.555, -0.635, -6.609, 15.231]	-27.890
56.587	[0.057, 0.039, 0.185, 1.0, 0.173, 0.074, 0.041, 0.155, 0.01, 0.026, 0.259, 0.073]	[33.298, -43.995, -111.674, -42.318, 9.11, -18.696, -36.053, -12.786, 35.981, -18.818, -27.369, 3.615]	-29.358
56.929	[0.2, 0.157, 0.136, 1.0, 0.167, 0.123, 0.724, 0.651, 0.117, 0.053, 0.253, 0.059]	[39.156, -49.19, -17.144, -41.31, 55.549, 113.472, 21.419, 37.562, 28.522, -10.069, -24.495, -7.333]	-34.920
57.289	[0.278, 0.297, 0.607, 1.0, 0.775, 0.694, 0.157, 0.744, 0.044, 0.068, 0.351, 0.184]	[42.673, 38.489, -20.355, -37.485, 34.313, 40.847, -59.633, -21.093, 44.595, -19.135, -8.705, -6.333]	-26.069
57.800	[0.099, 0.224, 1.0, 0.088, 0.102, 0.697, 0.061, 0.023, 0.022, 0.348, 0.112, 0.032]	[39.697, -5.168, -16.889, -139.933, 5.332, 1.07, -43.091, 14.906, 23.932, 27.039, -18.802, 3.506]	-26.355
58.290	[0.176, 0.712, 0.895, 0.262, 0.444, 1.0, 0.076, 0.035, 0.039, 0.289, 0.085, 0.039]	[43.182, -17.647, -26.701, -57.542, 55.007, 2.686, -31.962, -23.333, 38.262, 14.201, -23.154, 12.928]	-21.911
58.502	[0.172, 0.13, 0.712, 0.085, 0.187, 1.0, 0.318, 0.156, 0.045, 0.185, 0.034, 0.029]	[43.567, -50.113, -10.852, -2.753, 55.17, 11.968, -20.638, -17.407, 23.784, -15.84, -19.18, 13.851]	-21.728
59.095	[0.065, 0.097, 1.0, 0.08, 0.041, 0.168, 0.043, 0.015, 0.014, 0.13, 0.016, 0.01]	[39.071, -80.961, -52.288, -55.49, 29.766, -8.419, -59.871, 45.198, 29.073, -28.483, -19.277, 13.891]	-23.129
59.567	[0.085, 0.023, 0.069, 0.023, 0.345, 1.0, 0.261, 0.16, 0.042, 0.04, 0.017, 0.012]	[38.278, -60.522, -18.474, -165.958, 20.248, -16.678, -53.059, 53.059, 44.593, 29.376, 16.139, 4.47]	-30.372
59.965	[0.091, 0.028, 0.05, 0.012, 0.123, 1.0, 0.057, 0.151, 0.012, 0.035, 0.01, 0.028]	[42.853, 17.958, -44.691, -8.527, 14.355, -22.587, -100.433, -51.327, 40.462, 11.195, -18.904, -3.729]	-17.066
60.307	[0.218, 0.073, 0.147, 0.064, 0.412, 1.0, 0.214, 0.242, 0.066, 0.106, 0.049, 0.045]	[37.459, -21.205, -54.26, -12.121, 20.674, -38.424, -84.746, -9.082, 47.129, 0.932, -0.886, 8.859]	-22.878
60.551	[0.471, 0.06, 0.117, 0.024, 0.079, 0.572, 0.148, 1.0, 0.087, 0.083, 0.05, 0.086]	[34.349, -121.083, -59.55, -6.434, 26.214, -32.216, -26.559, 0.147, 28.655, 14.186, -9.267, 19.568]	-28.007
61.134	[1.0, 0.582, 0.078, 0.096, 0.108, 0.193, 0.083, 0.398, 0.151, 0.046, 0.232, 0.033]	[29.491, -132.161, -60.6, -51.724, 35.167, -53.574, -23.62, -16.154, 9.252, 12.942, 10.51, 18.875]	-33.546
61.225	[1.0, 0.238, 0.088, 0.046, 0.139, 0.728, 0.325, 0.773, 0.159, 0.195, 0.06, 0.398]	[34.486, 70.541, -129.713, -36.354, 92.119, -41.339, -18.03, -18.867, 5.093, -31.427, -20.975, 16.146]	-32.341
61.364	[0.278, 0.066, 0.035, 0.048, 0.251, 0.613, 0.39, 0.177, 0.09, 1.0, 0.38, 0.336]	[41.005, -27.913, -93.698, 54.055, 51.244, 77.129, 4.106, -16.008, 33.589, 51.601, -61.233, 1.157]	-31.268
61.625	[0.071, 0.013, 0.046, 0.12, 0.28, 0.417, 0.038, 0.024, 0.086, 1.0, 0.236, 0.051]	[41.015, -20.181, 3.34, -135.485, 58.828, 26.925, 11.955, 10.002, 48.199, 13.344, -13.216, 4.275]	-29.627
62.190	[0.174, 0.142, 0.598, 0.062, 0.143, 0.258, 0.305, 1.0, 0.294, 0.486, 0.181, 0.08]	[40.223, -88.761, -29.138, -75.935, 45.42, -16.415, -8.019, -3.553, 20.876, -22.952, 11.132, 25.54]	-24.048
62.399	[0.255, 0.267, 1.0, 0.07, 0.12, 0.059, 0.069, 0.473, 0.089, 0.256, 0.019, 0.033]	[41.859, -87.755, -38.83, -14.979, 52.511, -34.42, -9.328, 9.773, 9.389, -3.703, -21.588, 45.507]	-18.345
62.625	[0.114, 0.015, 0.109, 0.032, 0.418, 1.0, 0.041, 0.234, 0.041, 0.122, 0.021, 0.014]	[41.341, -86.913, -39.7, -24.23, 60.692, -7.206, -62.621, -35.443, 15.705, -10.76, -8.933, 11.338]	-22.614
62.884	[0.115, 0.04, 0.036, 0.043, 0.184, 0.243, 0.23, 0.164, 0.387, 1.0, 0.474, 0.28]	[43.764, -56.498, 12.143, -111.036, 57.279, 2.818, -67.207, 36.084, 31.985, -29.013, 8.053, -9.88]	-22.289
63.323	[0.13, 0.01, 0.061, 0.014, 0.089, 0.204, 0.279, 0.416, 0.096, 0.097, 0.193, 1.0]	[39.582, -41.078, -91.156, -65.938, 52.483, -34.077, -23.363, -62.023, 11.422, 16.528, -17.751, -12.86]	-21.496
63.594	[0.093, 0.027, 0.118, 0.029, 0.29, 0.805, 0.088, 0.127, 0.05, 0.414, 1.0, 0.068]	[44.101, -46.99, -24.623, 24.889, 78.682, -3.104, -25.429, 3.496, 54.604, -10.472, -12.324, 12.743]	-21.767
64.413	[0.196, 0.048, 0.586, 0.035, 0.089, 1.0, 0.077, 0.076, 0.034, 0.245, 0.58, 0.259]	[33.832, -77.609, -40.019, -25.676, 32.811, -23.573, -57.221, -15.883, -0.861, -24.966, -11.525, 12.594]	-26.581
64.655	[0.485, 0.19, 0.376, 0.073, 0.093, 0.63, 0.304, 0.288, 0.353, 0.62, 1.0, 0.205]	[31.597, -72.592, -56.061, -16.761, 29.43, -12.469, -50.443, -20.116, 16.318, -30.621, -5.167, 10.189]	-30.840
64.767	[0.595, 0.191, 0.362, 0.111, 0.186, 1.0, 0.271, 0.269, 0.308, 0.402, 0.834, 0.155]	[39.302, 180.42, -59.875, -91.227, 60.261, -1.074, -80.308, -21.066, 36.746, -33.982, 16.276, -4.517]	-32.648
64.931	[0.091, 0.311, 1.0, 0.056, 0.037, 0.136, 0.03, 0.026, 0.155, 0.909, 0.236, 0.04]	[47.168, -12.353, -0.52, -52.982, 21.523, 11.284, -66.37, 14.885, 39.298, -13.842, -7.99, -30.031]	-20.690
65.363	[0.1, 0.627, 1.0, 0.051, 0.068, 0.179, 0.031, 0.032, 0.062, 0.554, 0.061, 0.025]	[40.223, -19.765, -39.919, 21.635, 26.239, -36.466, -55.94, 38.77, 13.27, 9.901, 9.68, -18.652]	-24.925
65.667	[0.194, 0.12, 0.881, 0.084, 0.107, 0.783, 0.21, 0.105, 0.1, 1.0, 0.066, 0.039]	[46.464, -28.477, 50.366, -7.995, 72.574, -4.694, 27.867, -8.684, 6.194, 19.115, -14.195, 22.901]	-26.923
66.222	[0.292, 0.206, 1.0, 0.047, 0.093, 0.509, 0.087, 0.063, 0.286, 0.982, 0.04, 0.024]	[44.94, -53.059, 19.434, 13.088, 79.007, -1.486, 20.042, 24.736, 12.082, -32.482, -35.877, 21.24]	-16.847
66.519	[0.25, 0.483, 0.817, 0.059, 0.114, 0.287, 0.128, 1.0, 0.095, 0.544, 0.036, 0.026]	[36.602, -126.459, 6.134, -31.507, 67.782, -39.604, -11.382, -8.514, 7.362, 17.109, -1.489, 29.227]	-25.941
66.704	[0.158, 0.028, 0.108, 0.022, 0.409, 1.0, 0.189, 0.426, 0.065, 0.099, 0.012, 0.018]	[43.494, -72.918, -54.051, 66.071, 61.363, 13.543, 30.062, 8.287, 40.217, -7.404, -52.164, 11.77]	-23.763
66.971	[0.245, 0.065, 0.167, 0.033, 0.129, 0.698, 0.068, 1.0, 0.088, 0.123, 0.025, 0.072]	[43.243, 4.416, 34.856, -103.547, 37.304, 67.485, -2.257, 15.424, 33.156, -20.872, 18.84, -16.272]	-28.356
67.291	[0.262, 0.03, 0.078, 0.02, 0.036, 0.349, 0.081, 1.0, 0.078, 0.045, 0.021, 0.069]	[47.286, 17.815, 34.44, 0.256, 49.046, -12.362, -23.262, -27.796, 35.041, 2.06, -32.015, 4.721]	-13.464
67.566	[0.401, 0.103, 0.149, 0.154, 0.361, 0.654, 0.409, 1.0, 0.086, 0.067, 0.059, 0.106]	[44.741, -70.449, 5.523, 25.621, 41.43, 39.863, -2.785, 10.672, 7.369, -2.268, -32.682, -7.261]	-20.907
68.011	[0.867, 0.135, 1.0, 0.119, 0.086, 0.537, 0.136, 0.619, 0.039, 0.097, 0.05, 0.193]	[39.738, -39.871, -3.748, -42.601, 24.155, -20.717, -25.353, -26.053, -11.446, -10.733, -19.123, -4.807]	-25.428
68.278	[0.114, 0.081, 0.783, 1.0, 0.081, 0.088, 0.045, 0.162, 0.025, 0.046, 0.318, 0.109]	[38.798, -90.741, -52.002, 24.007, 19.384, 2.878, -45.054, -19.215, 5.575, -21.995, -27.907, 12.876]	-22.152
69.356	[0.103, 0.237, 0.222, 0.739, 0.081, 0.363, 0.172, 1.0, 0.089, 0.031, 0.119, 0.023]	[35.861, -86.701, -103.4, -39.621, 39.351, 3.387, -26.195, -7.399, 35.587, -19.784, -1.645, 12.045]	-29.552
69.721	[0.057, 0.074, 0.197, 1.0, 0.129, 0.357, 0.036, 0.482, 0.072, 0.026, 0.197, 0.049]	[30.362, -68.577, -123.828, 14.384, 48.954, -40.325, -45.596, -66.226, 28.614, 14.653, -30.893, 22.288]	-30.083
70.051	[0.245, 0.059, 0.161, 0.705, 0.087, 0.834, 0.184, 1.0, 0.185, 0.09, 0.236, 0.044]	[26.599, -139.798, -58.509, -60.888, 36.43, 10.407, -12.625, -1.855, 6.595, -12.699, -31.514, 15.634]	-37.467
70.717	[0.068, 0.041, 0.145, 0.339, 0.081, 0.61, 0.252, 1.0, 0.165, 0.045, 0.116, 0.034]	[25.681, -182.569, -79.852, -35.182, 46.534, -43.616, -19.157, -11.749, -8.667, 11.964, -10.325, 1.525]	-36.958
70.959	[0.063, 0.121, 0.058, 0.302, 0.12, 1.0, 0.194, 0.584, 0.057, 0.036, 0.124, 0.047]	[22.789, -200.213, -52.333, -64.281, 79.217, -49.825, -14.743, 4.758, -10.363, -7.598, 6.227, 5.461]	-38.266
71.134	[0.186, 0.027, 0.029, 0.029, 0.013, 0.144, 0.126, 1.0, 0.091, 0.03, 0.018, 0.022]	[27.003, -232.429, -45.285, -48.57, 38.905, -46.789, 17.344, 18.218, -18.35, 5.436, 2.106, 3.274]	-37.252
71.315	[0.223, 0.065, 0.127, 0.052, 0.03, 0.289, 0.25, 1.0, 0.115, 0.046, 0.039, 0.045]	[29.43, -125.803, -49.992, -87.66, 24.463, -35.592, -15.705, 21.739, 29.619, -11.029, 2.997, 16.765]	-33.616
71.489	[0.143, 0.015, 0.076, 0.124, 0.03, 0.425, 0.141, 1.0, 0.057, 0.032, 0.094, 0.036]	[29.532, -88.656, -68.345, -23.277, 38.626, -34.095, -18.874, -11.282, 28.122, -11.88, -27.469, 29.121]	-30.637
71.882	[0.162, 0.414, 1.0, 0.171, 0.167, 0.4, 0.054, 0.034, 0.075, 0.446, 0.222, 0.101]	[32.806, -81.059, 26.282, -244.995, 30.763, -23.127, -24.304, 55.4, 31.325, 3.617, 37.078, 2.079]	-36.527
72.342	[0.119, 0.707, 1.0, 0.188, 0.578, 0.537, 0.056, 0.03, 0.07, 0.205, 0.032, 0.029]	[43.964, 26.022, -53.181, -5.412, 8.636, -11.063, -92.661, -39.05, 41.337, 16.191, -39.242, -2.292]	-16.547
72.597	[0.162, 0.801, 1.0, 0.219, 0.093, 0.477, 0.12, 0.053, 0.112, 0.655, 0.089, 0.053]	[37.921, 63.813, -51.96, -115.06, 25.74, -10.059, -48.167, 25.554, 59.002, -38.04, -6.393, 6.814]	-27.899
72.829	[0.178, 0.115, 1.0, 0.182, 0.056, 0.624, 0.118, 0.041, 0.025, 0.318, 0.029, 0.018]	[39.811, -87.611, -25.864, -37.989, 26.965, 14.295, -6.765, -17.063, -3.554, 18.441, -15.871, 4.402]	-27.727
73.333	[0.341, 0.493, 0.38, 0.063, 0.359, 1.0, 0.145, 0.046, 0.053, 0.758, 0.081, 0.029]	[37.724, -120.828, -26.32, -14.387, 53.665, -26.978, -10.019, -6.017, 5.679, 4.511, 4.43, 26.348]	-25.205
73.497	[0.171, 0.176, 0.443, 0.112, 1.0, 0.239, 0.081, 0.036, 0.051, 0.434, 0.031, 0.046]	[40.391, -99.043, 22.613, -98.704, 86.836, -31.391, -12.227, 6.647, 26.212, 2.45, 21.313, 13.696]	-24.013
73.712	[0.224, 0.028, 0.038, 0.118, 0.895, 1.0, 0.131, 0.209, 0.029, 0.121, 0.029, 0.059]	[44.62, -38.641, 24.555, -26.014, 76.898, -41.78, -16.976, -0.44, 56.284, 24.647, 3.706, -0.118]	-16.920
74.588	[0.169, 0.037, 0.038, 0.101, 0.376, 1.0, 0.159, 0.399, 0.108, 0.17, 0.043, 0.023]	[42.55, -69.174, -43.936, 28.582, 49.023, -39.684, -32.678, -19.779, 49.063, 15.645, -48.357, 17.439]	-15.751
74.900	[0.605, 0.079, 0.038, 0.035, 0.086, 1.0, 0.066, 0.494, 0.055, 0.126, 0.074, 0.122]	[35.382, -41.123, -139.415, -24.397, 111.535, -50.413, -14.678, -47.474, -3.9, -20.949, -36.757, 2.624]	-26.694
75.396	[0.905, 0.245, 0.357, 0.447, 0.221, 1.0, 0.253, 0.673, 0.108, 0.17, 0.062, 0.311]	[37.45, 43.54, -49.963, -64.074, 44.879, -1.218, -68.656, -81.642, 42.797, -15.531, 3.698, 3.994]	-31.521
75.534	[0.535, 0.384, 0.369, 0.411, 1.0, 0.74, 0.559, 0.574, 0.879, 0.877, 0.833, 0.407]	[42.689, -98.862, -10.769, -17.765, 28.959, -26.171, 18.655, -2.584, 46.464, 13.835, 0.225, -7.174]	-22.299
75.617	[0.1, 0.012, 0.008, 0.05, 0.25, 0.198, 0.02, 0.024, 0.062, 1.0, 0.132, 0.051]	[44.759, -43.477, 17.148, -38.317, 42.286, -27.257, 39.774, 22.796, 36.532, -0.374, -7.694, 18.102]	-18.290
76.363	[0.138, 0.056, 0.824, 0.116, 0.239, 0.305, 0.11, 0.897, 0.186, 1.0, 0.183, 0.044]	[41.881, -24.414, -37.763, -9.697, 45.779, -16.766, -34.966, -16.249, 44.673, 8.996, -39.841, 21.039]	-18.923
76.847	[0.141, 0.05, 0.376, 0.16, 1.0, 0.83, 0.181, 0.261, 0.085, 0.13, 0.039, 0.125]	[40.988, -24.714, -3.396, -60.728, 19.905, 1.114, -56.436, -55.363, 18.107, -2.653, -17.218, -6.576]	-26.503
77.073	[0.028, 0.006, 0.024, 0.016, 0.096, 0.029, 0.029, 0.02, 0.016, 0.163, 1.0, 0.083]	[45.215, -35.901, 5.966, -10.429, 64.438, -19.389, -19.408, 14.223, 48.58, 1.727, 12.95, 15.279]	-19.360
78.229	[0.111, 0.026, 0.834, 0.021, 0.052, 0.387, 0.056, 0.07, 0.031, 0.347, 1.0, 0.042]	[36.618, -126.627, -54.283, 21.801, 43.28, -24.811, -55.806, 5.856, 10.788, -10.384, -15.958, 17.918]	-23.552
79.076	[0.172, 0.613, 1.0, 0.205, 0.511, 0.342, 0.05, 0.02, 0.088, 0.439, 0.114, 0.116]	[39.726, -119.538, 28.771, -171.964, 62.642, 62.184, 45.304, 23.04, 37.501, -3.809, 14.683, -11.587]	-35.563
79.378	[0.306, 1.0, 0.101, 0.041, 0.125, 0.795, 0.025, 0.015, 0.032, 0.049, 0.048, 0.012]	[45.226, -92.489, 24.621, 29.034, 65.542, -21.186, 6.349, 3.42, 37.389, -0.167, -52.987, -1.627]	-14.136
79.546	[0.137, 0.745, 0.995, 0.215, 0.275, 1.0, 0.066, 0.043, 0.075, 0.513, 0.116, 0.027]	[44.278, -4.241, 9.207, -70.842, 53.156, 1.898, -29.349, 15.534, 69.295, -21.232, 3.147, 0.962]	-23.333
79.784	[0.191, 0.789, 1.0, 0.373, 0.044, 0.194, 0.041, 0.024, 0.022, 0.312, 0.089, 0.011]	[45.734, -9.747, 10.585, -0.58, 70.932, -29.314, -45.022, -2.954, 55.237, 24.886, 1.02, 4.49]	-17.443
79.958	[0.202, 0.335, 1.0, 0.102, 0.143, 0.81, 0.117, 0.034, 0.08, 0.509, 0.074, 0.053]	[45.663, -53.427, -1.173, -36.022, 45.6, -42.59, -9.079, 0.242, 33.457, 19.461, 2.831, 25.826]	-16.854
80.121	[0.086, 0.145, 1.0, 0.096, 0.045, 0.686, 0.08, 0.026, 0.013, 0.338, 0.029, 0.011]	[46.856, -35.256, 8.022, -10.233, 61.274, -37.6, -4.397, -9.255, 42.263, 4.93, -8.388, 30.688]	-14.558
80.410	[0.12, 0.199, 0.549, 0.09, 0.063, 1.0, 0.38, 0.029, 0.046, 0.366, 0.067, 0.019]	[41.084, -69.326, -18.129, -10.16, 86.388, -30.306, -24.096, -5.164, 39.411, 7.82, -27.09, 29.531]	-19.674
80.619	[0.082, 0.125, 0.402, 1.0, 0.14, 0.257, 0.087, 0.038, 0.045, 0.37, 0.1, 0.018]	[42.264, -58.959, -15.138, -63.923, 77.247, -8.331, -30.675, -4.898, 30.505, -19.411, 28.899, 34.914]	-22.742
80.840	[0.113, 0.036, 0.16, 0.16, 1.0, 0.786, 0.109, 0.186, 0.022, 0.035, 0.026, 0.087]	[44.119, -70.052, -12.438, -5.411, 30.493, -8.889, -1.897, 13.943, 3.966, -1.716, -18.555, 32.861]	-18.929
81.636	[0.969, 0.701, 0.58, 0.112, 0.178, 0.654, 0.265, 1.0, 0.57, 0.416, 0.086, 0.099]	[40.247, -80.465, 13.027, -77.915, 63.274, -0.617, -12.968, 15.505, 29.45, -19.087, -14.183, 14.697]	-25.279
82.135	[1.0, 0.195, 0.069, 0.018, 0.034, 0.236, 0.041, 0.392, 0.035, 0.08, 0.034, 0.183]	[36.261, -74.307, -45.432, -20.599, 28.534, -14.784, -28.757, -41.642, 11.517, -3.459, -33.167, 7.68]	-27.561
