time	chroma	timbre	dB
82.385	[0.235, 0.036, 1.0, 0.153, 0.021, 0.087, 0.023, 0.147, 0.014, 0.057, 0.011, 0.025]	[35.918, -146.742, -56.521, -38.942, 64.818, -27.46, -37.92, -6.467, 7.317, -8.705, -2.2, 19.31]	-27.558
82.570	[0.285, 0.146, 0.246, 1.0, 0.161, 0.071, 0.065, 0.237, 0.042, 0.186, 0.518, 0.343]	[33.865, -190.98, -72.44, -17.212, 37.53, -44.815, -9.199, -2.822, -6.883, -10.71, -5.65, 16.016]	-25.591
82.889	[0.228, 1.0, 0.278, 0.474, 0.163, 0.156, 0.101, 0.466, 0.049, 0.083, 0.241, 0.056]	[35.322, 14.031, -135.713, -34.895, 80.624, -41.827, 16.587, -34.325, 32.37, -21.75, -4.203, 30.937]	-30.688
83.058	[0.086, 0.06, 0.386, 1.0, 0.148, 0.07, 0.032, 0.191, 0.04, 0.861, 0.683, 0.049]	[33.813, -77.681, -61.891, -58.58, 47.696, -7.512, 14.214, -5.894, 20.975, -19.983, 4.264, 24.208]	-31.354
83.477	[0.119, 0.025, 0.167, 0.513, 0.067, 0.281, 0.134, 1.0, 0.109, 0.401, 0.302, 0.045]	[33.821, -170.522, -80.418, -24.729, 17.23, -34.183, -7.386, -7.711, 1.197, -9.209, -27.367, 21.969]	-28.494
83.958	[0.189, 0.069, 0.324, 1.0, 0.434, 0.073, 0.025, 0.193, 0.061, 0.146, 0.154, 0.198]	[28.755, -228.416, -89.987, -61.826, 18.103, -62.397, 16.679, 10.349, 0.52, -3.351, 4.219, 6.689]	-32.517
84.177	[0.038, 0.013, 0.022, 1.0, 0.166, 0.072, 0.044, 0.595, 0.067, 0.213, 0.405, 0.057]	[29.39, -215.118, -91.063, -25.104, 11.716, -54.674, -17.765, -7.987, -3.794, 10.529, -8.266, 3.844]	-32.019
84.538	[0.086, 0.008, 0.233, 1.0, 0.274, 0.051, 0.052, 0.577, 0.072, 0.023, 0.21, 0.047]	[25.673, -165.515, -81.261, -64.262, 27.511, -40.188, 0.838, 7.5, 6.666, -12.24, -3.654, 3.647]	-35.438
84.810	[0.03, 0.009, 0.159, 1.0, 0.043, 0.095, 0.038, 0.15, 0.02, 0.022, 0.215, 0.082]	[27.648, -187.454, -95.945, -21.478, 10.764, -4.283, -4.353, 5.99, 1.388, 2.26, -12.799, -3.488]	-36.522
85.498	[0.085, 0.039, 0.287, 1.0, 0.108, 0.554, 0.204, 0.691, 0.119, 0.041, 0.19, 0.028]	[31.677, -133.82, -69.841, -57.022, 40.696, 34.532, -4.612, -11.51, 19.57, -4.504, -6.794, 4.472]	-36.860
85.934	[0.061, 0.112, 0.335, 1.0, 0.271, 0.463, 0.107, 0.595, 0.112, 0.079, 0.317, 0.063]	[37.591, 118.535, -144.472, -107.542, 119.654, -23.715, -50.202, 22.477, 45.282, -27.662, 20.924, 12.203]	-33.161
86.165	[0.13, 0.252, 1.0, 0.13, 0.258, 0.441, 0.03, 0.027, 0.031, 0.26, 0.064, 0.065]	[43.322, -58.373, -33.953, 45.078, 61.841, 2.232, -4.095, 5.248, 30.925, 29.112, -49.327, -7.035]	-24.430
86.964	[0.28, 0.361, 0.704, 0.199, 0.266, 1.0, 0.302, 0.14, 0.091, 0.28, 0.059, 0.058]	[38.197, -99.217, 26.651, -136.568, 65.547, -22.549, 16.876, -12.018, 15.9, 14.935, 17.319, 9.236]	-28.920
87.185	[0.268, 0.315, 0.563, 0.124, 0.092, 1.0, 0.13, 0.037, 0.037, 0.405, 0.037, 0.026]	[41.746, -105.865, -27.173, 66.396, 44.764, -28.688, -4.982, -20.047, 22.81, -9.097, -38.343, 25.051]	-15.861
87.405	[0.187, 0.278, 0.646, 0.157, 0.181, 1.0, 0.128, 0.038, 0.093, 0.413, 0.039, 0.042]	[36.866, -91.684, -47.003, -23.488, 40.524, 0.329, -13.893, -26.563, 2.943, -31.646, -31.01, 7.713]	-26.263
87.667	[0.513, 0.931, 1.0, 0.352, 0.257, 0.939, 0.268, 0.1, 0.171, 0.584, 0.196, 0.061]	[36.227, -49.203, -34.435, -21.382, 15.574, -56.527, -36.343, -5.339, -14.064, -2.194, -1.694, -4.233]	-29.091
87.776	[0.114, 0.312, 1.0, 0.176, 0.034, 0.155, 0.032, 0.021, 0.041, 0.265, 0.045, 0.013]	[44.463, -8.823, 18.387, -53.177, 65.098, -2.534, -44.736, 8.037, 40.903, 9.22, 13.978, 4.341]	-26.174
87.916	[0.101, 0.032, 0.068, 0.036, 0.626, 1.0, 0.235, 0.049, 0.053, 0.274, 0.023, 0.043]	[45.416, -27.554, -4.667, -28.228, 54.293, -46.401, -0.728, 12.997, 56.454, 22.701, -4.104, 9.136]	-15.653
88.381	[0.331, 0.042, 0.037, 0.107, 0.414, 1.0, 0.205, 0.148, 0.058, 0.117, 0.035, 0.036]	[40.698, -72.326, -29.859, 58.629, 59.626, -34.957, -18.078, -22.547, 38.916, 9.106, -51.577, 8.477]	-17.036
89.432	[0.804, 0.099, 0.026, 0.027, 0.116, 1.0, 0.206, 0.128, 0.048, 0.244, 0.064, 0.151]	[35.576, 101.963, -114.44, -92.568, 125.601, -47.086, 6.596, 32.987, 19.379, -29.233, 4.476, -5.019]	-32.997
89.682	[0.087, 0.015, 0.017, 0.049, 0.171, 0.19, 0.025, 0.027, 0.04, 1.0, 0.145, 0.06]	[45.35, -41.293, 22.879, -26.449, 69.773, -8.84, 20.893, 34.332, 38.098, 23.899, -2.739, 2.84]	-26.823
90.477	[0.165, 0.246, 0.4, 0.029, 0.152, 0.089, 0.161, 0.819, 0.339, 1.0, 0.116, 0.053]	[41.118, -54.647, 2.531, -94.234, 45.847, -23.717, -21.962, 6.139, 38.692, 13.725, -8.782, 27.19]	-22.229
90.946	[0.293, 0.062, 0.257, 0.162, 0.75, 0.809, 0.183, 0.842, 0.224, 1.0, 0.113, 0.129]	[36.497, -73.955, -31.506, -47.899, 12.7, -12.168, -24.026, 4.989, 17.873, -26.347, -26.886, 5.725]	-24.992
91.144	[0.178, 0.083, 0.234, 0.1, 0.512, 0.133, 0.336, 0.502, 0.656, 1.0, 0.465, 0.043]	[39.037, 73.597, -64.067, -26.776, 34.589, -3.012, -24.051, -43.431, 46.067, -23.684, -27.1, 20.042]	-27.799
91.307	[0.074, 0.022, 0.266, 1.0, 0.246, 0.068, 0.121, 0.133, 0.274, 0.379, 0.22, 0.012]	[41.075, 0.416, -12.336, -91.861, 10.48, 10.852, -84.904, 21.529, 21.295, -1.692, 29.923, -12.563]	-28.192
91.458	[0.016, 0.004, 0.023, 0.034, 0.221, 0.067, 0.024, 0.021, 0.008, 0.136, 1.0, 0.027]	[42.035, 18.502, -66.645, -7.738, -5.985, -12.337, -90.484, -33.423, 38.657, 2.104, -37.704, -6.443]	-17.342
92.688	[0.137, 0.025, 0.331, 0.023, 0.043, 0.319, 0.026, 0.078, 0.023, 0.199, 1.0, 0.041]	[31.768, -95.128, -43.129, -3.329, 13.021, -33.565, -59.128, -13.901, -7.78, -8.216, -18.557, 5.75]	-28.366
93.187	[0.35, 0.908, 1.0, 0.373, 0.116, 0.869, 0.09, 0.042, 0.273, 0.535, 0.282, 0.219]	[39.654, -59.03, -12.361, -127.496, 48.808, 19.92, -26.207, 20.822, 15.835, 19.599, 54.019, 0.461]	-36.300
93.385	[0.199, 0.744, 1.0, 0.242, 0.071, 0.752, 0.033, 0.024, 0.101, 0.348, 0.16, 0.043]	[46.486, 68.374, -32.568, -65.426, -12.0, -21.447, -92.556, -17.391, 42.22, 15.131, -3.394, -19.515]	-15.319
93.600	[0.05, 0.211, 1.0, 0.458, 0.085, 0.19, 0.026, 0.027, 0.023, 0.129, 0.024, 0.019]	[44.126, 68.929, -83.702, 23.771, 21.318, -31.859, -109.595, 9.818, 32.748, 10.561, -30.399, -7.816]	-13.934
94.122	[0.236, 0.259, 1.0, 0.276, 0.178, 0.611, 0.277, 0.272, 0.125, 0.408, 0.105, 0.071]	[44.716, -6.308, -5.123, -49.048, 68.074, 10.419, -42.73, -21.581, 42.892, 44.886, -4.927, 8.578]	-26.206
94.326	[0.209, 0.214, 0.956, 0.312, 0.121, 1.0, 0.092, 0.063, 0.021, 0.308, 0.032, 0.019]	[45.105, 0.254, -9.656, -22.382, 46.443, -33.19, -53.487, -3.29, 50.139, 8.376, -11.191, 9.119]	-16.035
94.614	[0.153, 0.137, 0.347, 0.064, 0.16, 1.0, 0.052, 0.028, 0.028, 0.198, 0.033, 0.018]	[43.478, 6.208, -10.713, -51.389, 59.255, -14.34, -66.426, -15.105, 55.189, 5.775, -11.926, 19.606]	-18.915
94.806	[0.192, 0.041, 0.092, 0.082, 0.87, 1.0, 0.184, 0.223, 0.036, 0.055, 0.04, 0.142]	[45.068, -34.916, 31.387, -14.321, 69.976, -30.129, -15.309, -12.424, 25.356, 30.689, 5.428, 10.01]	-21.891
95.858	[0.831, 0.261, 0.586, 0.292, 0.129, 1.0, 0.272, 0.428, 0.049, 0.081, 0.032, 0.097]	[41.739, -70.023, -56.276, 3.92, 41.969, -18.217, -45.533, -18.245, 30.917, 12.904, -23.224, 15.619]	-23.631
96.298	[1.0, 0.094, 0.031, 0.046, 0.044, 0.497, 0.067, 0.179, 0.012, 0.02, 0.019, 0.081]	[38.58, -43.42, -42.801, -79.713, 31.61, -13.904, -54.215, 4.693, 42.759, -15.779, 9.315, 20.038]	-26.468
96.613	[0.405, 0.087, 1.0, 0.045, 0.052, 0.313, 0.077, 0.195, 0.022, 0.071, 0.022, 0.093]	[43.048, 8.985, -7.564, -42.152, 54.039, -30.549, -59.997, -12.237, 52.265, 7.804, 12.424, 10.822]	-20.912
96.775	[0.088, 0.044, 0.628, 1.0, 0.037, 0.09, 0.042, 0.187, 0.019, 0.052, 0.388, 0.062]	[42.339, -21.147, -64.855, 17.088, 24.689, -20.293, -32.41, -23.434, 38.972, 8.894, -37.134, 19.986]	-16.895
97.664	[0.281, 0.129, 0.708, 1.0, 0.174, 0.416, 0.097, 0.499, 0.077, 0.053, 0.473, 0.048]	[34.432, -153.692, -44.648, -42.318, 28.614, -12.542, -28.677, -14.898, 10.601, -15.519, -5.654, 9.636]	-28.737
97.976	[0.272, 0.096, 0.421, 1.0, 0.236, 0.138, 0.037, 0.382, 0.039, 0.047, 0.237, 0.389]	[30.909, -193.839, -72.408, -16.323, 17.748, -47.597, -29.262, -30.826, 4.474, 3.629, -15.593, 2.921]	-29.713
98.375	[0.078, 0.014, 0.046, 1.0, 0.034, 0.078, 0.074, 0.408, 0.057, 0.026, 0.137, 0.033]	[30.342, -180.279, -92.934, -40.684, 5.673, -21.075, -13.426, 2.404, 11.069, -4.494, 1.961, -5.008]	-32.940
98.998	[0.043, 0.013, 0.329, 1.0, 0.082, 0.053, 0.031, 0.297, 0.024, 0.036, 0.256, 0.088]	[29.807, -132.6, -107.282, -88.388, -2.522, -5.77, -8.23, 20.015, 25.703, -28.91, -26.428, -3.654]	-33.439
99.399	[0.137, 0.094, 0.435, 1.0, 0.279, 0.105, 0.161, 0.565, 0.134, 0.048, 0.156, 0.048]	[35.109, -71.496, -40.958, -84.294, 5.128, 9.542, 2.995, -44.609, 14.767, -0.61, -32.557, 7.296]	-35.144
99.642	[0.244, 0.041, 0.136, 0.62, 0.087, 1.0, 0.343, 0.878, 0.085, 0.067, 0.27, 0.054]	[45.818, 36.065, -20.354, -66.766, 52.892, 8.888, -10.402, -46.157, 13.989, 15.758, -25.324, 15.462]	-25.715
100.298	[0.136, 0.284, 0.879, 0.131, 0.152, 1.0, 0.09, 0.07, 0.043, 0.502, 0.145, 0.05]	[44.671, -18.073, -40.886, -60.338, 17.622, -27.803, -81.424, 2.794, 39.388, 1.51, 3.607, -0.13]	-20.528
100.697	[0.17, 0.482, 0.135, 0.053, 0.044, 1.0, 0.149, 0.013, 0.026, 0.11, 0.017, 0.015]	[44.747, -3.71, -43.433, -21.657, 28.361, -15.618, -92.756, -30.155, 42.326, 6.568, -18.994, 7.027]	-16.559
100.868	[0.117, 0.365, 0.457, 0.153, 0.359, 1.0, 0.35, 0.032, 0.052, 0.277, 0.057, 0.018]	[41.198, -72.266, -57.786, 2.634, 44.025, -31.403, -85.737, -36.539, 41.078, 9.026, -21.062, 19.724]	-18.800
101.083	[0.696, 1.0, 0.432, 0.302, 0.223, 0.431, 0.207, 0.078, 0.087, 0.424, 0.166, 0.156]	[42.602, 124.243, -81.695, -77.889, 79.481, -10.535, -59.455, -17.107, 55.651, -36.112, 25.235, 7.881]	-24.713
101.187	[0.171, 0.184, 0.528, 0.088, 0.231, 1.0, 0.127, 0.061, 0.045, 0.139, 0.017, 0.029]	[48.0, 11.521, -23.18, -26.141, 58.589, -36.502, -61.74, -25.982, 20.347, 47.017, -1.248, 15.153]	-18.023
101.384	[0.115, 0.105, 0.342, 0.031, 0.05, 1.0, 0.065, 0.02, 0.01, 0.059, 0.012, 0.007]	[47.664, -2.889, -10.883, -32.8, 66.047, -18.667, -44.953, -9.564, 41.339, -4.038, -18.353, 29.699]	-13.083
101.646	[0.153, 0.161, 0.448, 0.15, 0.175, 1.0, 0.196, 0.033, 0.084, 0.351, 0.048, 0.015]	[44.899, 20.609, -47.761, 19.237, 52.727, -13.431, -69.515, -42.864, 56.655, 6.896, -44.004, 27.226]	-22.251
101.895	[0.128, 0.137, 0.447, 0.125, 0.429, 1.0, 0.457, 0.178, 0.052, 0.061, 0.021, 0.033]	[41.658, -1.884, -28.447, -82.073, 54.032, 16.653, -42.469, 19.869, 35.871, 8.886, -38.524, 11.915]	-24.508
102.354	[0.127, 0.057, 0.124, 0.039, 1.0, 0.758, 0.097, 0.265, 0.039, 0.031, 0.014, 0.032]	[42.601, 10.984, -55.901, -11.845, 32.131, -18.906, -63.157, -51.571, 9.447, 13.394, -23.674, 9.211]	-20.345
102.579	[0.388, 0.048, 0.073, 0.049, 0.185, 1.0, 0.259, 0.314, 0.094, 0.064, 0.021, 0.035]	[42.592, 22.622, -13.622, -31.061, 13.335, 4.029, -74.579, 11.117, 14.872, -26.802, 15.213, -23.894]	-22.839
102.965	[0.578, 0.062, 0.12, 0.09, 0.266, 1.0, 0.734, 0.482, 0.111, 0.34, 0.102, 0.056]	[39.511, -27.261, -55.182, -3.776, -1.194, -20.751, -58.568, -28.171, 23.905, 9.475, -19.969, 1.558]	-20.729
103.310	[0.599, 0.065, 0.106, 0.054, 0.192, 1.0, 0.246, 0.277, 0.301, 0.857, 0.073, 0.05]	[33.26, -50.15, -51.475, -33.024, 40.85, -23.895, -48.097, 2.403, 32.771, -22.241, -23.673, 2.502]	-28.612
103.821	[0.203, 0.102, 0.043, 0.126, 0.559, 1.0, 0.539, 0.118, 0.111, 0.769, 0.303, 0.385]	[40.42, -4.469, -20.321, -146.584, 13.121, 71.428, -35.479, 24.97, 43.513, -20.778, 6.292, -1.281]	-32.978
104.073	[0.189, 0.041, 0.018, 0.051, 0.424, 1.0, 0.293, 0.079, 0.26, 0.856, 0.396, 0.145]	[46.914, 26.809, -19.688, -62.49, 50.037, -6.686, -32.341, -17.386, 58.979, 11.591, -29.603, 12.317]	-15.787
104.274	[0.084, 0.016, 0.006, 0.03, 0.241, 1.0, 0.058, 0.048, 0.079, 0.225, 0.078, 0.114]	[45.949, -38.841, 10.807, -14.305, 67.962, -23.025, -19.964, -12.403, 50.831, 3.374, -30.111, 12.467]	-15.218
104.474	[0.112, 0.342, 0.684, 0.087, 0.142, 0.212, 0.221, 0.305, 0.326, 1.0, 0.152, 0.061]	[45.664, -47.97, 17.442, -65.717, 54.023, 1.956, -31.704, 38.145, 23.846, -12.816, -7.592, 5.666]	-18.875
104.919	[0.592, 0.128, 1.0, 0.338, 0.902, 0.823, 0.585, 0.521, 0.208, 0.809, 0.148, 0.166]	[40.321, -77.537, -50.965, 1.357, 37.307, -22.881, -55.208, -8.712, 26.352, -16.307, -9.155, 9.509]	-20.086
105.106	[0.446, 0.531, 1.0, 0.229, 0.249, 0.245, 0.476, 0.491, 0.529, 0.547, 0.329, 0.294]	[40.255, 9.813, -50.019, -50.446, 42.339, -28.33, -38.412, 0.699, -19.657, -14.953, 14.529, -13.355]	-25.000
105.188	[0.128, 0.041, 0.353, 0.092, 0.177, 0.063, 0.174, 1.0, 0.392, 0.308, 0.164, 0.026]	[46.7, -17.769, 29.254, -26.184, 81.527, -2.855, -4.287, -9.891, 28.482, 21.421, 5.228, 23.81]	-19.950
105.332	[0.114, 0.029, 0.285, 0.148, 0.431, 0.044, 0.055, 0.133, 0.497, 1.0, 0.034, 0.034]	[49.148, -12.201, 109.69, 1.905, 75.491, -26.362, 21.288, 28.236, 4.012, -2.235, -4.392, 25.079]	-14.469
105.627	[0.346, 0.037, 0.106, 0.023, 0.04, 0.272, 0.388, 0.309, 0.083, 0.127, 0.561, 1.0]	[45.073, -0.495, -42.4, -11.097, 51.73, -43.364, -1.863, 37.567, 17.828, 9.683, -7.796, 15.519]	-17.339
105.857	[0.237, 0.031, 0.066, 0.01, 0.031, 0.594, 0.204, 0.048, 0.036, 0.081, 0.272, 1.0]	[47.373, 10.211, -11.881, 6.58, 54.288, -5.808, 22.375, -7.172, 26.589, 17.203, -33.185, -3.609]	-18.268
106.108	[0.02, 0.008, 0.106, 0.005, 0.005, 0.046, 0.021, 0.33, 0.048, 0.392, 1.0, 0.093]	[44.381, 33.904, 11.219, -74.185, 48.557, 16.81, 6.329, -4.034, 47.576, -9.579, 19.084, -7.28]	-24.032
106.527	[0.054, 0.019, 0.635, 0.018, 0.031, 0.379, 0.129, 0.099, 0.046, 0.329, 1.0, 0.028]	[41.807, -8.038, -70.887, 85.663, 39.642, -34.148, -75.611, -37.481, 30.98, 11.766, -28.166, 21.515]	-14.992
107.387	[0.069, 0.253, 1.0, 0.037, 0.041, 0.143, 0.057, 0.085, 0.266, 0.767, 0.103, 0.023]	[39.665, -8.996, -13.44, -111.968, 42.266, 108.819, 11.673, 17.302, 25.224, 0.109, -52.809, -0.711]	-33.399
108.135	[0.134, 0.371, 0.661, 0.218, 0.109, 0.334, 0.255, 0.268, 0.846, 1.0, 0.093, 0.045]	[48.006, 7.473, -5.743, -4.307, 44.611, -15.944, -98.646, -41.012, 20.381, 37.924, -11.043, -4.104]	-24.549
108.396	[0.176, 0.184, 0.764, 0.039, 0.083, 0.944, 0.099, 0.095, 0.222, 1.0, 0.038, 0.022]	[44.55, -50.504, -4.986, -15.101, 30.117, -18.639, -65.876, -7.793, 10.089, -5.52, -11.508, -2.201]	-16.723
108.686	[0.385, 0.585, 0.753, 0.235, 0.208, 1.0, 0.543, 0.695, 0.197, 0.347, 0.114, 0.044]	[41.307, -36.741, -19.489, -64.309, 39.912, -10.278, -75.958, -10.258, 47.072, -17.104, 31.969, -4.259]	-23.668
108.786	[0.457, 0.228, 0.93, 0.028, 0.083, 0.475, 0.101, 0.186, 0.21, 1.0, 0.098, 0.143]	[41.491, -20.012, -45.438, 22.94, 24.415, -14.051, -65.159, -50.058, 36.868, -9.271, -29.809, 4.223]	-18.060
109.145	[0.138, 0.018, 0.119, 0.03, 0.389, 1.0, 0.225, 0.357, 0.042, 0.066, 0.03, 0.018]	[43.826, 21.663, -52.579, -15.092, 52.399, -8.186, -25.719, 27.316, 13.258, 30.627, -19.656, 6.574]	-25.454
109.622	[0.604, 0.057, 0.063, 0.023, 0.115, 0.748, 0.264, 1.0, 0.051, 0.087, 0.034, 0.058]	[42.775, 24.542, -64.185, 20.24, 58.48, -14.816, -50.248, 27.62, 4.666, -18.894, -36.576, -4.279]	-22.415
109.992	[0.272, 0.038, 0.076, 0.072, 0.184, 1.0, 0.587, 0.841, 0.035, 0.035, 0.021, 0.021]	[40.836, 29.03, -91.475, -51.311, 76.967, 32.163, -3.972, -50.691, -17.363, 3.135, -12.422, -2.018]	-27.505
110.539	[0.361, 0.114, 1.0, 0.092, 0.048, 0.272, 0.084, 0.203, 0.019, 0.064, 0.014, 0.093]	[42.877, -14.436, -42.263, -21.492, 29.811, -3.48, -62.124, -53.609, 21.161, 12.111, -7.014, 12.051]	-22.857
110.753	[0.443, 0.144, 0.582, 1.0, 0.303, 0.472, 0.149, 0.226, 0.086, 0.217, 0.593, 0.38]	[45.259, -39.649, -10.221, 18.243, 49.644, 24.585, -29.453, -6.957, 38.274, -27.066, -23.197, 4.337]	-21.520
111.246	[0.278, 0.707, 1.0, 0.835, 0.383, 0.39, 0.05, 0.113, 0.128, 0.129, 0.317, 0.181]	[35.589, -142.63, -76.826, -46.005, 38.083, -45.726, -38.98, -24.199, 20.32, 3.596, 2.622, 15.937]	-25.481
111.334	[0.082, 0.105, 0.646, 1.0, 0.16, 0.128, 0.052, 0.215, 0.01, 0.032, 0.231, 0.023]	[35.818, -90.161, -62.583, -41.716, 26.229, -7.202, -41.827, 4.447, 39.482, -40.522, -34.369, 5.964]	-25.940
111.653	[0.248, 1.0, 0.405, 0.445, 0.208, 0.392, 0.118, 0.592, 0.062, 0.111, 0.217, 0.117]	[35.984, 102.614, -105.42, -86.853, 83.587, -28.072, -29.297, 0.22, 22.752, -30.997, -0.933, -11.654]	-31.503
111.809	[0.066, 0.049, 0.27, 1.0, 0.135, 0.134, 0.036, 0.183, 0.023, 0.031, 0.07, 0.095]	[39.918, -19.86, -92.276, -3.115, 5.056, 4.079, -62.164, -45.832, 29.976, 16.689, -20.509, 0.252]	-26.142
112.459	[0.053, 0.073, 0.328, 1.0, 0.054, 0.117, 0.082, 0.248, 0.059, 0.062, 0.315, 0.067]	[31.576, -119.825, -94.715, -42.909, 15.627, -17.361, -33.929, -11.52, 20.687, -15.238, -39.287, 4.971]	-29.228
113.091	[0.081, 0.014, 0.072, 1.0, 0.135, 0.095, 0.05, 0.42, 0.022, 0.029, 0.084, 0.192]	[31.146, -143.318, -86.015, -72.925, 17.874, 13.405, -11.331, -8.913, 8.393, 10.476, -19.804, 7.253]	-35.609
113.589	[0.216, 0.083, 0.206, 1.0, 0.317, 0.324, 0.444, 0.619, 0.201, 0.08, 0.11, 0.066]	[39.668, -69.066, -27.894, -27.387, 47.202, 67.858, 11.566, 11.662, 38.797, -14.778, -11.673, 17.933]	-33.622
113.905	[0.735, 0.937, 0.437, 1.0, 0.583, 0.851, 0.527, 0.913, 0.388, 0.085, 0.157, 0.256]	[44.068, 76.183, 5.081, -77.152, -7.291, 23.935, -61.964, 1.407, 40.802, -29.308, 14.399, -28.464]	-26.707
113.999	[0.245, 0.148, 0.481, 1.0, 0.439, 0.409, 0.07, 0.25, 0.032, 0.167, 0.5, 0.258]	[47.127, 78.896, -4.664, -38.859, -24.25, -11.377, -73.531, -20.416, 23.231, 8.728, -10.503, -32.278]	-14.625
114.213	[0.321, 0.256, 0.413, 1.0, 0.196, 0.063, 0.033, 0.124, 0.023, 0.037, 0.223, 0.054]	[43.865, 12.958, -49.849, 42.756, 18.49, -22.256, -55.549, -50.558, 35.779, 19.746, -37.07, -4.979]	-14.615
114.499	[0.484, 1.0, 0.373, 0.308, 0.46, 0.419, 0.173, 0.086, 0.315, 0.334, 0.238, 0.096]	[42.626, -4.582, -19.315, -110.496, -21.202, 9.877, -52.672, 39.39, 37.316, -12.894, 8.142, -29.177]	-24.485
114.625	[0.075, 0.587, 1.0, 0.057, 0.129, 0.548, 0.05, 0.022, 0.037, 0.274, 0.073, 0.021]	[45.865, 72.465, -59.62, -23.53, -8.983, -2.632, -88.973, -28.477, 31.042, 13.03, -38.36, -17.587]	-15.102
114.911	[0.105, 0.671, 1.0, 0.187, 0.124, 0.8, 0.066, 0.031, 0.059, 0.263, 0.053, 0.026]	[42.565, 20.018, -26.956, -79.868, 60.299, 14.322, -11.427, -41.757, -7.448, 35.478, -28.823, -7.813]	-22.841
115.177	[0.088, 0.169, 0.479, 0.078, 0.166, 1.0, 0.22, 0.093, 0.055, 0.343, 0.064, 0.038]	[46.809, -13.05, -26.433, 21.298, 69.103, -13.538, -32.853, -34.548, 0.732, -14.942, -30.421, 22.122]	-22.316
115.554	[0.076, 0.116, 0.345, 0.073, 0.363, 1.0, 0.09, 0.032, 0.014, 0.108, 0.019, 0.012]	[42.152, -68.121, -58.418, -9.486, 56.926, 2.409, -50.436, -37.974, 10.693, -30.658, -21.023, 10.286]	-21.385
115.802	[0.063, 0.263, 1.0, 0.099, 0.057, 0.173, 0.043, 0.023, 0.021, 0.144, 0.034, 0.027]	[43.147, 2.818, -68.837, 10.469, 31.551, -19.784, -85.619, -21.774, 33.402, -2.907, -23.07, 14.565]	-22.151
116.216	[0.163, 0.019, 0.046, 0.015, 0.156, 1.0, 0.14, 0.164, 0.019, 0.134, 0.016, 0.019]	[38.452, -89.492, 1.928, -134.733, 35.958, -12.051, -61.92, 41.015, 33.193, 9.351, 3.091, 7.428]	-27.902
117.069	[0.266, 0.055, 0.064, 0.036, 0.095, 1.0, 0.146, 0.435, 0.052, 0.079, 0.032, 0.03]	[38.039, -88.543, -59.863, -10.034, 20.632, -1.132, -22.835, -15.286, 20.802, 4.139, -19.908, 11.065]	-24.587
117.823	[0.884, 0.244, 0.04, 0.018, 0.134, 1.0, 0.152, 0.349, 0.065, 0.085, 0.064, 0.37]	[38.96, 3.768, -112.091, -50.368, 125.08, -30.318, -13.02, -25.818, 12.122, -40.745, -6.579, 3.956]	-27.665
117.952	[0.205, 0.137, 0.056, 0.077, 0.183, 0.649, 0.579, 0.138, 0.176, 1.0, 0.467, 0.363]	[40.473, -34.833, -60.508, 10.782, 70.087, 35.491, 0.704, -21.573, 17.376, 14.761, -65.164, -3.888]	-25.022
118.228	[0.201, 0.067, 0.025, 0.009, 0.144, 0.926, 0.166, 0.074, 0.313, 1.0, 0.492, 0.226]	[41.183, -37.5, 14.504, -134.592, 31.599, -22.572, 17.73, -10.817, 46.078, 20.601, -5.659, -13.741]	-26.917
118.422	[0.068, 0.048, 0.408, 0.354, 0.252, 0.131, 0.068, 0.053, 0.258, 1.0, 0.375, 0.061]	[46.974, 17.197, 16.224, 8.501, 61.004, -29.776, -14.186, 1.499, 44.183, 9.008, -30.025, 1.488]	-13.256
118.846	[0.133, 0.036, 1.0, 0.082, 0.463, 0.056, 0.083, 0.2, 0.189, 0.868, 0.113, 0.03]	[41.512, -74.965, -26.237, -54.268, 51.612, -12.011, -25.979, -15.518, 1.098, -5.344, -0.911, 30.01]	-23.142
119.271	[0.127, 0.028, 0.279, 0.052, 0.666, 1.0, 0.219, 0.065, 0.03, 0.238, 0.026, 0.03]	[40.814, -110.419, -29.5, -54.877, 62.361, -10.493, -53.393, -7.273, 13.881, -40.87, -0.816, 6.761]	-22.001
119.566	[0.147, 0.048, 0.1, 0.042, 0.163, 0.282, 0.223, 0.117, 0.227, 1.0, 0.884, 0.366]	[43.396, -59.803, -0.265, -71.483, 60.656, 8.468, -59.588, 2.168, 23.392, -23.475, -7.088, -8.976]	-21.666
120.014	[0.401, 0.022, 0.047, 0.012, 0.011, 0.066, 0.088, 0.227, 0.028, 0.05, 0.096, 1.0]	[37.895, -42.142, -101.862, -47.607, 60.902, -14.745, -8.015, -54.797, -5.202, 31.194, -28.813, -11.607]	-25.063
120.216	[0.051, 0.033, 0.16, 0.015, 0.077, 0.552, 0.094, 0.084, 0.045, 0.258, 1.0, 0.049]	[39.705, -103.758, -4.2, -98.5, 59.833, 4.429, -18.746, 26.732, 38.632, -23.677, -17.508, 6.061]	-25.445
120.877	[0.415, 0.105, 1.0, 0.116, 0.258, 0.322, 0.125, 0.062, 0.034, 0.07, 0.474, 0.526]	[36.742, -74.046, -55.103, 16.717, 34.477, -41.877, -64.432, -30.789, 19.307, -13.711, -12.323, 25.423]	-22.296
