time	chroma	timbre	dB
47.752	[0.866, 0.827, 0.514, 0.434, 0.282, 1.0, 0.238, 0.131, 0.074, 0.061, 0.087, 0.785]	[44.355, 60.178, -31.224, 11.777, -15.752, 4.302, 21.476, 1.666, -3.139, -21.954, 11.314, -6.852]	-19.481
48.030	[1.0, 0.83, 0.553, 0.406, 0.242, 0.193, 0.101, 0.13, 0.052, 0.07, 0.077, 0.913]	[42.809, 9.283, -27.034, 2.944, 1.073, -62.113, 23.505, -6.722, -9.017, 9.531, -14.634, -22.502]	-20.473
48.251	[1.0, 0.215, 0.529, 0.576, 0.361, 0.253, 0.146, 0.603, 0.154, 0.326, 0.569, 0.176]	[42.966, 74.844, 48.66, 30.679, 61.857, 15.267, -12.095, -5.724, 3.267, -37.433, 10.401, -20.143]	-21.481
48.483	[1.0, 0.991, 0.102, 0.115, 0.203, 0.182, 0.379, 0.381, 0.608, 0.601, 0.733, 0.237]	[44.594, 58.206, 8.179, -18.513, 4.306, 28.35, 4.286, -26.179, 5.024, 11.749, -47.112, -0.619]	-20.149
48.633	[1.0, 0.213, 0.072, 0.053, 0.045, 0.081, 0.079, 0.199, 0.033, 0.029, 0.044, 0.483]	[43.005, 55.111, -4.938, -28.661, 26.884, -21.752, 14.663, 8.402, 29.65, -19.318, -13.661, -27.337]	-18.878
48.965	[0.832, 0.924, 1.0, 0.967, 0.754, 0.663, 0.541, 0.446, 0.425, 0.331, 0.28, 0.898]	[43.021, 37.953, 6.044, -80.907, 4.282, -21.267, -1.209, 5.74, 22.348, 21.336, -14.422, -13.001]	-22.206
49.174	[1.0, 0.479, 0.308, 0.426, 0.35, 0.599, 0.553, 0.48, 0.31, 0.202, 0.182, 0.716]	[46.793, 69.867, 12.621, -4.533, 34.983, -0.74, 9.188, 12.763, 11.521, -2.025, -22.801, -27.621]	-17.813
49.488	[1.0, 0.69, 0.499, 0.31, 0.349, 0.211, 0.193, 0.311, 0.2, 0.182, 0.087, 0.905]	[45.219, 43.161, -18.903, -26.143, 14.434, 13.49, 9.28, -14.431, 15.701, -0.323, -18.767, -19.655]	-19.587
49.765	[0.201, 0.072, 0.123, 0.15, 0.096, 0.133, 0.574, 1.0, 0.226, 0.214, 0.125, 0.209]	[43.203, 60.637, -33.396, 40.815, 36.139, -44.706, -6.196, -10.764, 16.73, -0.088, -10.253, -15.312]	-17.115
50.027	[0.94, 0.919, 0.801, 0.207, 0.373, 0.222, 0.135, 0.121, 0.068, 0.084, 0.259, 1.0]	[40.937, 36.915, -68.166, -2.688, -22.983, -86.455, -5.051, 16.922, -12.614, 7.439, 9.416, -5.759]	-25.964
50.267	[0.985, 0.891, 0.446, 0.46, 0.533, 0.58, 0.766, 0.933, 0.802, 0.83, 1.0, 0.213]	[43.088, 113.615, 6.262, 32.812, 24.137, -20.091, -21.424, 3.855, 2.229, 19.081, 29.785, -13.133]	-23.240
50.405	[0.718, 1.0, 0.157, 0.104, 0.239, 0.238, 0.416, 0.407, 0.465, 0.481, 0.455, 0.033]	[41.765, 82.143, -16.623, 46.914, -34.433, -55.861, -5.172, 1.047, 5.68, -5.64, -25.154, -4.736]	-21.358
50.519	[0.77, 1.0, 0.019, 0.023, 0.039, 0.037, 0.1, 0.1, 0.202, 0.204, 0.412, 0.024]	[44.431, 59.417, -64.961, 49.9, -60.111, -48.909, -16.886, -8.247, -13.921, 12.413, -0.766, 3.143]	-24.996
50.623	[0.333, 0.755, 0.75, 0.754, 1.0, 0.987, 0.683, 0.681, 0.417, 0.434, 0.301, 0.025]	[40.431, 95.553, -16.185, -43.398, -0.481, -20.467, -11.675, -6.316, 32.841, 3.401, -18.899, -33.155]	-21.864
50.770	[0.38, 1.0, 0.115, 0.241, 0.282, 0.237, 0.494, 0.494, 0.724, 0.754, 0.747, 0.05]	[40.166, 85.447, -68.036, 58.713, -6.184, -54.994, -27.362, -30.447, -5.451, 31.912, -4.087, 2.98]	-21.106
50.911	[0.313, 1.0, 0.981, 0.977, 0.55, 0.552, 0.023, 0.03, 0.01, 0.01, 0.316, 0.309]	[35.038, 35.408, -17.935, -24.258, -77.515, -19.853, 9.876, -2.639, -5.99, -13.248, 0.27, 9.433]	-26.592
51.001	[0.657, 1.0, 0.034, 0.03, 0.054, 0.047, 0.11, 0.11, 0.212, 0.216, 0.329, 0.063]	[43.911, 82.769, -55.858, -56.698, -20.413, 44.562, -8.833, 34.404, 50.785, -0.519, 18.505, -6.21]	-26.104
51.131	[0.16, 0.244, 0.524, 1.0, 0.405, 0.178, 0.113, 0.089, 0.126, 0.256, 0.439, 0.178]	[45.314, 62.495, -28.56, -10.83, 40.241, -8.191, -33.256, 11.602, 38.259, 45.317, -29.219, -24.068]	-17.130
51.387	[0.291, 1.0, 0.322, 0.361, 0.205, 0.221, 0.075, 0.272, 0.308, 0.073, 0.089, 0.075]	[41.913, 34.564, -3.991, -0.43, 20.664, -40.385, 23.241, -8.365, -9.644, 4.932, -28.607, -19.079]	-20.969
51.525	[0.917, 1.0, 0.892, 0.498, 0.135, 0.248, 0.169, 0.13, 0.109, 0.097, 0.222, 0.833]	[45.815, 34.085, -42.064, 45.41, -14.702, -81.887, -6.263, -9.593, 0.254, 24.501, -8.677, -5.998]	-22.406
51.756	[0.965, 1.0, 0.829, 0.602, 0.416, 0.423, 0.14, 0.127, 0.133, 0.085, 0.045, 0.911]	[43.025, 49.059, -61.554, 9.226, 8.011, -9.506, -10.976, -24.209, 23.527, -6.007, 8.368, -21.52]	-20.655
52.013	[1.0, 0.871, 0.773, 0.571, 0.406, 0.338, 0.248, 0.296, 0.158, 0.138, 0.092, 0.849]	[44.056, -8.512, 5.789, 41.865, 7.767, 9.739, 44.719, 16.12, -25.538, 30.558, 17.453, -28.112]	-24.491
52.213	[1.0, 0.531, 0.423, 0.341, 0.266, 0.457, 0.179, 0.533, 0.157, 0.317, 0.485, 0.263]	[42.392, 25.551, 74.16, 0.981, 38.456, -21.086, 6.492, 48.748, 1.394, -29.397, -28.095, -8.251]	-19.786
52.413	[0.898, 1.0, 0.835, 0.474, 0.315, 0.201, 0.155, 0.328, 0.126, 0.33, 0.21, 0.223]	[41.356, 31.978, 85.238, -4.653, 65.327, -35.419, -1.372, -41.419, -19.266, 5.118, -10.593, -4.415]	-21.255
52.524	[0.956, 1.0, 0.067, 0.063, 0.099, 0.099, 0.103, 0.107, 0.263, 0.267, 0.624, 0.043]	[45.932, -3.721, -34.489, 75.1, -17.302, -67.284, 5.313, -27.534, -0.854, 13.964, -25.04, 5.889]	-18.888
52.652	[0.86, 1.0, 0.619, 0.622, 0.727, 0.727, 0.522, 0.556, 0.182, 0.178, 0.326, 0.023]	[42.734, 49.091, -10.763, -50.282, 48.937, -31.111, 22.611, 7.808, 13.018, -0.357, -10.974, -5.072]	-21.706
52.767	[1.0, 0.588, 0.036, 0.041, 0.015, 0.009, 0.019, 0.048, 0.068, 0.08, 0.624, 0.02]	[42.334, 55.775, -23.238, 32.679, 33.833, -49.419, 5.509, -35.33, 12.953, 10.985, -3.576, -3.892]	-18.666
52.913	[0.481, 0.154, 0.114, 0.115, 0.296, 0.335, 0.683, 0.69, 0.973, 1.0, 0.916, 0.097]	[40.162, 28.674, -4.56, -19.515, -19.249, -48.865, 4.427, 14.583, 28.387, -9.026, 0.802, -0.926]	-22.117
53.024	[0.87, 1.0, 0.02, 0.027, 0.049, 0.052, 0.056, 0.062, 0.136, 0.138, 0.492, 0.03]	[40.515, 10.545, -89.791, 9.67, -10.687, -76.414, -0.139, -8.954, 2.856, 5.376, -12.666, -3.525]	-22.058
53.136	[1.0, 0.979, 0.233, 0.206, 0.227, 0.844, 0.798, 0.512, 0.368, 0.562, 0.813, 0.991]	[40.517, 40.38, -8.202, -87.65, 21.048, 1.113, 9.579, 6.882, 20.199, 0.926, -28.47, -1.719]	-25.051
53.471	[0.878, 0.744, 0.725, 0.652, 0.515, 0.488, 0.447, 0.41, 0.309, 0.206, 0.183, 1.0]	[44.122, 62.972, -40.81, -34.695, 32.704, 10.47, -1.497, 11.611, 12.013, -2.788, -41.928, -10.971]	-20.447
53.679	[0.23, 0.118, 0.06, 0.087, 0.124, 1.0, 0.108, 0.218, 0.049, 0.115, 0.147, 0.054]	[42.646, 30.95, -16.158, -31.718, 39.718, -36.823, -7.787, 20.665, 10.833, 18.531, -14.388, -23.37]	-18.849
54.027	[1.0, 0.918, 0.69, 0.435, 0.214, 0.466, 0.291, 0.135, 0.087, 0.083, 0.141, 0.981]	[41.483, 20.325, -74.826, 1.163, -2.183, -79.449, -21.887, 2.011, 16.541, 11.6, -4.89, -7.767]	-19.050
54.213	[0.997, 1.0, 0.514, 0.894, 0.715, 0.673, 0.885, 0.774, 0.341, 0.356, 0.836, 0.658]	[40.662, 86.103, -14.471, -46.641, -4.352, -11.205, -26.141, 22.481, 4.532, -0.91, -41.637, -1.381]	-23.315
54.410	[0.576, 1.0, 0.159, 0.183, 0.155, 0.129, 0.156, 0.169, 0.213, 0.213, 0.303, 0.05]	[39.851, 93.37, -51.0, -43.654, -20.08, -43.958, -11.197, 5.579, 11.917, 14.88, 0.149, -3.859]	-24.589
54.521	[0.968, 1.0, 0.024, 0.026, 0.096, 0.097, 0.199, 0.201, 0.391, 0.391, 0.685, 0.016]	[43.551, 56.431, -82.092, 74.434, -56.69, -46.647, -22.565, -5.725, -10.308, 8.937, -13.794, 4.506]	-20.920
54.645	[0.443, 0.849, 0.831, 0.83, 0.998, 1.0, 0.703, 0.709, 0.435, 0.44, 0.294, 0.039]	[38.402, 98.572, -19.42, -27.791, -1.15, -17.245, 15.612, 2.232, -7.788, 11.893, -6.454, -9.89]	-24.558
54.776	[0.088, 0.225, 0.492, 1.0, 0.331, 0.022, 0.027, 0.05, 0.011, 0.093, 0.304, 0.075]	[40.285, 124.249, -62.044, -3.823, -21.318, -60.866, -21.659, -18.353, -17.85, 41.074, 1.596, -1.365]	-24.093
55.012	[1.0, 0.994, 0.05, 0.039, 0.066, 0.065, 0.187, 0.189, 0.407, 0.407, 0.744, 0.011]	[39.962, 29.168, -107.846, 25.6, -17.792, -46.867, -11.015, 5.332, -5.243, 10.726, -3.808, -1.595]	-23.356
55.155	[0.768, 1.0, 0.634, 0.552, 0.439, 0.297, 0.34, 0.365, 0.326, 0.584, 0.554, 0.501]	[40.002, 86.198, -18.528, -44.874, 16.091, 10.957, 32.987, 2.713, -20.404, 32.377, -30.474, 2.876]	-27.005
55.402	[0.793, 0.281, 0.113, 0.115, 0.194, 0.225, 0.52, 0.509, 0.809, 0.816, 1.0, 0.161]	[40.064, 67.43, -29.924, 15.005, -19.17, -65.633, 5.083, -12.281, -29.4, 17.954, -15.492, 21.358]	-25.432
55.486	[0.253, 0.323, 0.163, 0.151, 0.114, 1.0, 0.477, 0.254, 0.192, 0.078, 0.169, 0.111]	[43.238, 25.51, -17.936, -13.379, 33.927, 45.665, 10.932, 14.471, 11.711, -18.297, -46.21, -5.647]	-22.759
55.763	[0.826, 0.792, 0.452, 0.347, 0.212, 1.0, 0.331, 0.156, 0.067, 0.041, 0.043, 0.739]	[43.581, 52.589, -66.961, 46.464, -6.0, -6.481, 10.026, -8.712, -1.747, 8.626, 10.011, -2.753]	-22.103
56.030	[1.0, 0.531, 0.247, 0.245, 0.124, 0.123, 0.199, 0.461, 0.042, 0.035, 0.04, 0.807]	[42.132, 10.495, -67.184, 1.402, 41.09, -84.209, 27.709, 14.489, 3.342, 12.126, -17.652, -5.009]	-24.118
56.274	[1.0, 0.325, 0.077, 0.065, 0.089, 0.044, 0.034, 0.118, 0.117, 0.151, 0.433, 0.254]	[44.537, 57.078, -29.458, 48.546, 34.488, -59.652, -7.903, -23.452, 9.579, 29.189, -24.49, -11.369]	-23.611
56.407	[1.0, 0.712, 0.738, 0.822, 0.761, 0.741, 0.815, 0.838, 0.643, 0.511, 0.442, 0.979]	[42.762, 27.989, 6.649, -76.488, 34.866, -31.913, 34.714, -24.676, 23.561, 12.385, -10.075, 1.283]	-21.164
56.645	[0.891, 1.0, 0.645, 0.63, 0.73, 0.707, 0.611, 0.622, 0.554, 0.564, 0.611, 0.02]	[44.002, 49.355, -12.804, -3.188, 39.757, -26.526, 24.079, 19.101, 16.107, -5.597, -12.176, -15.434]	-19.916
56.761	[1.0, 0.361, 0.06, 0.078, 0.051, 0.016, 0.102, 0.22, 0.039, 0.017, 0.031, 0.601]	[43.767, 56.99, -6.647, 13.115, 41.64, -15.016, 34.082, -36.706, 11.327, 20.368, -25.398, -1.971]	-18.494
56.999	[0.563, 1.0, 0.595, 0.451, 0.304, 0.246, 0.2, 0.131, 0.119, 0.088, 0.084, 0.56]	[44.697, 60.101, -8.089, -54.268, 14.725, -3.024, 10.864, 23.494, 35.936, 23.04, 6.756, -4.88]	-21.869
57.272	[1.0, 0.298, 0.105, 0.119, 0.165, 0.231, 0.288, 0.398, 0.073, 0.041, 0.118, 0.544]	[45.389, 65.808, -25.853, -2.991, 52.483, -34.603, -23.233, -12.454, 20.361, 38.659, -20.992, -3.591]	-16.308
57.516	[1.0, 0.702, 0.489, 0.249, 0.231, 0.133, 0.101, 0.231, 0.077, 0.039, 0.048, 0.875]	[46.547, 47.544, -41.033, 37.604, -4.334, -33.88, 1.935, -0.767, 3.744, 34.277, 4.926, -0.049]	-19.339
57.717	[0.181, 0.079, 0.093, 0.105, 0.219, 0.131, 0.366, 1.0, 0.12, 0.378, 0.198, 0.067]	[43.769, 20.823, 8.801, -36.377, 53.456, -21.483, 4.151, -2.438, 17.868, 32.316, -41.706, -7.771]	-20.236
58.027	[0.89, 0.834, 0.633, 0.103, 0.283, 0.261, 0.144, 0.199, 0.068, 0.102, 0.299, 1.0]	[42.504, -18.334, -56.366, 0.702, 27.082, -83.284, 13.225, -3.008, -2.165, 15.7, -4.474, -13.52]	-20.676
58.241	[0.928, 1.0, 0.417, 0.424, 0.39, 0.483, 0.582, 0.866, 0.511, 0.562, 0.64, 0.23]	[43.594, 82.482, 6.931, -18.227, 53.147, 13.304, 7.744, 14.087, 20.105, -14.891, -8.526, -11.37]	-20.602
58.404	[0.459, 0.198, 0.64, 0.428, 0.198, 0.248, 0.479, 1.0, 0.354, 0.273, 0.431, 0.547]	[41.059, 92.038, 42.586, 52.922, 30.787, -44.661, -37.753, -23.648, 3.197, -2.51, -33.05, -3.223]	-19.779
58.520	[1.0, 0.87, 0.541, 0.376, 0.241, 0.181, 0.1, 0.148, 0.074, 0.048, 0.041, 0.953]	[44.918, 77.592, -41.397, 43.892, -30.577, -60.462, -14.991, 3.818, 9.71, 19.749, 23.456, -15.177]	-25.343
58.746	[0.487, 1.0, 0.143, 0.335, 0.282, 0.23, 0.602, 0.625, 0.765, 0.815, 0.823, 0.138]	[42.597, 46.255, -14.65, 24.047, 34.513, 7.922, 6.366, -54.516, 12.361, -1.35, -27.556, 3.637]	-20.090
58.924	[0.35, 1.0, 0.103, 0.181, 0.103, 0.022, 0.108, 0.145, 0.096, 0.048, 0.052, 0.077]	[39.506, -23.508, -6.021, -15.075, 3.339, -43.412, 0.246, -11.412, 9.319, -8.156, -3.158, -16.006]	-22.076
59.025	[0.55, 1.0, 0.469, 0.488, 0.168, 0.146, 0.208, 0.245, 0.125, 0.119, 0.102, 0.853]	[47.343, 67.391, -37.117, 18.07, -2.976, -32.568, -14.308, 7.933, 30.61, 6.583, -10.578, -4.334]	-22.678
59.277	[0.124, 0.233, 0.386, 1.0, 0.378, 0.146, 0.042, 0.191, 0.052, 0.154, 0.477, 0.101]	[45.068, 57.341, -23.419, 12.487, 45.903, -48.132, -2.983, -13.788, 4.531, 31.956, -20.775, -29.936]	-17.960
59.511	[0.926, 1.0, 0.073, 0.099, 0.057, 0.071, 0.14, 0.242, 0.394, 0.357, 0.642, 0.036]	[47.276, 20.35, -28.786, 36.592, 7.161, -3.707, 4.208, -17.808, 12.993, 30.023, 5.543, -20.014]	-19.521
59.642	[0.461, 0.841, 0.784, 0.861, 0.966, 1.0, 0.736, 0.839, 0.484, 0.445, 0.269, 0.024]	[44.591, 115.296, -40.255, -58.906, 86.784, -46.736, -4.739, 26.917, -1.621, -11.06, -2.827, -11.496]	-17.552
59.768	[1.0, 0.928, 0.643, 0.44, 0.271, 0.225, 0.124, 0.504, 0.202, 0.063, 0.066, 0.948]	[45.127, 83.114, -51.757, -11.706, 19.301, -43.162, -14.056, -7.789, 2.838, 33.582, -13.73, -2.481]	-15.921
60.012	[1.0, 0.847, 0.647, 0.517, 0.336, 0.286, 0.195, 0.303, 0.137, 0.139, 0.312, 0.912]	[44.381, 46.503, -30.58, -14.934, 26.423, -30.872, -0.574, 3.421, 14.747, 30.697, 10.784, 4.297]	-20.102
60.256	[1.0, 0.144, 0.627, 0.648, 0.223, 0.196, 0.119, 0.949, 0.217, 0.399, 0.659, 0.292]	[43.94, 81.17, 10.347, 29.68, 55.709, -19.047, -23.089, -8.249, 4.712, -6.995, 18.154, -14.502]	-18.334
60.500	[0.791, 1.0, 0.062, 0.078, 0.064, 0.05, 0.034, 0.033, 0.147, 0.14, 0.384, 0.134]	[44.846, 47.973, -39.564, 22.482, -10.944, 32.947, 4.308, -3.005, -2.279, 14.201, -16.191, 2.864]	-20.515
60.634	[0.863, 1.0, 0.669, 0.672, 0.836, 0.83, 0.632, 0.68, 0.331, 0.342, 0.498, 0.021]	[41.214, 46.089, -29.009, -47.484, 40.428, -15.507, 25.797, -14.107, 38.341, -3.939, -21.166, -0.563]	-21.385
60.767	[1.0, 0.602, 0.042, 0.032, 0.018, 0.01, 0.016, 0.046, 0.096, 0.104, 0.602, 0.024]	[41.211, 87.092, -36.078, 19.426, 14.586, -40.192, 5.338, -46.903, 6.615, 10.673, -7.424, -10.031]	-21.161
60.906	[0.504, 0.104, 0.124, 0.126, 0.271, 0.312, 0.647, 0.671, 0.984, 1.0, 0.935, 0.093]	[40.851, 20.016, -1.842, -11.287, -4.21, -35.34, 4.196, 12.313, 25.674, 10.062, -2.941, -2.843]	-22.334
61.024	[0.977, 1.0, 0.048, 0.067, 0.102, 0.102, 0.172, 0.185, 0.283, 0.284, 0.659, 0.019]	[40.871, 17.525, -86.507, 14.145, -7.904, -78.73, -4.381, -3.864, 11.183, 5.47, -7.673, -7.741]	-21.932
61.158	[0.815, 0.822, 0.78, 0.791, 0.947, 0.947, 0.968, 1.0, 0.87, 0.873, 0.653, 0.061]	[39.99, 15.101, 0.139, -25.469, 20.231, -57.884, 13.788, 23.63, 13.539, 28.52, -2.737, 7.66]	-24.362
61.277	[0.487, 0.56, 0.535, 0.53, 0.603, 0.589, 0.773, 0.786, 0.988, 1.0, 0.6, 0.322]	[41.854, 109.09, -31.107, -13.57, -1.394, -65.785, -4.4, -42.903, 1.931, 22.514, -16.524, -4.434]	-21.833
61.358	[0.413, 0.04, 0.064, 0.103, 0.234, 0.197, 0.237, 0.212, 0.754, 0.755, 1.0, 0.04]	[43.636, 16.289, 11.648, -7.699, 35.418, -33.096, 8.735, 13.108, 18.537, 5.722, -11.409, -15.672]	-19.762
61.509	[0.972, 0.759, 0.622, 0.434, 0.368, 0.405, 0.17, 0.178, 0.081, 0.097, 0.057, 1.0]	[45.654, 30.863, -39.485, 61.531, 5.608, -16.948, 13.956, 0.035, -3.351, 12.178, 16.648, -10.317]	-18.579
61.714	[0.269, 0.095, 0.175, 0.131, 0.207, 1.0, 0.282, 0.391, 0.095, 0.043, 0.237, 0.084]	[43.043, 36.451, -5.962, -24.326, 14.461, -23.544, -35.788, 10.202, 24.699, -6.025, -27.887, -22.9]	-18.734
61.962	[0.93, 1.0, 0.868, 0.7, 0.511, 0.762, 0.449, 0.393, 0.251, 0.428, 0.278, 0.833]	[44.382, -6.316, 40.666, -29.431, 22.88, -5.614, 47.228, -10.415, -7.4, 18.668, -9.845, -3.169]	-21.341
62.264	[0.457, 0.594, 0.432, 0.44, 0.724, 0.753, 0.844, 1.0, 0.595, 0.652, 0.445, 0.06]	[44.155, 68.192, -2.782, 42.591, 48.095, -51.179, -7.276, -9.066, 7.256, -5.664, 11.863, -10.921]	-15.850
62.410	[0.602, 1.0, 0.19, 0.186, 0.156, 0.146, 0.153, 0.166, 0.206, 0.211, 0.3, 0.058]	[41.466, 55.415, -30.314, -34.536, 15.852, -47.043, -4.712, 4.085, 23.338, 18.154, -6.016, -13.104]	-20.309
62.521	[0.954, 1.0, 0.498, 0.336, 0.207, 0.159, 0.066, 0.082, 0.051, 0.048, 0.041, 0.893]	[43.378, 83.808, -66.959, 80.463, -39.07, -63.517, -19.257, 31.664, 0.467, 11.856, 16.132, -11.582]	-19.669
62.775	[0.114, 0.296, 0.583, 1.0, 0.374, 0.026, 0.107, 0.058, 0.035, 0.138, 0.314, 0.14]	[43.41, 74.968, -21.748, 9.651, 22.207, -50.974, 8.6, -26.192, -7.057, 59.142, 1.36, -6.743]	-25.776
63.002	[0.973, 1.0, 0.052, 0.035, 0.073, 0.064, 0.173, 0.16, 0.353, 0.349, 0.726, 0.051]	[41.917, 6.128, -68.698, 14.053, 9.951, -29.472, 12.131, -8.805, 6.73, 10.489, -13.964, -8.055]	-19.002
63.152	[0.634, 1.0, 0.519, 0.514, 0.618, 0.601, 0.57, 0.539, 0.37, 0.372, 0.305, 0.046]	[39.873, 23.106, -41.609, -29.497, 19.991, -53.724, 13.451, -14.473, -5.134, 19.194, 1.06, -15.162]	-23.600
63.251	[0.282, 1.0, 0.288, 0.344, 0.258, 0.239, 0.141, 0.172, 0.073, 0.082, 0.074, 0.135]	[42.686, 91.202, -66.952, -2.288, 48.892, -3.433, 0.669, 52.516, 8.405, -23.014, -1.85, -20.736]	-21.231
63.380	[0.371, 1.0, 0.329, 0.321, 0.338, 0.603, 0.087, 0.104, 0.185, 0.187, 0.099, 0.132]	[44.93, 5.744, 16.19, 21.191, 48.069, 1.817, 36.086, 2.191, 0.46, 11.203, -8.492, -29.767]	-22.314
63.518	[0.903, 0.947, 1.0, 0.423, 0.167, 0.266, 0.181, 0.364, 0.105, 0.185, 0.196, 0.81]	[47.404, 52.028, -52.532, 56.909, 16.774, -31.185, 11.41, -26.382, -20.444, 11.162, -10.941, -15.244]	-19.390
63.767	[0.488, 0.384, 0.331, 1.0, 0.262, 0.139, 0.081, 0.142, 0.094, 0.195, 0.079, 0.47]	[45.6, 39.424, -49.099, 28.282, 13.468, -30.986, 16.361, -29.515, 0.28, 21.445, 3.114, -7.058]	-21.225
64.029	[0.939, 1.0, 0.041, 0.046, 0.057, 0.058, 0.15, 0.161, 0.365, 0.377, 0.652, 0.014]	[42.067, -1.21, -61.415, -0.01, 24.036, -81.46, 27.666, -13.825, 8.978, 15.515, -12.347, -4.283]	-20.502
64.156	[0.475, 0.914, 0.937, 0.826, 0.994, 1.0, 0.931, 0.946, 0.494, 0.498, 0.265, 0.017]	[41.017, -43.685, -4.134, 5.359, 59.811, -58.77, -6.318, -0.953, 8.47, 6.29, -13.832, -31.717]	-21.303
64.273	[1.0, 0.331, 0.499, 0.312, 0.558, 0.285, 0.242, 0.651, 0.241, 0.445, 0.556, 0.216]	[43.291, 84.027, 24.12, 58.229, 75.198, -55.718, -38.032, -29.163, 1.814, 15.732, -16.926, -5.86]	-22.226
64.401	[0.241, 0.261, 0.288, 0.202, 0.094, 0.17, 1.0, 0.75, 0.078, 0.128, 0.098, 0.059]	[43.36, 34.27, 16.715, -24.967, 55.162, -26.063, -14.957, 7.604, 21.729, 16.372, 11.259, -33.349]	-22.035
64.530	[1.0, 0.93, 0.041, 0.026, 0.128, 0.139, 0.437, 0.412, 0.678, 0.679, 0.887, 0.017]	[46.076, 15.264, -37.055, 40.942, -15.151, -82.115, 5.789, -34.163, 14.972, 20.731, -33.503, -1.098]	-17.525
64.646	[0.897, 1.0, 0.686, 0.704, 0.808, 0.785, 0.619, 0.626, 0.536, 0.546, 0.624, 0.017]	[42.971, 60.003, -30.246, -32.799, 34.824, -30.878, -1.689, 0.77, 36.492, 0.863, -13.697, -27.05]	-18.844
64.767	[1.0, 0.432, 0.185, 0.08, 0.071, 0.051, 0.149, 0.264, 0.066, 0.024, 0.034, 0.622]	[43.384, 68.694, -19.771, 8.361, 30.921, -45.808, 10.112, -37.032, 24.399, 24.338, -8.751, -16.523]	-18.503
64.964	[0.833, 0.902, 1.0, 0.912, 0.724, 0.621, 0.498, 0.429, 0.389, 0.291, 0.253, 0.906]	[43.236, 28.948, 8.937, -53.736, 18.311, -28.807, 12.589, 25.715, 38.837, 21.807, -20.127, -5.567]	-20.237
65.184	[0.685, 1.0, 0.49, 0.457, 0.451, 0.394, 0.531, 0.497, 0.154, 0.203, 0.25, 0.409]	[44.588, 94.484, -1.955, -33.228, 31.803, -27.722, 2.087, 7.8, 21.806, 0.266, -16.173, -20.38]	-18.519
65.406	[0.864, 0.771, 0.319, 0.312, 0.509, 0.438, 0.325, 0.357, 0.42, 1.0, 0.802, 0.083]	[47.586, -1.328, 25.553, -40.887, 43.967, -22.869, 36.141, -16.764, 0.952, 42.532, -3.839, -5.44]	-17.952
65.509	[1.0, 0.715, 0.498, 0.216, 0.236, 0.187, 0.141, 0.252, 0.099, 0.085, 0.14, 0.963]	[48.565, 35.653, -29.58, 61.929, 25.832, -48.246, 12.672, 27.699, 23.773, -1.165, -3.362, -5.227]	-11.608
65.753	[0.137, 0.122, 0.167, 0.106, 0.237, 0.296, 0.686, 1.0, 0.166, 0.142, 0.172, 0.099]	[44.071, 36.583, -28.165, -1.778, 42.425, -9.104, 14.799, -22.218, 19.488, -17.983, -2.657, 6.352]	-18.698
66.027	[0.994, 1.0, 0.967, 0.186, 0.333, 0.284, 0.155, 0.194, 0.074, 0.112, 0.247, 1.0]	[42.873, -10.432, -53.899, 4.904, 22.439, -75.576, 21.419, -4.139, -4.632, 16.181, -8.79, -5.633]	-20.678
66.249	[1.0, 0.998, 0.484, 0.457, 0.443, 0.536, 0.599, 0.834, 0.564, 0.606, 0.714, 0.216]	[43.592, 72.569, 16.611, -6.979, 42.306, 20.924, 6.747, 8.162, 23.596, -18.343, 6.044, -11.733]	-22.260
66.403	[0.738, 1.0, 0.185, 0.117, 0.249, 0.251, 0.434, 0.426, 0.49, 0.51, 0.481, 0.041]	[42.012, 63.507, -15.977, 47.935, -16.717, -47.535, -10.535, -6.611, 15.284, 1.412, -37.834, -10.215]	-19.456
66.519	[1.0, 0.935, 0.545, 0.363, 0.231, 0.164, 0.11, 0.132, 0.059, 0.053, 0.036, 0.913]	[45.967, 63.126, -21.884, 47.675, -20.511, -35.755, 10.252, 11.997, 3.352, 30.154, 14.082, -8.658]	-25.791
66.769	[0.258, 1.0, 0.118, 0.26, 0.308, 0.23, 0.587, 0.512, 0.716, 0.767, 0.75, 0.112]	[42.585, 37.849, -29.994, 53.872, 30.208, -40.506, 7.42, -59.299, -6.648, 40.802, -2.655, 3.871]	-20.275
66.931	[0.281, 0.938, 0.926, 1.0, 0.545, 0.521, 0.064, 0.047, 0.028, 0.026, 0.339, 0.334]	[41.129, -66.131, 61.269, 5.034, 0.511, -37.579, 46.392, -3.39, -7.065, 17.327, -4.256, -7.535]	-22.786
67.020	[0.695, 1.0, 0.506, 0.503, 0.224, 0.174, 0.129, 0.092, 0.104, 0.102, 0.074, 0.964]	[46.525, 64.477, -37.185, 9.215, 4.963, -23.716, -2.462, 13.715, 51.963, -6.158, 8.143, -2.05]	-19.306
67.251	[0.137, 0.17, 0.304, 1.0, 0.297, 0.177, 0.017, 0.026, 0.008, 0.066, 0.233, 0.052]	[44.026, 60.674, -6.989, 13.458, 44.713, -3.837, 57.686, -12.104, 5.62, 6.948, -12.506, -3.899]	-19.636
