bar
2.046
4.038
6.543
8.535
10.529
12.529
14.531
16.538
18.538
20.541
22.541
24.537
26.538
28.539
30.538
32.542
34.547
36.540
38.540
40.540
42.538
44.538
46.541
48.541
50.540
52.531
54.530
56.539
58.541
60.537
62.537
64.539
66.540
68.536
70.537
72.541
74.500
76.496
78.542
80.545
82.540
84.524
86.527
88.535
90.542
92.542
94.537
96.538
98.538
100.532
102.539
104.538
106.537
108.538
110.540
112.540
114.542
116.534
118.537
120.540
122.538
124.537
126.538
128.538
130.540
132.531
134.540
136.538
138.537
140.539
142.540
144.539
146.538
148.534
150.538
152.539
154.527
156.532
158.543
160.545
162.538
164.511
166.534
168.544
170.538
172.540
174.546
176.544
178.541
180.536
182.538
184.542
186.539
188.537
190.543
192.543
194.538
196.543
198.543
200.521
202.479
204.509
206.548
208.550
210.546
212.537
214.539
216.540
218.523
220.479
222.453
224.442
226.443
228.451
230.456
232.444
234.439
236.430
238.480
240.544
242.547
244.537
246.538
248.538
250.528
252.484
254.450
256.497
258.545
260.546
262.541
264.537
266.536
268.539
270.540
272.539
274.537
276.532
278.535
280.519
282.468
284.459
286.451
288.442
290.446
292.480
294.530
296.538
298.538
300.540
302.539
304.541
306.542
308.538
310.541
312.541
314.537
316.537
318.541
320.540
322.543
324.538
326.536
328.534
330.531
332.532
334.544
336.544
338.540
340.531
342.538
344.533
346.540
348.538
350.541
352.543
354.543
356.531
