MFCC	ZC	time	noteName	noteMIDI	noteKey	noteOctave	chordName	chordKey	chordMode	chordNotes	RMS
[-0.57905772840678327, -0.049383088903792532, 0.7576496990614271, 0.56639422708774911, 0.24795663213736499, -0.097626314793909097, 0.077863073900666005, 0.14585360589187016, 0.02497579393446438, 0.17799797266551368, -0.037806807708878329, -0.074704587037396269]	0.454	90.256	F	29	5	1	C	0	1	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]	0.286
[0.049270614355750794, -0.0078649583635625395, 0.0083781099504804998, 0.046726054386451436, 0.0031202355224899795, 0.045590249113623624, -0.024335509169281823, -0.027355646466811559, 0.028236432132845764, -0.0033854281488076014, -0.056796050607469631, -0.020885420413385446]	0.174	90.279	B	35	11	1	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]	0.319
[0.12640996402180849, 0.010952501256757716, 0.074021545871488514, -0.039148283730499819, -0.037405149869873297, -0.0053503106485961851, -0.013232881681500016, 0.022834660284992925, 0.015117115512032228, -0.024182588973759231, -0.0031799469832473099, 0.017560406973374063]	0.111	90.511	D#	39	3	2	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]	0.461
[-0.068054008921059686, -0.020839566118533864, 0.0021769983934443555, -0.014424745285099799, -0.04575858878523683, -0.038151711048852795, 0.052804896265032715, -0.0047235211563991407, -0.070480084017371117, -0.068475445140069133, -0.028869953826655321, 0.0080195412995041539]	0.293	90.767	A	81	9	5	F#m	6	0	[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]	0.309
[0.036874768856668495, 0.056430936381273951, 0.023308777543627701, 0.0058249508541244064, 0.017798903400843509, -0.080058578570706196, 0.0064416054720285798, -0.02648246427841305, 0.0031671957322912218, -0.02231997596878563, -0.0015873486209245402, -0.013877358423913241]	0.140	91.022	F	77	5	5	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.707
[0.13656064158718617, -0.0002766164928632554, 0.082102191406390815, 0.017304951339233272, -0.018171338570389085, -0.022774730816098897, -0.05060140223741591, 0.023899872884363342, -0.010306644577942397, 0.0088039779046351855, 0.0024575205709528656, -0.059733252538746062]	0.190	91.254	C#	37	1	2	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]	0.527
[0.14450736323498278, 0.010246809424138685, 0.065369480788079123, 0.015955842030759674, -0.051666194892986725, -0.010331962453212443, 0.020850860650295278, -0.03415872648690698, -0.0093093712082145275, 0.042089483635731589, 0.019257500763265309, -0.019225884773305613]	0.142	91.510	D#	39	3	2	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]	0.409
[-0.1629545238904864, -0.26451099959760233, -0.0034225485700884054, -0.0069997177680654115, 0.088184429308497889, 0.033136023589311489, 0.0448504654321005, 0.0016956006504282434, 0.08993263982674024, 0.051843952766947095, 0.085988538406948201, -0.053961352942753817]	0.337	91.765	C#	73	1	5	Cm	0	0	[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]	0.237
[-0.034053385732980078, -0.16227945004232575, -0.09707324729067339, -0.19967774919147946, -0.008455094728171084, 0.040857259662469475, -0.057653010234557621, 0.086480319945339654, -0.080042183017406121, 0.060488852743904274, -0.053110589024922675, -0.026260465481075954]	0.181	91.997	A	57	9	3	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.238
[0.061136299427294129, 0.06092280514511976, 0.05716250410382278, -0.03003776234509049, 0.02846032222663249, -0.079339416709429109, -0.016480858236025478, -0.040649259853700888, -0.022886001595711827, -0.024133004121419881, 0.032326044136194339, 0.0078513216900423406]	0.119	92.021	D	38	2	2	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]	0.498
[0.087853651747791195, -0.030514905408334781, 0.028237989529866104, 0.040912120940492722, 0.0068109004104596723, -0.0014945382278628203, 0.062559496430539097, -0.012844157901589971, 0.024539001917029731, 0.0035072173233265257, 0.01536575296037433, 0.031528525937253783]	0.212	92.253	C	36	0	2	Cm	0	0	[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]	0.275
[0.16840001312130964, 0.053727071813109151, 0.017204375722760911, -0.013829952539009141, -0.022307495586329176, -0.030532975251966427, 0.019685472467942781, -0.017013038001083922, -0.0075772822393950319, -0.019184246747350957, 0.026952262290394078, -0.0020122497515195309]	0.083	92.508	D	38	2	2	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]	0.412
[-0.017258676871892201, 0.050922748759443186, -0.012125155358140649, -0.0036833889142605064, 0.071477747327092972, -0.0030761251232938104, 0.032649654286674226, 0.029234578213488585, 0.032241722197998438, -0.010660218654543398, 0.02462471205217141, 0.076581874984730139]	0.269	92.764	C	60	0	4	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]	0.243
[0.020724215255813909, 0.088285332916073975, 0.069578352623252945, -0.018942663442476412, -0.017057352157528603, -0.035865879496539133, -0.025682350633394694, 0.0012879487597848554, -0.033311528273489606, 0.0065716958662725448, 0.027537777071227787, -0.019914534704637752]	0.094	93.019	A	33	9	1	F#m	6	0	[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]	0.448
[0.11241351878457576, 0.023982221045772908, 0.033777205672264686, -0.031862885202694528, -0.015755291612415206, 0.014422202601605339, -0.057982198584305651, -0.049755195777277474, 0.019977276777885994, -0.022358003228941499, -0.0079199787869789571, 0.010180403519864163]	0.237	93.251	F	41	5	2	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]	0.217
[0.15370761227035185, 0.079978818496033985, 0.043689969094407255, -0.0054904865041550998, -0.049593778280147834, -0.082756375979196939, -0.073963752731209559, -0.062352771077972852, -0.07009660288551546, 0.004512601526044659, -0.023369782416775949, 0.002757824946254457]	0.133	93.507	A#	46	10	2	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]	0.551
[0.10577264199524214, 0.04887076876012808, 0.049512466131589619, 0.029028084672216133, 0.035924945002803375, 0.021395951079744572, -0.02472804351235491, -0.010813336016082463, 0.046424235674596963, 0.00569946322513455, -0.023171358638404239, -0.022695485777912722]	0.132	93.576	G	67	7	4	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.385
[0.10857684233164296, 0.041560524503450318, -0.031381795221051036, 0.034069802900590682, 0.040283614455015104, -0.0074577125019792039, 0.038679451652535772, -0.059391976380229458, -0.077938876043290459, 0.047611161904943321, 0.014706263690816651, -0.04130596722499618]	0.317	93.762	D#	39	3	2	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]	0.258
[0.07736893335478276, 0.13114827654665448, 0.027836033396116913, -0.03942644486995734, 0.0091540743076994283, -0.030362209520039186, -0.0095545785573356457, -0.019960965199245034, -0.015296110519924388, 0.033783193287317874, 0.01711023764348284, -0.018259139556171197]	0.168	94.018	C#	37	1	2	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]	0.443
[0.067969627023424892, 0.050796445273294397, 0.051074806856314131, 0.0092474005993334538, 0.010070752794088138, -0.02272254048286244, -6.4405790056235742e-05, -0.0052270142362448747, 0.022224820854125173, -0.053944247966452967, 0.0071068131438244827, -0.028272604469301833]	0.214	94.273	D	38	2	2	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]	0.257
[0.15734581158492314, 0.10352052849966607, 0.015403648086766392, -0.0016009636703722525, -0.045693953099648396, -0.027986579219807892, 0.0055815235037308267, 0.039020799681089097, -0.0085675727132686463, -0.047568234604790843, 0.0010994935361560187, 0.026842029513383138]	0.127	94.505	A#	34	10	1	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]	0.406
[0.055854363821399106, -0.030256340585713245, 0.040958500912648722, -0.036375143225342355, -0.010114833662518254, -0.045109872598523434, 0.057855508162006568, 0.042702661160407912, 0.01381746901762467, 0.02869773413812348, 0.029340428161976941, 0.028374822188732149]	0.334	94.761	B	47	11	2	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]	0.215
[0.044238818817708983, -0.12114427725696493, 0.036650385215133058, -0.032335189267103083, -0.055831330770937528, -0.055874176965121522, 0.035434683511998737, 0.013910870112920094, -0.039767079461159309, -0.031283079805911072, 0.011689284728959706, -0.025727419812512125]	0.275	95.016	F	41	5	2	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]	0.489
[-0.087447926498759154, -0.012590046343228245, 0.075285695512353298, -0.022486740764294529, -0.050658743889511956, -0.063947430910072448, -0.017974986727320504, -0.022964183162811094, -0.050182015150120773, 0.021241077529731988, -0.016857545752541236, -0.017799517743673055]	0.180	95.132	F	77	5	5	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.712
[-0.0029163826501311546, 0.043899185735003267, 0.10975952806904025, 0.078332739867193607, -0.035307291495955538, -0.082556054536473356, -0.0041507201520720339, -0.03639067309765074, -0.0071241687767783449, 0.042471383574709282, -0.0068665538799894772, -0.021629589924253404]	0.196	95.271	D	38	2	2	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.622
[0.12446962069129201, -0.024917238379705966, 0.079174140134637083, 0.00091412956694108161, -0.064092713626680592, -0.024348158975131436, 0.0036028751034005995, -0.0073802468992936032, -0.036544697215500507, 0.018271535036565343, -0.0035516605804701978, -0.0045258516760120675]	0.139	95.527	F	29	5	1	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.486
[-0.14925215044862392, -0.16500838173524224, 0.019355589709330691, 0.029982628701876363, 0.0033814963342054293, 0.014755632964648505, 0.058994233999807785, -0.057659264588045024, -0.050124148304852463, 0.01009772445133309, 0.053815962571146958, 0.050985585133052173]	0.300	95.759	G#	80	8	5	Cm	0	0	[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]	0.274
[0.083697820361260361, 0.050314588415839093, 0.044319755885148776, -0.018772391796597402, -0.026086401906242354, -0.023088630301732731, 0.035218879410115179, -0.0098648084576506926, -0.0097596830156218405, 0.011934521050508226, 0.013268018557266876, -0.023803838063468346]	0.134	96.015	C	36	0	2	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.469
[0.095548636568808507, -0.022522466376517739, 0.020559786094909584, -0.029558215649388264, -0.019271372577081881, -0.01773708617650413, 0.029861401435046644, 0.0029655526242209559, -0.0030295760993978059, 0.0040804011462045216, -0.023699023672075735, -0.0044981103398196798]	0.222	96.270	B	35	11	1	C	0	1	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]	0.267
[0.23042282383482254, 0.032449454545978695, 0.033032101162262156, 0.028721617627755196, -0.008941884901799653, -0.080595540294871024, 0.024375491843601622, 0.0040745822958100997, -0.065707364335077081, 0.0056318861318173409, 0.0071654566354047676, 0.028279409213531764]	0.137	96.525	B	35	11	1	B	11	1	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]	0.456
[0.26591346402493959, 0.032122044290469769, 0.13618675984915332, 0.10578103526320635, -0.054878680986816857, -0.0047002127483535472, 0.014165589796613925, -0.012864897646765143, -0.11315440166712273, 0.033491470728074131, 0.087336748172599649, 0.01400704306449658]	0.546	96.758	C#	73	1	5	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.257
[0.078905851397370969, -0.042158335649554492, 0.010327749780359149, 0.08216979689714525, -0.027124118068453541, 0.029521251123653246, 0.034564858706638467, -0.011266629013732194, -0.07507588649030783, -0.0059130801034536842, -0.0072545026553742786, 0.024360805860007776]	0.224	96.781	C	36	0	2	C	0	1	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]	0.260
[0.14372436398173699, 0.013730460732963041, 0.033931296270731715, 0.022591095130067965, -0.044932921448641042, -0.022754187970342944, 0.025253669246012071, 0.00030439884648602146, -0.011981644141705449, -0.011197071099452213, -0.0069567907075493846, -0.012983284901830337]	0.100	97.013	B	35	11	1	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]	0.480
[-0.07509591028458576, -0.0027437191323423189, 0.04766518196975867, 0.11034947598145116, -0.0052133307401027703, -0.043451928979771383, 0.039951710705636412, -0.038145586430782606, -0.085220582520366239, -0.028030019990066563, 0.031932837592127034, 0.060151659380692946]	0.234	97.268	F#	30	6	1	F#m	6	0	[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]	0.271
[0.15223136796798079, -0.032392845552944187, 0.060265953817907676, -0.024742722901327566, -0.043152706248418375, -0.047078808920141095, 0.029864906550068675, -0.026879914358604855, -0.016749036303951963, 0.017626026348810525, 0.033730742322784509, 0.012381797607118239]	0.143	97.524	F	29	5	1	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]	0.504
[0.014804665333498043, 0.042536512849993269, 0.12640619747566642, -0.059557808651903556, 0.024012516779479097, -0.03711891411123746, -0.0051212264953577362, 0.026396268485392768, -0.074631866787754159, 0.017182193613073837, -0.025543405951033694, -0.010753453370367044]	0.414	97.756	C	36	0	2	Cm	0	0	[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]	0.172
[0.067571652824160305, 0.021776090823315521, 0.11034791038514559, -0.0072414557378783738, 0.071669760501239563, -0.054345316051258204, 0.01639713789172708, -0.0087127326823536883, 0.010310550429916214, 0.0075416968590272214, 0.0080665346065223013, -0.035263364789785701]	0.129	97.895	G#	32	8	1	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.276
[0.20061854198710455, 0.054818904426572668, 0.034680066262212504, 0.00018939011306703767, -0.02839182330759631, -0.020603277672376429, 0.015525544810349321, -0.04686979517158571, 0.046919775265588749, 0.0049271176318723374, -0.016064908372461172, -0.02161799781880859]	0.108	98.011	B	35	11	1	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]	0.460
[0.12878504339274183, 0.013203029582329887, 0.052570996488212736, 0.017417936711518471, 0.018618160423546627, -0.010599046316797563, 0.010968086084982929, -0.030262105831687522, 0.046553614568884953, -0.025933392709242643, -0.0065786698739391412, -0.014216821884074247]	0.161	98.267	D	38	2	2	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]	0.255
[0.35770553803384991, 0.02350707135567837, 0.11376215088067619, -0.016271395881841549, -0.010231669840573041, -0.020930415479621212, 0.053980839411782403, -0.023927667329194015, -0.010704467206311885, 0.015425128569826507, -0.0040978885519446237, 0.027944284281136232]	0.047	98.499	C	36	0	2	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]	0.517
[0.1265345807130771, 0.058302235672574858, 0.0085890832283793649, 0.030420020033350113, 0.045837528067588, 0.018612902496575417, 0.020350991314491265, -0.01169212715817469, 0.01711267703942378, 0.016400345924554218, -0.020629407869298597, 0.0099238270018744447]	0.152	98.638	D#	39	3	2	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.292
[0.17620587113664399, -0.092208376289839036, 0.041573515123889487, 0.039917582366040552, -0.061717942856320714, -0.039602027418126011, 0.032527284582629122, -0.015839787356636725, -0.030490044208528636, -0.092243789889336625, -0.0030409654440052098, 0.00086611649905820405]	0.269	98.754	A#	46	10	2	Cm	0	0	[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]	0.262
[0.078069556799118159, -0.026709341505445298, 0.10221734122330825, 0.022018534288342093, -0.065694154074960806, -0.06330903701324149, 0.017370678341169989, 0.030672013827568092, -0.029453007824189647, 0.0070655368990871804, -0.028124110707299751, -0.017993452767843702]	0.123	99.010	D	38	2	2	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.560
[0.020419229368957702, 0.0085530207623921196, 0.066065498300677483, 0.031096954234366845, -0.029614039798819193, -0.046909948900954686, 0.025361756791693734, -0.026566652480117966, -0.025174123840437972, 0.013454363685809604, -0.0088558238992580297, -0.01683196490944049]	0.188	99.265	F#	78	6	5	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	0.736
[0.04098078757370649, 0.021309032869588893, 0.067262779361099895, -0.03057417379279247, -0.03237042213781182, -0.038937683116248768, 0.0016697534162345867, -0.0017513995942353524, -0.019378668538987811, 0.0016805516833807027, -0.0018344295193748969, -0.036696880327305295]	0.222	99.521	B	35	11	1	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]	0.578
[-0.30938197123055494, -0.26646202938100899, 0.0027070456906329479, -0.0057814181868211757, 0.090760141937690081, -0.0063326589072531482, 0.024076012567621746, 0.10188983405870863, 0.0032242629411506985, 0.03763718868856647, 0.020412794152314128, -0.0026183802550063711]	0.234	99.753	A	93	9	6	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.372
[0.309485181835848, -0.061084437718521831, -0.013285454150310745, -0.16122962423974771, -0.062452030967258661, 0.01788464481240901, -0.028087213259221904, 0.048551503370132205, -0.019277675914989752, 0.015884561314823461, 0.081688565515558503, -0.11235225701608047]	0.201	100.008	E	76	4	5	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.530
[0.066848120344229101, 0.037663225722460857, 0.036062553076049948, 0.0016287992420139766, -0.011735345253955103, -0.05011257780999652, 0.012827741833341405, 0.00055302241446402226, -0.060856739053745543, -0.0087157925273964373, 0.0072226086525423632, 0.00013925494416412644]	0.119	100.032	C#	37	1	2	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]	0.556
[0.057882835995399555, -0.0071253285921467199, -0.0085941824150050552, 0.064831455241399466, -0.0073710584635054413, 0.0086613835049118727, 0.041245296705749383, 0.030445750744949828, -0.061671603719723488, -0.035047300902064323, 0.042977885163395534, -0.032466275456745408]	0.164	100.264	B	35	11	1	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.347
[0.068619650356441797, 0.0036397219517742435, 0.049442296156912285, 0.036905474321262441, -0.023766178044086959, -0.11177737856463618, -0.056119739271322987, -0.0091168282881991265, -0.0085403156200905411, 0.0091597511377212067, 0.0018292976000122349, 0.00012789211049736338]	0.129	100.519	C#	73	1	5	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]	0.671
[0.052284246392832766, -0.077032101150775981, 0.047329996817054708, 0.06061716706033797, 0.021817818594310832, 0.045174070123387249, 0.024320171553520148, 0.016025979590156284, -0.00020051304023899783, 0.05563962819088196, -0.0032351285427044221, 0.035441213303062713]	0.218	100.751	A#	34	10	1	Bbm	10	0	[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]	0.303
[0.21695523540396366, -0.013250124657092905, 0.037645948328749401, 0.014408605081902065, -0.029645328282393822, 0.0036846256346054099, -0.0063776413351774863, 0.050153976606891894, -0.055798307511055745, 0.034803684440672465, -0.012486269372991415, 0.0026102819640093232]	0.108	101.007	A#	34	10	1	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]	0.450
[0.13599638985704607, -0.011443091406583035, -0.04298343310226297, 0.038126698508889389, -0.031335248486919078, -0.0136101818190598, 0.0034809471976792569, 0.019068025618234924, -0.067033773684820011, -0.044896369792140796, -0.030631195529307195, 0.044945329640409017]	0.200	101.262	F	41	5	2	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]	0.219
[0.14904086869604694, 0.11389900482051989, 0.011341333503836952, -0.0088300514587306683, -0.069120987835494821, -0.043080137110923136, 0.0088066563077288836, 0.023897345954922919, -0.022497469707581243, -0.060609227046000719, -0.013136498614161239, 0.012546417436003413]	0.114	101.518	D	38	2	2	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]	0.432
[0.084267360163481853, 0.27004889929530179, 0.15397884040728238, 0.018493985641229768, -0.014303617400850595, -0.12410620817713239, -0.1572863922914336, 0.014231294192572031, 0.037408449480482379, -0.095974534944017878, 0.10443804049967718, -0.0029420697905409767]	0.289	101.750	F	29	5	1	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.207
[-0.026655033761109378, 0.059505535676877212, 0.075470498885169102, 0.0013295959623863777, 0.02938154920350752, -0.023985196264567753, -0.035485230048674106, 0.01324253899394391, 0.045444888040175914, -0.04844943638986323, -0.0043867471936992111, -0.025926126538603687]	0.300	101.773	D#	39	3	2	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]	0.219
[0.19572556271620445, 0.071823064291495001, 0.014016780108054828, 0.017206678553515563, 0.0036117792230048991, -0.095202191381389134, 0.027326899059356192, 0.035860518186776359, -0.031420185498958461, -0.018517897476331681, 0.024019914627635076, 0.043199696369870456]	0.113	102.005	C#	37	1	2	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	0.423
[-0.024262362946020993, 0.0071490444580371093, 0.089426798014495282, 0.10031833994120454, -0.029763418905774316, -0.071554484909662305, 0.047053210822138175, -0.016382201378570223, -0.0078157909183064929, 0.033000018679544323, -0.040196468125710656, -0.026417315711573214]	0.220	102.261	F	77	5	5	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.661
[-0.075180696188587706, -0.10123155185369018, 0.14089465880365118, 0.023597355951923887, -0.020680694051290884, -0.042548596141432825, 0.03524841293980191, -0.024174215311805945, -0.038210674271419012, 0.0031265449718137928, -0.013599198195337709, -0.01430911490556782]	0.154	102.377	G	79	7	5	Cm	0	0	[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]	0.759
[0.060482760952894232, 0.073521803801965949, 0.086202094638541157, 0.015390144323825789, -0.075831068643612581, 0.0038824919254388654, 0.042535160817115218, -0.069514707286069413, -0.00220653603993176, 0.04963714632094527, -0.03991458272743658, -0.017313592519437489]	0.192	102.516	F	41	5	2	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]	0.909
[-0.040983859434254262, -0.013344974146675155, 0.092789652943546505, 0.044405938418124187, -0.05353880830116696, 0.012427723943251983, 0.043068945332113723, 0.045753646051824942, -0.091637299089199223, 0.039118344092583142, 0.0036358059453141679, -0.02246927360631101]	0.209	102.609	F	29	5	1	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.442
[-0.025806782439260195, 0.021868915277097514, 0.075880338801209174, 0.039345452121503879, -0.086236310515636724, 0.00055568266906807346, 0.049471768056857414, -0.040652789328325716, -0.080308219612341886, 0.1033195635196528, 0.042962456487163951, -0.028004857407149138]	0.286	102.772	F#	78	6	5	Bm	11	0	[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]	0.417
[0.0015085211380150632, -0.081447351556210981, 0.013950236592536136, 0.025903680039169701, -0.088572085844865159, -0.040306676955705938, 0.013409929828099383, -0.032411340018841849, -0.020951424625930484, 0.046260841019642965, -0.053146916520597019, 0.03387989739960745]	0.203	103.004	G	79	7	5	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]	0.589
[0.19082581363433207, 0.085215963162672728, -0.058649949968359094, -0.02456245209948902, -0.045970104860062595, -0.11975483490526809, -0.019330914359638917, -0.024751822159083465, -0.0059398842410905159, 0.051772766956462817, -0.070287641926879876, 0.037463899743055973]	0.426	103.259	A	69	9	4	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.414
[0.11231973209230467, 0.049044244076339012, 0.031892015476361411, 0.054410101458605566, 0.0036939795304005529, -0.029786151937017072, -0.056701245613719718, -0.0046906355922295435, -0.030826986519952072, 0.022477858002302318, -0.027216890412535888, -0.023398030272003913]	0.144	103.282	C#	37	1	2	Bbm	10	0	[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]	0.478
[0.059393114205004788, 0.051079845506824942, 0.0033793135100425664, 0.011580784206407421, -0.00086293841757386573, -0.024703216238983607, 0.0080917405213042082, -0.046437366506588355, 0.01712212081858823, 0.03737268792683144, -0.008117119356378117, -0.022959923134175411]	0.358	103.515	C#	37	1	2	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]	0.471
[-0.18434967567953064, -0.14254480919032661, 0.021140218971035293, 0.053997751797683916, 0.04854896315990357, -0.1051168394852988, 0.017451090361039354, 0.065038999825132851, -0.014731926352450565, 0.033024610084506675, -0.0030365870704543519, 0.030960666642828281]	0.251	103.770	C	72	0	5	C	0	1	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]	0.398
[0.1691622311491108, -0.042657623432066687, 0.067609664857748886, 0.052708939507302523, -0.027455365231643439, -0.092903888528910877, 0.045392062733754471, 0.046480349790029241, -0.015875220633671805, 0.0085039334890884624, -0.025415736030746702, 0.047278982484718513]	0.158	104.002	C	36	0	2	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	0.531
[0.074131001713584721, -0.080929106201899054, 0.056830618246216859, 0.086141250479915901, 0.041578816262460523, 0.024421874329270319, 0.013319375672225287, -0.013735648509570311, -0.048356105725209736, -0.023095878973450806, -0.022349351094255211, 0.0086853588642986541]	0.213	104.258	B	35	11	1	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	0.331
[0.10904684649540433, 0.069204102600564935, 0.055068508141957975, -0.033755188091614784, -0.04408245002001366, 0.00090161525061552208, 0.0081899895876354177, -0.023051761644698777, 0.023410795568130111, -0.029536938010377514, 0.019742226130621866, -0.0057606952570143878]	0.146	104.513	F	29	5	1	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	0.427
[-0.013372278833803342, 0.0282379582636605, 0.021535466322907808, 0.048589317082699819, -0.014451473514864921, 0.0031222665148200345, -0.0038500395357858519, -0.04500717787792867, 0.0062858709794993851, 0.00041376597281851549, 0.0072271215173655293, 0.018599522564347461]	0.526	104.768	C	36	0	2	C	0	1	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]	0.272
[0.036661633948491035, 0.030607614459356738, 0.0388307997164406, -0.067986671591870412, 0.065407042059670364, 0.057844066459219523, 0.18710687947014848, -0.016422895573700864, -0.0063845613286909507, -0.088011558414346533, 0.070002195222373109, -0.025594867427159419]	0.261	105.001	C	60	0	4	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.378
[0.061313976553408721, 0.059865414222716365, 0.031533463331529468, 0.020103951569960747, -0.028464744123330134, -0.044806834126357234, -0.025771027656496096, 0.031177467063571562, -0.022771193095187121, -0.004299623085593951, 0.024624212187373866, -0.051444251527533513]	0.156	105.024	B	35	11	1	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.478
[-0.0088586399763480837, -0.03603291544342474, -0.036495851921294988, -0.0081463237280295885, 0.011116633393028607, -0.017293538611101649, 0.045646253062779814, -0.009243994861362877, 0.0018755212503252772, -0.020974519260933078, -0.029415760015855108, 0.033764964605455826]	0.299	105.256	G	43	7	2	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]	0.283
