time	chordName	chordKey	chordMode	chordNotes
66.525	F#m	6	0	[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]
66.757	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
67.013	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]
67.268	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
67.315	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
67.524	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
67.756	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
68.011	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
68.267	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
68.499	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
68.754	Bbm	10	0	[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]
69.010	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
69.033	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
69.265	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]
69.521	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
69.753	Cm	0	0	[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]
70.008	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]
70.264	Bm	11	0	[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]
70.519	F#m	6	0	[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]
70.751	Cm	0	0	[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]
70.891	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]
71.007	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
71.262	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
71.517	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
71.750	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
72.005	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
72.260	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
72.284	C	0	1	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]
72.516	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
72.771	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
73.004	Am	9	0	[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]
73.259	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
73.514	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]
73.770	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]
74.002	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
74.025	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
74.257	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]
74.513	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
74.768	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]
75.000	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
75.256	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]
75.511	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
75.535	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
75.767	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]
76.022	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]
76.254	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]
76.510	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]
76.765	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]
77.021	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]
77.253	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
77.276	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]
77.578	C	0	1	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]
77.764	Cm	0	0	[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]
78.019	Cm	0	0	[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]
78.274	Cm	0	0	[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]
78.507	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]
78.762	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]
78.878	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
79.018	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
79.273	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
79.528	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
79.761	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]
80.016	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]
80.271	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]
80.504	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]
80.573	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]
80.759	C	0	1	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]
81.014	Cm	0	0	[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]
81.270	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]
81.525	C	0	1	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]
81.757	Cm	0	0	[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]
82.013	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
82.059	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]
82.268	Cm	0	0	[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]
82.500	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]
82.756	Cm	0	0	[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]
83.011	B	11	1	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]
83.267	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]
83.522	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
83.754	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
83.778	A	9	1	[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]
84.010	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
84.265	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
84.521	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]
84.753	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
85.008	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]
85.264	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
85.403	Bbm	10	0	[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]
85.519	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
85.751	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]
86.007	Bm	11	0	[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]
86.262	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
86.518	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
86.564	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
86.889	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]
87.005	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
87.028	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]
87.261	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
87.539	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]
87.771	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
88.004	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]
88.259	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
88.514	Bm	11	0	[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]
88.747	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
88.770	C	0	1	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]
89.002	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]
89.258	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
89.513	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]
89.768	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]
90.001	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
90.256	C	0	1	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]
90.279	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]
90.511	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]
90.767	F#m	6	0	[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]
91.022	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
91.254	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]
91.510	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]
91.765	Cm	0	0	[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]
91.997	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
92.021	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]
92.253	Cm	0	0	[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]
92.508	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
92.764	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
93.019	F#m	6	0	[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]
93.251	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]
93.507	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
93.576	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
93.762	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]
94.018	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]
94.273	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]
94.505	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]
94.761	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]
95.016	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]
95.132	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
95.271	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]
95.527	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]
95.759	Cm	0	0	[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]
96.015	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]
96.270	C	0	1	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]
96.525	B	11	1	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]
96.758	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
96.781	C	0	1	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]
97.013	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]
97.268	F#m	6	0	[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]
97.524	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]
97.756	Cm	0	0	[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]
97.895	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]
98.011	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]
98.267	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
98.499	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
98.638	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]
98.754	Cm	0	0	[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]
99.010	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]
99.265	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
99.521	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
99.753	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
100.008	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
100.032	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]
100.264	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]
100.519	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]
100.751	Bbm	10	0	[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]
101.007	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]
101.262	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]
101.518	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]
101.750	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
101.773	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
102.005	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
102.261	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]
102.377	Cm	0	0	[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]
102.516	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]
102.609	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]
102.772	Bm	11	0	[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]
103.004	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]
103.259	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
103.282	Bbm	10	0	[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]
103.515	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]
103.770	C	0	1	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]
104.002	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
104.258	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
104.513	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
104.768	C	0	1	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]
105.001	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
105.024	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
105.256	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]
105.535	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]
105.767	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]
105.999	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
106.255	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
106.510	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
106.649	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]
106.765	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
107.021	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
107.276	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
107.532	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
107.764	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
108.019	Bm	11	0	[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]
108.251	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
108.275	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
108.507	Am	9	0	[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]
108.762	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]
109.018	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
109.273	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]
109.505	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
109.761	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
109.900	F#m	6	0	[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]
110.016	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]
110.272	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]
110.504	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]
110.759	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]
111.015	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]
111.270	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]
111.502	C	0	1	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]
111.525	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
111.758	Am	9	0	[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]
112.013	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]
112.268	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]
112.501	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]
112.756	C	0	1	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]
113.012	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
113.058	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
113.267	Bm	11	0	[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]
113.522	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
113.755	Cm	0	0	[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]
114.010	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]
114.265	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]
114.521	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
114.567	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
114.753	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
114.776	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]
115.008	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]
115.264	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]
115.519	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
115.751	C	0	1	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]
116.007	Bbm	10	0	[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]
116.262	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
116.402	F#m	6	0	[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]
116.518	F#m	6	0	[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]
116.750	Bbm	10	0	[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]
117.005	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]
117.261	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]
117.516	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
117.772	Cm	0	0	[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]
118.004	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
118.027	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
118.259	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]
118.515	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]
118.770	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
119.002	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
119.258	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
119.513	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]
119.583	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
119.769	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
120.001	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]
120.256	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]
120.512	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
120.767	B	11	1	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]
120.999	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]
121.255	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
121.278	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]
121.580	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]
121.765	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]
122.021	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
122.276	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]
122.508	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]
122.764	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]
122.903	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
123.019	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]
123.275	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
123.530	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
123.762	C	0	1	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]
124.018	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]
124.250	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
124.505	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
124.529	F#m	6	0	[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]
124.761	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
125.016	Bm	11	0	[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]
125.272	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
125.550	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
125.759	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]
126.015	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
126.061	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]
126.270	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]
126.502	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]
126.758	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]
127.013	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]
127.269	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]
127.524	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
127.756	C	0	1	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]
127.988	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]
