time	chroma	timbre	dB
33.241	[0.584, 0.622, 0.259, 0.241, 0.986, 0.226, 0.268, 0.271, 0.327, 1.0, 0.321, 0.322]	[50.483, 26.064, 6.233, -0.007, 17.927, 61.636, 59.254, -18.542, 16.986, 4.802, 40.672, -31.074]	-26.286
33.484	[0.157, 0.14, 0.056, 0.091, 0.703, 0.103, 0.06, 0.257, 0.262, 1.0, 0.39, 0.171]	[50.265, 8.469, 0.222, 34.51, 22.841, -11.826, 33.534, -21.425, 15.559, -8.281, -31.638, -20.892]	-11.422
33.696	[0.229, 0.312, 0.482, 0.317, 0.375, 0.39, 0.667, 1.0, 0.54, 0.266, 0.059, 0.117]	[49.188, 46.064, -17.657, -16.713, 47.287, 37.393, 30.868, -10.098, 6.806, -47.282, -32.786, 0.033]	-16.552
34.175	[1.0, 0.713, 0.345, 0.395, 0.363, 0.889, 0.374, 0.632, 0.22, 0.347, 0.248, 0.535]	[48.411, 19.083, -25.824, 89.418, 17.7, -6.076, 29.202, -3.025, 20.0, -25.759, 5.568, -22.526]	-16.292
34.418	[0.104, 0.16, 0.049, 0.113, 0.563, 0.053, 0.034, 0.098, 0.238, 1.0, 0.251, 0.082]	[53.246, 98.638, -9.609, -31.906, 52.077, -22.512, 19.849, 2.193, -14.735, -2.235, 0.981, 3.248]	-23.914
34.661	[0.129, 0.137, 0.085, 0.374, 1.0, 0.407, 0.054, 0.043, 0.132, 0.079, 0.057, 0.423]	[53.138, 39.096, -16.574, -23.641, 21.105, -47.916, 13.63, -25.818, -23.919, -0.394, -21.181, -3.615]	-10.178
34.888	[0.06, 0.109, 0.613, 0.154, 0.108, 0.039, 0.332, 1.0, 0.269, 0.173, 0.044, 0.172]	[52.367, 8.763, 35.422, 9.576, 7.954, -42.874, 34.446, -15.727, -24.433, 17.443, -14.102, -9.903]	-10.072
35.120	[0.273, 0.155, 0.133, 0.084, 0.392, 0.076, 0.052, 0.121, 0.166, 1.0, 0.243, 0.07]	[54.236, 71.949, 5.841, 3.957, 7.928, -22.134, 14.497, -9.704, 24.954, 6.177, -23.256, 4.907]	-11.609
35.556	[0.55, 0.284, 0.126, 0.176, 0.511, 0.155, 0.165, 0.339, 0.251, 1.0, 0.305, 0.322]	[55.103, 115.963, 22.707, 12.458, 19.797, -37.636, -13.019, 0.062, -7.856, -7.903, -12.638, 5.536]	-11.245
35.817	[0.286, 0.217, 0.183, 0.255, 0.452, 0.494, 0.471, 0.497, 0.256, 1.0, 0.485, 0.247]	[52.57, 72.549, 8.751, -42.54, 24.639, -17.776, 14.677, -13.512, 7.032, 26.618, -29.774, 16.169]	-11.255
36.269	[0.376, 0.202, 0.177, 0.299, 0.902, 0.226, 0.107, 0.395, 0.557, 1.0, 0.498, 0.352]	[54.748, 100.703, 49.332, 19.83, 53.554, -42.657, 26.221, 24.106, -8.85, -3.224, -3.022, -2.673]	-9.121
36.490	[0.273, 0.276, 0.044, 0.491, 1.0, 0.441, 0.056, 0.037, 0.141, 0.307, 0.152, 0.629]	[51.93, 71.535, -46.324, 4.497, 23.58, -40.759, 0.369, -1.399, -15.623, -1.022, -7.197, 10.914]	-10.024
36.711	[0.14, 0.172, 0.46, 0.112, 0.085, 0.057, 0.402, 1.0, 0.299, 0.203, 0.071, 0.058]	[46.298, 27.936, -52.674, 25.339, 4.133, 0.277, 27.098, -11.503, 3.178, -10.16, -25.135, 10.056]	-15.671
36.924	[0.555, 0.648, 0.481, 0.347, 0.902, 0.311, 0.326, 0.375, 0.435, 1.0, 0.441, 0.396]	[56.469, 132.534, 13.712, -7.2, -7.506, -23.057, 7.003, -11.621, 19.994, 13.968, -8.519, 14.657]	-19.059
37.175	[0.053, 0.106, 0.107, 0.06, 0.433, 0.059, 0.034, 0.248, 0.173, 1.0, 0.194, 0.119]	[54.648, 99.796, 20.546, 3.075, -17.897, -22.966, 2.763, -0.642, -5.771, -0.649, -14.666, 11.494]	-6.230
37.431	[0.487, 0.349, 0.185, 0.385, 1.0, 0.238, 0.209, 0.7, 0.443, 0.66, 0.227, 0.368]	[54.712, 106.849, 1.697, -1.73, 43.121, -35.294, -2.122, 11.41, -10.214, -14.027, -14.95, 13.9]	-8.948
37.692	[0.384, 0.295, 0.304, 0.413, 0.816, 0.802, 0.769, 1.0, 0.52, 0.895, 0.809, 0.501]	[55.443, 97.915, 21.352, -22.375, 6.195, -10.951, 17.192, 6.411, 22.682, 0.004, 1.328, 8.927]	-9.712
38.104	[0.379, 0.284, 0.137, 0.188, 0.937, 0.23, 0.151, 0.814, 0.612, 1.0, 0.558, 0.49]	[54.663, 91.191, 29.63, -0.36, 46.434, -36.079, 22.868, 16.553, -2.699, -0.326, -3.192, -0.411]	-6.972
38.342	[0.253, 0.233, 0.037, 0.449, 1.0, 0.387, 0.078, 0.134, 0.161, 0.111, 0.102, 0.57]	[51.667, 66.151, -56.783, 10.856, 27.862, -48.409, -12.581, 2.997, -13.181, -5.829, -29.713, 1.627]	-8.438
38.570	[0.054, 0.114, 0.525, 0.099, 0.185, 0.136, 0.28, 1.0, 0.275, 0.149, 0.027, 0.073]	[49.925, 11.928, -0.439, 21.594, 11.424, -1.205, 27.921, -37.996, -3.092, 26.792, 5.088, -20.296]	-15.372
38.812	[0.1, 0.207, 0.178, 0.179, 0.495, 0.213, 0.149, 0.278, 0.741, 1.0, 0.374, 0.109]	[55.726, 118.347, 4.381, -3.181, -9.67, -20.122, 15.25, -1.258, 26.993, -4.268, -15.019, 16.029]	-14.088
39.253	[0.119, 0.141, 0.404, 0.088, 0.176, 0.05, 0.276, 1.0, 0.244, 0.218, 0.061, 0.085]	[55.594, 103.813, 8.046, 10.174, -2.937, -16.013, 3.23, 10.516, -5.138, 1.839, -4.125, -0.717]	-7.413
39.509	[0.037, 0.096, 0.021, 0.089, 0.493, 0.057, 0.027, 0.083, 0.177, 1.0, 0.265, 0.105]	[50.905, 73.509, -11.948, -33.11, 15.859, -44.746, 19.798, -9.611, 18.517, 27.262, -17.187, 30.039]	-10.510
39.741	[0.236, 0.401, 0.088, 0.114, 0.523, 0.276, 0.146, 0.182, 0.285, 1.0, 0.359, 0.075]	[49.007, 31.764, -46.074, 27.077, -9.802, -87.139, 5.99, -25.409, 11.218, 2.431, -31.364, 8.987]	-10.389
39.951	[0.493, 0.31, 0.14, 0.117, 0.294, 0.128, 0.113, 0.279, 0.279, 1.0, 0.588, 0.319]	[53.695, 74.473, -4.036, 24.667, 42.916, -9.322, 17.726, 23.664, -3.224, -11.465, -19.761, -5.381]	-17.828
40.414	[0.058, 0.085, 0.429, 0.074, 0.114, 0.031, 0.302, 1.0, 0.367, 0.299, 0.07, 0.057]	[46.088, 20.452, -71.744, 45.389, -2.073, -25.203, 9.106, -28.672, -6.147, -0.818, 2.351, 14.97]	-17.669
40.643	[0.377, 0.534, 0.161, 0.126, 0.721, 0.129, 0.134, 0.099, 0.239, 1.0, 0.274, 0.192]	[54.123, 166.888, 3.63, -38.214, -53.833, -2.116, -2.731, 28.289, 4.949, 13.067, 38.142, -7.341]	-20.073
40.902	[0.076, 0.161, 0.049, 0.05, 0.506, 0.072, 0.044, 0.074, 0.226, 1.0, 0.3, 0.126]	[55.496, 161.43, 25.861, 1.239, -48.092, -46.174, -18.432, 16.077, 6.343, 25.321, -14.657, -6.213]	-6.269
41.122	[0.078, 0.138, 0.212, 0.153, 0.25, 0.109, 0.4, 1.0, 0.426, 0.57, 0.244, 0.052]	[54.381, 95.63, -10.254, -1.181, -5.205, -43.146, -0.952, -17.165, -11.136, -12.835, -23.268, 11.0]	-7.429
41.564	[0.409, 0.378, 0.155, 0.251, 0.745, 0.444, 0.159, 0.383, 0.209, 1.0, 0.383, 0.126]	[51.445, 23.831, -8.937, 45.159, -3.313, -30.74, 13.65, -10.665, 10.93, 4.386, -5.21, -18.395]	-10.849
41.802	[0.234, 0.226, 0.24, 0.387, 0.626, 0.257, 0.099, 0.14, 0.303, 1.0, 0.464, 0.269]	[54.495, 74.669, 2.443, 9.232, 40.043, -19.326, 20.245, 5.244, -20.142, -6.42, 1.396, 7.316]	-15.566
42.248	[0.164, 0.201, 0.601, 0.163, 0.087, 0.077, 0.341, 1.0, 0.208, 0.145, 0.045, 0.158]	[52.17, 19.136, 41.884, -1.849, -1.233, -15.965, 35.416, -9.178, -14.455, -16.02, -9.043, -6.088]	-12.460
42.493	[0.232, 0.117, 0.102, 0.071, 0.323, 0.076, 0.052, 0.072, 0.174, 1.0, 0.239, 0.063]	[54.364, 78.758, 13.054, -21.795, 2.621, -3.621, 25.819, 2.737, 17.391, -16.91, 4.59, 2.087]	-12.217
42.928	[0.322, 0.345, 0.099, 0.144, 0.661, 0.139, 0.118, 0.249, 0.203, 1.0, 0.34, 0.215]	[55.678, 106.204, 53.715, -19.783, 28.763, -2.458, 12.169, 25.627, 9.559, -9.318, 4.931, 8.02]	-9.420
43.201	[0.076, 0.087, 0.09, 0.113, 0.651, 0.109, 0.036, 0.191, 0.286, 1.0, 0.383, 0.146]	[55.121, 126.195, 6.572, -18.739, 6.197, -22.284, 14.204, -13.83, 28.469, 30.947, -9.034, 22.02]	-7.942
43.410	[1.0, 0.814, 0.35, 0.345, 0.807, 0.829, 0.548, 0.86, 0.351, 0.701, 0.23, 0.415]	[55.263, 129.063, 20.613, -8.696, 7.313, -42.601, 1.019, 5.311, 40.464, 5.031, 0.653, 17.804]	-8.234
43.636	[0.466, 0.223, 0.094, 0.178, 0.75, 0.17, 0.12, 0.367, 0.397, 1.0, 0.391, 0.278]	[55.438, 107.156, 57.665, -15.517, 38.835, -25.156, 8.454, 1.68, 6.817, 6.427, 2.2, -17.589]	-9.050
43.880	[0.26, 0.158, 0.054, 0.329, 1.0, 0.34, 0.041, 0.069, 0.118, 0.244, 0.076, 0.52]	[56.686, 125.849, 8.661, -33.913, -0.999, -37.102, -17.909, 16.836, 17.317, -2.03, 9.719, 3.947]	-6.308
44.135	[0.077, 0.081, 0.34, 0.075, 0.284, 0.048, 0.306, 1.0, 0.433, 0.223, 0.061, 0.064]	[56.284, 124.555, 8.426, -6.35, 1.872, -28.967, -5.228, 7.955, 40.823, 15.472, -20.524, 7.402]	-5.006
44.350	[0.092, 0.147, 0.198, 0.085, 0.362, 0.115, 0.076, 0.09, 0.226, 1.0, 0.323, 0.174]	[55.71, 111.793, 22.34, -18.361, -12.171, -36.547, 11.387, -9.229, 19.302, 14.412, -24.595, 10.466]	-7.376
44.757	[0.189, 0.192, 0.239, 0.176, 0.613, 0.295, 0.41, 0.645, 0.694, 1.0, 0.378, 0.211]	[51.844, 57.485, 17.159, 4.563, 24.253, -19.362, 8.074, -5.554, 16.148, -16.638, -28.942, 6.083]	-9.489
45.256	[0.491, 0.372, 0.264, 0.193, 0.356, 0.451, 0.187, 0.47, 0.476, 1.0, 0.559, 0.407]	[52.018, 31.007, -3.269, 24.954, 9.142, -38.891, 10.894, -14.65, 19.038, 14.012, 5.867, -20.879]	-11.051
45.471	[0.37, 0.42, 0.486, 0.627, 0.97, 0.493, 0.279, 0.348, 0.446, 1.0, 0.605, 0.456]	[53.201, 92.688, 21.801, -31.337, 32.292, 25.313, 5.22, 18.448, 26.634, -2.074, -1.747, -7.259]	-14.613
45.911	[0.281, 0.429, 0.593, 0.265, 0.293, 0.183, 0.578, 1.0, 0.372, 0.188, 0.048, 0.159]	[50.43, 37.583, -25.174, -12.007, -15.925, -29.959, -2.973, -6.996, 18.189, 18.672, -21.604, -4.104]	-10.357
46.140	[0.172, 0.262, 0.199, 0.249, 0.694, 0.258, 0.173, 0.335, 0.468, 1.0, 0.438, 0.161]	[52.766, 104.8, 21.958, -53.78, -19.019, 8.946, -0.431, 19.393, 28.335, -8.981, -17.007, -6.81]	-12.746
46.620	[0.124, 0.116, 0.306, 0.163, 0.446, 0.272, 0.574, 1.0, 0.931, 0.991, 0.353, 0.112]	[52.249, 70.539, -17.825, 17.85, 6.297, 10.597, 14.003, -11.035, -2.065, -2.492, -39.403, -1.728]	-10.939
47.108	[0.336, 0.286, 0.139, 0.159, 0.592, 0.358, 0.173, 0.231, 0.237, 1.0, 0.332, 0.264]	[48.347, 28.719, -58.348, 57.248, 0.312, -32.369, 21.226, -16.811, 16.261, -11.004, 2.529, -12.087]	-14.994
47.334	[0.115, 0.147, 0.063, 0.1, 0.632, 0.052, 0.061, 0.175, 0.252, 1.0, 0.26, 0.077]	[53.426, 99.949, 13.478, -16.012, 48.27, -26.722, 39.472, 11.17, 4.45, 4.373, -8.998, -11.967]	-20.067
47.578	[1.0, 0.448, 0.078, 0.061, 0.096, 0.05, 0.026, 0.177, 0.064, 0.143, 0.04, 0.34]	[50.203, 63.175, -84.703, 31.227, 20.233, -47.58, -22.291, -0.356, -16.322, -21.102, -35.503, 9.779]	-10.123
47.815	[0.033, 0.228, 0.403, 0.21, 0.546, 0.525, 0.904, 1.0, 0.64, 0.65, 0.167, 0.031]	[42.81, -0.196, -120.84, 34.137, 13.34, -96.411, -4.588, -56.171, -12.13, 26.562, -27.279, 6.522]	-20.651
47.949	[0.815, 0.775, 0.614, 0.602, 1.0, 0.504, 0.639, 0.276, 0.326, 0.708, 0.256, 0.641]	[46.688, 64.579, 20.131, -217.055, -36.27, 37.443, 9.305, 92.195, 33.17, -44.76, 11.31, -2.183]	-23.993
48.257	[0.147, 0.129, 0.041, 0.071, 0.533, 0.05, 0.061, 0.086, 0.216, 1.0, 0.234, 0.095]	[55.576, 155.031, 42.49, 12.113, -28.78, -17.817, -6.901, 19.387, 2.3, 32.727, -17.948, 2.582]	-6.299
48.507	[0.133, 0.172, 0.248, 0.155, 0.283, 0.149, 0.58, 1.0, 0.542, 0.967, 0.458, 0.095]	[54.367, 94.33, -15.851, 3.213, -7.113, -36.113, -2.821, -23.738, -3.273, -11.533, -23.596, -1.894]	-8.420
48.959	[0.298, 0.412, 0.281, 0.403, 0.774, 0.642, 0.782, 1.0, 0.858, 0.859, 0.529, 0.091]	[51.598, 24.629, -5.944, 20.298, 37.535, -39.007, 17.479, -28.221, 6.622, 3.957, 5.066, -10.338]	-12.077
49.064	[0.275, 0.13, 0.106, 0.134, 0.274, 0.254, 0.434, 0.436, 0.633, 1.0, 0.76, 0.14]	[52.852, 62.751, -28.058, -20.407, 16.771, -15.868, -8.241, 45.645, 13.928, -21.357, 17.977, 0.755]	-11.377
49.192	[0.567, 0.583, 0.383, 0.549, 1.0, 0.423, 0.329, 0.249, 0.185, 0.637, 0.337, 0.431]	[54.453, 92.333, -15.244, -16.978, 16.853, -35.985, 2.064, 15.959, -16.108, 0.38, -6.993, 6.467]	-10.188
49.418	[0.227, 0.197, 0.114, 0.345, 1.0, 0.295, 0.072, 0.211, 0.134, 0.109, 0.125, 0.501]	[54.388, 37.474, 3.677, -13.3, 52.445, -46.265, 24.42, -37.582, -10.039, 11.691, -6.281, -13.164]	-10.181
49.638	[0.287, 0.539, 0.661, 0.399, 0.662, 0.64, 0.714, 1.0, 0.513, 0.747, 0.412, 0.314]	[55.354, 5.36, 35.957, -8.987, 66.947, -40.227, 44.513, 13.249, 25.931, -21.943, 19.823, -11.161]	-7.519
49.766	[0.886, 0.63, 0.55, 0.571, 0.787, 0.355, 0.538, 0.456, 0.236, 0.496, 0.206, 1.0]	[55.756, 29.545, 32.069, 4.489, 55.913, -63.378, 53.66, 46.266, -3.94, 2.516, -5.364, 23.541]	-5.100
50.097	[0.498, 0.085, 0.027, 0.037, 0.346, 0.043, 0.027, 0.049, 0.169, 1.0, 0.219, 0.149]	[55.409, 57.289, 56.334, -6.94, 74.721, -54.146, 117.379, 12.852, -31.626, -2.518, -10.429, 22.417]	-6.129
50.352	[0.477, 0.131, 0.102, 0.144, 0.419, 0.208, 0.225, 0.377, 0.59, 1.0, 0.331, 0.154]	[54.604, 34.228, 49.161, 23.384, 63.248, -70.885, 66.387, -17.046, -16.47, -24.56, -21.694, 21.945]	-5.024
50.812	[1.0, 0.666, 0.365, 0.353, 0.824, 0.789, 0.701, 0.87, 0.446, 0.597, 0.284, 0.103]	[51.543, -2.291, 32.917, 36.824, 29.38, -92.671, 84.319, -13.262, 1.689, 6.316, -12.256, 12.799]	-8.072
50.968	[1.0, 0.192, 0.066, 0.053, 0.175, 0.072, 0.062, 0.297, 0.096, 0.26, 0.06, 0.262]	[52.502, -5.589, 109.169, -59.107, 36.439, -33.352, 80.034, 80.757, -4.57, -13.761, 3.027, 23.877]	-11.151
51.258	[0.354, 0.051, 0.022, 0.046, 0.312, 0.068, 0.08, 0.106, 0.424, 1.0, 0.466, 0.075]	[54.1, 26.17, 42.742, 46.674, 52.69, -54.578, 70.002, -18.115, -20.485, -10.288, 4.67, 28.86]	-5.424
51.716	[1.0, 0.611, 0.255, 0.104, 0.826, 0.116, 0.186, 0.342, 0.442, 0.77, 0.426, 0.383]	[53.521, 19.599, 78.535, 15.003, -1.369, -12.249, 105.007, 4.933, -22.627, -25.224, 26.176, 20.286]	-12.329
52.163	[0.2, 0.084, 0.229, 0.08, 0.475, 0.108, 0.194, 0.242, 0.15, 0.617, 0.237, 1.0]	[55.394, 56.73, 82.107, 27.991, 45.323, -28.329, 71.137, 22.929, -39.911, -44.196, 0.744, 25.112]	-7.081
52.407	[0.152, 0.257, 0.409, 0.154, 0.619, 0.582, 0.934, 1.0, 0.448, 0.465, 0.068, 0.347]	[52.048, -18.844, 71.833, 58.265, 60.638, -38.083, 111.666, -35.997, -27.76, 8.683, -19.539, 15.932]	-8.858
52.582	[0.385, 0.338, 0.282, 0.261, 0.244, 0.376, 0.393, 0.371, 0.156, 0.226, 0.209, 1.0]	[50.847, -76.209, 90.193, -16.857, 13.077, -26.784, 95.685, 36.634, -3.089, -16.678, -16.273, 13.233]	-11.874
52.837	[0.313, 0.065, 0.099, 0.043, 0.085, 0.048, 0.214, 0.115, 0.04, 0.239, 0.054, 1.0]	[53.424, 9.358, 90.073, -41.878, 54.039, -11.252, 81.389, 63.65, 13.5, -45.658, -1.972, 18.474]	-12.206
53.098	[0.198, 0.187, 0.137, 0.403, 1.0, 0.372, 0.123, 0.034, 0.125, 0.214, 0.089, 0.996]	[54.983, 7.164, 38.313, 31.514, 71.728, -60.635, 78.688, -11.111, -21.759, -3.485, -6.073, 22.361]	-5.834
53.353	[0.112, 0.11, 0.29, 0.05, 0.407, 0.4, 0.927, 1.0, 0.497, 0.498, 0.051, 0.342]	[52.444, -55.618, 57.272, 66.448, 33.367, -57.89, 97.175, -26.932, -24.645, 32.213, -26.468, 21.875]	-9.601
53.524	[0.867, 0.675, 0.104, 0.186, 0.57, 0.467, 0.759, 0.756, 0.89, 0.992, 1.0, 0.321]	[51.828, -61.256, 74.762, -13.828, 25.496, -4.203, 97.509, 63.186, 9.321, -28.493, -11.811, 16.693]	-13.488
53.684	[0.059, 0.169, 0.017, 0.039, 0.829, 0.046, 0.026, 0.026, 0.049, 1.0, 0.143, 0.161]	[53.326, -17.781, 118.788, 8.107, -24.249, -18.59, 101.109, 38.727, -30.805, -26.262, 7.01, 20.724]	-9.787
54.021	[0.167, 0.117, 0.055, 0.093, 0.447, 0.077, 0.083, 0.159, 0.133, 1.0, 0.163, 0.197]	[55.3, 62.4, 63.889, 15.847, 58.636, -29.124, 53.373, 15.412, -33.861, -33.187, 13.444, 10.81]	-7.348
54.271	[0.051, 0.077, 0.366, 0.085, 0.137, 0.034, 0.329, 1.0, 0.314, 0.528, 0.017, 0.084]	[51.99, -60.538, 70.192, 55.7, 68.93, -69.678, 105.482, -35.932, -14.284, 45.437, -20.627, -8.258]	-9.322
54.486	[0.583, 0.452, 0.191, 0.193, 0.274, 0.513, 0.345, 0.543, 0.179, 1.0, 0.149, 0.332]	[51.365, -26.203, 44.217, 67.812, 48.428, -25.306, 95.28, -7.334, 27.258, -25.692, 4.701, -16.08]	-11.034
54.706	[0.068, 0.063, 0.036, 0.066, 0.321, 0.043, 0.033, 0.074, 0.103, 1.0, 0.208, 0.06]	[54.043, 39.924, 75.661, -10.117, 85.247, -10.289, 85.392, 18.697, 31.527, -25.183, 17.778, -6.645]	-14.661
54.956	[1.0, 0.523, 0.131, 0.033, 0.053, 0.04, 0.054, 0.177, 0.077, 0.252, 0.036, 0.424]	[53.957, 28.034, -4.944, 34.283, 70.239, -64.428, 44.533, 8.751, 9.873, -2.921, -29.046, 14.441]	-4.842
55.165	[0.068, 0.108, 0.419, 0.054, 0.073, 0.033, 0.219, 1.0, 0.248, 0.629, 0.045, 0.038]	[50.399, -57.791, 50.401, 17.629, 54.91, -5.342, 108.232, -35.082, 19.393, -13.58, -25.545, -5.89]	-13.238
55.426	[0.298, 0.463, 0.058, 0.092, 0.504, 0.079, 0.106, 0.028, 0.176, 1.0, 0.274, 0.027]	[50.803, -45.909, 7.736, 86.427, 30.835, -78.501, 78.63, -39.412, 1.606, 18.59, -31.839, 2.605]	-11.723
55.629	[0.127, 0.111, 0.038, 0.088, 0.38, 0.05, 0.05, 0.14, 0.258, 1.0, 0.232, 0.085]	[50.499, -29.968, 37.703, 16.913, 57.537, -4.511, 97.622, -28.091, 21.878, -19.299, -4.521, -5.832]	-16.784
55.832	[0.141, 0.107, 0.044, 0.082, 0.318, 0.082, 0.066, 0.085, 0.103, 1.0, 0.196, 0.12]	[51.714, 5.647, 76.292, -44.779, 74.531, -3.434, 73.462, 81.071, 27.956, -50.846, -13.635, -3.348]	-13.585
56.122	[0.046, 0.088, 0.457, 0.085, 0.039, 0.015, 0.321, 1.0, 0.31, 0.45, 0.02, 0.066]	[50.459, -63.842, 28.048, 28.762, 52.166, -70.809, 94.315, -48.042, -13.921, 48.399, -30.714, 2.705]	-12.131
56.326	[0.635, 0.462, 0.232, 0.251, 0.215, 0.557, 0.217, 0.306, 0.133, 1.0, 0.15, 0.321]	[50.407, -31.116, 35.676, 46.44, 51.182, 4.195, 87.589, -11.446, 39.215, -40.137, 10.767, -12.991]	-14.316
56.576	[0.197, 0.183, 0.23, 0.383, 0.795, 0.27, 0.114, 0.175, 0.331, 1.0, 0.469, 0.289]	[55.567, 61.213, 21.386, 10.04, 65.793, -31.013, 46.047, -8.83, -5.499, 5.553, -8.918, 2.537]	-16.924
57.022	[0.095, 0.154, 0.575, 0.117, 0.117, 0.072, 0.303, 1.0, 0.196, 0.492, 0.052, 0.125]	[53.074, -8.831, 56.905, 3.535, 33.98, -13.436, 62.085, -23.022, 10.761, -5.404, -3.756, -15.054]	-10.655
57.272	[0.192, 0.259, 0.05, 0.059, 0.297, 0.055, 0.073, 0.041, 0.231, 1.0, 0.265, 0.037]	[52.08, -8.703, -1.966, 38.914, 16.252, -64.797, 38.567, -13.759, 2.552, 16.363, -25.919, 6.987]	-9.847
57.480	[0.189, 0.109, 0.026, 0.058, 0.432, 0.048, 0.022, 0.043, 0.216, 1.0, 0.235, 0.086]	[49.382, 14.396, -11.142, -3.981, 19.937, -36.93, 37.089, -31.584, 0.393, -16.304, 9.444, 10.639]	-13.035
57.690	[0.405, 0.221, 0.2, 0.219, 0.526, 0.298, 0.266, 0.451, 0.591, 1.0, 0.399, 0.158]	[51.626, 51.98, 21.107, -29.068, 32.422, 22.862, 24.052, 15.495, -0.75, -43.88, -21.117, 10.643]	-13.511
58.143	[0.604, 0.331, 0.209, 0.256, 0.563, 0.5, 0.219, 0.191, 0.14, 1.0, 0.283, 0.408]	[50.152, 15.247, 11.248, -9.948, -13.15, -23.347, 25.503, 25.223, 10.039, -21.962, -22.289, 1.979]	-11.508
58.398	[0.125, 0.133, 0.104, 0.08, 0.547, 0.09, 0.062, 0.265, 0.12, 1.0, 0.248, 0.143]	[52.964, 80.538, 17.809, -40.227, 34.092, -5.194, 39.19, 24.738, 10.896, -16.216, 5.823, -10.0]	-13.709
58.660	[0.152, 0.204, 0.136, 0.186, 0.804, 0.141, 0.182, 0.149, 0.245, 1.0, 0.19, 0.25]	[51.722, 67.306, -22.072, 24.577, 48.859, -58.716, -20.212, -3.004, 3.344, -23.238, -19.869, -12.202]	-8.850
58.868	[0.151, 0.124, 0.06, 0.061, 0.446, 0.07, 0.065, 0.088, 0.313, 1.0, 0.239, 0.134]	[48.868, 64.157, 50.166, 1.541, 41.986, -8.577, 5.544, -23.248, -3.675, 1.303, 10.751, 3.291]	-15.925
59.077	[0.662, 0.604, 0.407, 0.451, 0.958, 0.305, 0.323, 0.165, 0.432, 1.0, 0.311, 0.529]	[49.859, 31.964, 9.552, 12.694, 0.291, -8.877, 11.884, -5.945, -13.403, -13.57, -19.511, 12.194]	-11.990
59.303	[0.308, 0.101, 0.049, 0.057, 0.373, 0.056, 0.031, 0.105, 0.142, 1.0, 0.265, 0.083]	[48.712, 47.817, 4.666, -27.735, -12.217, 3.693, 32.114, -5.861, -9.361, -31.162, -34.072, 23.901]	-14.062
59.547	[0.44, 0.215, 0.186, 0.238, 0.615, 0.243, 0.274, 0.663, 0.841, 1.0, 0.363, 0.175]	[52.009, 64.005, 7.462, -15.018, 30.804, -3.485, 8.646, -8.396, -7.856, -28.908, -17.971, 3.744]	-14.986
59.989	[0.987, 0.562, 0.369, 0.468, 0.834, 0.732, 0.283, 0.388, 0.275, 1.0, 0.162, 0.748]	[50.152, 16.274, 16.424, -13.065, -14.549, -24.551, 27.64, 26.441, 10.477, -21.502, -24.137, 6.873]	-11.277
60.244	[0.116, 0.152, 0.15, 0.072, 0.429, 0.083, 0.118, 0.21, 0.141, 1.0, 0.234, 0.088]	[53.61, 84.589, 19.628, -33.649, 36.393, 5.614, 29.708, 14.648, 2.502, -13.538, 10.647, -6.343]	-14.038
60.494	[0.777, 0.457, 0.451, 0.261, 1.0, 0.381, 0.334, 0.242, 0.209, 0.391, 0.149, 0.523]	[52.954, 77.579, 3.759, 5.085, 39.161, -35.382, -7.221, -5.835, -21.342, -7.353, -5.124, -9.509]	-8.715
60.720	[0.119, 0.404, 0.897, 0.283, 0.601, 0.612, 0.287, 1.0, 0.305, 0.785, 0.128, 0.133]	[51.353, 62.711, 42.08, -5.982, 31.638, -11.234, -12.062, -16.454, 1.014, 1.287, -4.014, -11.598]	-11.587
60.958	[0.077, 0.126, 0.1, 0.057, 0.335, 0.083, 0.037, 0.041, 0.133, 1.0, 0.228, 0.03]	[51.612, 61.161, -15.616, 18.605, -7.723, -37.46, 19.402, -11.285, -6.974, -1.548, -5.55, 7.85]	-10.881
61.382	[0.185, 0.11, 0.077, 0.116, 0.374, 0.162, 0.173, 0.27, 0.472, 1.0, 0.417, 0.126]	[51.116, 55.612, 17.188, -27.138, 17.306, 18.857, 28.512, 7.346, -5.594, -38.817, -8.7, 5.935]	-14.720
61.887	[1.0, 0.725, 0.371, 0.342, 0.328, 0.969, 0.826, 0.864, 0.347, 0.297, 0.299, 0.579]	[50.674, 57.522, 2.072, 34.508, -1.263, -70.946, 20.479, -8.928, 1.251, -4.02, -8.713, -7.746]	-10.830
62.090	[0.24, 0.174, 0.227, 0.186, 0.567, 0.18, 0.144, 0.531, 0.473, 1.0, 0.406, 0.279]	[52.838, 91.609, 38.783, -32.471, 61.169, 9.53, 18.189, 17.238, 7.882, -3.942, 9.668, -11.182]	-15.260
62.340	[0.184, 0.15, 0.049, 0.336, 1.0, 0.297, 0.032, 0.041, 0.164, 0.161, 0.086, 0.586]	[52.118, 57.397, -45.287, 16.251, 32.995, -44.621, -6.994, -8.921, 0.758, 3.618, -19.713, -6.559]	-9.039
62.583	[0.068, 0.118, 0.474, 0.102, 0.062, 0.031, 0.425, 1.0, 0.326, 0.49, 0.076, 0.049]	[49.72, 34.498, -22.34, -5.097, -18.869, -40.235, 11.91, -13.016, -36.217, 28.259, 2.237, 21.525]	-15.069
