MFCC	ZC	time	noteName	noteMIDI	noteKey	noteOctave	chordName	chordKey	chordMode	chordNotes	RMS
[0.091537164162807147, -0.011124368972326602, -0.033946724613232379, -0.055228994991976511, 0.030294568590402696, -0.0085395182106125338, -0.0055211847092827941, 0.0022477225021961681, 0.049991251223157049, -0.03722496338442776, 0.020875017219401937, 0.037853894796478681]	0.139	56.053	E	52	4	3	Am	9	0	[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.449
[-0.021354727615039121, -0.13600467755267814, -0.050186809522330851, -0.03766410518579387, -0.019002400757182951, 0.053208139450723779, 0.011652628073557903, -0.024980390176157708, -0.03755626856382737, 0.018334200739395474, -0.0031093886743440336, 0.0060629146959074974]	0.281	56.285	A	57	9	3	Am	9	0	[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.475
[0.028529141007167764, -0.0054359171711265818, 0.0062563964735577156, -0.028973321570403762, -0.02666504227403162, 0.044053229448983738, 0.0032002564007963981, -0.019384180651768952, 0.0078390647460261573, -0.017178544297629127, -0.010885533956134013, 0.029626038294488698]	0.147	56.517	A	45	9	2	Am	9	0	[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.556
[0.065096478831818988, 0.0088263925309460187, 0.045624331453591065, 0.011224165803684037, -0.027726097694315794, 0.010590112364501714, 0.0251819564825016, 0.0012587450436343792, -0.018235712150220698, 0.017883675991462653, -0.01823823116006006, 0.0013486058824482192]	0.102	56.750	E	52	4	3	F#m	6	0	[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]	0.577
[0.032885941139352955, 0.020513859945609728, 0.0074802100915919816, -0.052099863813251629, -0.029639392772331425, 0.039480443771166329, 0.011085949610844088, 0.010030099071864638, -0.022415898026833032, 0.032883695381378406, -0.00064126504737409078, 0.024873088725212072]	0.422	56.982	A	45	9	2	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]	0.529
[-0.086732627538841978, -0.15296302310731349, -0.1576049188244672, -0.067180092627537782, -0.032775205284207132, 0.028133663097898488, 0.013344766771570107, 0.0012252692600432003, -0.027129796834518102, -0.033318446070119932, -0.010717239018634039, 0.011150803991782064]	0.266	57.214	A	57	9	3	A	9	1	[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.424
[-0.062947059400112415, -0.12118387252351175, -0.036510413801521799, -0.042342235978149061, -0.0033305735678073084, -0.030118168009398767, -0.019890902654577911, 0.0012295681328071716, 0.026036068823118156, -0.010125716847619358, 0.039082323139870895, 0.028393486274872433]	0.200	57.446	A	69	9	4	A	9	1	[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.310
[0.066444585431919626, 0.05633100159149379, 0.039431410010169532, 0.0094045345177491361, 0.029082908059951628, -0.0016832109183608764, -0.0098609382685015713, -0.010563919831718147, -0.016693345256275402, -0.019708181112172925, -0.019646037371188106, 0.0076233163885587674]	0.109	57.678	C	36	0	2	A	9	1	[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.580
[0.018962301560925474, -0.0073548535277464088, -0.043993462829778063, -0.011284373154040114, -0.065475378347803842, -0.016213364810440452, 0.0063457518221489732, 0.03643432354024588, 0.068010528582843524, 0.0044402547486203691, 0.0085959703919744907, 0.037402449640316145]	0.148	57.911	G#	32	8	1	Am	9	0	[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.413
[-0.076114242761459172, -0.10828627798301195, -0.090661703275168579, -0.033367952642822163, 0.013742559357400643, 0.061140049564502197, 0.014897150590191973, 0.015857669979259463, 0.0032447338457547788, 0.0027523673515257737, -0.0056257809328891083, 0.042956506017970367]	0.272	58.143	C	60	0	4	Am	9	0	[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.484
[0.035071494859122483, 0.0046883608564038349, -0.0086160216908587103, -0.040875015688482765, -0.067006947681774953, 0.0022794058105571413, 0.024842235890978771, -0.014039438555045716, -0.025816290200389357, -0.0097576725159943603, -0.0099031886429837516, 0.041946088388178114]	0.152	58.375	A	45	9	2	Am	9	0	[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.558
[0.043617976211511582, 0.068642026875041964, 0.024045648553038288, -0.012918357285230829, 0.0052508609495477395, -0.0068175428970875607, 0.016915912179164844, -0.011422808120609959, -0.012066256673462885, 0.0094668741345533981, -0.013192449085852105, 0.0081060763554483654]	0.098	58.607	F	29	5	1	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.568
[0.021761006218620507, -0.027587679959551338, 0.016352427592169223, -0.043113244702940846, -0.045842518588719967, 0.029474093397586033, 0.016863599028677796, 0.01685970136362917, -0.00033715932865499684, 0.0043438305414684629, -0.0055094981030554954, 0.012331764751432496]	0.428	58.816	A	57	9	3	A	9	1	[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.544
[-0.057169110262052875, -0.051029319898551022, -0.015292161411614512, -0.051953127411342503, -0.0021435331201565405, -0.0035259789928110373, 0.030337373651833074, -0.02958475043303227, -0.04898954987321677, -0.0093187597606183871, -0.0028280349489396067, -0.017051799023370166]	0.314	59.048	A#	58	10	3	Am	9	0	[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.406
[-0.016042497481054754, -0.031757440659084819, -0.0060723841869910096, -0.011860597732707263, 0.01838849407167515, -9.8587880321584722e-05, 0.0083156146590059495, 0.011255927926980727, -0.046014363478878863, -0.049895768426225708, 0.014416206544300311, 0.060840125318296003]	0.178	59.304	C#	73	1	5	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.391
[0.084070187700776122, 0.076043540374227919, 0.023793857767019918, 0.020890083090780217, -0.01515932650190854, 0.012997331310665165, -0.016425321779839585, -0.012227160378281822, 0.021980646332491229, -0.010431893240007919, 0.0027199308823557984, -0.010197032558980376]	0.123	59.536	A#	34	10	1	Am	9	0	[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.603
[0.065854802001145393, -0.0058592479266876708, 0.020005533664366824, -0.033042524680492562, -0.0029381091646170378, -0.01221642257727233, -0.0076136006503862578, 0.052225318470984328, 0.0227380453587561, 0.0098838606535418139, -0.022114698939411717, 0.0084750546180079774]	0.157	59.745	A	45	9	2	A	9	1	[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.422
[-0.033855466067314439, -0.13708346460822943, -0.082681372904972822, -0.030100723130650136, 0.03493052375161973, 0.057141472646017183, 0.029166638186019059, 0.03923710946512813, -0.0072914066385884636, -0.012374527458072162, 0.0084847328291605337, -0.0016889069693076862]	0.257	59.977	A	57	9	3	Am	9	0	[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.492
[-0.0015117161841970812, 1.6591621428773329e-05, 0.026796780914242636, -0.020934065085843445, -0.032244365213626516, -0.037694401905601131, 0.02135070762102613, -0.0042107922099206907, -0.035411190369156124, 0.0064439688369414706, -0.015085488741237137, 0.020130029567832823]	0.147	60.209	A	45	9	2	Am	9	0	[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.565
[0.10772350176255259, 0.024398017976415359, 0.10760882587274533, -0.023701643618653311, -0.030419007549815334, -0.0019725425676394444, 0.034581534642219795, -0.00057466294679126375, -0.0086716374437235642, -0.022691373240241255, 0.014082062948053977, 0.009757698528555115]	0.133	60.442	G#	32	8	1	Bm	11	0	[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]	0.482
[-0.030854240261001354, -0.037292931262738131, -0.0042689093449620793, 0.034887500538143407, -0.03371466827555665, 0.047771940012914245, -0.005846815427925897, -0.012209731060572224, -0.0096812588353098004, 0.011556496428712931, 0.031998576906852802, 0.018240061313064534]	0.481	60.674	G	79	7	5	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]	0.521
[0.064536196681785465, -0.075316001389551801, -0.063115733554853698, -0.014514038871670411, 0.021487628562747958, 0.013250328213227275, 0.051093444543458912, -0.016345292643980332, -0.027805400141715939, -0.033181763276026545, -0.012742294474098, 0.0050662918491561132]	0.243	60.906	A	57	9	3	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	0.560
[-0.016363465885261497, -0.015995465186315002, 0.059094185494734067, 0.025282220947449495, -0.01663616333333047, -0.0098638145427817625, 0.039686737975851268, -0.0055686543422132596, -0.006220739725549455, -0.024142929213414727, 0.030400558290885397, 0.038791445982429118]	0.138	61.138	G#	32	8	1	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]	0.614
[0.093559384462858164, 0.025153140302660752, 0.050651619882093483, -0.0087081343498296836, -0.0024858242013248402, -0.0035822376179093177, 0.055671295759801051, -0.010367218390067188, -0.024683777888768119, -0.039112670726884818, 0.031862420304710266, -0.022400925578639447]	0.116	61.370	G	79	7	5	Am	9	0	[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.599
[0.026499133368324601, -0.012902131930508496, 0.0035620198216800335, -0.030685773302409687, -0.04868486492548886, 0.025595138406228519, 0.055789867116664046, 0.009408418036576216, 0.020659115726029798, -0.01497706235839741, -0.01307083035990746, 0.047551087968509098]	0.149	61.603	G	79	7	5	Am	9	0	[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.472
[-0.047680849049823767, -0.11642815798223556, -0.067899983393885199, 0.0061942329984597958, -0.0074940128347818664, 0.047644643653202499, 0.011868134327762585, -0.023411379381459929, -0.026786650403003095, -0.044075126024757355, 0.014564368634321739, 0.013801407528118549]	0.268	61.835	E	88	4	6	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	0.471
[-0.015307044044277357, -0.0084957288790025003, 0.080975042093792901, -0.041422748236119536, -0.03866350490608577, 0.0078492613028114545, 0.02936588639385861, -0.038182736683748324, 0.020390300774391433, -0.01132994207261747, 0.018118993847498904, 0.023332645938833513]	0.163	62.067	A	45	9	2	A	9	1	[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.549
[0.075169818956017806, 0.059550142118740143, -0.01228577769830453, -0.0044028952693863765, 0.046375764062434162, -0.00060550337809372166, -0.026950462653470134, -0.031695947570753745, 0.037502459238044829, -0.012412271252920801, -0.00049521941815756974, 0.036852925404921091]	0.148	62.299	F	29	5	1	Em	4	0	[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]	0.533
[0.10058049297489668, -0.058573884186294778, -0.015197820881463089, 0.015608275439868424, 0.024838380498425055, -0.0092036289290143101, -0.034194023114211089, 0.068887300842309138, 0.020748886599465138, -0.049936357121726838, 0.025614273900870739, -0.018465415380224597]	0.269	62.508	C#	73	1	5	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.441
[0.004107672385020961, -0.075714068311527549, -0.040065462008304367, 0.023644361841395102, 0.007718959475771738, -0.0094910257229458457, -0.0071366768349871218, -0.047361089622531445, 0.012263599712078412, 0.034340161783140664, 0.022208779603767253, 0.019742344602433865]	0.505	62.531	G#	32	8	1	C#m	1	0	[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]	0.519
[-0.0088613323804500269, -0.044813159791449848, -0.012125467374977363, -0.048785445296161543, 0.0029255107155328349, -0.00024207705458627823, 0.030803558563632847, -0.017939307385030048, -0.035839564544165418, 0.013958123562834964, -0.050368180066113731, 0.019719975409756087]	0.197	62.764	E	52	4	3	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	0.690
[0.033782374588873988, 0.016957403984125666, 0.045474970081560623, -0.01303392709703941, 0.018930564181129768, 0.0042848829094399056, 0.009978302537600816, -0.016313314594453933, -0.015103256356099251, 0.00045523305824089934, -0.0066060415190692624, 0.0018314602167881738]	0.188	62.996	G	43	7	2	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]	0.683
[0.046139481394257519, 0.061914225848741074, 0.013203969715621518, -0.066891705164445606, 0.022333694717115788, -0.01930290221432111, 0.017913738196119088, -0.018407680510317038, 0.036972749082162415, 0.041878992795271727, 0.0023391880104691237, 0.024149695961488457]	0.292	63.274	A	33	9	1	A	9	1	[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.534
[-0.041919334522772578, 0.062900856979753256, -0.017312703259102582, -0.068874386200194565, -0.042859475424877155, -0.033839160053960246, 0.060281831115864548, 0.017212909371144516, 0.017141512565776385, -0.0054846390096796559, 0.047496908059497987, 0.045477523068678916]	0.246	63.437	A	45	9	2	A	9	1	[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.474
[-0.082372474797956036, 0.0099660902479686807, -0.061199086664973756, -0.067358694939088137, 0.05721166299306079, 0.046347200279086592, 0.042710288512701207, -0.045025735823615867, -0.025337002499258771, -0.008907802233411961, 0.0086897548513796708, -0.032113536342230499]	0.368	63.669	A	57	9	3	A	9	1	[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.530
[0.10679336214686939, -0.038024881594102333, 0.06933794350491547, 0.0078145975500428372, -0.018468815496567124, -0.070039728235753176, 0.062094022929037616, 0.0076104647601754919, 0.062351683124035828, 0.030797747179740084, 0.0052474540987989225, 0.009063954160643652]	0.263	63.901	E	52	4	3	A	9	1	[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.564
[0.097338036014270449, -0.018397116744428708, 0.045675847947013112, -0.0035129666896571432, -0.038133571445909162, -0.0055656071262498276, 0.019565710672959657, 0.017546400314685323, 0.028646488434966359, -0.035846826313158477, 0.0049780406551055935, 0.026407762639397626]	0.327	64.087	B	35	11	1	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]	0.532
[0.0026866003110025986, -0.082234834651436245, 0.0053160405040232547, 0.041557735608115924, -0.043303637004018652, -0.0093817207068484856, 0.0036497076481369728, 0.0053079654189156535, 0.0080390653051170685, 0.024167599550292726, -0.014313152281515007, 0.069827890189308309]	0.448	64.366	A	69	9	4	A	9	1	[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.504
[0.038825052250326897, -0.055289752159629703, -0.065121005503721463, 0.013439957418908983, 0.0079775700941264703, 0.041990455269485145, 0.010960924979416082, -0.030539145618915447, -0.032450313934646771, -0.046393883117498834, -0.038634660305481294, 0.0040513275594254699]	0.223	64.598	E	40	4	2	Am	9	0	[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.593
[0.13879334388221914, 0.0070487636772126033, 0.024871800971733384, 0.0023117123750281882, -0.0041084196415505604, -0.016464994981545519, 0.030898043738758735, -0.021608872206505415, -0.0055768361568944193, 0.034624432002433418, 0.017350850337537888, 0.0060482304947251271]	0.143	64.830	G#	32	8	1	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]	0.527
[0.24865130015268333, 0.15809836990222131, 0.049220602515646514, -0.043407518461620401, -0.054164459659466827, -0.032886477349058668, -0.015978606111873447, -0.017627828182287478, 0.0023271116241177676, 0.02051351111287953, 0.0071608141636948213, -0.00028624736906971543]	0.150	65.062	C	48	0	3	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	1.000
[0.016332004455651337, 0.085567287742456408, 0.026156639174390268, -0.066349339851681927, -0.0036039453137302288, 0.0076798060889069026, 0.025335679960014203, -0.0003762148863894532, 0.01669139342127602, 0.018868710831141344, 0.0036399109780300403, 0.032753946062494058]	0.208	65.086	E	52	4	3	C	0	1	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]	0.558
[-0.049512495311225146, 0.057388601146848142, -0.044555645667771621, -0.06162537366389477, -0.0088755841399387712, -0.015863257436531109, 0.071647448773686895, 0.0061901600658038928, -0.002297113413747985, 0.048580525616996086, 0.032446914214337499, -0.0030907615872577841]	0.192	65.295	G#	32	8	1	A	9	1	[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.444
[-0.047408349947460827, -0.15342151642448781, -0.066136887140051823, -0.025049808980456053, 0.011820195347844785, 0.051951311962349207, 0.046459769193744692, 0.024874977208303783, -0.021481397800363861, 0.015037257045748606, -0.010320334763917964, 0.034616566709291252]	0.306	65.527	A	57	9	3	A	9	1	[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.500
[0.020115764216796082, -0.03566646401870098, 0.022803706888274489, 0.02271386503500452, -0.037380734237609882, -0.055165381302192763, 0.020149353595655641, 0.017752962237740276, -0.013945474802664228, -0.010027040178556405, 0.010355663883821834, 0.0049767855178561929]	0.146	65.759	E	52	4	3	A	9	1	[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.513
[0.079318287054913519, 0.010027199558015927, 0.073367333635398199, 0.0052165454808633868, -0.010129221905553178, -0.020585739237877647, 0.024440631656258406, -0.0072900048578493073, -0.017496485965298243, -0.011937700468952428, 0.020718753002792453, 0.0078718143410798254]	0.123	65.991	F	29	5	1	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]	0.487
[-0.00060435472044973913, -0.037831886609329589, 0.0043062055912132784, -0.010243092882545043, -0.038434236079978146, 0.037416093453444682, 0.0077022431523605002, -0.0069052176554739546, 0.013271628992440445, 0.029551363383216941, -0.0062281128292463574, 0.014118877615250013]	0.457	66.200	E	76	4	5	A	9	1	[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.485
[-0.023792317228447473, -0.069669764973417939, -0.0052487411458665518, -0.012685072174460998, -0.058669610521438369, 0.022085648329932175, -0.01483694150917747, -0.0073842833881660611, -0.037061653382609132, -0.041203975150267261, -0.040214457609541863, 0.026313579739562065]	0.208	66.432	G	55	7	3	Am	9	0	[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.550
[0.019849896870904497, 0.011160584912624135, -0.016254824514036665, 0.017993938771381494, 0.0064038837044811132, -0.01680288635746648, 0.019330718538187231, -0.0043993242093258158, 0.032640836847491701, -0.031799849324605736, -0.01121547572327917, 0.054696080850704321]	0.139	66.688	F#	30	6	1	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]	0.616
[0.096694487677635471, 0.061846305179656696, 0.038775584349070739, 0.031331403942674391, -0.020765480799994098, 0.010497768914273741, 0.034684599641398264, -0.027581146306107612, 0.015079340148100032, -0.016780909788626005, -0.019565516390576715, -0.027099006835814114]	0.082	66.920	A	45	9	2	A	9	1	[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.612
[0.11754689193587954, -0.032685088625413354, 0.017444126820407052, -0.052249127227315756, 0.01612513896725068, -0.011195778742708903, -0.014319702372648782, -0.013619097646089484, 0.028956703889196366, 0.023344037962019174, 0.023562897611213423, 0.025748917260265743]	0.173	67.129	A	45	9	2	A	9	1	[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.457
[-0.020316625139017098, -0.1437781075987408, -0.033663305315731744, -0.062083995088863357, 0.034354966604444717, 0.092762725618502836, 0.025394556671997248, 0.010958259707737908, -0.01363343279155969, 0.011851446544080128, -0.020514683763722178, -0.012418131725881914]	0.300	67.361	B	59	11	3	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	0.450
[0.034109768962346763, -0.011041167165394499, 0.051667352777910111, -0.015786240572626575, -0.02791091918410453, 0.006931844959865003, -0.0041115910199001999, -0.0027260313615115376, -0.006210671741772319, 0.0031437830776477084, -0.028943462903082546, 0.021773044308400658]	0.145	67.593	E	52	4	3	A	9	1	[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.514
[0.10202951850331088, 0.0080916288311339533, 0.13025843730654552, -0.011717191530735404, -0.02807479798330131, -0.029307354198898621, 0.016680350612594552, -0.010955160220372377, 0.012909399435055997, 0.023211310722650369, 0.0044793209550047074, -0.029808325091286156]	0.100	67.825	G#	32	8	1	F#m	6	0	[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]	0.476
[-0.088885617300708486, -0.065362226359263628, 0.024139774533990258, -0.0054218447009281795, -0.033476349484447769, -0.031926844669985889, 0.039029146675139743, -0.020795265370587054, -0.061938251537896255, -0.01086509564409174, -0.02326152063385235, -0.0010332736949524722]	0.486	68.058	G	79	7	5	A	9	1	[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.470
[0.048150671786639551, -0.050306942225115774, -0.015501108600871156, -0.025965987635928438, 0.02517224239710486, 0.030989534034089581, -0.0051324587754532002, 0.011068543284249345, -0.032114020939005117, 0.028536052668657313, -0.0099725494159080327, 0.063243192948878146]	0.401	68.290	A	33	9	1	C#m	1	0	[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]	0.581
[-0.087700690834660172, -0.10214951867832904, 0.042958179038632256, -0.063209916039380934, -0.050356581618846687, -0.041471900638453033, -0.0022409124725192762, 0.014019175738893642, -0.0048815848944897527, -0.0062993169083656233, 0.022686933404638981, 0.032501490119180687]	0.286	68.545	G#	116	8	8	C#m	1	0	[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]	0.353
[0.10443300792561085, 0.079959228795171464, -0.00055641079215289343, 0.0065944435032709728, -0.0078093841180352681, -0.022012545920664636, 0.0085478072653438434, 0.019388756608917198, -0.032072584995152732, -0.039226292550644366, 0.029187458956997623, -0.0043356611342273239]	0.337	68.754	A	33	9	1	C#m	1	0	[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]	0.623
[-0.0056277829310588182, 0.02941758077378278, -0.053947245597237625, -0.013683912280708465, -0.065855563418055096, 0.019875230471997636, 0.031211932990204739, 0.02726318072020124, -0.010149870440774724, 0.018377435923662679, 0.036358930324284368, 0.034758187884568914]	0.177	68.986	A	33	9	1	A	9	1	[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.409
[-0.052157820557179498, -0.13265166624325461, -0.081064157253425681, -0.019965667135606057, 0.031236970569483248, 0.047539903137870182, 0.028819408554271075, 0.013370878064575209, -0.029759603109549105, -0.012319477995805758, -0.0023885276178338775, -0.003171215503558113]	0.316	69.219	A	57	9	3	A	9	1	[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.469
[-0.024545351232633399, -0.054343903998029908, 0.073336013676140621, -0.023307252306960152, -0.036444341870289575, -0.006833166304693365, 0.0097572956438055653, 0.040622728051125274, -0.0097204799869876849, -0.042636323107448269, 0.034197218106394714, 0.034225118242074734]	0.163	69.451	E	52	4	3	A	9	1	[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.497
[0.091603858302207547, 0.0044524208563679942, 0.037017620002997388, -0.020490755072346968, 0.021916136310391476, 0.021401300233662449, -0.01284644616982668, -0.025772144425491056, 0.0095564227802025087, 0.016814107170763811, 0.0062830175460514663, -0.02078427182733205]	0.106	69.683	F	29	5	1	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]	0.485
[-0.021298454587912779, -0.065675839127980862, 0.0019733609417047935, 0.038774647729530091, 0.020576968449994539, -0.011576904948067727, 0.038153921926066925, -0.0099685550756253676, 0.00086488578561087412, 0.0062033318118109547, 0.016104035904198986, -0.0024724523817472579]	0.436	69.892	A	33	9	1	A	9	1	[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.510
[0.045449785542201998, -0.018420282737625828, -0.046685742329547107, -0.045386132173614729, -0.016236219676374529, 0.00046170109712551067, -0.023077073672146332, -0.042536084882910857, -0.012745545889766421, -0.015700984803733314, -0.016665606375833714, 0.016442609840200299]	0.184	70.147	G	55	7	3	Em	4	0	[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]	0.682
[-0.0011039018074099228, -0.0013824051418612547, 0.021495838147322095, 0.017495709591615723, 0.022697980241623388, -0.0028689923398515127, -0.0026979793776750467, 0.025979673226121283, 0.0026964476374765362, -0.014423995417888373, -0.017274263402412893, 0.012850350919748416]	0.135	70.380	F#	30	6	1	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]	0.604
[0.078980226902147482, 0.010072001734921255, 0.015079460347531708, -0.0065210365795000738, 0.013929730422445869, 0.0074902010709224495, 0.0072746814716007106, -0.0095091148926811433, 0.0046656859502077598, 0.028241137519710038, -0.049473930678230658, 0.0090552506858016611]	0.175	70.612	G#	32	8	1	C	0	1	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]	0.588
[-0.0080889115038083586, 0.034058728570550846, 0.023520730969248695, -0.027962384410417575, -0.065275224873709681, -0.024514744406748019, 0.041588221034753799, 0.013287620769265143, -0.023645747638281148, -0.010848413476325827, 0.036706202084925803, 0.0011600303200318173]	0.172	70.821	A	45	9	2	A	9	1	[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.602
[-0.04546309666073324, -0.038362890451996562, -0.016140087962191522, -0.083972709418137878, -0.022518739398533265, -0.030257655781573693, -0.0022939237460625267, -0.062269595843323047, 0.009672387161714889, -0.00030926814956470851, 0.027452135055872243, 0.031931402159308085]	0.250	71.053	A	45	9	2	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	0.551
[-0.037334187560957161, 0.026345548195508894, -4.0517426385938518e-05, -0.05434818752609346, -0.037143703295836016, -0.05500393024769993, 0.018460608068909701, 0.021352989561760703, 0.043683615662851616, -0.012345829357523486, 0.033890946289439339, -0.0063346284251685299]	0.190	71.285	A	45	9	2	Am	9	0	[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.657
[0.065554539565509801, 0.050330795711818213, 0.055873036176541359, 0.00011261304282161987, -0.0024111703360697664, 0.0040577965376786124, 0.014144215173511814, -0.048835904683343943, -0.0013810537238473383, -0.0052535878336607096, 0.023543984984842264, 0.012764429051899133]	0.229	71.517	G#	32	8	1	F#m	6	0	[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]	0.576
[-0.051866529342970091, 0.011175648240120573, -0.014723613749376384, -0.0094891391974544943, -0.016795426928935923, 0.0010656152710519084, 0.038958254816916588, -0.017253333649371368, -0.019071854617416947, 0.013114622228643459, 0.027516282376709257, 0.00042187871740827459]	0.461	71.750	G	79	7	5	A	9	1	[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.488
[0.030239407259854339, 0.0088958295987951203, -0.091278730725370655, -0.046159102267927424, 0.0185091046418304, 0.020247942663825496, 0.037817929093022361, -0.034845561388073251, -0.0070055895293397669, -0.03355860426968918, -0.012158001783619402, -0.010222146621045055]	0.289	71.982	F#	102	6	7	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.626
[0.015166898666751968, 0.019499787661631747, 0.03517608855846225, -0.019816540529247088, 0.022173962413889879, -0.02985292373746137, 0.02211143541959831, -0.0080210753733386264, 0.011669945798368154, 0.0059651473308711955, 0.051013667495662093, 0.010573816088106548]	0.167	72.214	G#	32	8	1	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]	0.613
[0.085619393718009112, 0.1315526341795355, -0.033208197520208316, -0.028083115298357532, 0.036694579082375507, -0.030769124083007953, 0.053919790230889317, -0.0094324815334769427, -0.016362538657017502, -0.044576457341453109, -0.0031497981577191182, 0.034989082072394352]	0.156	72.446	E	52	4	3	Am	9	0	[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.627
