time	chroma	timbre	dB
38.607	[0.313, 0.124, 0.007, 0.008, 0.015, 0.165, 1.0, 0.483, 0.099, 0.023, 0.007, 0.141]	[38.848, 82.426, -32.818, -104.911, -49.098, 17.429, -49.765, 16.285, -12.304, 17.522, -4.558, -7.598]	-28.064
38.830	[0.643, 0.26, 0.023, 0.039, 0.15, 0.067, 0.523, 1.0, 0.633, 0.082, 0.044, 0.364]	[42.612, 218.488, -64.852, -63.96, -28.364, -19.53, -17.766, -4.614, -66.27, -20.436, -17.497, -10.917]	-19.178
39.027	[0.042, 0.013, 0.011, 0.074, 0.077, 0.06, 0.062, 0.484, 1.0, 0.234, 0.036, 0.061]	[43.589, 121.738, -38.212, -16.577, -49.301, 6.948, -31.15, 5.206, -40.678, 9.733, -21.16, -4.85]	-21.119
39.503	[0.216, 0.088, 0.068, 0.23, 0.08, 0.133, 0.343, 0.252, 1.0, 0.195, 0.685, 0.326]	[41.36, 54.212, 26.064, -88.532, -15.063, -26.817, -9.874, -29.059, -64.47, 8.494, 1.683, -21.023]	-24.044
39.771	[0.238, 0.173, 0.16, 0.233, 0.053, 0.076, 0.229, 0.439, 1.0, 0.155, 0.163, 0.784]	[42.642, 30.539, -27.312, 56.1, 4.321, -23.084, -29.772, -27.749, -24.992, 6.53, -14.922, -11.424]	-17.809
40.055	[0.03, 0.042, 0.021, 0.092, 0.051, 0.039, 0.494, 0.504, 1.0, 0.691, 0.245, 0.185]	[35.782, 44.719, -26.437, 3.25, -10.922, -19.152, -47.612, -15.425, -6.865, -3.158, -22.529, -17.985]	-25.073
40.235	[0.108, 0.039, 0.025, 0.084, 0.061, 0.26, 0.458, 0.586, 1.0, 0.151, 0.121, 0.172]	[38.885, 144.797, 14.49, -72.096, -46.798, 21.845, -20.277, 23.419, -43.559, -5.434, 22.105, -17.227]	-30.299
40.449	[0.019, 0.07, 0.147, 1.0, 0.234, 0.101, 0.234, 0.094, 0.353, 0.06, 0.138, 0.03]	[42.752, 52.089, -60.408, -5.13, -25.023, 0.62, -42.636, 3.193, -25.886, 18.968, -37.833, 2.422]	-19.723
41.001	[0.618, 1.0, 0.895, 0.929, 0.83, 0.825, 0.199, 0.202, 0.209, 0.192, 0.398, 0.181]	[40.108, 160.246, -10.217, -33.883, -89.877, -19.871, -15.802, 11.168, -58.617, -30.008, 9.983, -5.584]	-25.818
41.088	[0.321, 1.0, 0.842, 0.913, 0.615, 0.606, 0.103, 0.158, 0.319, 0.047, 0.044, 0.124]	[41.929, 214.087, -40.205, -23.111, -61.171, 2.189, -21.516, -7.033, -32.094, -28.525, -9.017, 6.761]	-20.363
41.251	[0.019, 0.031, 0.091, 0.259, 0.107, 0.094, 0.135, 1.0, 0.294, 0.118, 0.081, 0.032]	[44.685, 108.718, -58.507, 1.047, -25.857, 27.227, -66.343, -1.296, -1.439, -5.553, -49.274, -2.432]	-21.468
41.700	[0.167, 0.165, 0.03, 0.385, 0.098, 0.058, 0.128, 1.0, 0.862, 0.06, 0.222, 0.107]	[39.356, 107.639, -0.794, -95.238, -44.014, -6.347, -57.295, 6.69, -18.097, 1.394, 0.348, 2.146]	-24.310
42.034	[0.428, 0.085, 0.02, 0.029, 0.061, 0.447, 1.0, 0.492, 0.206, 0.049, 0.22, 0.973]	[45.599, 89.152, -21.972, -61.217, -22.427, 1.168, -14.391, -20.999, -26.772, 26.922, 11.711, -2.097]	-20.627
42.225	[0.047, 0.015, 0.013, 0.043, 0.022, 0.022, 0.087, 0.089, 0.169, 0.227, 0.06, 1.0]	[48.517, 35.0, -6.823, 34.094, -17.024, -34.777, 5.413, 33.708, 0.906, 13.206, -17.106, 2.677]	-13.012
42.789	[0.129, 0.097, 0.137, 0.106, 0.042, 0.111, 0.292, 0.875, 1.0, 0.333, 0.083, 0.56]	[42.695, 96.216, -61.161, 34.625, -42.46, -22.457, -27.958, -12.545, -27.584, -19.687, -18.027, 1.169]	-17.476
43.282	[0.444, 0.065, 0.018, 0.077, 0.05, 0.258, 0.67, 0.704, 1.0, 0.165, 0.067, 0.914]	[36.009, 105.16, -27.59, -18.073, -41.342, -9.161, -32.024, 7.891, -19.836, -1.302, 1.894, -3.196]	-27.153
43.549	[0.01, 0.112, 0.011, 0.008, 0.013, 0.089, 1.0, 0.278, 0.083, 0.022, 0.024, 0.011]	[42.505, 144.525, -16.044, 24.064, -75.567, 35.249, -7.4, -0.666, -60.768, 3.404, -17.548, -0.512]	-28.410
44.211	[0.038, 0.071, 0.065, 0.05, 0.043, 0.152, 1.0, 0.855, 0.173, 0.027, 0.022, 0.052]	[39.822, 19.76, -41.659, -93.891, -29.07, -5.128, -36.76, 0.167, -23.449, -12.094, -29.844, -8.233]	-23.540
44.615	[0.006, 0.032, 0.025, 0.022, 0.072, 0.077, 0.178, 0.191, 1.0, 0.184, 0.009, 0.004]	[38.169, -106.021, -75.78, -54.546, -13.875, -43.064, -54.1, -0.309, 13.831, 5.765, -4.933, -1.017]	-22.726
44.758	[0.058, 0.084, 0.053, 0.056, 0.048, 0.14, 0.658, 1.0, 0.661, 0.127, 0.084, 0.097]	[42.253, 118.335, -45.214, -89.066, -24.087, 29.199, -41.328, 52.192, -14.866, -67.079, 12.055, -22.784]	-23.964
45.000	[0.068, 0.196, 0.08, 0.015, 0.093, 0.57, 1.0, 0.542, 0.427, 0.056, 0.022, 0.034]	[42.335, 72.472, -26.338, -51.453, -55.284, -2.18, -16.366, -58.645, -54.421, 14.47, -32.557, 3.215]	-20.168
45.198	[0.013, 0.406, 0.022, 0.047, 0.023, 0.232, 1.0, 0.077, 0.261, 0.12, 0.012, 0.008]	[42.111, -8.34, -45.002, -26.275, -57.594, -27.115, -28.243, 40.816, -33.002, -19.678, -5.387, -16.0]	-18.166
45.755	[0.05, 1.0, 0.102, 0.118, 0.032, 0.08, 0.182, 0.249, 0.352, 0.073, 0.033, 0.028]	[38.588, 114.627, -68.449, 60.104, -39.757, -7.586, -31.151, -22.33, -49.54, 8.472, -29.756, 0.197]	-24.036
46.505	[0.049, 1.0, 0.07, 0.037, 0.053, 0.286, 0.308, 0.027, 0.037, 0.014, 0.011, 0.027]	[45.952, 135.879, -66.488, 3.762, -77.216, 25.638, -60.88, -5.661, -19.733, 37.47, -0.226, -15.378]	-30.348
46.993	[0.187, 0.986, 0.142, 0.016, 0.023, 0.083, 0.304, 0.167, 0.955, 1.0, 0.141, 0.028]	[44.525, 85.418, -66.786, -72.97, -13.932, -1.923, -52.009, -19.64, -9.107, 24.424, -2.0, -18.931]	-20.140
47.182	[0.664, 1.0, 0.081, 0.048, 0.18, 0.198, 0.209, 0.21, 0.079, 0.079, 0.309, 0.071]	[45.754, 88.523, -25.755, -49.459, -2.02, -40.47, -78.059, -2.338, 50.574, 13.946, -1.81, -22.761]	-15.619
47.259	[0.144, 0.265, 0.127, 0.21, 0.153, 0.351, 0.397, 1.0, 0.524, 0.141, 0.148, 0.174]	[45.863, 166.497, -41.621, -17.63, -3.844, -28.642, -58.498, 58.099, -18.7, -5.593, -10.984, -19.371]	-15.442
47.596	[1.0, 0.101, 0.017, 0.038, 0.03, 0.073, 0.35, 0.179, 0.102, 0.053, 0.045, 0.431]	[42.25, 69.761, -19.641, -42.797, 30.322, -11.925, -70.523, -6.241, 8.006, 28.473, -4.545, -12.101]	-23.991
47.840	[0.088, 0.588, 1.0, 0.013, 0.008, 0.023, 0.143, 0.093, 0.055, 0.059, 0.015, 0.033]	[43.701, 19.302, -56.566, -38.948, 13.899, -9.558, -80.696, -42.787, 21.466, 5.691, -7.606, 7.629]	-19.356
48.043	[0.043, 0.151, 1.0, 0.615, 0.887, 0.217, 0.039, 0.031, 0.133, 0.031, 0.021, 0.129]	[48.975, 27.151, -27.868, 12.203, 0.5, -33.399, -58.154, -52.142, -36.926, 6.761, 2.859, 7.894]	-18.581
48.512	[0.121, 0.645, 0.389, 0.544, 1.0, 0.292, 0.282, 0.426, 0.357, 0.071, 0.068, 0.236]	[44.093, 56.546, -27.799, -20.506, 2.483, -26.018, -61.28, 7.057, -2.635, -45.952, -4.707, 6.461]	-16.145
49.107	[0.452, 0.806, 1.0, 0.554, 0.517, 0.48, 0.276, 0.328, 0.207, 0.095, 0.024, 0.155]	[37.883, 69.463, -53.786, 6.099, -3.279, -37.406, -63.495, -59.561, 4.01, 9.554, 15.851, 18.685]	-24.395
49.227	[1.0, 0.178, 0.472, 0.366, 0.665, 0.15, 0.401, 0.206, 0.31, 0.048, 0.043, 0.417]	[38.043, 32.594, -24.769, -72.583, -2.089, -6.349, -64.202, -3.814, -0.785, -18.263, 7.998, -2.062]	-25.765
49.523	[0.06, 0.027, 0.034, 0.023, 0.034, 0.145, 0.199, 0.224, 0.029, 0.012, 0.044, 1.0]	[42.731, 41.07, -84.274, -15.694, -16.276, 37.867, -16.007, -42.858, -26.269, 7.895, -31.22, 3.794]	-23.919
50.003	[0.167, 0.031, 0.023, 0.021, 0.045, 0.023, 0.097, 0.287, 0.542, 0.105, 0.096, 1.0]	[42.59, 27.044, -71.65, -63.29, -24.62, -1.726, -40.828, 0.238, -11.571, -15.11, 12.53, -19.027]	-23.502
50.275	[0.102, 0.024, 0.031, 0.023, 0.016, 0.024, 0.149, 0.347, 1.0, 0.114, 0.029, 0.532]	[43.063, 49.377, -75.679, 15.346, -36.024, -8.449, -29.188, -58.793, -20.677, 15.493, -21.32, 3.53]	-19.570
50.756	[0.221, 0.012, 0.021, 0.017, 0.067, 0.029, 0.149, 1.0, 0.599, 0.027, 0.014, 0.539]	[43.327, 27.612, -49.0, -55.273, -16.573, -20.04, -43.384, -8.658, -14.414, -15.013, 4.115, -14.556]	-22.423
51.037	[0.022, 0.013, 0.014, 0.058, 0.055, 0.031, 0.041, 0.476, 1.0, 0.097, 0.013, 0.064]	[43.265, 39.962, -42.501, -11.903, -44.673, -28.998, -47.314, -5.809, -28.708, 5.731, -11.218, -5.079]	-17.764
51.479	[0.62, 0.646, 0.608, 0.632, 0.597, 0.583, 0.962, 1.0, 0.996, 0.95, 0.528, 0.47]	[38.901, 56.026, -32.726, -40.675, -48.256, -24.547, -22.546, 11.665, -58.966, -30.636, 13.075, -18.479]	-23.419
51.555	[0.09, 0.018, 0.033, 0.117, 0.041, 0.044, 0.132, 0.225, 1.0, 0.142, 0.022, 0.148]	[39.761, 33.606, -34.827, -43.527, -34.0, -21.565, -34.193, 12.529, -58.284, 1.432, -10.639, -8.174]	-21.697
51.762	[0.016, 0.037, 0.045, 0.097, 0.025, 0.024, 0.029, 0.316, 1.0, 0.148, 0.012, 0.018]	[39.688, 64.164, -60.706, 53.244, -38.783, 1.707, -24.878, -24.855, -40.539, -12.829, -20.199, 0.185]	-22.271
52.193	[0.086, 0.042, 0.041, 0.129, 0.035, 0.154, 0.384, 0.488, 1.0, 0.111, 0.093, 0.096]	[38.842, 186.736, -18.363, -86.906, -39.766, -6.999, -25.112, 24.324, -30.669, -7.157, 23.316, -1.234]	-30.046
52.494	[0.009, 0.029, 0.068, 1.0, 0.126, 0.1, 0.28, 0.076, 0.083, 0.024, 0.068, 0.014]	[40.547, 132.081, -53.03, -3.255, -42.284, 11.414, -20.6, -31.188, -50.079, 28.679, -43.578, 13.814]	-22.562
52.988	[0.126, 0.16, 0.369, 1.0, 0.492, 0.077, 0.079, 0.232, 0.611, 0.079, 0.235, 0.081]	[40.5, 156.016, -0.286, -61.622, -70.734, 18.311, -15.903, 3.058, -52.752, -18.625, 10.52, -2.792]	-26.433
53.180	[0.323, 1.0, 0.955, 0.982, 0.905, 0.996, 0.924, 0.691, 0.366, 0.346, 0.327, 0.326]	[43.798, 88.151, -44.246, -54.67, -42.866, -26.108, -46.705, -16.257, -30.264, 14.214, -0.788, -3.549]	-18.721
53.272	[0.009, 0.025, 0.032, 0.197, 0.042, 0.048, 0.758, 1.0, 0.795, 0.063, 0.029, 0.011]	[46.401, 44.785, -87.545, 11.548, -13.698, 4.014, -34.484, -49.463, -23.277, -5.667, -19.739, -0.123]	-16.173
53.749	[0.034, 0.046, 0.042, 0.262, 0.068, 0.039, 0.167, 0.417, 1.0, 0.088, 0.07, 0.061]	[44.163, 100.706, -35.752, -58.596, -21.116, 27.486, -36.694, 30.932, -26.7, -55.474, 5.042, -4.208]	-21.887
54.044	[0.117, 0.379, 0.345, 0.365, 0.51, 0.407, 0.138, 0.281, 1.0, 0.089, 0.035, 0.146]	[48.052, 76.74, -20.178, -0.892, -27.617, -24.892, -18.804, -38.628, -48.703, 24.555, 8.62, 8.846]	-19.240
54.207	[0.068, 0.14, 0.008, 0.102, 0.218, 0.084, 0.049, 0.053, 1.0, 0.361, 0.045, 0.169]	[46.872, 16.867, 0.391, -12.972, -38.654, -29.153, -30.729, 10.327, -47.428, -10.634, -9.56, -4.966]	-14.549
54.394	[0.258, 0.496, 0.479, 0.503, 0.622, 0.568, 0.314, 0.527, 1.0, 0.709, 0.063, 0.174]	[45.11, 22.678, -22.065, -19.122, -7.36, -26.887, -20.115, -4.757, -18.496, -8.52, -11.191, 3.58]	-15.727
54.522	[0.139, 0.127, 0.072, 0.39, 0.924, 0.347, 0.133, 0.736, 1.0, 0.172, 0.046, 0.702]	[43.776, 90.968, -13.274, -23.618, -16.673, -17.693, -23.778, -11.746, -3.046, -3.99, -5.594, -12.43]	-17.769
54.793	[0.039, 0.022, 0.056, 0.339, 1.0, 0.357, 0.12, 0.259, 0.33, 0.067, 0.02, 0.188]	[41.454, 58.287, -21.803, 49.074, -19.364, -52.61, -10.587, -20.957, -9.841, 17.786, -35.152, -8.725]	-18.713
55.223	[0.117, 0.066, 0.09, 0.371, 1.0, 0.227, 0.505, 0.318, 0.662, 0.137, 0.078, 0.352]	[41.732, 89.761, 3.541, 1.47, -6.035, 1.725, -12.669, -23.541, -6.546, -7.535, 7.613, -13.811]	-26.844
55.519	[0.125, 0.029, 0.007, 0.012, 0.02, 0.137, 0.05, 0.018, 0.073, 0.009, 0.013, 1.0]	[42.708, 26.449, -69.083, -19.225, -24.365, 12.516, 0.498, -44.515, -24.855, 15.878, -19.287, -4.198]	-21.527
55.888	[0.884, 0.138, 0.011, 0.007, 0.012, 0.03, 0.118, 0.085, 0.306, 0.148, 0.295, 1.0]	[42.715, 91.069, -95.286, -25.401, -42.083, -55.75, -52.146, -44.348, -2.959, 36.169, -31.053, 3.999]	-21.780
56.009	[0.262, 0.017, 0.015, 0.017, 0.05, 0.086, 0.606, 0.426, 0.138, 0.009, 0.137, 1.0]	[43.206, 52.785, -71.411, -59.838, -38.394, -12.442, -34.868, 0.675, -8.046, -11.217, 3.243, -16.65]	-20.413
56.231	[0.078, 0.044, 0.031, 0.04, 0.044, 0.089, 0.208, 0.559, 1.0, 0.325, 0.052, 0.252]	[43.382, 23.753, -47.112, -14.395, -17.034, -29.339, 1.528, -16.346, -30.184, -21.393, -42.09, 30.768]	-18.789
56.651	[0.868, 0.309, 0.064, 0.075, 0.029, 0.099, 0.399, 0.246, 0.77, 0.516, 1.0, 0.732]	[40.62, -24.279, 37.628, -27.577, 23.029, -24.27, -21.916, -17.327, -34.046, -5.188, 0.232, -24.157]	-22.106
56.761	[0.56, 0.137, 0.053, 0.116, 0.26, 0.179, 0.131, 0.058, 0.526, 0.262, 0.734, 1.0]	[44.649, 25.917, 19.45, -47.58, 31.01, -17.857, -30.871, -3.257, -7.739, -4.972, 7.677, -17.792]	-19.490
56.912	[0.428, 0.201, 0.082, 0.179, 0.077, 0.109, 0.548, 1.0, 0.808, 0.231, 0.148, 0.612]	[47.59, 64.272, 47.411, -11.374, -18.554, -9.127, -25.854, -2.452, -27.359, -16.959, -11.693, -20.971]	-15.047
57.184	[0.043, 0.018, 0.011, 0.265, 0.169, 0.08, 0.098, 0.404, 1.0, 0.234, 0.316, 0.146]	[44.599, 22.835, -2.983, 18.103, -25.942, -10.662, -26.02, -7.458, -18.138, -22.848, -21.176, -24.494]	-15.718
57.493	[0.01, 0.008, 0.03, 0.138, 0.043, 0.056, 0.159, 0.103, 1.0, 0.375, 0.054, 0.034]	[42.734, 1.019, -41.594, -44.195, -20.046, -34.172, -44.815, -1.672, -35.112, -8.886, 7.727, -16.865]	-20.708
57.754	[0.009, 0.012, 0.017, 0.037, 0.012, 0.012, 0.044, 0.376, 1.0, 0.121, 0.01, 0.016]	[42.723, -6.814, -80.565, 31.748, -19.556, 16.812, -38.552, -41.5, -19.359, -21.818, -23.001, -5.842]	-19.109
58.218	[0.018, 0.01, 0.01, 0.024, 0.008, 0.039, 0.182, 1.0, 0.327, 0.067, 0.027, 0.031]	[42.021, 29.437, -25.983, -113.207, -22.563, 8.068, -31.065, 33.742, -4.023, -20.95, 18.438, -14.355]	-24.920
58.515	[0.007, 0.041, 0.107, 1.0, 0.273, 0.069, 0.164, 0.159, 0.063, 0.018, 0.162, 0.02]	[43.181, 60.962, -76.38, 11.193, -48.31, -32.561, -48.721, -22.15, -16.433, 9.999, -29.3, -0.651]	-16.384
59.004	[0.1, 0.763, 0.205, 1.0, 0.439, 0.047, 0.123, 0.286, 0.463, 0.099, 0.478, 0.097]	[41.945, 142.123, -25.598, -28.681, -70.507, -10.689, -16.328, 18.175, -41.467, -1.74, -3.039, -7.923]	-24.428
59.245	[0.023, 0.049, 0.157, 0.937, 0.336, 0.147, 0.187, 0.451, 1.0, 0.056, 0.207, 0.038]	[40.687, 106.691, -57.05, -1.935, -41.028, 15.396, -18.124, -25.953, -34.067, -5.865, -48.609, 7.865]	-20.683
59.755	[0.656, 1.0, 0.73, 0.783, 0.606, 0.62, 0.272, 0.37, 0.559, 0.204, 0.184, 0.212]	[42.113, 131.132, 9.421, -32.636, -59.23, 0.577, -11.517, 21.634, -62.193, -25.797, 25.226, 6.381]	-26.915
59.861	[0.579, 1.0, 0.644, 0.682, 0.569, 0.578, 0.334, 0.432, 0.673, 0.203, 0.096, 0.223]	[43.817, 185.719, 15.795, -43.125, -75.16, -16.077, -28.217, 24.702, -40.201, -16.923, 4.421, 21.614]	-17.973
59.966	[0.898, 0.967, 0.942, 0.943, 0.86, 1.0, 0.346, 0.334, 0.437, 0.399, 0.656, 0.264]	[44.531, 206.395, 5.248, -15.083, -84.893, -29.125, -50.046, -51.979, -42.713, 13.376, 1.435, 3.476]	-16.063
60.048	[0.129, 0.597, 0.567, 0.575, 0.915, 0.923, 1.0, 0.28, 0.411, 0.075, 0.035, 0.192]	[50.44, 93.748, -18.654, 5.929, -39.114, -36.824, -17.564, -28.38, -47.872, 25.941, -5.532, 4.838]	-17.425
60.231	[0.077, 0.138, 0.022, 0.142, 0.33, 0.128, 0.837, 1.0, 0.319, 0.02, 0.026, 0.343]	[47.983, 2.623, -17.476, 1.451, -25.058, -47.649, -21.846, -6.84, -25.336, 5.603, -12.18, -6.949]	-11.819
60.487	[0.047, 0.022, 0.02, 0.072, 0.249, 0.082, 0.09, 0.231, 1.0, 0.023, 0.009, 0.203]	[45.043, 19.941, -32.434, -62.365, -20.011, -13.911, -36.521, 14.007, -3.454, -30.962, -7.123, -5.195]	-17.524
60.792	[0.028, 0.022, 0.023, 0.031, 0.159, 0.077, 0.058, 0.152, 1.0, 0.17, 0.007, 0.099]	[44.14, 8.462, -49.941, 19.573, -18.363, -49.408, -40.532, -35.438, -14.271, 15.211, -18.989, 5.575]	-16.125
61.150	[0.079, 0.127, 0.114, 0.118, 0.139, 0.126, 0.107, 0.17, 1.0, 0.439, 0.013, 0.036]	[41.284, -34.205, -82.855, -33.196, -17.045, -50.721, -64.517, -39.782, 4.373, 26.811, -7.933, -1.031]	-21.010
61.274	[0.015, 0.025, 0.006, 0.057, 0.165, 0.061, 0.081, 0.034, 1.0, 0.242, 0.006, 0.065]	[41.982, 4.034, -65.295, -63.385, -12.971, -19.101, -52.886, -12.47, -3.693, -1.873, -5.183, -5.475]	-20.693
61.538	[0.067, 0.015, 0.014, 0.011, 0.023, 0.1, 0.059, 0.01, 0.156, 0.071, 0.054, 1.0]	[41.757, -3.079, -96.785, 9.709, -32.562, -42.404, -32.428, -20.475, -34.178, 21.408, -12.038, -0.477]	-18.585
62.010	[0.195, 0.012, 0.008, 0.012, 0.038, 0.018, 0.094, 0.257, 0.201, 0.058, 0.075, 1.0]	[41.418, 70.745, -65.706, -66.712, -51.829, 3.734, -28.262, -2.45, -26.944, -4.952, 5.206, -20.921]	-26.105
62.287	[0.771, 0.088, 0.065, 0.076, 0.037, 0.097, 0.6, 0.572, 0.699, 0.043, 0.081, 1.0]	[42.354, 104.636, -79.272, 40.994, -51.476, -41.364, -29.713, -1.502, -31.62, -3.766, -14.153, 0.301]	-19.230
62.761	[1.0, 0.29, 0.021, 0.039, 0.136, 0.063, 0.518, 0.941, 0.355, 0.031, 0.016, 0.562]	[38.978, 149.716, -36.482, -59.0, -69.906, -1.354, -27.269, -6.898, -42.251, -7.511, -2.431, -12.728]	-27.689
63.023	[0.09, 0.02, 0.01, 0.079, 0.078, 0.083, 0.113, 0.465, 1.0, 0.103, 0.014, 0.098]	[43.569, 84.193, -37.616, 5.454, -47.209, 8.618, -19.257, 1.566, -34.021, 14.371, -17.099, -4.39]	-22.010
63.487	[0.209, 0.097, 0.063, 0.121, 0.073, 0.053, 0.455, 0.508, 1.0, 0.616, 0.189, 0.037]	[39.459, 55.402, -28.407, -46.112, -41.587, -19.076, -24.604, -4.495, -68.525, -4.92, 3.84, -14.289]	-24.531
63.658	[0.278, 0.165, 0.064, 0.09, 0.238, 0.226, 0.536, 0.681, 1.0, 0.644, 0.292, 0.066]	[40.773, 80.644, -33.097, -22.021, -61.767, -55.233, -58.121, -22.616, -46.966, 28.645, -14.985, -2.306]	-21.134
63.772	[0.39, 0.043, 0.05, 0.12, 0.037, 0.022, 0.046, 0.27, 1.0, 0.174, 0.032, 0.199]	[42.151, 52.925, -52.011, 55.683, -31.115, -19.641, -28.544, -46.286, -42.557, 12.865, -7.15, 3.08]	-21.395
64.168	[0.253, 0.136, 0.112, 0.133, 0.038, 0.115, 0.314, 0.311, 1.0, 0.111, 0.101, 0.144]	[41.187, 162.35, -38.56, -80.824, -5.735, 21.015, -40.736, 32.136, 5.713, -84.499, 11.709, 7.159]	-25.132
64.517	[0.449, 0.741, 0.303, 1.0, 0.286, 0.268, 0.534, 0.25, 0.335, 0.077, 0.215, 0.149]	[42.761, 75.879, -64.954, -28.864, -43.318, -18.617, -37.808, -21.364, -30.711, 24.207, -5.92, 0.955]	-20.745
64.714	[0.344, 0.502, 0.175, 1.0, 0.336, 0.04, 0.069, 0.054, 0.463, 0.058, 0.304, 0.214]	[44.167, 96.724, -39.865, -88.411, -43.478, -33.48, -65.44, -0.611, 9.534, 9.926, 16.316, -7.573]	-19.136
64.946	[0.598, 0.37, 0.064, 1.0, 0.305, 0.037, 0.062, 0.22, 0.294, 0.036, 0.401, 0.148]	[46.758, 156.261, -52.613, -4.169, -41.599, -7.081, -76.294, -15.756, 7.993, 2.525, -32.632, -4.466]	-13.692
65.266	[0.046, 0.093, 0.029, 1.0, 0.338, 0.066, 0.09, 0.236, 0.151, 0.016, 0.136, 0.032]	[44.09, 75.896, -43.027, -19.734, -7.191, 10.984, -16.933, -68.066, -29.512, 4.253, -12.643, 5.504]	-20.116
65.637	[0.391, 0.493, 0.385, 1.0, 0.995, 0.32, 0.214, 0.219, 0.183, 0.139, 0.108, 0.037]	[45.451, -40.399, -25.61, -38.926, 22.137, -34.259, -73.234, -5.442, 8.322, 2.498, 7.252, 5.673]	-16.984
65.746	[0.051, 0.187, 0.04, 0.586, 0.266, 0.04, 0.111, 0.175, 1.0, 0.096, 0.157, 0.064]	[45.667, 63.008, -16.174, -25.08, -26.004, -28.89, -62.649, 37.972, -20.325, -19.832, 2.173, -3.719]	-15.394
66.049	[1.0, 0.373, 0.053, 0.206, 0.119, 0.221, 0.816, 0.305, 0.284, 0.185, 0.602, 0.674]	[46.401, 78.223, -38.046, -30.051, -28.225, -38.875, -10.889, 2.035, -25.503, 16.168, -5.532, 2.483]	-18.172
66.187	[0.14, 0.02, 0.007, 0.102, 0.055, 0.032, 0.478, 0.056, 0.022, 0.007, 0.044, 1.0]	[46.297, 47.82, -43.068, -39.666, -19.072, -29.039, 1.702, -1.378, -22.532, -2.816, -6.672, 25.214]	-15.060
66.542	[0.208, 0.008, 0.006, 0.045, 0.023, 0.02, 0.108, 0.116, 0.29, 0.114, 0.085, 1.0]	[44.416, 57.026, -55.402, -53.177, -58.651, -25.5, -49.618, -10.237, -10.936, 1.927, -8.343, -7.852]	-17.271
66.798	[0.081, 0.034, 0.055, 0.112, 0.041, 0.05, 0.132, 0.309, 1.0, 0.176, 0.028, 0.348]	[44.616, 46.13, -56.762, 8.437, -13.4, -21.169, -25.716, -46.079, -23.009, -1.263, -17.817, -1.497]	-16.706
67.299	[0.415, 0.028, 0.02, 0.092, 0.049, 0.157, 0.374, 0.446, 1.0, 0.717, 0.053, 0.804]	[39.436, 50.126, -54.051, -19.635, -33.398, -43.952, -63.673, -9.878, -7.384, -9.917, -6.998, -4.623]	-21.470
67.546	[0.018, 0.16, 0.02, 0.021, 0.021, 0.183, 1.0, 0.51, 0.177, 0.026, 0.023, 0.012]	[44.351, 139.677, -13.256, -25.379, -74.611, 26.581, -17.173, 7.265, -57.517, -3.196, -3.058, -6.174]	-24.647
67.989	[0.11, 0.321, 0.048, 0.083, 0.09, 0.225, 1.0, 0.474, 0.35, 0.072, 0.07, 0.059]	[37.825, 65.26, -21.833, -5.649, -75.317, -6.931, -15.14, 3.64, -43.525, -14.485, -25.382, 6.124]	-23.031
68.278	[0.254, 0.107, 0.043, 0.037, 0.019, 0.135, 0.637, 0.242, 0.166, 0.034, 0.106, 1.0]	[40.97, 72.97, -71.312, 58.152, -39.896, -10.171, -16.501, -18.1, -21.773, 6.364, -14.15, -5.302]	-26.452
68.653	[0.702, 1.0, 0.758, 0.587, 0.523, 0.524, 0.378, 0.341, 0.129, 0.118, 0.036, 0.033]	[32.514, -25.798, -52.505, -54.163, -53.463, -29.736, -11.263, -1.181, -5.325, 7.757, -10.274, -4.558]	-29.376
68.762	[0.105, 0.464, 0.062, 0.03, 0.037, 0.195, 1.0, 0.761, 0.277, 0.023, 0.068, 0.091]	[40.778, 134.379, -25.798, -100.105, -50.001, 40.603, -3.254, 26.241, -18.983, -38.851, 20.825, -16.888]	-28.506
69.016	[0.014, 0.139, 0.016, 0.006, 0.023, 0.216, 1.0, 0.1, 0.025, 0.005, 0.008, 0.041]	[44.98, 50.851, -27.62, -1.769, -8.574, -9.56, 22.269, -31.791, -22.546, 24.894, -24.924, 1.415]	-18.771
69.487	[0.528, 1.0, 0.177, 0.089, 0.216, 0.386, 0.988, 0.395, 0.242, 0.171, 0.076, 0.024]	[40.948, 51.78, -43.683, -46.173, -52.638, -34.096, -21.82, 17.057, -32.256, -11.053, -2.606, 0.409]	-21.290
69.624	[0.574, 1.0, 0.164, 0.088, 0.211, 0.213, 0.357, 0.319, 0.22, 0.135, 0.111, 0.013]	[40.994, 168.051, -60.412, -41.544, -39.461, -43.401, -15.71, -1.918, -32.887, -6.847, -4.971, 19.139]	-20.534
69.759	[0.518, 1.0, 0.271, 0.099, 0.103, 0.074, 0.203, 0.196, 0.973, 0.72, 0.051, 0.124]	[43.971, 81.877, -34.946, -21.623, -11.348, -14.096, 11.792, -53.767, -36.909, 31.636, -10.328, 1.046]	-21.271
69.937	[0.259, 0.419, 0.081, 0.044, 0.035, 0.029, 0.088, 0.114, 1.0, 0.605, 0.136, 0.008]	[45.519, -17.837, 0.536, -39.791, 3.123, -26.794, 7.885, -0.022, -15.694, 0.523, 3.035, 21.897]	-16.698
