time	chroma	timbre	dB
70.041	[0.03, 0.267, 0.032, 0.04, 0.014, 0.018, 0.109, 0.117, 1.0, 0.202, 0.023, 0.014]	[46.89, -13.814, 12.539, -17.564, -8.967, -33.941, 6.147, 25.193, -31.654, -10.672, 1.226, 12.778]	-14.640
70.501	[0.053, 1.0, 0.06, 0.042, 0.063, 0.404, 0.813, 0.15, 0.41, 0.396, 0.059, 0.035]	[46.855, 82.392, -49.994, 22.388, -55.068, -7.249, -45.828, 7.761, -4.241, -6.061, -15.169, -1.637]	-15.757
70.989	[0.726, 1.0, 0.383, 0.365, 0.469, 0.47, 0.469, 0.461, 0.334, 0.326, 0.255, 0.107]	[39.6, 86.359, -55.92, -48.279, -53.441, -34.835, -40.984, -14.033, -21.379, 12.371, -2.517, -5.461]	-21.433
71.053	[0.173, 1.0, 0.127, 0.018, 0.02, 0.155, 0.417, 0.128, 0.253, 0.08, 0.034, 0.049]	[41.209, 168.575, -87.262, -58.969, -31.122, -8.201, -48.911, -0.85, 18.592, -25.449, -15.207, 7.006]	-20.853
71.256	[0.24, 0.329, 0.228, 0.125, 0.177, 0.133, 0.402, 0.41, 0.685, 1.0, 0.361, 0.128]	[44.751, 105.935, -11.844, -64.529, -12.012, 30.898, 20.86, -53.753, -32.056, 2.833, -13.611, 15.564]	-23.218
71.412	[0.008, 0.07, 0.007, 0.022, 0.057, 0.039, 0.142, 0.027, 0.125, 1.0, 0.074, 0.006]	[46.273, 7.353, -3.316, 26.23, 6.396, -27.422, 4.51, -0.094, -8.453, -4.645, -21.72, 43.43]	-14.176
71.745	[0.071, 0.175, 0.073, 0.097, 0.069, 0.307, 1.0, 0.331, 0.422, 0.668, 0.128, 0.069]	[40.083, 120.442, -25.13, -61.602, 2.066, -23.485, -33.789, 57.236, 10.638, -17.309, 16.509, 12.939]	-24.114
72.033	[0.247, 0.786, 0.757, 0.796, 1.0, 0.908, 0.385, 0.369, 0.167, 0.113, 0.09, 0.187]	[46.864, 128.95, 10.712, -21.136, -31.401, 25.631, 28.239, -44.707, -43.778, 29.81, 15.79, -6.539]	-23.212
72.201	[0.085, 0.071, 0.034, 0.251, 0.466, 0.155, 0.046, 0.033, 1.0, 0.837, 0.076, 0.552]	[47.718, 20.728, 8.042, 5.387, -20.134, -31.36, -2.483, 3.212, -29.503, -1.127, -27.528, 13.537]	-13.251
72.488	[0.105, 0.051, 0.046, 0.201, 0.591, 0.196, 0.129, 0.471, 1.0, 0.226, 0.027, 0.543]	[43.798, 60.333, -14.806, -32.02, -29.613, -10.652, -29.207, 28.278, -10.633, -29.202, -7.488, 4.716]	-17.941
72.790	[0.042, 0.037, 0.076, 0.371, 1.0, 0.33, 0.075, 0.189, 0.185, 0.084, 0.023, 0.177]	[40.557, 91.054, -54.74, 65.621, -48.437, -59.643, -33.282, 8.416, -22.403, -2.066, -15.497, 2.99]	-18.084
73.241	[0.12, 0.153, 0.075, 0.382, 1.0, 0.235, 0.491, 0.255, 0.195, 0.19, 0.065, 0.363]	[36.083, 162.835, -39.88, -50.057, -42.024, -11.417, -7.746, -14.775, -29.055, 10.116, -23.743, 1.94]	-26.328
73.495	[0.068, 0.018, 0.017, 0.016, 0.031, 0.136, 0.067, 0.017, 0.028, 0.019, 0.045, 1.0]	[39.411, 56.405, -53.516, -64.45, -34.203, 39.661, 3.273, -61.443, -38.583, 18.539, -56.188, 7.393]	-25.903
74.010	[0.199, 0.015, 0.009, 0.014, 0.038, 0.018, 0.103, 0.259, 0.135, 0.012, 0.09, 1.0]	[42.898, 62.961, -59.45, -56.54, -41.328, -4.021, -19.909, 8.017, -16.264, -7.633, 5.862, -13.277]	-22.977
74.279	[0.328, 0.042, 0.025, 0.028, 0.026, 0.041, 0.327, 0.722, 0.417, 0.022, 0.037, 1.0]	[43.98, 66.694, -65.198, 23.07, -37.371, -22.687, -4.168, -34.805, -24.55, 4.843, 0.125, -5.148]	-18.372
74.606	[1.0, 0.41, 0.017, 0.016, 0.024, 0.052, 0.208, 0.048, 0.277, 0.276, 0.741, 0.42]	[39.255, -21.272, -29.922, -22.694, 21.179, -55.143, -4.629, -16.837, -1.043, 3.541, -13.069, -42.743]	-22.299
74.740	[0.379, 0.067, 0.019, 0.024, 0.075, 0.035, 0.224, 0.459, 0.186, 0.016, 0.025, 1.0]	[42.417, 46.172, -11.335, -57.615, 0.093, -10.136, 5.847, 18.055, 8.18, -13.968, -0.018, -16.53]	-22.672
75.037	[0.038, 0.033, 0.032, 0.077, 0.095, 0.103, 0.067, 0.481, 1.0, 0.358, 0.168, 0.138]	[45.762, 70.014, 5.56, -46.15, -14.843, -18.661, 18.184, -23.537, -39.627, 16.576, -12.035, 7.52]	-17.953
75.495	[0.234, 0.052, 0.045, 0.204, 0.062, 0.078, 0.315, 0.132, 0.418, 0.073, 0.075, 1.0]	[41.644, 3.745, -3.514, -18.797, 11.168, -39.307, -8.409, 8.896, -28.511, 0.619, -5.9, -8.408]	-20.002
75.767	[0.223, 0.031, 0.031, 0.188, 0.038, 0.049, 0.223, 0.151, 1.0, 0.143, 0.062, 0.721]	[45.309, 70.299, 9.894, -21.817, 5.237, -0.318, -16.808, -0.332, -37.691, 7.325, -5.872, 8.197]	-20.543
76.527	[0.021, 0.032, 0.064, 1.0, 0.301, 0.061, 0.179, 0.038, 0.06, 0.021, 0.062, 0.082]	[43.344, 19.608, -30.651, -28.48, -4.989, -9.489, -11.753, -51.948, -28.369, 33.784, -19.33, 12.144]	-20.858
76.986	[0.064, 0.034, 0.216, 1.0, 0.36, 0.031, 0.086, 0.217, 0.404, 0.225, 0.159, 0.195]	[43.267, 70.013, -6.389, -34.404, -12.546, -10.705, -44.743, 27.481, -16.45, -42.27, 19.292, -5.559]	-19.802
77.223	[0.033, 0.052, 0.087, 0.515, 0.081, 0.12, 0.143, 0.597, 1.0, 0.057, 0.048, 0.054]	[42.971, 47.396, -18.302, -44.725, -9.136, -3.749, -8.365, -49.155, -37.725, 4.289, -46.122, 29.357]	-19.280
77.709	[0.012, 0.012, 0.005, 0.192, 0.042, 0.008, 0.022, 0.112, 1.0, 0.065, 0.018, 0.021]	[43.277, -14.288, -27.34, -110.251, -6.825, -12.586, -23.601, 38.879, -22.728, -17.345, 4.753, 9.445]	-20.548
78.044	[0.167, 0.371, 0.287, 0.333, 0.414, 0.325, 0.143, 0.28, 1.0, 0.162, 0.034, 0.117]	[47.959, 70.137, -25.368, 3.49, -32.461, -38.022, -23.875, -32.668, -43.084, 3.004, 14.807, 8.563]	-16.244
78.182	[0.094, 0.057, 0.028, 0.196, 0.366, 0.119, 0.038, 0.129, 1.0, 0.118, 0.043, 0.504]	[46.002, 29.674, 24.986, 11.716, 2.313, -38.993, 19.27, 5.227, -14.006, -5.294, -10.282, 2.034]	-14.476
78.507	[0.127, 0.152, 0.096, 0.11, 0.324, 0.135, 0.158, 0.494, 1.0, 0.125, 0.049, 0.478]	[43.076, 78.292, -30.062, -27.068, -39.874, -19.198, -42.279, 15.748, -25.261, -20.639, 6.129, -2.079]	-18.580
78.729	[0.116, 0.131, 0.225, 0.376, 0.439, 0.204, 0.398, 1.0, 0.612, 0.1, 0.045, 0.39]	[40.417, 75.294, -23.092, -19.06, -30.622, -7.348, -18.841, -21.981, -4.55, 8.299, -33.648, 0.088]	-21.601
79.088	[0.435, 0.663, 0.643, 0.723, 1.0, 0.982, 0.334, 0.375, 0.744, 0.113, 0.022, 0.379]	[36.748, 82.043, -30.43, 10.088, -28.672, -34.153, -30.925, -39.766, 11.858, 16.806, -37.56, -0.851]	-24.281
79.252	[0.18, 0.155, 0.047, 0.451, 1.0, 0.264, 0.453, 0.236, 0.22, 0.052, 0.044, 0.363]	[36.214, 101.665, -13.764, -39.406, -36.907, -12.027, -15.659, 16.302, -14.302, -9.788, -7.991, -17.68]	-27.480
79.505	[0.068, 0.011, 0.013, 0.017, 0.031, 0.135, 0.067, 0.015, 0.051, 0.015, 0.047, 1.0]	[42.405, 12.448, -39.163, 12.452, -22.005, 21.475, 17.33, -18.442, -25.731, -1.697, -26.923, 10.232]	-25.482
79.994	[0.21, 0.012, 0.012, 0.019, 0.051, 0.029, 0.127, 0.261, 0.163, 0.009, 0.087, 1.0]	[40.981, 56.162, -60.975, -95.795, -45.902, 18.689, -17.321, 5.912, -15.453, -31.956, 10.687, -19.956]	-25.808
80.254	[0.24, 0.042, 0.036, 0.036, 0.042, 0.074, 0.425, 0.673, 0.599, 0.028, 0.12, 1.0]	[44.517, 58.849, -54.659, -0.613, -32.859, 10.571, -19.477, -9.478, 5.597, -18.024, -21.303, -9.429]	-18.344
80.638	[1.0, 0.309, 0.033, 0.036, 0.029, 0.096, 0.901, 0.368, 0.318, 0.281, 0.737, 0.413]	[41.415, 59.483, -62.173, -47.504, -46.679, -50.232, -64.437, -29.542, 0.255, 30.704, -7.65, 1.583]	-21.720
80.772	[0.473, 0.032, 0.015, 0.019, 0.066, 0.104, 0.188, 0.551, 0.193, 0.011, 0.025, 1.0]	[41.922, 85.927, -54.73, -40.882, -52.118, -27.541, -43.72, 7.845, -14.3, -11.908, 3.497, -19.828]	-19.981
81.024	[0.032, 0.013, 0.009, 0.053, 0.064, 0.057, 0.074, 0.427, 1.0, 0.089, 0.019, 0.12]	[44.009, 73.948, -44.987, -21.397, -36.737, -11.425, -27.237, 7.595, -34.458, 14.103, -10.973, -6.924]	-20.689
81.490	[0.223, 0.034, 0.015, 0.089, 0.083, 0.064, 0.531, 0.583, 1.0, 0.64, 0.1, 0.097]	[39.109, 59.699, -27.193, -45.088, -44.387, -26.381, -15.394, -7.136, -62.24, -6.84, 1.313, -17.551]	-23.035
81.659	[0.246, 0.088, 0.028, 0.045, 0.175, 0.173, 0.443, 0.436, 1.0, 0.937, 0.457, 0.049]	[42.253, 16.235, -5.126, -67.512, -10.721, -18.283, -7.937, -5.896, -38.366, 15.853, 1.107, 5.061]	-21.407
81.770	[0.068, 0.127, 0.06, 0.168, 0.035, 0.048, 0.076, 0.26, 1.0, 0.198, 0.033, 0.055]	[43.707, 19.641, -20.438, 83.444, -2.667, -12.902, 5.191, -1.525, -11.225, 1.153, -24.433, 5.712]	-16.373
82.089	[0.454, 0.482, 0.461, 0.508, 0.447, 0.465, 0.943, 0.895, 1.0, 0.987, 0.416, 0.387]	[34.677, -14.617, 13.732, -29.959, 12.498, -28.794, 31.708, 1.489, -41.159, 19.895, -1.406, 4.891]	-27.642
82.169	[0.167, 0.096, 0.216, 0.145, 0.03, 0.196, 0.378, 0.351, 1.0, 0.103, 0.403, 0.21]	[40.049, 29.021, 62.634, -86.095, 38.119, -17.616, 35.976, 30.325, -12.071, -6.952, 11.653, 13.578]	-25.250
82.512	[0.491, 0.384, 0.404, 1.0, 0.584, 0.446, 0.873, 0.795, 0.865, 0.7, 0.441, 0.204]	[46.198, 33.963, 4.12, -27.54, 14.182, -5.236, 12.106, -15.653, -10.074, 43.618, -17.175, 7.719]	-19.422
82.657	[0.082, 0.088, 0.07, 0.703, 0.053, 0.071, 0.214, 0.123, 1.0, 0.123, 0.176, 0.228]	[46.908, 189.334, -48.948, -12.13, 14.963, -1.845, -30.812, 9.719, 61.687, -27.479, -26.873, 15.499]	-15.432
82.994	[0.039, 0.023, 0.014, 0.081, 0.019, 0.016, 0.029, 0.155, 0.382, 1.0, 0.054, 0.04]	[44.135, 72.354, -33.747, -56.123, -26.406, -11.564, -37.178, -24.308, -32.609, 17.183, 10.399, 5.422]	-21.058
83.271	[0.177, 1.0, 0.331, 0.14, 0.029, 0.067, 0.049, 0.171, 0.501, 0.667, 0.086, 0.033]	[44.897, 33.141, -38.842, 52.519, 7.063, -17.722, 4.42, -3.103, -30.062, -9.925, -9.927, 37.058]	-15.374
83.760	[0.405, 1.0, 0.169, 0.038, 0.006, 0.026, 0.055, 0.216, 0.322, 0.182, 0.043, 0.039]	[42.424, 102.613, 9.566, -26.11, -37.251, -6.801, -18.832, 22.146, -43.709, -10.179, 9.75, -0.354]	-23.538
84.045	[0.352, 0.965, 0.804, 0.814, 1.0, 0.917, 0.537, 0.574, 0.334, 0.229, 0.102, 0.162]	[46.578, 128.167, -0.838, 11.221, -51.5, -27.48, 10.289, -18.686, -48.932, 16.361, -0.222, 6.465]	-20.296
84.201	[0.312, 0.449, 0.128, 0.175, 0.371, 0.142, 0.037, 0.065, 1.0, 0.52, 0.046, 0.449]	[46.133, 41.645, 8.177, -20.815, -34.345, -17.433, 4.057, -19.338, -49.927, 12.182, -22.202, 14.184]	-16.783
84.474	[0.152, 0.335, 0.064, 0.115, 0.352, 0.102, 0.079, 0.252, 1.0, 0.221, 0.018, 0.305]	[45.692, 21.327, 9.768, -40.281, -9.369, -23.955, -7.76, 21.791, -7.425, -8.751, -9.059, 8.923]	-16.624
84.794	[0.043, 0.042, 0.06, 0.31, 0.752, 0.287, 0.066, 0.161, 1.0, 0.308, 0.025, 0.148]	[44.479, 34.302, -45.594, 40.921, -14.807, -65.025, -34.077, -12.384, -2.219, 8.093, -23.598, 9.252]	-15.219
85.231	[0.035, 0.057, 0.038, 0.106, 0.231, 0.078, 0.1, 0.089, 1.0, 0.208, 0.023, 0.074]	[39.387, 11.977, -61.183, -77.63, -16.63, -8.096, -53.134, 28.875, -5.538, -4.014, -7.722, -9.449]	-23.626
85.448	[0.072, 0.037, 0.025, 0.021, 0.044, 0.159, 0.082, 0.035, 0.104, 0.057, 0.068, 1.0]	[40.066, 7.462, -56.122, -72.216, -27.616, -3.759, -29.251, -18.022, -18.655, 11.341, -32.426, 6.309]	-22.957
86.006	[0.26, 0.022, 0.016, 0.027, 0.052, 0.031, 0.138, 0.274, 0.184, 0.018, 0.137, 1.0]	[41.936, 70.576, -62.211, -68.232, -45.342, 3.896, -19.424, 2.547, -25.098, -9.884, 11.159, -12.655]	-24.760
86.235	[0.489, 0.141, 0.044, 0.08, 0.06, 0.09, 0.418, 0.724, 1.0, 0.052, 0.078, 0.824]	[42.597, 58.045, -51.013, -6.16, -35.045, -4.192, -19.192, -11.315, -12.074, -3.301, -42.546, 1.653]	-18.400
86.744	[1.0, 0.359, 0.039, 0.042, 0.15, 0.072, 0.506, 0.921, 0.312, 0.034, 0.018, 0.596]	[40.648, 104.141, -1.594, -49.093, -20.002, -19.728, -13.564, 5.76, -8.954, -14.308, -6.958, -22.127]	-25.104
87.034	[0.607, 0.406, 0.3, 0.31, 0.746, 0.745, 0.987, 1.0, 0.748, 0.693, 0.34, 0.108]	[46.276, 100.143, -10.691, -45.466, -56.806, -0.12, -1.559, -22.591, -36.709, 19.763, 0.348, -1.434]	-20.360
87.114	[0.085, 0.039, 0.029, 0.087, 0.085, 0.064, 0.074, 0.259, 1.0, 0.455, 0.172, 0.143]	[47.99, 77.635, -19.879, -19.577, -15.035, -4.513, 22.622, -32.445, -47.544, -24.844, -38.716, -12.787]	-13.252
87.597	[0.503, 0.177, 0.063, 0.099, 0.184, 0.173, 0.633, 0.673, 1.0, 0.837, 0.585, 0.348]	[41.062, 44.66, 2.047, -55.478, -11.948, -26.727, -28.923, 18.62, -22.427, -15.65, 0.81, -7.544]	-20.510
87.729	[0.015, 0.015, 0.019, 0.039, 0.011, 0.012, 0.016, 0.098, 1.0, 0.246, 0.016, 0.012]	[42.308, 13.674, -58.642, -2.427, -21.046, 5.104, -47.738, -26.42, -1.822, -10.709, -43.232, 10.722]	-18.690
88.236	[0.044, 0.022, 0.007, 0.046, 0.011, 0.046, 0.114, 0.169, 1.0, 0.109, 0.03, 0.026]	[39.336, 75.64, -8.502, -53.647, -28.213, 15.348, -23.488, 29.511, -38.079, -15.461, 10.06, -1.019]	-26.260
88.514	[0.021, 0.063, 0.188, 1.0, 0.313, 0.071, 0.14, 0.049, 0.198, 0.035, 0.168, 0.04]	[42.2, 59.568, -45.539, -2.535, -21.119, 9.192, -2.598, -13.878, -27.98, 43.894, -29.698, 4.542]	-22.585
88.947	[0.031, 0.27, 0.038, 1.0, 0.268, 0.024, 0.046, 0.185, 0.273, 0.061, 0.41, 0.056]	[39.582, 63.035, -20.407, -92.002, -53.655, -17.697, -24.327, 60.766, -25.971, -27.13, 4.373, -4.561]	-23.645
89.286	[0.014, 0.036, 0.195, 1.0, 0.424, 0.038, 0.025, 0.06, 0.052, 0.027, 0.231, 0.025]	[44.473, 113.097, -54.326, 58.629, -46.134, -14.674, -10.884, -10.969, -20.026, 13.414, -20.812, -17.537]	-19.499
89.728	[0.112, 0.817, 0.189, 1.0, 0.425, 0.029, 0.048, 0.212, 0.383, 0.081, 0.525, 0.093]	[40.877, 97.02, -9.148, -96.023, -61.697, 8.306, 9.871, 32.688, -22.884, -13.388, -2.965, -2.641]	-25.488
89.977	[0.1, 0.087, 0.03, 0.262, 0.144, 0.118, 0.888, 0.274, 0.063, 0.041, 0.122, 1.0]	[47.838, 56.087, -33.879, -3.421, -9.877, -6.654, 0.563, 7.885, -19.304, 21.518, -19.893, 20.081]	-17.296
90.480	[0.298, 0.081, 0.041, 0.083, 0.038, 0.053, 0.129, 0.166, 0.408, 0.164, 0.127, 1.0]	[44.623, 17.51, -35.772, -44.944, -29.228, -31.199, -14.05, 16.292, -17.079, -7.573, -1.865, -4.135]	-19.301
90.684	[0.194, 0.069, 0.094, 0.12, 0.058, 0.101, 0.42, 1.0, 0.692, 0.086, 0.161, 0.55]	[43.636, 108.473, -56.099, -20.111, -49.098, -8.396, -29.52, 2.619, -10.917, -32.651, -29.347, 1.817]	-16.766
91.116	[0.971, 0.333, 0.079, 0.081, 0.046, 0.156, 0.261, 0.52, 0.425, 0.147, 0.117, 1.0]	[38.207, 205.473, -40.655, -71.339, -28.5, -28.515, -13.326, 11.813, -28.931, -31.063, -4.135, 10.7]	-23.971
91.323	[0.272, 0.093, 0.036, 0.044, 0.068, 0.048, 0.081, 0.083, 0.123, 1.0, 0.449, 0.092]	[45.429, 42.793, 28.849, -53.632, 23.993, -10.046, 35.096, -25.763, -35.259, 56.658, 9.729, 10.123]	-21.116
91.492	[0.023, 0.13, 0.033, 0.037, 0.029, 0.079, 1.0, 0.276, 0.079, 0.043, 0.08, 0.06]	[46.47, 84.237, 38.677, 51.749, -3.482, -30.779, 10.634, 42.374, -16.944, -8.824, -43.319, 3.064]	-12.971
92.177	[0.294, 0.806, 0.699, 0.732, 1.0, 0.984, 0.964, 0.955, 0.823, 0.664, 0.061, 0.069]	[43.069, -14.318, -8.934, -48.581, -8.968, 1.179, -2.121, 4.222, -30.805, 10.386, 9.766, 0.071]	-24.651
92.268	[0.414, 0.159, 0.046, 0.027, 0.021, 0.039, 0.325, 0.23, 0.321, 0.083, 0.028, 1.0]	[47.28, 51.825, 1.221, 13.486, 15.684, -12.582, 16.886, 29.539, 30.179, -3.696, -6.581, 0.273]	-16.300
92.578	[0.653, 0.571, 0.125, 0.081, 0.088, 0.099, 0.307, 1.0, 0.806, 0.038, 0.079, 0.415]	[40.71, 9.024, -55.313, -11.658, -16.458, -53.003, -41.035, -20.064, 20.305, 25.52, -11.782, 18.002]	-18.685
92.765	[0.097, 0.37, 0.068, 0.022, 0.043, 0.33, 0.915, 1.0, 0.461, 0.07, 0.063, 0.083]	[42.55, 120.295, -37.411, -45.072, -35.89, -4.519, -34.487, 27.013, -20.455, -19.679, 14.012, -13.53]	-23.578
92.967	[0.034, 0.175, 0.045, 0.013, 0.009, 0.293, 1.0, 0.206, 0.044, 0.01, 0.018, 0.054]	[44.763, 55.972, -7.802, -6.323, -19.487, 1.103, 26.911, -5.143, -23.599, 21.584, -29.018, 18.267]	-19.847
93.312	[0.098, 0.527, 0.088, 0.073, 0.049, 0.368, 1.0, 0.136, 0.097, 0.025, 0.024, 0.053]	[44.959, 165.584, -90.092, -57.028, -24.514, -17.643, -26.5, 1.109, 21.882, -37.31, -1.163, 20.386]	-19.530
93.688	[0.027, 0.39, 0.053, 0.042, 0.016, 0.047, 0.092, 0.441, 1.0, 0.136, 0.016, 0.016]	[43.172, 10.418, -51.54, -11.868, -2.117, -24.845, -15.966, -25.864, -22.263, 10.788, -39.116, 23.827]	-17.380
94.495	[0.037, 1.0, 0.047, 0.025, 0.044, 0.199, 0.662, 0.067, 0.205, 0.117, 0.015, 0.031]	[46.004, 81.456, -69.893, 41.439, -30.678, 41.657, -31.296, 11.321, 18.326, -11.362, 12.199, -5.707]	-23.858
95.188	[0.105, 0.232, 0.235, 0.352, 0.187, 0.357, 1.0, 0.799, 0.624, 0.122, 0.118, 0.081]	[39.724, 48.951, -10.54, -29.536, -23.765, 37.721, -2.494, 18.262, -11.61, -3.377, -54.421, 9.921]	-23.854
95.758	[0.138, 0.185, 0.019, 0.034, 0.039, 0.156, 1.0, 0.276, 0.265, 0.065, 0.045, 0.018]	[35.959, 100.377, -30.141, -37.433, -28.463, -27.269, -33.341, -10.801, -18.707, 4.155, -1.847, 8.718]	-28.541
96.002	[0.009, 0.191, 0.01, 0.029, 0.056, 0.136, 1.0, 0.154, 0.028, 0.006, 0.006, 0.004]	[44.486, 71.931, -5.873, 50.278, -26.061, 5.721, -27.645, -16.767, -4.206, -7.509, -27.63, -24.276]	-24.842
96.758	[0.01, 0.098, 0.049, 0.036, 0.031, 0.207, 1.0, 0.256, 0.018, 0.01, 0.011, 0.012]	[41.305, 81.278, 0.25, 29.115, -18.976, 22.465, -5.541, 5.783, -8.482, -2.345, -20.456, -6.775]	-26.740
97.227	[0.018, 0.054, 0.021, 0.028, 0.026, 0.195, 1.0, 0.315, 0.044, 0.014, 0.015, 0.006]	[36.769, 10.676, -54.226, -48.698, -19.082, -25.964, -48.236, -19.013, 0.183, -1.253, -4.766, -5.506]	-25.537
97.497	[0.024, 0.203, 0.038, 0.043, 0.019, 0.108, 1.0, 0.339, 0.02, 0.01, 0.014, 0.008]	[42.091, 14.311, -37.297, -20.623, -15.765, 65.15, -5.247, 11.047, -6.011, -23.164, -35.798, 6.668]	-24.639
98.259	[0.009, 0.042, 0.006, 0.009, 0.011, 0.08, 0.686, 0.104, 1.0, 0.314, 0.008, 0.004]	[44.394, -23.415, -68.109, 5.826, 9.697, 57.933, -24.691, 10.62, 6.644, -1.713, -37.151, 5.75]	-24.438
99.054	[0.033, 0.084, 0.021, 0.021, 0.036, 0.136, 1.0, 0.284, 0.214, 0.68, 0.534, 0.017]	[37.105, 3.117, -82.953, 17.263, 25.92, -6.237, -34.385, 1.869, 18.75, -24.23, 4.454, -3.569]	-25.917
99.558	[0.021, 0.067, 0.053, 0.056, 0.101, 0.273, 0.932, 0.43, 1.0, 0.815, 0.637, 0.065]	[27.723, -89.33, -83.731, 9.724, -9.798, -40.872, -43.242, -11.896, -15.551, -17.053, -28.93, -6.265]	-30.418
100.254	[0.012, 0.012, 0.005, 0.005, 0.005, 0.02, 0.069, 0.269, 1.0, 0.625, 0.317, 0.101]	[21.255, -146.322, -75.003, -40.416, 1.009, -39.687, -22.576, 7.528, -44.273, -9.139, -5.548, -21.155]	-40.581
100.369	[0.017, 0.009, 0.003, 0.003, 0.003, 0.016, 0.08, 0.106, 1.0, 0.492, 0.233, 0.04]	[21.318, -139.167, -72.432, -19.874, -3.157, -41.379, -29.379, 15.376, -45.694, -12.814, -4.691, -20.211]	-41.041
100.558	[0.029, 0.209, 0.015, 0.003, 0.004, 0.035, 0.157, 0.253, 1.0, 0.667, 0.439, 0.08]	[21.128, -88.49, -46.415, -79.617, -10.22, -27.55, -27.574, 0.255, -16.236, -4.171, -0.323, 2.332]	-43.551
100.746	[0.02, 1.0, 0.016, 0.01, 0.008, 0.075, 0.116, 0.155, 0.721, 0.768, 0.498, 0.055]	[21.012, -110.382, -17.771, -16.38, 19.706, -32.456, 2.496, -7.118, -42.147, 2.251, -23.632, 0.83]	-39.251
101.229	[0.06, 0.155, 0.072, 0.183, 0.104, 0.15, 1.0, 0.192, 0.506, 0.163, 0.162, 0.069]	[27.54, -65.902, 47.322, -180.76, 49.373, 24.402, -2.526, 34.311, -8.441, -29.619, -26.665, -10.648]	-41.373
102.023	[0.018, 0.025, 0.029, 0.099, 1.0, 0.149, 0.105, 0.071, 0.063, 0.014, 0.014, 0.173]	[46.566, -0.664, -20.058, 42.69, 39.529, 47.119, -16.768, 0.321, 47.759, -9.715, 23.161, -34.142]	-29.988
102.751	[0.034, 0.023, 0.041, 0.215, 1.0, 0.32, 0.19, 0.118, 0.121, 0.024, 0.035, 0.389]	[43.034, 23.244, 10.367, -22.612, -10.525, 28.917, -15.288, 14.631, -31.086, -33.412, -27.441, -15.388]	-21.063
103.235	[0.044, 0.048, 0.03, 0.243, 1.0, 0.174, 0.204, 0.199, 0.512, 0.029, 0.038, 0.159]	[41.969, 51.599, 17.901, -7.286, -26.28, -9.513, -9.234, 6.489, -25.89, 1.186, -3.091, 3.244]	-21.504
103.510	[0.111, 0.028, 0.022, 0.029, 0.088, 0.12, 0.125, 0.319, 0.273, 0.032, 0.06, 1.0]	[44.669, 76.573, -31.025, 6.011, -27.691, 38.926, -5.399, -24.498, -4.274, 2.905, -18.792, 1.578]	-20.639
103.972	[0.286, 0.084, 0.03, 0.07, 0.24, 0.07, 0.214, 0.441, 0.311, 0.025, 0.064, 1.0]	[43.595, 36.489, -12.637, -7.341, -5.301, -30.461, 13.656, 5.712, 8.711, 2.471, -9.599, -12.2]	-21.529
104.269	[0.164, 0.059, 0.052, 0.084, 0.144, 0.032, 0.13, 0.218, 0.489, 0.033, 0.076, 1.0]	[43.385, 55.63, -3.404, 34.02, -19.983, 9.639, -0.869, -2.522, -35.474, -2.22, -12.65, -19.339]	-18.992
104.769	[0.43, 0.073, 0.042, 0.177, 0.664, 0.368, 0.676, 0.968, 0.971, 0.053, 0.063, 1.0]	[40.506, 61.822, -0.423, -31.108, -59.134, -3.875, -5.005, 3.134, -43.113, 8.23, -4.924, -11.349]	-23.164
105.037	[0.043, 0.078, 0.097, 0.372, 1.0, 0.434, 0.107, 0.123, 0.443, 0.048, 0.112, 0.248]	[46.019, 48.691, -19.233, 12.936, -3.757, -19.541, -26.679, -10.182, -17.168, 13.213, -6.937, -10.297]	-20.653
105.517	[0.125, 0.168, 0.05, 0.294, 1.0, 0.198, 0.274, 0.449, 0.649, 0.104, 0.149, 0.326]	[42.547, 42.108, -23.305, -44.612, -57.602, -21.563, -29.199, 2.223, -19.067, -12.047, -8.258, -8.227]	-19.372
105.738	[0.085, 0.088, 0.119, 0.309, 1.0, 0.379, 0.102, 0.312, 0.484, 0.122, 0.382, 0.382]	[42.335, 60.379, 2.522, -20.602, -47.928, 13.322, -6.082, -5.176, -30.224, -12.654, -30.952, -19.445]	-20.320
106.186	[0.063, 0.103, 0.088, 0.189, 0.706, 0.288, 0.489, 1.0, 0.564, 0.099, 0.426, 0.313]	[40.574, 68.588, 19.821, -54.297, -54.137, -7.685, -16.886, -7.693, -11.833, -7.723, -14.011, -11.52]	-22.279
106.498	[0.081, 0.026, 0.023, 0.018, 0.064, 0.163, 0.117, 0.073, 0.129, 0.025, 0.06, 1.0]	[42.87, 43.467, -22.606, -37.669, -42.101, 27.886, -1.411, -24.059, -5.487, -3.004, -53.523, 4.023]	-20.879
106.971	[0.244, 0.018, 0.013, 0.041, 0.066, 0.08, 0.206, 0.237, 0.213, 0.033, 0.193, 1.0]	[40.493, 22.347, -50.301, -62.421, -52.724, -15.562, -15.715, -6.522, -14.51, -11.987, -11.759, 0.57]	-21.612
107.197	[0.923, 0.267, 0.089, 0.086, 0.042, 0.05, 0.182, 0.168, 0.432, 0.425, 1.0, 0.217]	[42.531, 8.526, -32.248, -27.864, -37.632, -22.062, -0.894, 7.45, 4.581, -4.91, 4.564, 9.064]	-20.687
