time	chordName	chordKey	chordMode	chordNotes
43.003	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
43.027	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]
43.305	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]
43.398	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
43.491	F#m	6	0	[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]
43.700	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]
43.979	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
44.327	C#m	1	0	[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]
44.722	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
44.768	Bm	11	0	[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]
44.907	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
45.186	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
45.232	F#m	6	0	[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]
45.488	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
45.581	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]
45.697	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]
45.906	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]
46.092	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]
46.254	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]
46.440	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]
46.533	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
46.672	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]
46.881	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
46.997	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]
47.090	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]
47.322	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]
47.763	Bm	11	0	[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]
47.949	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]
48.158	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
48.251	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]
48.506	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]
48.785	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]
48.901	C	0	1	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]
48.994	Em	4	0	[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]
49.250	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
49.319	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]
49.551	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]
49.714	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]
49.969	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]
49.993	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
50.411	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
