time	MFCC1	MFCC2	MFCC3	MFCC4	MFCC5	MFCC6
89.768	0.080	0.080	0.060	-0.088	-0.032	-0.001
89.815	0.093	0.033	0.034	-0.069	0.042	-0.052
89.954	-0.013	-0.071	-0.047	-0.073	-0.002	-0.026
90.210	-0.083	-0.067	-0.087	-0.052	0.017	0.056
90.488	0.079	0.058	0.054	-0.021	0.038	0.054
90.511	0.048	-0.018	-0.020	-0.074	-0.029	0.020
90.813	0.088	0.063	-0.123	-0.039	0.024	-0.006
90.999	0.124	0.083	-0.123	-0.103	0.005	0.009
91.185	0.080	0.061	0.033	-0.077	-0.019	-0.043
91.254	0.207	0.054	0.057	-0.088	-0.027	-0.027
91.324	0.091	0.111	-0.031	-0.031	-0.076	-0.005
91.580	0.130	0.262	-0.091	-0.049	-0.033	0.003
91.719	0.063	0.051	-0.107	0.003	0.024	0.006
91.974	0.071	-0.022	-0.062	-0.020	0.005	0.018
92.230	0.106	-0.058	-0.125	-0.104	0.027	0.075
92.415	0.051	-0.075	-0.105	-0.032	0.007	0.091
92.508	0.116	0.015	-0.091	-0.046	-0.003	0.061
92.717	0.132	0.056	-0.055	-0.098	-0.050	-0.045
92.880	0.069	0.001	-0.073	-0.072	-0.023	-0.021
93.391	0.038	-0.004	-0.058	-0.113	0.010	-0.044
93.507	0.081	0.084	0.055	-0.098	0.009	0.045
93.553	0.015	0.030	0.022	-0.076	-0.025	-0.017
94.203	-0.068	-0.004	0.113	-0.085	0.062	-0.116
94.250	0.084	0.108	-0.010	-0.092	-0.003	-0.089
94.366	0.105	-0.002	-0.024	-0.085	0.023	-0.078
94.505	0.124	0.023	-0.044	0.023	0.072	-0.004
94.668	0.033	-0.009	-0.013	-0.057	0.002	-0.033
94.993	0.098	0.021	-0.032	-0.059	0.056	0.032
95.689	0.563	0.213	-0.241	-0.017	0.210	0.210
95.736	0.112	-0.005	-0.044	-0.085	-0.014	0.031
95.922	0.034	-0.002	-0.016	-0.107	0.033	0.045
96.131	0.001	-0.044	-0.078	-0.056	-0.048	-0.021
96.409	0.107	-0.070	-0.084	-0.012	-0.013	0.061
96.525	0.239	-0.068	0.014	-0.076	0.042	0.244
96.549	-0.004	-0.053	-0.046	-0.031	-0.003	0.052
97.292	0.038	-0.101	-0.072	0.015	0.020	0.029
99.498	0.012	-0.176	-0.095	0.015	0.013	0.007
100.241	0.139	-0.036	-0.011	0.046	0.053	-0.004
100.264	0.121	-0.066	-0.008	0.006	-0.031	-0.028
100.426	0.032	-0.027	0.004	0.029	-0.004	-0.055
100.751	0.072	0.003	-0.071	0.004	0.057	-0.061
101.007	0.025	-0.048	-0.023	-0.052	0.013	-0.020
101.262	0.074	0.005	0.002	-0.021	0.046	0.004
101.471	-0.043	0.038	-0.037	0.002	0.013	0.009
101.750	0.177	0.107	-0.005	-0.050	-0.033	-0.041
101.773	0.089	0.035	0.001	-0.006	-0.023	-0.079
101.936	0.116	0.016	-0.056	0.009	-0.049	-0.011
102.214	0.156	-0.030	0.019	-0.078	-0.003	-0.031
102.284	0.064	0.004	-0.028	-0.065	-0.026	-0.027
102.493	0.051	0.097	0.038	-0.045	-0.044	-0.063
102.609	0.044	0.001	0.004	-0.040	0.059	-0.022
103.004	0.033	-0.005	0.017	-0.032	-0.050	-0.062
103.259	0.210	0.014	-0.054	0.062	0.057	0.026
103.282	0.081	-0.021	-0.044	0.019	-0.018	-0.029
103.468	-0.028	-0.054	-0.032	-0.001	0.015	-0.017
103.654	0.195	0.117	-0.048	-0.090	0.077	0.015
103.770	0.087	0.034	-0.067	-0.012	-0.005	0.028
104.002	0.033	-0.009	-0.101	-0.024	0.007	-0.018
104.583	0.001	-0.042	-0.054	-0.076	-0.091	-0.027
104.768	0.081	0.050	-0.030	-0.040	-0.025	-0.076
104.861	0.080	0.010	-0.013	-0.060	-0.057	-0.026
104.931	0.073	0.028	0.000	-0.079	-0.054	-0.028
105.233	0.230	0.030	-0.000	-0.078	-0.018	-0.053
105.419	0.114	0.012	-0.041	-0.154	-0.010	-0.060
105.511	0.104	0.018	0.028	-0.092	0.051	-0.060
105.604	0.110	-0.006	0.083	-0.079	0.070	-0.066
105.883	0.087	0.021	-0.023	-0.051	0.036	-0.029
106.046	0.135	-0.013	0.028	-0.078	-0.008	-0.100
106.255	0.118	-0.066	-0.065	0.020	-0.050	-0.015
106.510	0.080	0.023	0.014	-0.059	-0.020	-0.037
106.742	0.068	0.099	-0.047	-0.079	0.031	-0.065
106.905	0.164	0.091	-0.068	-0.156	0.005	-0.148
106.998	0.067	0.032	-0.097	-0.086	0.035	-0.064
107.183	0.023	-0.035	0.068	-0.066	0.010	-0.020
107.416	0.003	-0.003	0.031	-0.077	-0.037	-0.089
107.508	-0.003	-0.066	-0.052	-0.076	0.018	-0.049
107.764	0.140	0.042	0.023	-0.095	0.088	-0.075
107.810	0.021	-0.046	0.006	-0.073	0.049	-0.108
107.950	-0.072	0.005	-0.001	-0.016	0.010	-0.054
108.228	0.003	-0.009	-0.044	-0.034	-0.019	0.007
108.484	0.120	0.142	0.107	0.027	0.159	0.041
108.507	0.009	0.028	0.016	-0.038	0.020	-0.041
108.994	0.036	0.007	-0.047	-0.052	-0.022	-0.043
109.250	0.115	-0.000	-0.006	-0.041	0.001	-0.071
109.505	0.112	0.019	-0.052	-0.090	-0.031	-0.006
109.621	0.076	0.021	-0.049	-0.069	-0.094	-0.025
109.738	-0.015	-0.004	-0.034	-0.059	-0.051	-0.029
109.993	0.264	0.084	-0.110	-0.059	0.084	0.181
110.016	0.035	0.006	-0.088	-0.076	0.042	-0.033
110.481	-0.023	0.024	0.005	-0.006	-0.009	-0.050
110.759	0.070	0.018	-0.001	-0.021	-0.008	0.010
110.829	-0.018	-0.003	0.010	0.002	-0.024	-0.022
111.247	0.063	0.014	-0.024	-0.043	0.011	-0.039
111.502	0.138	-0.003	-0.039	-0.021	0.059	0.026
111.525	-0.005	0.036	0.024	-0.006	0.013	-0.003
111.665	0.012	0.028	0.004	0.058	0.022	-0.022
111.967	0.105	0.239	0.122	0.111	0.011	-0.183
111.990	0.027	0.015	-0.025	-0.041	0.031	-0.068
112.292	0.146	-0.043	0.015	-0.075	-0.031	-0.064
112.338	0.029	-0.030	-0.025	-0.007	0.005	-0.025
112.617	0.091	-0.067	-0.021	0.077	-0.017	-0.032
112.733	0.082	-0.115	0.057	-0.024	0.081	0.001
112.988	0.136	0.024	0.014	-0.088	-0.030	0.053
113.035	0.083	-0.044	0.049	-0.095	0.009	0.045
113.453	0.101	-0.005	-0.060	-0.074	0.039	0.093
113.546	0.066	0.026	-0.063	-0.021	-0.013	-0.015
113.755	0.121	0.031	0.048	-0.082	-0.038	-0.055
113.847	0.036	-0.050	-0.051	-0.029	-0.053	-0.029
114.219	0.027	-0.021	-0.033	-0.031	-0.019	-0.001
114.498	0.101	-0.058	-0.093	0.000	-0.044	0.013
114.544	0.029	-0.064	-0.048	-0.099	-0.010	-0.032
114.660	0.071	-0.021	-0.048	-0.076	-0.021	-0.002
114.985	-0.022	0.007	-0.046	-0.040	0.062	-0.030
115.217	0.083	0.065	-0.007	-0.031	0.016	0.028
115.310	0.023	0.038	-0.059	-0.024	0.036	-0.034
115.426	0.183	0.018	0.114	-0.068	0.016	-0.039
115.496	0.101	0.017	-0.039	-0.031	0.045	-0.002
115.728	0.086	0.017	-0.059	-0.037	0.035	0.019
115.960	0.128	0.032	-0.103	-0.030	0.054	-0.029
116.262	0.057	0.046	-0.033	-0.058	-0.016	-0.040
116.448	0.044	-0.025	-0.038	-0.016	-0.003	0.026
116.587	0.110	-0.041	-0.095	-0.038	0.048	0.003
116.750	0.132	0.013	-0.055	-0.046	0.024	-0.085
116.912	0.039	0.021	-0.060	-0.085	-0.009	-0.089
117.238	0.027	0.006	-0.019	-0.092	0.012	-0.091
117.493	0.155	0.022	0.016	-0.028	0.008	-0.010
117.563	0.047	0.014	0.067	-0.029	0.012	-0.045
117.981	0.024	0.003	0.012	-0.041	0.013	-0.030
118.236	0.397	0.153	0.037	-0.066	0.063	-0.057
118.259	0.071	-0.011	-0.013	0.009	0.007	-0.066
118.399	0.078	-0.008	0.065	-0.037	0.000	-0.031
118.608	0.195	-0.043	0.015	-0.017	0.013	-0.057
118.747	0.042	-0.000	-0.007	-0.052	0.044	-0.039
119.002	-0.003	0.044	-0.065	0.018	0.057	0.031
119.095	-0.008	-0.028	-0.096	-0.037	0.061	-0.078
119.443	0.041	0.093	-0.036	0.011	0.070	-0.060
119.583	-0.083	-0.033	-0.066	-0.040	-0.000	-0.028
119.722	0.019	0.065	-0.019	-0.083	-0.056	-0.060
119.885	0.049	0.017	-0.016	-0.070	0.033	-0.081
120.210	0.092	-0.034	-0.062	-0.076	-0.144	-0.044
120.279	0.043	0.032	-0.033	-0.060	-0.011	-0.039
120.488	0.094	0.108	-0.012	-0.040	-0.032	-0.070
120.604	0.057	0.021	-0.036	0.009	-0.087	-0.079
120.721	0.037	-0.032	-0.039	-0.060	-0.007	-0.080
121.022	0.087	0.093	-0.082	-0.074	-0.000	-0.028
121.255	0.316	0.024	0.050	-0.066	0.066	-0.092
121.278	0.155	0.019	-0.001	-0.074	0.046	-0.082
121.417	0.142	0.072	-0.009	-0.082	-0.029	-0.004
121.719	0.296	0.165	0.002	-0.053	-0.053	0.017
121.765	0.168	0.084	-0.085	-0.050	0.025	0.013
121.951	0.227	0.071	0.056	0.015	0.113	0.080
121.998	0.088	0.075	0.063	-0.052	-0.013	0.028
122.091	0.044	0.072	0.009	-0.038	0.030	0.023
122.508	0.101	0.068	0.024	-0.018	0.022	-0.029
122.741	0.113	0.042	0.032	-0.075	-0.009	-0.017
122.810	0.055	0.001	-0.038	-0.065	0.008	-0.044
122.926	0.097	0.009	0.026	-0.091	0.020	-0.049
123.135	0.052	-0.015	-0.083	-0.076	-0.056	0.026
123.252	0.023	-0.003	-0.025	-0.051	-0.004	-0.042
123.507	0.028	0.014	-0.009	-0.033	0.058	0.016
123.600	-0.046	-0.048	-0.051	0.001	0.053	0.009
123.902	0.065	-0.048	0.008	0.056	-0.009	-0.012
124.250	0.161	-0.036	-0.018	-0.021	0.024	-0.097
124.296	0.058	-0.050	-0.018	-0.005	0.038	-0.066
124.598	-0.010	-0.131	0.118	0.047	0.014	-0.056
124.738	0.098	-0.049	-0.017	-0.030	0.006	-0.079
124.970	0.243	0.080	-0.002	0.039	-0.039	-0.047
124.993	-0.007	-0.016	-0.020	0.023	0.028	-0.032
125.504	-0.031	0.019	-0.031	-0.001	-0.006	-0.037
125.759	0.182	0.096	-0.041	-0.032	-0.004	-0.052
125.806	0.131	0.023	0.004	-0.036	0.006	-0.102
125.968	0.036	-0.031	-0.053	-0.054	-0.064	-0.036
126.224	0.055	0.030	-0.020	-0.066	-0.056	-0.043
126.479	0.391	0.097	-0.216	-0.190	-0.060	-0.127
126.502	0.174	0.031	0.006	-0.047	-0.027	-0.001
126.618	0.093	0.026	0.007	-0.077	-0.024	-0.002
126.781	0.045	0.062	0.035	-0.059	0.014	-0.016
126.967	0.058	0.000	-0.041	-0.042	0.012	0.043
127.245	0.160	0.026	-0.055	0.019	0.024	-0.029
127.338	0.080	0.013	-0.023	-0.032	0.101	-0.027
127.478	0.091	0.007	0.034	-0.070	0.056	0.047
127.756	0.244	0.113	-0.048	-0.100	0.009	-0.006
127.803	0.058	0.012	0.007	-0.030	0.017	-0.031
127.988	0.236	0.015	0.028	-0.033	0.043	-0.049
128.012	-0.013	-0.027	-0.070	-0.056	0.022	-0.017
128.522	0.136	-0.009	-0.015	-0.085	0.043	-0.093
128.755	0.104	0.035	-0.042	-0.046	-0.038	-0.036
128.894	0.074	0.034	-0.025	-0.078	-0.058	-0.026
128.964	0.085	0.007	-0.025	-0.054	-0.027	-0.043
129.242	0.104	-0.002	-0.020	-0.057	-0.064	-0.049
129.498	0.236	0.025	-0.093	0.023	-0.009	-0.102
129.521	0.086	-0.024	-0.060	0.019	0.020	-0.053
129.753	0.148	-0.051	-0.005	-0.084	0.064	-0.019
129.962	0.429	0.176	-0.088	0.045	0.107	-0.078
129.985	0.057	-0.020	0.020	-0.047	0.054	-0.042
130.264	0.042	0.001	-0.002	-0.004	-0.009	-0.051
130.450	0.039	-0.012	-0.001	-0.036	0.002	-0.039
130.775	0.081	0.056	-0.031	-0.094	-0.017	0.005
131.007	0.094	0.038	-0.058	-0.079	0.009	-0.049
131.123	0.010	0.013	0.018	-0.028	-0.046	-0.048
131.379	0.062	0.073	-0.005	-0.032	0.114	-0.054
131.518	0.042	0.048	-0.035	-0.034	0.051	0.002
131.750	0.039	0.004	0.007	-0.025	-0.011	-0.024
131.843	0.028	0.046	-0.037	-0.008	-0.008	-0.032
132.005	0.020	0.022	-0.012	0.040	0.010	-0.053
132.214	-0.022	-0.008	0.005	-0.007	-0.028	0.015
132.493	0.058	0.005	-0.013	-0.022	0.027	-0.009
132.656	-0.044	-0.037	-0.034	0.013	0.008	-0.022
132.981	-0.022	-0.029	0.005	-0.061	-0.050	-0.058
133.259	0.015	-0.007	-0.014	-0.051	-0.078	-0.005
133.538	0.070	-0.004	-0.022	-0.017	-0.006	-0.016
133.724	0.113	0.041	-0.061	-0.039	-0.010	-0.011
134.002	0.138	0.070	-0.028	-0.081	-0.037	-0.012
134.049	0.089	0.045	-0.028	-0.052	-0.001	-0.037
134.490	0.303	0.269	0.033	-0.152	0.003	-0.152
134.513	0.063	0.082	-0.016	-0.030	0.026	-0.053
134.745	0.105	0.032	0.015	-0.078	0.026	0.024
134.885	-0.001	-0.014	0.019	-0.070	-0.002	0.005
135.187	0.062	0.037	0.022	-0.041	0.008	0.020
135.233	0.048	0.051	-0.041	-0.025	-0.021	-0.022
135.488	0.047	0.041	0.030	-0.061	0.022	-0.040
135.558	-0.014	-0.006	-0.015	-0.033	-0.007	-0.077
135.721	0.022	-0.001	-0.054	0.022	0.075	-0.027
135.976	0.066	0.058	0.020	-0.033	0.055	-0.123
136.092	-0.018	0.001	-0.011	-0.091	0.031	-0.026
136.255	0.063	-0.081	-0.028	-0.013	-0.011	-0.028
136.510	0.111	-0.053	-0.071	0.043	0.038	-0.104
136.766	0.142	-0.031	-0.001	-0.011	0.052	0.038
136.858	0.061	0.024	0.030	-0.065	-0.014	0.029
136.998	0.095	-0.018	-0.017	-0.073	0.023	-0.033
137.114	0.031	-0.007	0.029	-0.022	0.073	-0.032
137.462	-0.044	0.010	0.017	-0.026	0.015	-0.033
137.741	0.231	0.087	-0.042	-0.123	0.024	-0.034
137.764	0.070	0.029	0.007	-0.073	-0.001	-0.019
137.927	0.005	-0.011	0.047	-0.014	-0.019	-0.007
138.205	0.075	0.056	-0.191	-0.217	-0.266	-0.015
138.228	-0.010	-0.017	-0.017	-0.059	-0.068	-0.005
138.507	0.016	-0.015	0.016	-0.033	0.043	0.016
138.971	-0.040	0.003	-0.027	-0.095	-0.022	-0.040
139.250	0.121	0.051	0.011	0.013	-0.016	-0.058
139.320	0.080	0.031	0.006	-0.028	-0.026	0.002
139.413	0.099	0.061	-0.034	-0.008	-0.005	-0.035
139.714	0.205	0.065	-0.025	-0.006	0.070	-0.048
139.761	0.014	0.021	-0.006	-0.026	-0.000	0.023
139.970	0.038	-0.022	-0.068	0.004	0.054	0.044
140.109	-0.001	-0.029	-0.051	0.034	0.035	0.020
140.458	0.101	0.000	-0.058	-0.070	0.008	0.044
140.597	-0.112	-0.062	-0.020	0.015	0.045	-0.021
140.759	0.092	0.065	-0.034	-0.072	0.035	0.031
140.783	-0.021	-0.042	-0.054	-0.058	-0.034	-0.033
140.945	0.004	-0.088	-0.055	-0.109	-0.040	-0.103
141.038	0.045	0.007	-0.056	-0.130	0.006	-0.038
141.247	0.082	0.020	-0.101	-0.071	-0.017	-0.040
141.502	0.098	-0.009	-0.010	-0.020	0.003	-0.069
141.735	0.086	0.028	0.043	-0.097	-0.008	-0.124
141.944	0.032	-0.024	-0.050	-0.039	-0.007	-0.066
142.269	0.162	0.081	-0.010	-0.055	0.015	-0.064
142.338	0.048	0.056	-0.002	-0.050	-0.012	-0.111
142.478	0.131	0.077	0.075	0.027	0.024	-0.127
142.547	0.096	-0.037	0.007	0.011	0.051	-0.100
142.756	0.069	0.022	-0.005	-0.022	-0.052	-0.031
142.965	0.363	0.141	0.046	-0.058	-0.115	0.018
142.988	0.062	0.034	0.029	-0.034	0.047	-0.027
143.290	0.020	0.045	0.039	0.040	0.119	-0.052
143.406	-0.021	0.014	0.041	-0.033	0.011	-0.049
143.592	-0.104	0.049	-0.092	0.013	-0.006	-0.061
143.732	0.037	0.130	-0.055	-0.085	-0.020	-0.108
143.871	0.070	0.080	0.017	-0.087	0.037	-0.116
143.987	0.029	-0.016	0.040	-0.055	0.010	-0.047
144.219	0.069	0.043	-0.035	-0.028	-0.069	-0.056
144.475	0.303	-0.056	-0.098	-0.386	-0.013	-0.146
144.498	0.072	0.043	-0.047	-0.011	0.030	-0.060
144.753	0.036	0.042	-0.022	-0.014	-0.008	-0.026
144.893	0.087	-0.049	-0.066	-0.082	0.061	-0.005
145.009	0.105	0.078	-0.065	-0.051	0.013	0.015
145.241	0.129	0.039	0.011	0.001	0.049	-0.020
145.310	0.049	0.024	0.016	-0.009	0.000	-0.029
145.543	0.027	0.009	0.004	0.015	0.012	-0.026
145.682	0.080	0.040	-0.075	-0.021	0.031	0.042
145.961	0.249	0.179	-0.059	-0.015	0.160	-0.040
146.007	0.056	0.048	-0.041	-0.017	0.065	-0.038
146.750	0.164	0.060	0.058	-0.064	-0.046	-0.079
146.820	0.022	0.018	-0.007	-0.056	-0.038	-0.018
147.029	0.069	0.011	-0.001	-0.087	0.014	0.002
147.238	0.031	0.099	0.001	-0.116	0.014	-0.019
147.493	0.048	0.014	-0.037	-0.046	-0.011	-0.053
147.725	0.073	0.001	-0.023	-0.044	0.012	0.003
147.841	-0.086	-0.063	0.055	0.030	0.157	0.209
147.888	0.028	0.024	0.047	-0.063	0.024	-0.022
148.050	-0.032	-0.018	-0.016	0.029	0.023	-0.045
148.259	0.119	0.002	-0.070	0.036	-0.053	-0.037
148.376	0.087	-0.018	-0.052	-0.026	-0.013	-0.018
148.515	0.005	-0.073	-0.052	-0.024	-0.014	0.027
149.002	0.061	0.039	-0.011	-0.044	-0.023	-0.025
149.467	0.071	0.045	-0.041	-0.047	0.003	-0.025
149.769	0.139	0.045	-0.006	-0.042	-0.010	-0.021
149.862	0.076	-0.024	-0.006	-0.065	-0.040	-0.010
150.210	0.076	0.057	-0.060	-0.061	-0.048	-0.033
150.489	0.086	0.053	-0.032	-0.032	-0.067	-0.054
150.558	0.087	0.001	-0.104	-0.090	-0.005	-0.056
150.860	0.029	-0.036	-0.088	-0.062	-0.008	-0.003
150.976	-0.091	-0.134	-0.103	-0.187	0.013	-0.051
151.092	-0.087	-0.133	-0.110	-0.130	-0.048	-0.053
151.255	0.099	0.059	-0.025	-0.085	0.047	0.024
151.371	0.053	0.029	-0.056	0.027	0.082	-0.053
151.603	-0.035	-0.001	-0.052	0.020	0.036	-0.059
151.719	0.052	0.039	-0.068	0.017	0.073	-0.113
151.998	0.013	-0.031	-0.047	0.005	0.009	0.045
152.764	0.088	0.003	-0.017	-0.034	-0.035	-0.007
152.857	0.020	-0.053	-0.050	-0.043	-0.029	-0.034
153.066	0.044	-0.022	-0.071	-0.068	-0.015	-0.006
153.275	0.282	0.073	-0.102	-0.099	0.014	-0.022
153.368	0.105	0.043	-0.061	-0.081	0.032	-0.007
153.507	0.216	0.028	-0.041	-0.135	0.036	0.024
153.577	0.152	0.048	-0.063	-0.053	-0.020	-0.056
153.902	0.018	-0.026	-0.096	-0.027	-0.004	0.014
154.018	0.094	-0.018	-0.053	-0.054	0.009	-0.024
154.227	0.117	0.066	0.054	0.001	0.057	-0.010
154.250	0.103	-0.056	-0.051	-0.022	0.030	0.012
154.436	0.092	-0.002	-0.073	-0.029	0.031	0.027
154.668	0.094	0.014	-0.039	-0.014	0.035	0.072
154.715	0.020	-0.046	-0.049	0.018	0.041	0.067
154.993	0.057	0.065	-0.031	-0.018	-0.001	0.011
155.597	-0.067	0.110	-0.046	0.024	0.006	0.040
155.736	0.145	0.184	-0.063	-0.055	-0.047	0.066
155.759	0.042	0.033	-0.017	-0.021	-0.051	-0.001
155.899	0.091	0.068	-0.092	-0.019	0.003	-0.020
156.201	0.447	0.347	-0.048	-0.015	0.103	-0.105
156.224	0.047	0.133	-0.047	-0.104	0.021	0.001
156.502	0.099	0.134	-0.105	-0.052	-0.041	-0.058
156.642	0.091	0.149	-0.062	-0.038	0.010	-0.022
156.874	0.197	-0.007	-0.093	0.059	0.065	-0.031
156.920	-0.030	-0.052	-0.086	-0.007	0.045	0.008
157.246	0.110	0.164	-0.130	-0.037	0.126	-0.045
157.269	0.015	0.069	-0.045	-0.011	-0.023	-0.057
157.594	0.069	-0.078	-0.062	-0.055	0.005	-0.011
157.733	0.077	0.013	-0.008	-0.049	0.044	0.030
157.989	0.098	0.079	-0.091	-0.068	0.074	-0.025
158.499	0.023	-0.016	-0.042	-0.042	-0.010	0.022
158.755	0.499	0.216	-0.081	-0.173	0.087	-0.171
158.778	0.098	0.047	-0.019	-0.052	-0.033	-0.049
158.894	0.110	0.058	-0.024	-0.052	-0.041	-0.035
159.219	0.325	0.122	-0.045	-0.100	-0.061	-0.016
159.242	0.227	0.046	-0.064	-0.075	-0.030	-0.007
159.498	0.147	0.062	-0.047	-0.050	0.067	-0.047
159.730	-0.031	-0.062	0.028	0.009	0.010	0.011
160.032	0.053	-0.044	-0.043	-0.020	0.086	0.038
160.264	0.143	-0.009	-0.043	0.005	0.002	-0.034
160.311	0.134	-0.037	-0.045	0.009	0.062	-0.063
160.589	0.146	-0.082	0.012	0.006	0.041	0.022
160.705	0.101	-0.025	-0.009	-0.005	0.162	0.009
160.821	0.041	-0.021	-0.036	0.020	0.057	0.029
161.007	0.013	0.032	-0.031	-0.078	0.021	0.014
161.286	0.016	0.010	0.015	0.012	0.057	0.043
161.472	-0.011	0.009	-0.020	-0.049	-0.002	-0.006
161.727	0.179	0.116	-0.099	-0.034	0.027	-0.030
161.820	0.131	0.027	-0.051	-0.082	-0.016	-0.040
161.959	0.088	-0.078	-0.025	-0.056	-0.057	-0.045
162.191	0.013	-0.065	-0.079	-0.057	-0.010	-0.038
162.447	0.149	0.021	0.050	0.023	0.070	-0.005
162.493	0.047	-0.058	0.014	0.001	0.038	-0.045
162.633	0.057	0.010	-0.038	0.068	-0.007	-0.043
162.842	0.043	-0.021	-0.018	-0.057	0.032	-0.013
163.120	-0.043	-0.096	-0.093	0.028	0.015	0.012
163.260	-0.018	-0.036	-0.004	0.017	-0.019	0.006
163.399	0.040	-0.074	-0.026	-0.007	0.067	0.009
163.561	0.103	-0.111	-0.051	-0.051	0.077	0.073
163.724	0.004	-0.042	-0.011	0.004	0.106	0.034
163.886	0.047	-0.045	-0.045	0.016	-0.018	0.015
164.003	-0.014	-0.081	-0.091	-0.059	-0.001	0.006
164.235	-0.045	-0.082	-0.069	0.018	0.039	0.045
164.513	0.096	-0.070	-0.067	-0.014	0.035	-0.022
164.746	0.096	0.012	0.005	-0.011	-0.060	-0.029
164.955	0.126	-0.008	-0.051	-0.093	-0.017	-0.012
165.233	0.109	-0.038	-0.124	-0.048	0.004	0.041
165.373	0.150	0.048	-0.049	-0.146	-0.085	0.022
165.489	0.255	-0.005	-0.024	-0.070	0.028	0.009
165.535	0.105	-0.023	0.015	-0.048	-0.040	-0.010
165.651	0.105	0.028	-0.010	-0.018	-0.105	0.029
165.767	0.103	0.027	-0.018	-0.029	-0.009	-0.036
166.046	0.155	0.091	-0.028	-0.008	-0.045	0.013
166.185	0.131	0.078	-0.032	-0.103	-0.041	0.081
166.255	0.109	0.069	-0.019	-0.065	-0.024	-0.005
166.417	0.096	0.059	-0.057	-0.097	0.007	-0.029
166.534	0.082	0.087	-0.123	-0.061	0.026	-0.001
166.696	0.153	0.004	-0.104	-0.157	0.059	-0.053
166.859	0.179	-0.012	-0.025	-0.077	0.057	-0.091
166.998	0.295	0.132	-0.165	-0.094	0.048	-0.001
167.021	0.049	0.094	-0.090	-0.047	0.041	-0.062
167.160	0.060	0.013	-0.060	-0.050	0.037	0.025
167.764	0.082	0.054	-0.052	-0.047	0.033	-0.047
167.903	0.021	0.056	-0.037	-0.100	-0.015	-0.048
168.205	-0.085	-0.016	-0.069	-0.123	-0.019	-0.025
168.507	-0.011	-0.005	-0.050	-0.073	0.046	-0.007
168.716	0.036	0.002	-0.053	0.050	0.194	0.063
168.763	-0.011	0.012	-0.057	-0.031	0.023	-0.036
168.995	-0.037	0.024	-0.026	-0.053	-0.054	-0.086
169.250	0.122	0.087	-0.005	-0.014	0.009	-0.095
169.366	0.084	0.055	0.028	-0.033	-0.050	-0.053
169.738	0.059	0.134	-0.085	-0.110	-0.054	-0.091
169.993	0.041	0.044	-0.003	-0.043	0.025	-0.014
170.713	0.094	0.133	-0.190	-0.281	0.019	-0.129
170.736	0.075	0.124	-0.026	-0.073	-0.001	-0.046
170.969	0.032	0.088	-0.010	-0.167	0.004	-0.027
171.085	0.085	-0.005	-0.018	-0.078	-0.022	-0.037
171.247	0.064	-0.040	-0.019	-0.058	0.014	-0.023
171.503	0.126	0.044	-0.021	0.002	0.037	-0.011
171.619	0.105	0.070	-0.013	-0.042	-0.062	0.041
171.874	0.120	0.013	-0.005	-0.029	-0.133	0.080
171.967	0.079	0.053	0.030	-0.059	-0.033	0.009
172.060	0.084	0.011	-0.019	-0.036	0.003	0.005
172.292	0.107	-0.027	-0.031	-0.058	0.036	-0.006
172.524	0.317	0.021	-0.051	-0.129	0.151	-0.014
172.594	0.139	0.024	-0.036	-0.024	0.023	0.035
172.919	0.039	-0.034	-0.053	0.010	0.081	0.124
172.989	0.019	0.006	-0.075	-0.036	0.049	0.072
173.244	-0.044	-0.094	-0.079	-0.055	-0.018	0.039
173.476	0.027	-0.075	-0.079	-0.079	-0.017	0.038
173.732	0.367	-0.003	-0.232	-0.014	0.095	0.071
173.755	0.182	0.031	-0.067	-0.101	0.007	-0.081
173.964	0.161	0.000	-0.057	-0.074	-0.039	-0.035
174.196	0.370	0.120	-0.015	-0.046	0.056	-0.053
174.219	0.007	0.038	0.018	-0.023	0.010	-0.072
174.498	0.059	0.069	-0.056	-0.026	0.031	-0.068
174.986	0.017	0.070	-0.087	-0.081	0.025	-0.005
175.241	0.088	0.160	-0.028	-0.046	0.099	0.052
175.264	0.040	0.017	-0.026	-0.047	0.051	-0.084
175.404	0.062	0.003	-0.040	-0.062	0.030	-0.012
175.729	0.013	-0.022	0.008	-0.063	0.020	0.010
176.007	-0.029	-0.011	-0.029	-0.085	0.004	-0.050
176.147	0.117	-0.070	-0.054	-0.090	0.004	0.032
176.356	0.014	-0.063	-0.053	-0.085	0.020	0.042
176.495	0.105	-0.050	-0.086	-0.093	0.034	-0.012
176.565	-0.008	-0.076	-0.105	-0.059	-0.020	0.023
176.750	0.239	0.111	0.007	-0.008	-0.072	-0.101
176.774	0.033	0.033	-0.020	-0.055	-0.032	-0.049
176.890	0.207	0.060	-0.078	-0.081	0.002	-0.098
177.191	0.172	0.163	-0.067	-0.087	-0.077	-0.072
177.308	0.094	-0.029	-0.099	-0.040	-0.028	0.006
177.493	0.109	-0.096	-0.065	-0.092	0.003	-0.031
177.702	0.061	-0.053	-0.091	-0.024	0.018	0.023
177.958	-0.004	-0.058	-0.029	-0.064	-0.004	-0.003
178.260	0.205	0.039	-0.034	0.042	-0.016	-0.026
178.306	0.087	0.048	-0.030	0.002	0.008	-0.021
178.492	0.171	-0.101	-0.061	0.009	0.097	-0.020
178.608	0.044	-0.062	-0.001	0.000	0.023	0.015
179.003	0.040	0.008	-0.012	-0.023	0.005	-0.040
