time	MFCC1	MFCC2	MFCC3	MFCC4	MFCC5	MFCC6
179.467	0.088	0.009	-0.038	-0.019	-0.014	-0.023
179.769	0.295	0.084	0.002	0.031	-0.017	-0.045
179.792	0.100	-0.021	-0.043	-0.003	-0.000	-0.047
180.001	0.165	0.016	-0.028	-0.043	-0.062	-0.024
180.210	0.050	0.006	-0.047	-0.018	0.012	0.011
180.326	0.009	-0.041	-0.044	-0.022	0.003	-0.005
180.489	0.148	0.024	-0.067	-0.051	0.056	-0.061
180.605	0.057	-0.038	-0.073	-0.082	0.005	-0.027
180.860	-0.077	-0.125	-0.119	-0.090	-0.008	0.024
181.000	-0.037	-0.112	-0.109	-0.087	-0.067	-0.009
181.255	0.059	0.060	-0.048	-0.023	0.036	-0.025
181.487	0.082	0.024	-0.050	-0.078	0.009	0.068
181.603	-0.018	-0.078	-0.134	-0.073	0.031	0.017
181.766	0.011	-0.039	-0.088	-0.057	-0.024	-0.009
181.998	0.066	0.003	-0.059	-0.056	-0.034	0.004
182.346	0.113	0.074	-0.131	-0.104	0.026	-0.026
182.509	0.016	0.021	0.007	0.036	-0.046	-0.041
182.764	0.148	0.005	-0.005	-0.029	-0.031	-0.046
182.927	0.146	-0.020	-0.056	-0.096	-0.021	0.002
183.089	0.128	0.002	-0.132	-0.110	0.008	-0.036
183.252	0.050	-0.008	-0.009	-0.030	-0.006	-0.033
183.484	0.175	0.057	-0.041	-0.097	0.010	-0.015
183.507	0.067	-0.010	-0.005	-0.007	-0.067	0.014
183.972	0.058	-0.028	-0.053	0.082	0.016	-0.015
184.250	0.151	0.042	0.092	-0.007	-0.023	-0.062
184.320	0.095	0.021	-0.008	-0.038	-0.019	0.001
184.506	0.062	-0.028	-0.062	-0.040	0.021	-0.057
184.761	0.127	-0.089	-0.021	-0.054	0.070	0.006
184.970	0.235	0.003	-0.083	-0.018	0.073	0.014
185.017	0.051	-0.063	-0.090	-0.021	-0.049	-0.002
185.272	0.020	-0.071	-0.080	-0.039	0.018	-0.001
185.481	-0.061	-0.081	-0.064	-0.032	0.012	0.018
185.760	0.010	-0.031	-0.047	-0.039	-0.004	0.001
185.899	0.204	0.011	-0.127	-0.048	0.022	-0.035
186.085	0.168	0.114	-0.142	-0.078	0.065	-0.046
186.224	0.017	-0.004	-0.034	-0.011	0.002	-0.032
186.503	0.209	0.078	-0.066	-0.007	0.081	0.030
186.526	-0.025	0.024	-0.075	-0.036	-0.063	-0.075
186.967	0.459	0.294	0.061	-0.276	-0.011	0.049
186.990	-0.058	-0.079	-0.093	-0.066	-0.051	-0.084
187.246	0.089	-0.008	-0.018	-0.003	0.013	-0.087
187.408	0.050	-0.003	0.017	-0.025	0.019	-0.033
187.733	0.079	0.123	-0.040	-0.018	0.111	-0.029
187.989	0.205	0.139	0.006	-0.082	0.048	0.042
188.035	0.102	-0.051	-0.048	-0.016	0.051	-0.056
188.360	0.073	-0.126	-0.034	0.002	0.066	0.040
188.523	0.072	-0.118	-0.075	-0.035	0.043	-0.017
188.639	-0.031	-0.146	-0.052	-0.036	0.007	0.015
188.755	0.205	0.040	-0.000	-0.043	-0.017	-0.076
188.848	0.116	0.023	-0.001	-0.043	-0.042	-0.067
189.103	0.200	0.046	-0.074	-0.073	0.049	-0.074
189.336	0.105	-0.081	-0.070	-0.060	-0.024	0.028
189.498	0.101	-0.037	-0.038	-0.075	-0.059	-0.039
189.591	0.079	-0.035	-0.062	-0.038	-0.073	-0.013
189.823	0.118	-0.011	-0.082	-0.060	-0.027	-0.003
190.032	0.058	0.006	-0.093	-0.076	-0.005	-0.079
190.195	0.015	-0.016	0.025	-0.034	0.039	-0.010
190.264	0.115	0.033	-0.067	-0.055	0.013	-0.013
190.450	0.041	-0.032	-0.045	-0.016	-0.037	0.022
190.682	0.062	0.020	-0.070	-0.064	-0.057	0.017
190.798	0.072	-0.005	-0.075	-0.085	-0.009	-0.056
191.007	0.114	0.092	-0.057	-0.055	-0.008	-0.054
191.054	0.129	0.040	-0.109	-0.112	0.045	-0.103
191.240	0.019	-0.044	-0.015	-0.035	0.014	-0.009
191.727	0.097	0.076	-0.026	-0.032	-0.007	0.010
191.750	0.014	0.010	-0.031	0.018	-0.013	0.028
192.493	0.070	0.014	-0.039	-0.022	-0.039	0.035
192.981	-0.008	0.068	-0.030	-0.058	-0.023	-0.059
193.236	0.196	0.218	0.042	-0.048	0.130	-0.008
193.260	0.038	0.032	-0.011	-0.011	-0.050	-0.046
193.562	0.117	0.053	0.003	-0.008	-0.025	-0.034
193.701	0.071	0.041	0.010	-0.026	-0.010	-0.047
193.887	0.193	0.258	-0.043	-0.068	0.041	-0.039
193.980	0.060	0.032	-0.077	-0.081	0.036	-0.036
194.142	0.059	-0.034	-0.066	-0.013	0.015	0.028
194.514	0.310	0.345	-0.311	0.114	-0.089	0.021
194.537	-0.110	0.082	-0.104	0.032	-0.072	0.023
194.723	0.075	0.124	0.011	-0.010	-0.084	-0.110
194.769	0.031	-0.022	-0.025	0.010	-0.048	0.008
195.048	0.007	-0.045	-0.062	-0.022	0.008	-0.051
195.233	-0.031	-0.029	-0.135	-0.068	0.020	-0.047
195.512	0.051	-0.004	0.050	0.077	0.029	-0.072
195.651	0.333	0.124	-0.106	-0.013	0.159	-0.051
195.767	0.054	-0.032	0.008	-0.011	0.047	-0.031
195.976	0.023	0.048	-0.057	0.118	0.050	0.028
196.139	0.030	0.129	-0.041	0.040	0.068	0.033
196.255	0.155	0.285	-0.023	-0.130	0.005	0.008
196.278	0.084	0.110	-0.102	-0.092	0.025	0.062
196.418	0.025	0.012	-0.037	-0.070	0.023	0.056
196.534	-0.005	-0.083	-0.038	-0.058	-0.008	0.038
196.719	-0.001	-0.042	-0.002	-0.014	-0.063	0.046
196.882	0.110	-0.079	0.015	-0.032	-0.022	-0.028
196.998	0.065	-0.065	-0.034	0.010	-0.021	-0.014
197.207	0.027	-0.138	0.048	-0.116	-0.003	0.025
197.393	0.063	-0.049	-0.124	-0.079	-0.029	0.091
197.462	0.016	-0.098	-0.069	-0.029	-0.032	0.085
197.764	0.196	0.060	-0.054	-0.097	-0.075	-0.006
197.973	0.224	0.042	-0.112	-0.060	-0.079	-0.034
198.089	0.128	0.000	-0.135	-0.114	0.023	-0.008
198.252	0.079	0.054	-0.021	-0.019	-0.043	-0.084
198.507	0.028	0.053	0.005	-0.005	-0.017	-0.010
198.949	0.016	0.049	-0.011	0.003	-0.006	-0.035
199.250	0.233	0.136	-0.028	-0.065	0.041	-0.042
199.297	0.054	0.057	0.039	-0.080	0.025	-0.030
199.715	0.213	-0.000	0.042	-0.082	0.072	-0.020
199.970	0.473	0.120	0.113	0.084	-0.069	-0.067
199.993	0.062	0.005	0.058	0.022	-0.041	-0.004
200.760	0.153	0.156	-0.001	-0.020	-0.062	-0.128
200.829	0.044	0.026	-0.040	-0.073	-0.067	-0.056
201.085	0.054	0.001	-0.022	-0.028	-0.052	-0.011
201.317	0.130	0.028	-0.069	-0.047	-0.049	-0.045
201.480	0.184	0.003	-0.133	-0.157	-0.216	-0.152
201.503	0.102	0.035	-0.002	-0.024	-0.011	-0.059
201.689	0.050	0.063	-0.029	0.010	-0.008	-0.060
201.990	0.066	0.040	-0.054	-0.022	-0.001	-0.026
202.176	0.107	0.031	0.015	-0.075	-0.056	0.030
202.246	0.126	-0.041	-0.019	-0.110	-0.031	-0.032
202.408	0.203	-0.016	0.033	-0.124	-0.102	0.032
202.455	0.050	0.020	-0.057	-0.079	-0.098	0.003
202.733	0.081	0.037	-0.054	-0.097	-0.046	-0.030
202.989	0.220	0.071	-0.086	-0.134	0.044	0.000
203.012	0.057	-0.044	-0.059	-0.101	-0.011	-0.002
203.198	0.010	-0.077	-0.042	-0.081	-0.011	0.035
203.430	-0.040	-0.081	-0.072	-0.021	0.042	0.049
203.662	0.013	-0.082	-0.107	-0.033	0.093	0.004
203.755	0.064	-0.097	-0.037	-0.041	-0.017	0.053
203.964	-0.002	0.050	-0.064	0.014	-0.009	0.019
204.498	0.123	0.285	-0.056	0.013	-0.075	0.033
204.545	0.142	0.168	-0.123	0.016	0.008	0.026
204.707	0.040	0.005	-0.050	-0.048	0.011	0.033
204.916	0.046	-0.035	-0.022	-0.019	0.037	0.070
204.986	0.015	-0.047	-0.018	0.000	0.001	0.045
205.264	0.043	0.025	-0.020	-0.059	-0.089	-0.030
205.473	-0.002	-0.010	-0.047	-0.040	-0.037	-0.025
205.729	0.053	-0.070	-0.027	-0.082	-0.040	-0.025
205.845	-0.022	0.077	-0.040	-0.112	-0.118	-0.052
206.007	0.093	0.124	-0.020	-0.078	0.012	-0.003
206.031	0.024	0.014	0.054	-0.086	-0.017	-0.002
206.147	-0.039	-0.011	0.026	-0.072	0.001	0.025
206.472	0.016	0.111	-0.049	-0.103	0.017	0.078
206.518	-0.004	-0.033	-0.094	-0.045	0.008	-0.008
206.750	0.066	-0.077	-0.019	-0.078	0.020	-0.027
206.936	-0.001	-0.102	-0.135	-0.094	-0.023	-0.025
207.238	0.052	-0.014	-0.101	-0.105	-0.084	0.004
207.494	0.151	0.071	0.011	0.029	-0.036	0.052
207.633	0.151	0.096	-0.067	-0.020	-0.009	-0.013
207.981	0.131	0.191	-0.061	-0.015	0.081	-0.049
208.051	0.047	0.074	-0.039	-0.071	0.037	-0.037
208.260	0.191	0.143	-0.006	-0.039	-0.048	-0.058
208.376	0.168	0.067	-0.004	-0.061	-0.016	-0.020
208.492	0.006	0.082	0.050	-0.084	-0.008	0.024
208.771	0.037	0.095	0.041	-0.078	0.066	-0.004
209.003	0.107	0.093	0.013	-0.019	-0.044	-0.007
209.049	-0.010	-0.015	0.036	0.003	-0.019	-0.017
209.723	0.118	0.067	0.021	-0.055	-0.017	-0.037
209.769	0.097	0.056	0.006	-0.051	-0.013	-0.054
210.210	-0.054	-0.028	0.028	-0.069	0.033	-0.026
210.512	0.125	0.104	0.042	-0.014	-0.021	0.004
210.582	0.060	-0.080	0.046	-0.114	-0.036	-0.012
210.698	0.023	-0.016	0.016	-0.099	-0.022	0.037
210.977	0.078	0.046	0.034	-0.093	0.004	0.002
211.302	0.108	0.076	-0.019	-0.016	0.011	-0.055
211.418	0.127	0.062	-0.010	-0.040	0.007	-0.015
211.511	0.079	0.044	-0.009	-0.011	0.021	0.005
211.789	0.056	-0.010	-0.012	-0.089	-0.001	0.015
211.929	0.091	0.026	0.127	-0.013	-0.018	-0.016
211.975	0.028	-0.022	0.059	0.040	-0.024	-0.003
212.091	0.088	-0.103	0.007	0.043	0.039	0.011
212.230	0.157	-0.126	-0.082	0.024	0.072	0.055
212.370	-0.022	-0.133	-0.090	0.008	0.066	0.031
212.602	0.007	-0.129	-0.037	0.005	0.059	0.068
212.695	-0.009	-0.117	-0.005	0.003	0.080	0.040
212.764	0.036	-0.078	-0.011	-0.053	0.008	0.005
212.927	-0.000	-0.026	-0.030	-0.059	-0.004	-0.015
213.206	0.291	0.330	0.083	-0.038	0.092	-0.109
213.229	-0.010	-0.092	-0.056	-0.008	0.057	-0.010
213.507	0.016	-0.056	0.013	-0.001	0.035	-0.025
213.600	0.057	-0.125	-0.088	-0.029	-0.043	-0.011
213.809	-0.033	-0.150	-0.057	0.018	0.042	0.033
213.972	-0.042	-0.113	-0.039	0.010	0.019	0.001
214.158	-0.035	-0.109	-0.079	-0.050	0.023	-0.027
214.274	0.085	-0.075	-0.042	0.005	0.035	-0.054
214.552	0.292	-0.108	-0.036	0.041	0.039	-0.124
214.715	0.043	-0.049	-0.028	-0.023	0.024	-0.050
214.947	0.228	-0.058	0.111	0.137	0.116	-0.000
214.970	0.036	-0.091	-0.079	0.004	0.027	0.034
215.203	0.011	-0.163	0.061	0.012	0.110	-0.028
215.365	-0.050	-0.120	0.060	0.016	0.021	0.020
215.574	-0.027	-0.097	-0.002	-0.027	0.022	0.087
215.737	0.036	-0.030	0.031	-0.027	-0.003	-0.030
215.969	0.107	-0.087	-0.027	-0.031	0.021	-0.018
216.201	0.038	0.002	-0.069	-0.047	-0.027	0.015
216.456	0.125	-0.002	-0.057	0.026	-0.006	0.125
216.503	0.192	0.050	-0.009	0.066	0.035	0.040
216.596	0.095	0.026	-0.073	-0.048	-0.036	-0.065
216.990	-0.044	-0.036	-0.060	-0.021	-0.012	-0.018
217.246	0.105	0.011	-0.032	0.014	-0.001	0.003
217.339	0.133	0.067	-0.003	0.021	-0.003	-0.062
217.525	0.258	0.111	-0.094	-0.148	0.121	-0.058
217.687	0.087	0.072	0.004	0.007	0.039	-0.011
217.966	0.511	0.360	-0.112	-0.058	-0.038	-0.080
217.989	0.040	0.046	-0.035	-0.002	0.024	-0.026
218.453	-0.035	0.107	-0.195	-0.069	0.053	-0.068
218.732	0.040	0.046	-0.014	-0.034	-0.049	-0.068
218.941	0.006	-0.010	-0.039	-0.058	-0.033	-0.024
219.243	0.121	0.064	-0.041	-0.122	0.016	0.005
219.475	0.370	0.335	-0.060	-0.090	-0.032	-0.046
219.498	0.097	-0.013	-0.095	-0.024	0.040	-0.008
219.730	0.064	0.008	-0.100	0.029	0.107	0.016
219.893	0.044	0.024	-0.020	0.014	0.079	-0.042
219.986	-0.027	-0.031	-0.063	-0.017	0.028	0.029
220.264	0.032	-0.003	-0.010	-0.041	-0.047	-0.014
220.427	0.045	-0.020	-0.040	-0.027	0.015	-0.044
220.752	0.135	0.044	-0.038	-0.053	0.025	-0.038
220.984	0.386	0.318	-0.075	-0.079	0.121	-0.057
221.008	0.019	0.030	-0.025	-0.111	0.033	-0.041
221.472	0.021	0.032	-0.054	-0.005	0.055	-0.032
221.751	0.268	0.168	0.001	-0.046	-0.071	-0.094
221.820	0.220	0.043	-0.011	-0.016	-0.083	-0.012
222.006	0.269	0.065	-0.076	-0.069	-0.010	-0.041
222.215	0.100	-0.055	-0.030	-0.030	0.015	-0.021
222.494	0.268	-0.045	-0.099	-0.022	-0.028	0.039
222.517	0.094	0.004	-0.063	-0.014	-0.000	0.009
222.656	0.082	-0.027	-0.046	0.006	0.035	0.017
222.981	0.036	0.099	0.004	0.007	-0.038	-0.013
223.260	0.092	0.048	0.047	0.009	0.045	-0.049
223.330	0.040	0.002	-0.017	0.013	0.073	0.036
223.631	0.140	-0.037	-0.017	0.002	0.055	0.068
223.747	0.017	-0.028	0.004	-0.019	0.038	0.002
224.003	0.168	-0.008	0.006	-0.015	-0.031	0.012
224.096	0.041	-0.102	0.035	0.025	0.048	0.049
224.165	-0.010	-0.136	-0.024	0.015	0.004	0.049
224.467	-0.087	-0.190	-0.078	0.039	0.040	0.028
224.653	0.015	-0.136	-0.033	0.026	0.011	0.041
224.746	0.121	-0.030	-0.039	-0.027	-0.025	0.005
224.955	0.065	-0.016	-0.016	-0.022	-0.031	-0.018
225.234	0.044	-0.012	-0.049	0.007	-0.008	-0.049
225.489	0.064	-0.019	-0.029	0.000	-0.022	-0.028
225.582	0.109	-0.041	-0.004	0.041	0.005	-0.065
225.675	0.058	-0.066	-0.037	0.065	0.048	0.030
225.977	0.081	0.095	-0.007	-0.042	0.121	-0.026
226.139	0.082	0.020	-0.035	-0.014	0.027	0.009
226.255	0.122	-0.006	-0.035	-0.031	-0.026	-0.081
226.464	0.091	0.038	-0.019	-0.083	-0.024	0.028
226.743	-0.001	0.023	-0.062	-0.039	-0.050	-0.024
226.905	0.095	0.123	-0.078	-0.081	-0.013	-0.080
226.998	0.119	0.115	-0.008	-0.034	-0.063	-0.052
227.068	0.085	0.013	-0.053	-0.065	0.027	-0.059
227.370	0.057	-0.047	-0.071	-0.045	-0.012	0.057
227.416	-0.021	-0.094	-0.114	-0.038	0.008	0.033
227.625	0.001	-0.109	-0.041	-0.016	0.072	0.009
227.765	0.061	-0.010	-0.088	-0.075	0.007	-0.042
227.904	0.081	-0.028	-0.030	-0.064	0.093	-0.007
227.997	0.016	0.018	-0.001	-0.034	0.045	-0.050
228.229	-0.019	-0.050	-0.044	-0.026	-0.026	0.004
228.508	0.011	-0.005	-0.024	-0.054	0.015	-0.045
228.786	0.166	0.028	-0.092	0.027	-0.018	0.026
228.972	0.080	0.022	-0.046	0.058	0.048	0.006
229.135	0.047	-0.030	-0.022	0.078	0.008	-0.077
229.251	0.127	-0.001	-0.014	-0.045	-0.033	-0.052
229.506	0.107	0.040	-0.091	-0.043	-0.029	-0.036
229.715	0.122	-0.003	-0.054	-0.067	-0.072	0.009
229.924	0.157	0.094	-0.083	-0.069	-0.032	-0.019
229.994	0.119	0.090	-0.005	-0.100	-0.013	0.007
230.063	0.021	0.011	-0.026	-0.027	-0.037	0.001
230.458	-0.032	-0.029	-0.113	-0.046	0.028	0.072
230.737	0.332	0.312	-0.221	-0.182	0.101	0.021
230.760	0.136	0.044	-0.007	-0.081	0.037	0.050
230.876	0.016	0.090	0.041	-0.049	0.010	-0.011
231.015	0.015	0.066	0.008	0.008	0.017	-0.011
231.248	0.079	0.037	-0.031	-0.026	-0.031	0.003
231.503	0.074	0.053	-0.052	0.023	0.069	0.002
231.991	0.051	0.008	0.003	-0.054	0.011	0.043
232.246	0.260	0.024	-0.024	-0.046	0.078	0.069
232.269	0.100	0.016	0.017	-0.001	0.003	-0.046
232.385	0.103	-0.011	0.013	-0.062	0.011	0.003
232.710	0.103	-0.012	-0.017	0.033	0.091	0.036
232.734	0.037	-0.047	-0.049	-0.016	0.001	0.005
232.989	0.046	-0.059	-0.027	-0.080	0.005	0.064
233.221	-0.035	-0.071	-0.059	-0.061	-0.015	0.052
233.477	0.067	-0.008	0.033	-0.025	-0.022	-0.017
233.546	0.017	-0.063	-0.113	-0.055	0.014	0.009
233.755	0.428	0.124	-0.123	-0.109	0.040	-0.052
233.779	0.150	-0.025	-0.080	-0.097	0.041	-0.038
233.918	0.075	-0.015	-0.030	-0.059	0.048	0.001
234.220	0.295	0.138	-0.222	-0.070	0.063	0.026
234.243	-0.032	0.004	-0.065	-0.023	-0.014	-0.013
234.498	0.106	0.046	0.011	-0.055	0.070	-0.058
234.591	0.072	-0.025	0.000	-0.055	0.027	-0.019
234.847	0.266	-0.149	0.082	-0.104	0.044	0.033
234.940	-0.052	-0.083	-0.041	-0.036	0.010	0.061
235.265	0.075	0.060	-0.007	0.005	0.004	-0.020
235.311	0.107	0.007	-0.024	-0.022	-0.038	0.038
235.427	0.041	-0.013	-0.053	-0.064	0.003	0.042
235.659	0.051	0.053	-0.078	-0.013	-0.001	0.019
235.961	0.575	0.493	-0.115	-0.109	0.150	-0.007
235.984	0.035	0.009	-0.060	-0.028	-0.010	0.010
236.286	0.041	-0.100	0.032	-0.037	0.070	0.069
236.379	-0.060	-0.050	0.065	-0.002	0.019	0.079
236.449	-0.027	-0.047	-0.005	-0.021	0.044	0.090
236.751	0.194	0.083	-0.036	-0.117	0.020	-0.042
236.844	0.099	0.063	0.003	-0.139	0.034	-0.048
236.913	0.058	0.074	-0.035	-0.118	-0.040	-0.002
237.238	0.042	0.106	-0.210	-0.097	0.014	-0.035
237.331	-0.011	0.037	-0.180	-0.114	0.004	-0.050
237.494	0.128	0.053	-0.068	-0.063	0.051	-0.004
237.633	0.104	-0.000	-0.060	-0.019	0.052	-0.021
237.981	0.044	0.039	-0.061	0.015	0.019	-0.032
238.260	0.091	0.072	-0.034	0.005	-0.052	-0.013
238.376	0.061	0.092	-0.027	-0.031	-0.022	-0.021
238.608	0.310	0.003	-0.036	0.036	0.018	-0.068
238.678	0.136	-0.025	-0.078	0.002	-0.005	-0.022
238.980	0.247	0.021	-0.155	-0.159	-0.064	0.144
239.003	0.063	0.027	-0.140	-0.057	0.048	0.004
239.328	0.105	-0.024	-0.098	-0.020	-0.000	0.055
239.398	-0.025	-0.095	-0.117	-0.049	-0.012	0.022
239.723	0.109	0.165	0.049	-0.095	-0.092	-0.100
239.839	0.091	0.138	-0.101	-0.075	-0.009	-0.085
239.955	0.132	0.040	-0.077	-0.081	-0.032	-0.057
240.257	0.057	0.020	-0.073	-0.045	-0.010	-0.048
240.489	0.210	0.191	-0.027	0.001	0.095	-0.084
240.512	0.085	0.074	-0.002	-0.002	-0.047	0.028
240.791	0.177	0.040	-0.075	-0.057	0.019	-0.045
240.977	0.163	0.060	-0.013	0.008	0.034	0.020
241.255	0.259	0.090	-0.065	-0.032	0.019	-0.123
241.371	0.245	0.083	0.033	0.027	0.013	-0.043
241.441	0.124	0.076	-0.013	0.003	0.002	-0.048
241.697	0.122	0.056	0.040	-0.036	0.039	-0.075
241.998	0.234	0.327	-0.041	0.015	0.103	-0.028
242.022	0.000	0.075	-0.069	-0.033	0.043	0.028
242.741	0.085	0.102	0.041	-0.075	-0.018	-0.022
242.927	0.084	0.043	-0.005	-0.055	0.001	-0.017
243.043	0.105	0.009	-0.040	-0.068	0.057	-0.035
243.229	0.046	0.093	-0.035	-0.040	0.039	0.063
243.508	-0.017	-0.034	-0.070	-0.012	0.086	-0.007
243.740	0.224	0.093	-0.086	0.085	0.073	-0.022
243.763	-0.012	-0.005	-0.053	0.117	-0.023	0.045
243.902	0.097	0.137	-0.103	0.143	0.093	-0.029
244.019	0.094	0.002	-0.097	-0.006	0.085	-0.023
244.274	0.135	0.032	0.009	-0.002	-0.029	-0.083
244.413	0.007	-0.088	-0.025	-0.011	0.033	-0.013
245.017	0.116	0.032	-0.094	-0.076	0.027	-0.011
245.760	0.126	-0.015	-0.044	-0.137	-0.035	-0.033
246.248	0.118	-0.053	-0.092	-0.111	-0.054	-0.029
246.503	0.079	-0.063	-0.012	-0.064	-0.036	-0.047
246.875	0.037	-0.016	-0.065	-0.064	-0.110	-0.113
246.991	0.184	-0.154	-0.313	-0.218	-0.210	-0.167
247.037	0.105	-0.048	-0.082	-0.066	-0.071	-0.131
247.246	0.089	-0.061	-0.003	-0.022	-0.022	-0.024
247.409	0.043	-0.063	0.069	-0.044	-0.084	-0.070
247.525	0.023	-0.073	0.021	-0.008	-0.005	-0.044
247.757	0.063	0.018	0.012	-0.074	-0.013	0.016
247.989	-0.004	-0.032	-0.025	-0.031	-0.004	-0.028
248.105	-0.014	-0.041	-0.028	-0.018	0.012	-0.032
248.477	-0.059	-0.136	-0.090	-0.052	0.026	-0.031
248.732	0.289	-0.002	-0.058	-0.022	0.062	-0.044
248.755	0.144	-0.018	0.010	-0.030	-0.031	-0.056
248.895	0.070	0.034	-0.033	-0.054	-0.006	-0.044
249.173	0.188	0.063	-0.033	-0.109	-0.022	0.025
249.220	0.143	-0.015	-0.020	-0.037	-0.039	-0.027
249.498	0.117	0.124	-0.050	-0.022	-0.014	-0.065
249.568	0.031	0.078	0.027	-0.106	0.031	-0.059
249.707	-0.016	-0.003	0.031	-0.028	-0.030	-0.033
249.986	0.009	-0.062	-0.008	-0.013	0.014	0.006
250.241	0.165	0.035	0.015	-0.058	0.036	-0.006
250.265	0.039	-0.005	-0.001	-0.012	0.006	-0.040
250.427	0.107	-0.006	0.065	-0.049	-0.003	-0.026
250.752	-0.003	-0.016	0.013	0.036	-0.031	-0.049
251.008	0.007	-0.012	-0.023	-0.005	0.014	-0.024
251.101	0.022	-0.051	-0.029	-0.057	0.065	-0.044
251.472	0.107	0.029	-0.082	-0.108	0.006	-0.066
251.588	0.052	-0.027	-0.065	-0.089	-0.012	-0.025
251.751	0.233	0.081	-0.013	0.011	0.015	-0.023
251.774	0.028	-0.026	-0.034	-0.048	-0.048	-0.056
251.890	0.071	0.014	-0.012	-0.050	-0.082	-0.035
252.215	0.162	0.063	-0.026	-0.081	-0.045	-0.045
252.308	0.105	-0.036	-0.042	-0.050	-0.028	-0.058
252.494	0.060	-0.062	-0.027	-0.043	-0.061	0.024
252.610	0.080	-0.016	0.020	-0.060	0.003	-0.032
252.912	0.183	0.068	-0.084	0.014	0.053	-0.046
252.981	0.012	0.021	-0.047	-0.033	0.020	-0.032
253.260	0.171	-0.020	-0.026	0.015	0.003	0.009
253.283	0.035	-0.039	-0.042	-0.003	-0.005	-0.054
253.608	-0.027	0.005	-0.008	-0.018	-0.012	-0.011
253.841	0.050	0.008	-0.060	-0.042	0.069	-0.057
254.003	0.056	0.047	-0.032	-0.059	0.033	-0.008
254.096	0.038	0.010	0.041	-0.086	-0.017	-0.058
254.398	0.029	-0.001	-0.066	-0.047	0.009	0.011
254.514	0.024	0.032	-0.043	0.004	0.041	-0.031
254.746	0.081	0.061	0.005	-0.071	-0.010	-0.048
254.816	0.011	0.020	-0.028	-0.032	0.035	-0.031
254.955	-0.052	-0.016	0.012	-0.058	-0.061	-0.029
255.211	0.002	-0.010	0.054	-0.046	0.001	-0.005
255.280	0.038	-0.027	-0.061	-0.008	-0.010	-0.055
255.489	0.107	0.068	-0.013	-0.033	0.016	0.031
255.605	0.102	0.007	-0.046	-0.001	-0.015	0.038
255.721	0.103	-0.020	-0.020	-0.072	0.053	0.019
255.977	0.081	0.060	-0.023	-0.023	0.028	-0.006
256.255	0.060	0.028	-0.014	-0.022	-0.028	-0.044
256.441	0.047	0.001	-0.030	-0.039	-0.026	-0.014
256.720	0.172	0.037	-0.045	-0.042	-0.077	0.018
256.766	0.063	0.031	-0.022	-0.048	-0.028	-0.050
256.998	0.049	-0.035	-0.043	-0.025	-0.009	0.007
257.486	-0.016	-0.064	-0.035	-0.034	0.061	-0.033
257.765	0.138	0.006	0.062	-0.106	0.055	0.023
257.811	0.006	0.026	-0.020	-0.006	-0.002	-0.084
257.927	-0.065	0.018	-0.010	-0.025	-0.039	-0.018
258.252	0.073	0.034	-0.053	-0.023	0.034	-0.035
258.485	0.299	0.270	-0.013	-0.013	-0.019	-0.023
258.508	0.026	0.058	-0.031	-0.044	0.033	0.008
258.670	0.050	-0.010	-0.017	0.028	0.023	0.005
258.879	0.096	-0.000	-0.006	-0.010	0.088	-0.032
258.995	-0.029	0.005	-0.007	-0.036	0.042	-0.001
259.251	0.086	0.009	0.002	0.005	0.017	0.021
259.390	-0.039	-0.048	0.013	-0.000	0.009	-0.006
259.553	0.073	-0.063	-0.027	0.024	0.048	0.042
259.692	0.062	-0.084	0.017	0.006	0.067	-0.007
259.994	0.192	0.093	0.004	-0.036	0.060	0.003
260.017	0.102	-0.035	-0.023	-0.077	0.019	-0.013
260.180	0.135	-0.082	-0.006	-0.062	0.034	-0.030
260.481	0.052	-0.047	-0.064	0.001	-0.021	-0.021
260.760	0.111	0.036	-0.043	-0.005	0.000	-0.060
260.830	0.076	0.018	-0.173	-0.025	-0.024	-0.100
260.946	0.040	0.003	-0.088	-0.053	-0.008	-0.073
261.224	-0.033	0.012	-0.029	-0.024	-0.019	-0.019
261.503	0.248	0.080	0.097	-0.051	0.001	0.005
261.526	-0.010	0.008	0.018	-0.033	-0.061	-0.091
261.735	0.035	-0.021	0.016	-0.085	-0.039	-0.040
261.968	0.258	0.131	-0.116	-0.043	0.033	-0.048
261.991	0.033	-0.019	-0.069	-0.033	-0.041	-0.032
262.246	0.008	0.016	-0.041	0.018	0.023	0.019
262.432	0.348	0.155	-0.020	-0.101	0.076	-0.071
262.455	0.041	0.004	-0.070	-0.108	-0.032	0.003
262.711	0.056	0.038	-0.053	-0.054	0.025	-0.014
262.989	0.108	-0.012	-0.074	-0.087	0.034	-0.035
263.105	0.049	0.030	-0.051	-0.037	0.026	0.002
263.198	-0.010	0.037	-0.045	-0.007	-0.000	-0.046
263.477	0.016	0.009	-0.115	0.034	0.025	-0.036
263.570	0.016	-0.032	-0.081	-0.017	-0.010	-0.008
263.755	0.079	0.065	-0.079	-0.104	0.058	-0.086
263.895	0.110	0.054	-0.068	-0.113	0.029	-0.057
263.964	0.030	0.097	-0.056	-0.093	0.031	-0.038
264.243	0.076	-0.059	-0.055	-0.072	0.003	-0.057
264.499	0.087	-0.005	0.015	-0.083	0.011	-0.003
264.591	-0.005	-0.111	0.012	-0.045	-0.004	-0.034
264.707	0.024	-0.068	-0.004	-0.074	0.034	-0.055
