time	MFCC	ZC	noteName	noteMIDI	noteKey	noteOctave	chordName	chordKey	chordMode	chordNotes	RMS
61.510	[0.11074696561145701, 0.029048929295225814, -0.0087521779869034946, -0.094244292845640107, 0.010897859786205997, 0.0058126773170169132]	0.099	G#	32	8	1	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.273
61.858	[0.074064997514495454, 0.078763921273934154, 0.0068941075270685754, -0.0035390032691101207, 0.030775625518479444, 0.044124190727916721]	0.112	G	55	7	3	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.294
61.997	[-0.0058590182613692714, 0.097758069130759712, -0.041165606113815055, -0.020350941121121915, -0.032588524409314909, -0.016597572748642948]	0.183	C	60	0	4	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]	0.256
62.485	[-0.048574403933620121, 0.13756921141872161, -0.14291617300784559, -0.051035992043742588, -0.041882912250363946, 0.036655411401778838]	0.560	G#	56	8	3	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]	0.241
62.740	[0.346514150625509, 0.13685386443439593, -0.097859212212313335, -0.070298004684977378, -0.044643998350724481, -0.0074668910938003492]	0.230	F	29	5	1	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.379
62.764	[0.049050776441698689, 0.0029670023838861245, -0.055725652201082408, -0.034094682466381324, -0.017222062207258491, -0.0057614399926186654]	0.138	G#	56	8	3	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]	0.448
62.973	[0.16055198372459117, 0.0386183708261814, -0.1353017028619406, -0.068563617128911403, 0.027935197005433215, -0.013631484652115351]	0.127	G#	56	8	3	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]	0.385
63.089	[0.051692413512084777, 0.028994161869401649, -0.11191607534079204, -0.017918446275031866, 0.074669507278292746, -0.039343275359944495]	0.219	C	60	0	4	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.359
63.181	[0.07778220058818526, 0.11186794575061793, -0.10329673576749057, -0.050695706911036253, 0.050139209509663586, -0.021099400075953317]	0.230	C	60	0	4	Cm	0	0	[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]	0.348
63.390	[0.13231422761742348, 0.18611466917033614, -0.075451115457076001, -0.037493021500627818, 0.076340371696342946, -0.020687571587915975]	0.156	C#	1	1	-1	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.279
63.507	[0.16986506898207301, 0.09530905368936779, 0.013943992437510266, -0.041501512720533124, 0.038187005558493234, -0.029981959458180996]	0.307	A#	10	10	-1	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]	0.452
63.576	[0.099978686239780692, 0.023355135913422798, -0.12197734220205173, -0.030634785139720566, 0.11022985223431371, -0.061969520624869004]	0.075	E	64	4	4	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]	0.476
63.855	[0.041918017810098282, -0.038875493742653137, 0.0051542802313707921, 0.051981050126656866, 0.060612046286054079, 0.0075648280487406695]	0.062	F	41	5	2	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]	0.561
63.925	[0.047723575431393599, -0.028888781784569838, -0.076629229408387747, 0.01206893332068049, 0.05508089590150566, -0.006941149087627288]	0.156	D#	63	3	4	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]	0.367
64.250	[0.16510448240294825, 0.017523311616132409, -0.020473253227914219, -0.078348207768604627, -0.020851254995119604, 0.0010248983982658647]	0.112	F#	54	6	3	B	11	1	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]	0.513
64.482	[0.099832739365294257, -0.031870257732847677, -0.039637044145974125, -0.07009774610708501, -0.034201861591160947, 0.023962168652115187]	0.065	F#	54	6	3	B	11	1	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]	0.545
64.644	[0.18070905616225041, 0.062646561238181769, -0.11847577676522036, -0.062355696311895942, -0.01381767972526521, -0.055677659181166836]	0.098	B	47	11	2	B	11	1	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]	0.501
64.760	[0.084850803196822366, 0.025507618394789305, -0.067146562656524106, -0.061436519448127738, -0.029372355890545727, -0.049111463443424964]	0.092	G#	56	8	3	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.517
65.016	[0.17129611683220416, 0.016770236441671162, -0.050390578447378459, -0.10725011165352948, -0.0077807346308824176, -0.035329664819979373]	0.170	A	57	9	3	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.473
65.109	[0.048216821265383639, -0.011892890986469189, -0.046583271793399966, -0.058334164424630783, -0.053594938623046533, 0.0089556414879262535]	0.083	G#	56	8	3	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.380
65.225	[0.028902511763701136, 0.018245364331663811, -0.016309525048380336, -0.05258086891314305, -0.046311094965054429, 0.0491532974783487]	0.084	A	57	9	3	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.240
65.759	[0.33436154897381076, 0.44640019783138879, -0.10678220543132899, -0.2172955670841242, 0.057559945066634796, 0.013106059968663594]	0.321	F	29	5	1	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.232
65.782	[0.042027822675754174, 0.15381056733017673, -0.0015478486068117884, -0.096463671261370634, 0.035493208113725888, -0.036293162371779271]	0.209	A#	94	10	6	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]	0.395
65.945	[0.022183078217350657, 0.10708374138073916, -0.065874625395054565, -0.12003170420846666, 0.00027601799151151632, -0.069521868695669314]	0.168	A#	94	10	6	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	0.256
66.247	[0.11315057600571361, 0.020173393123104663, -0.068891044232942414, -0.060920291165617674, 0.040282897748902036, -0.05894378326512955]	0.084	F#	42	6	2	B	11	1	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]	0.223
66.502	[0.090481886276878795, 0.050975628371081216, 0.011954512178723942, 0.0064912575446101697, 0.026644345001304044, -0.017456113586118028]	0.094	B	47	11	2	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	0.315
66.897	[0.16044825149513245, 0.16809030738972214, -0.055793558899914206, -0.13373550183917812, 0.060482107231189429, -0.09687321452302633]	0.042	F#	42	6	2	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.248
67.013	[0.021527867645268196, 0.044363929860972651, -0.00036985057971854435, -0.042765717523636525, -0.017725522754764755, -0.079420569438356764]	0.217	G	43	7	2	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	0.258
67.245	[0.22004572110680529, 0.084234439255647678, 0.0271620208610103, -0.051331750142222451, -0.061096780168006196, -0.056066013406148606]	0.140	F#	42	6	2	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.768
67.361	[0.13893694531981937, 0.011977035232682745, 0.0034137324014899568, -0.020831073118339951, -0.02805365874274637, -0.018317715113191361]	0.032	F#	42	6	2	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	0.816
67.617	[0.10423225393156806, 0.032791439689159763, -0.03111534395114424, 0.0014449814463697705, 0.0094114734632130097, -0.0089219691946302946]	0.046	G	55	7	3	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.457
67.709	[0.052727274882944271, -0.009640211589897035, -0.026533410836459548, -0.0249815169518517, 0.01399615543678885, 0.016295923506482207]	0.195	F#	42	6	2	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	0.267
67.965	[0.3547084307112443, 0.46714896628309532, 0.043721214989158382, -0.16459532698390769, -0.044992493534848362, -0.096305201765159026]	0.408	F	41	5	2	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.234
67.988	[0.047606183190805548, -0.0047478566140696692, -0.03619046375635579, -0.03695770451249742, -0.00097523921326422109, 0.028353941304984927]	0.118	G#	56	8	3	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]	0.399
68.290	[-0.031635792546950613, -0.092694530881174408, -0.089563439304721409, -0.070132208154430178, 0.014554923191597929, 0.031492283491047032]	0.086	A	57	9	3	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]	0.431
68.429	[-0.02724149870326336, -0.13738833390428584, -0.066361557658442108, -0.079316699481898734, -0.016328725737536711, -0.026032093401304485]	0.082	G#	56	8	3	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]	0.376
68.545	[-0.0064023184512736267, -0.045272720394541187, -0.14051857825505717, -0.13809317641685034, -0.0013488027188156518, -0.0082549078340067774]	0.056	A	57	9	3	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]	0.405
68.731	[0.12205534954104881, 0.024996802912108755, -0.1119540652001985, -0.08396968642545477, 0.0082773071002755372, -0.046783319656117192]	0.161	G	43	7	2	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.574
68.824	[0.13210468738665757, 0.047898132814053911, -0.069062755495612041, -0.073987585139506762, 0.011716850142593872, 0.00083886343358689688]	0.116	A	57	9	3	F#m	6	0	[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]	0.485
68.940	[-0.0045899536549301066, -0.026902478400507197, -0.07439471412404336, -0.056845694402512845, -0.041499932127583947, -0.0046346175665713417]	0.134	C#	49	1	3	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	0.293
69.335	[0.0096850697769881658, -0.024043408256844746, -0.015211342582892253, -0.013191613755799435, 0.0094494420821798399, 0.0090817142893819518]	0.347	C#	49	1	3	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.261
69.497	[0.069928003659258706, 0.093149237872046028, 0.0033715283438810438, -0.028120144840994538, -0.055003098923172442, -0.01589392435752715]	0.313	F#	42	6	2	F#m	6	0	[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]	0.403
69.613	[-0.018237564049773156, -0.039679988230518257, -0.026189820554956993, -0.013190380852026907, 0.0013209690998959801, 0.023354151913806385]	0.127	A	57	9	3	A	9	1	[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.322
70.055	[0.33628189556487936, 0.44192459913286913, -0.21724806466024066, -0.0067527707765443461, -0.034115125491711064, 0.064082075731078283]	0.363	B	107	11	7	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.177
70.078	[-0.073200429003966172, 0.10307399693917549, -0.008086914003920611, -0.090005836558516794, -0.10271853940819704, 0.036504768483296646]	0.610	G	31	7	1	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]	0.168
70.264	[0.042253545106066187, 0.0792040543548371, 0.023531176829634508, -0.028033350386139501, -0.0081510834149489762, -0.025205922935667934]	0.235	F	29	5	1	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.456
70.356	[0.01765210937221302, 0.031366764613504676, 0.0042232456111209044, -0.060504408999234337, -0.045970347307031631, -0.050070076083170031]	0.153	F	29	5	1	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.446
70.449	[0.065891056032741091, -0.0042442405036027826, -0.0098598735530346301, -0.065623021639255721, -0.018459257318175271, 0.020770798289301826]	0.100	D#	27	3	1	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.434
70.728	[0.09692434967139478, -0.022928500928929181, -0.021119413340576841, -0.045823250908687684, -0.015504523289792229, 0.0090245379226844627]	0.157	E	40	4	2	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.312
70.983	[0.47129789964899577, 0.49878401464291383, -0.12213070603817017, -0.17842728143371894, 0.034403233551318753, -0.021828089394661528]	0.128	A	57	9	3	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.305
71.007	[0.0075244062715930154, 0.00019533235383914816, -0.0084410978359800333, -0.06215839263772914, -0.014864504598578333, -0.0097743208298128707]	0.201	E	40	4	2	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	0.163
71.750	[0.098380833413107174, 0.036100895482267033, 0.013451565859209733, -0.048259417554394279, -0.059652057499010223, -0.040460570557712031]	0.061	F	41	5	2	B	11	1	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]	0.776
71.866	[0.089374149629517799, 0.036626042967064919, -0.0219918760618555, -0.044013530973490686, -0.045612147660970756, -0.047803015954072985]	0.027	A#	46	10	2	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.808
71.959	[0.23530757239932801, 0.037138510669348541, -0.00041223276640256972, -0.064654258174629636, -0.018820958930651166, -0.091008933016803753]	0.027	B	47	11	2	Bm	11	0	[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]	0.542
72.237	[0.046115235687029806, 0.0033210830350878301, -0.019550876083977074, -0.053752399926018692, -0.046302792544698865, -0.020367279106557667]	0.071	B	35	11	1	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	0.424
72.493	[0.067234686168593086, 0.067248318065193741, 0.02198121861362869, -0.028390637234973391, -0.039335959812470976, -0.073098787327628409]	0.135	B	47	11	2	B	11	1	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]	0.517
72.609	[0.24070566463439086, 0.1144472875976448, -0.009072262772586874, -0.061471295273307566, -0.11655452354230011, -0.052825635253210858]	0.087	G	55	7	3	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.410
72.655	[0.11376440167279962, 0.017906179186620373, -0.041178562235230913, -0.026279866987884766, 0.027343541206473618, -0.025873620867963527]	0.083	B	47	11	2	Bm	11	0	[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]	0.277
72.980	[0.2346656834751514, 0.061149720252024579, 0.026800076226670976, 0.010264692214209134, -0.0051454794950292169, -0.077368728402117795]	0.125	F#	42	6	2	Bm	11	0	[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]	0.305
73.120	[0.097689340146640477, 0.12041978667472342, 0.0016543730607069215, -0.060218651332578248, 0.0054681595193828668, -0.0023515522025229813]	0.132	C	36	0	2	Bm	11	0	[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]	0.256
73.259	[0.1257288140107144, 0.11679974483263696, -0.027299108215713793, -0.016077093500051067, -0.059706179604254138, -0.053918222687086799]	0.137	G#	44	8	2	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.565
73.375	[0.15447334860610246, -0.033658859253088376, 0.015542357644260586, -0.050372933119427345, -0.078041304458522393, 0.00077285849234224669]	0.146	A#	58	10	3	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]	0.478
73.538	[0.018877627400485601, 0.023091893898813266, 0.02673350420144821, -0.042378450835696843, -0.0065275752622612334, -0.0033027504191524065]	0.170	A	57	9	3	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]	0.269
73.723	[0.093204492779106668, -0.027509804613575713, -0.019365361372471891, -0.019926200939265136, 0.041199778793258354, 0.025826075509197011]	0.112	B	59	11	3	B	11	1	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]	0.263
74.002	[0.27247989370850273, 0.1214477468943031, 0.016215950130114998, -0.059277634410618812, 0.075070308912138312, -0.0050810709422548514]	0.340	F	53	5	3	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.326
74.025	[0.076128244505476589, -0.091200870461755137, 0.023473462634370713, 0.00049997489370605603, -0.016831092504356236, 0.058437900596635964]	0.155	D#	87	3	6	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.372
74.141	[-0.056707311932588766, -0.13088011531406599, 0.052201498272668886, -0.020334996310201785, 0.035512502857235083, 0.048740327251452796]	0.206	D#	87	3	6	B	11	1	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]	0.328
74.304	[-0.037673898487021754, -0.0077295075001463246, 0.019610104981428886, -0.0078758560446604339, -0.032343621515674416, 0.032584509385443723]	0.210	B	71	11	4	B	11	1	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]	0.208
74.675	[0.066751777636597565, 0.10098507851513372, -0.12230461379847578, -0.041618654019309052, 0.010154955409864594, 0.0037987344074498883]	0.383	C	48	0	3	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.228
74.768	[0.21174112453652777, 0.0036691704460555309, -0.065925748408410367, -0.029488814307625441, 0.020353986974687911, -0.025018061994171222]	0.093	D#	39	3	2	B	11	1	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]	0.394
75.000	[0.11986205435485446, -0.14525713003647431, -0.019411898526065716, -0.023031703136931946, 0.056487315063951056, -0.012313871861861052]	0.057	D	62	2	4	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]	0.422
75.209	[0.10240081908788949, -0.020064424990029344, -0.095106212341881449, -0.042572302118243879, 0.037277783109877116, 0.016032142774839393]	0.188	A#	-2	10	-2	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]	0.229
75.488	[0.1229840997413596, 0.089191467033258892, -0.01510146083855354, -0.018993635806314312, 0.029909294444043222, 0.031680305332834356]	0.472	D	50	2	3	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.307
75.535	[0.047425588890518046, -0.027932804855428928, -0.041999112601915474, -0.044395681273637744, -0.030392729344223577, -0.049074710021370656]	0.098	G	55	7	3	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]	0.457
75.813	[0.025738510356953678, -0.077918142202341459, -0.067513554451458263, -0.03574179793123524, 0.0065065143917299425, 0.027669835251638228]	0.039	D#	39	3	2	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]	0.515
75.952	[0.077704635101231934, -0.11920800207880423, -0.12349375989709271, -0.10646680430994515, 0.042384897188728211, 0.014013737398678087]	0.054	G#	68	8	4	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]	0.593
76.069	[0.080429724523113297, -0.056155372918479614, -0.068418669699258264, 0.015192140209773879, 0.046851060822700935, 0.014296112903592716]	0.074	G#	92	8	6	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]	0.400
76.254	[0.049918246041655408, -0.023383649381223965, -0.0070631888093278545, -0.049943587135127268, 0.013256944040637158, -0.0078258270402878881]	0.152	D#	39	3	2	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.461
76.394	[0.03458029481669448, -0.0109660976014014, -0.010147888030913554, -0.0084569748334091602, -0.010235975619811958, 0.03706645062266703]	0.169	B	47	11	2	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]	0.317
76.533	[0.02433216816863314, 0.0068403188498271121, -0.071130334801266709, -0.042494392392176041, 0.047807785785570836, 0.018122372924909959]	0.145	F	29	5	1	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.260
76.719	[0.054718905486930182, 0.0046446353945505461, -0.013321049300367385, -0.041996413344146159, -0.004257097935742085, 0.02745473405697333]	0.144	A	57	9	3	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.274
76.997	[0.057496312319522513, 0.017272457270880778, 0.029309641519901009, -0.0035328112458716584, -0.031363595752243671, -0.012669700318791581]	0.150	E	40	4	2	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.174
77.717	[0.059285396315024393, 0.11706194356097345, 0.0028616755362205143, -0.029798314265022496, 0.11771777507657338, 0.051048495625894516]	0.211	F	29	5	1	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.207
77.764	[0.19047104250500291, 0.14592942739117723, 0.0096524599404522408, -0.11622887391228261, -0.05699436817177736, -0.0026829053007406708]	0.062	G	-5	7	-2	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]	0.763
77.926	[0.11926076989161571, 0.057726636753398543, -0.013557570044533803, -0.054207937759982977, -0.053453156026491928, -0.044579707863346099]	0.031	C	48	0	3	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]	0.659
77.996	[0.030390807825061459, -0.0018298237230876188, -0.041262117382412852, -0.052176080899351794, -0.034358366771655387, -0.018674564890316551]	0.023	B	47	11	2	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.503
78.228	[0.099446146801909219, 0.027922928137275163, -4.4086805715231063e-05, -0.035831421912110382, -0.048226901644154663, -0.055978320798353694]	0.065	B	47	11	2	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	0.418
78.507	[0.057057084302708914, 0.036887462127396159, -0.022069500619244602, -0.017208025746844768, -0.033788329632173986, -0.0092830238354777612]	0.126	G#	56	8	3	C#m	1	0	[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]	0.553
78.623	[0.055364489565652673, -0.030587136868725415, -0.046227249101870094, -0.041864053416670252, -0.004870247329102833, 0.021449631017974514]	0.086	B	47	11	2	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]	0.391
78.785	[0.18626134731039132, 0.092149161404346702, -0.085539426226432763, -0.066418466774774643, 0.025103107660240875, -0.017601505690266722]	0.088	F#	54	6	3	Bm	11	0	[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]	0.361
79.064	[0.14330855110910379, 0.1166360168674777, -0.090252429784161065, -0.10294708602031488, 0.013633490346119798, -0.091744500117451444]	0.108	G	-5	7	-2	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]	0.281
79.226	[0.35509983883004437, 0.18958698408624874, -0.17792235145407193, -0.022811095606623311, 0.051492726766735789, 0.049847177092203036]	0.091	F	29	5	1	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.310
79.250	[0.13498487550348909, 0.10434427789829599, -0.077131846401158749, -0.0354552255317769, 0.027157823089894652, 0.00079673811407458199]	0.100	G#	44	8	2	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.536
79.505	[0.040141509619635647, 0.042347716671485548, -0.03090887124667727, -0.014142055866526174, 0.043257692314102016, 0.024978650076076674]	0.150	G#	56	8	3	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.269
79.807	[0.086253176682071997, 0.061255895353919128, 0.013189538251852512, 0.0078192923751634544, 0.077120445983601307, 0.026410243682137697]	0.095	G#	56	8	3	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.246
79.900	[0.13451983995112324, -0.027691348411858496, -0.025940551594898942, -0.026886027805664882, 0.046571420160444028, 0.11898420269041077]	0.080	F#	54	6	3	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.369
79.993	[0.046135337184227868, 0.02154017293793185, -0.0097934575666192084, -0.04060661315061314, -0.012868859060548278, 0.015892320427554344]	0.146	G#	32	8	1	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]	0.235
80.550	[-0.028478575491841344, -0.064323230053434419, 0.013810403367435586, -0.062420719053177497, 0.022863079172213037, 0.022267226066677661]	0.191	F	-7	5	-2	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]	0.218
80.736	[0.24790503789415563, 0.17325908621725156, -0.1046203226601171, -0.053557519542013467, 0.04053147777102787, 0.052603405890379512]	0.287	F	53	5	3	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.296
80.759	[0.071027320290336871, 0.035269825417478723, -0.016975738073040095, -0.020509419154635684, 0.011688712494689224, 0.01156928888207184]	0.169	G	31	7	1	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]	0.432
80.898	[0.048831673015290247, 0.045926921668736333, -0.082880626863890167, 0.053126108396557195, -0.028360360443436265, 0.018241562701705887]	0.539	A#	106	10	7	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.382
81.014	[-0.07404534782228267, 0.042302225355727301, -0.088878967440423964, -0.02771684066667833, -0.05909412761806971, 0.017313635954771332]	0.365	G#	32	8	1	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.253
81.223	[0.037964005577639223, 0.0002508000715629657, -0.049603467730948106, -0.017614152263843118, 0.014112726601081687, 0.0083162126352286612]	0.088	A	57	9	3	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.403
81.502	[0.070662970419212712, -0.013794246341480973, -0.047989974619636055, -0.045479363823820576, 0.031179532203051266, 0.015894398508114232]	0.164	A	57	9	3	F#m	6	0	[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]	0.455
81.618	[0.049129376507568594, -0.00048746133890357639, -0.046418456532047389, -0.11927126973569918, 0.052941432978523821, 0.019413353285156552]	0.124	A	57	9	3	A	9	1	[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	0.248
81.990	[0.02176784503553943, 0.008509561140939665, -0.0032101994958266371, -0.051470329761450398, 0.0087148968485679795, -0.037256131386491045]	0.183	C#	25	1	1	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.221
82.245	[0.15121316497646214, 0.25362688645932807, -0.11162259307528437, -0.04471340325080618, -0.042389479490970723, -0.038961435179306725]	0.404	F	41	5	2	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.234
82.268	[0.038059946396099949, 0.091750436850264724, -0.017400532276263109, -0.047036745308492715, -0.0023639657345106814, 0.0046855103232035884]	0.181	E	40	4	2	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.407
82.454	[0.076039146772547181, -0.0061634761334529694, -0.0021257380982201736, -0.10421279419527241, -0.038200561264209391, -0.024447735288486688]	0.126	F	29	5	1	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.444
82.547	[0.026599215741512802, 0.051355830248850334, -0.00021540186169643528, -0.059327662318632866, -0.02927304662602254, -0.037302228321885872]	0.087	D#	27	3	1	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.413
