time	MFCC	ZC	noteName	noteMIDI	noteKey	noteOctave	chordName	chordKey	chordMode	chordNotes	RMS
155.899	[0.091419385684591292, 0.06829045016183112, -0.09220321161458965, -0.019369891358035157, 0.0031187221157377488, -0.019548150548633181]	0.079	D#	63	3	4	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]	0.335
156.201	[0.44702641790332615, 0.34712935449538129, -0.047899581341576805, -0.014565279390757524, 0.1033508713324329, -0.10526076078885073]	0.128	F	29	5	1	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.276
156.224	[0.047433201741800782, 0.13259077231318667, -0.046945504333607051, -0.10384046571102744, 0.020884886863735207, 0.0012357642334568887]	0.181	D#	27	3	1	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]	0.272
156.502	[0.098876514353753109, 0.13439506323721712, -0.10489239063121034, -0.05201353924472487, -0.040846972995817084, -0.058135970868021629]	0.273	D	26	2	1	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]	0.340
156.642	[0.091448385822290021, 0.14850214134246992, -0.061777684155076507, -0.038475620160277516, 0.0099379059486053752, -0.022479348619388089]	0.223	D#	27	3	1	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]	0.168
156.874	[0.19670153250701328, -0.0070821181304234837, -0.093032931525379919, 0.059470962323722822, 0.06525512787576622, -0.030924253331875377]	0.323	A	57	9	3	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.337
156.920	[-0.029568969148399907, -0.052212848239465988, -0.085790730972524792, -0.0065675992496118836, 0.044757372876507703, 0.0083431549585990025]	0.358	A#	58	10	3	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]	0.308
157.246	[0.10972909237429751, 0.16441400779831727, -0.12961301648836679, -0.036814659867752557, 0.12604143544944491, -0.044748272662135768]	0.453	A#	94	10	6	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.250
157.269	[0.014872878933422545, 0.068518812664346354, -0.045239491013744443, -0.011269090959244502, -0.02275913037356387, -0.056874182522666086]	0.168	F	29	5	1	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.338
157.594	[0.069095062723143016, -0.077629476449587537, -0.062123430370040825, -0.055228093231050372, 0.0054482823209824963, -0.011359283213525887]	0.100	A	69	9	4	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.395
157.733	[0.076616374254038264, 0.012878865692054965, -0.0081156371331994725, -0.049165433686604358, 0.044483400707562251, 0.02956249321346649]	0.114	G#	56	8	3	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.365
157.989	[0.098139924878088078, 0.078505224689531763, -0.091120397437400497, -0.068462419294962829, 0.073755154214212443, -0.025287810012179453]	0.118	E	28	4	1	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.236
158.499	[0.023352416366111163, -0.015884165891964258, -0.042007787787721157, -0.042122058936379235, -0.009506084937220478, 0.022138881278843732]	0.162	F	29	5	1	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.192
158.755	[0.49933240654126027, 0.21615008476688521, -0.081112306398472944, -0.17271129225660273, 0.087335255848092722, -0.1711467662880409]	0.155	F	41	5	2	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.601
158.778	[0.098149313850282069, 0.047352316821665033, -0.019476162399741623, -0.051939042203189283, -0.032987368245805192, -0.048672209688329332]	0.031	B	47	11	2	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.852
158.894	[0.10999879780227222, 0.057875189482533979, -0.02381216992162687, -0.051574697898514335, -0.041412074098331357, -0.035023233847472614]	0.032	F#	54	6	3	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]	0.606
159.219	[0.32497519528443636, 0.12172849802999096, -0.045140691262414899, -0.099565258634663895, -0.060596549826228245, -0.015606061671860152]	0.045	F	29	5	1	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.435
159.242	[0.22654020607539094, 0.045650230057517178, -0.063951308692753867, -0.074949941136274054, -0.029734681201807108, -0.0068342256113889709]	0.081	B	47	11	2	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	0.434
159.498	[0.14738894616772211, 0.062126214366314408, -0.04740885294139089, -0.049951726089899021, 0.066943592890701911, -0.046502529595829387]	0.129	F#	42	6	2	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.389
159.730	[-0.03055588593820089, -0.062408634234838438, 0.027776150494643978, 0.0085612914858055941, 0.010255131050096494, 0.011436455081350693]	0.184	F	89	5	6	Dm	2	0	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.436
160.032	[0.052801992950394248, -0.043739007160483748, -0.043459899555459876, -0.020121707695349066, 0.08575921310103829, 0.038291470708198133]	0.103	D#	63	3	4	B	11	1	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]	0.365
160.264	[0.14311098470636252, -0.0090065633103985909, -0.043247737288579294, 0.005326231722754789, 0.0022447196221147187, -0.033599487212502735]	0.111	F	41	5	2	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.444
160.311	[0.13398845270727258, -0.037219221080980615, -0.045039345202456817, 0.0093752567464375231, 0.061833895958590089, -0.063011905099449775]	0.087	G#	44	8	2	Cm	0	0	[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]	0.399
160.589	[0.14555317671938589, -0.082175298910540914, 0.012133576152780786, 0.0055673813666746912, 0.041336924609026313, 0.021828777481340374]	0.130	B	71	11	4	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.273
160.705	[0.10071706942259682, -0.025480978869470171, -0.0088038209699410515, -0.0053887521820760835, 0.16220879415353395, 0.0093649635940068008]	0.153	G#	56	8	3	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.254
160.821	[0.041260154664662159, -0.020543280420124894, -0.036278300739968614, 0.020079810466011223, 0.057177024472137683, 0.028957471925632326]	0.138	A	33	9	1	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.213
161.007	[0.013133489919327675, 0.03236380452373841, -0.031396286735989841, -0.077522274507377531, 0.0207448507745671, 0.014193504169513585]	0.154	G	31	7	1	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]	0.207
161.286	[0.015645632730486834, 0.0099297257467428901, 0.015365556176516372, 0.011863362424199733, 0.057081896438347192, 0.042596508560128137]	0.174	G#	44	8	2	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]	0.142
161.472	[-0.011169126294336031, 0.0089441550288822582, -0.020013713261001584, -0.049478502143358569, -0.0016488513290962379, -0.0059182998069265986]	0.237	A#	94	10	6	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]	0.177
161.727	[0.17893718809416975, 0.11608587988389957, -0.098938157928983, -0.034328510476850059, 0.027387452881267475, -0.030141264706433992]	0.143	D	50	2	3	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.521
161.820	[0.13085149507075655, 0.026988914931401792, -0.050624008379931779, -0.081549216567091368, -0.015866463229030334, -0.04003275321374062]	0.051	D#	51	3	3	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]	0.490
161.959	[0.087865742012606884, -0.078279400625723611, -0.024836032808670541, -0.05640741934184814, -0.056580271174991315, -0.044856758230417723]	0.078	D#	51	3	3	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.353
162.191	[0.013300089163661146, -0.065369921793768548, -0.078835920559918796, -0.056597306513704836, -0.010090647577642293, -0.037719986620256642]	0.155	G#	56	8	3	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]	0.337
162.447	[0.14896472625343576, 0.020745553849930379, 0.050095009406490122, 0.023366153645667621, 0.070273654529890622, -0.0052892034877382822]	0.111	F	17	5	0	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.319
162.493	[0.046989885153710081, -0.058379048712260309, 0.013908347021621408, 0.0010438428166043338, 0.038004958298445767, -0.044701923701133073]	0.274	F#	42	6	2	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]	0.342
162.633	[0.056971946570119884, 0.0096101611659258259, -0.038482694892104298, 0.068301585059918735, -0.0074418002589446575, -0.042529141247681972]	0.162	D#	-9	3	-2	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]	0.215
162.842	[0.043416285817222691, -0.020920257665364043, -0.018488604128946994, -0.056634608208160443, 0.03153748321520361, -0.012875788182457026]	0.159	C#	61	1	4	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.277
163.120	[-0.043210885839396397, -0.096385765155379124, -0.093380120145022061, 0.028111935317747125, 0.015194827443787045, 0.011978343572927205]	0.224	D	26	2	1	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]	0.206
163.260	[-0.018198941693573226, -0.036034625496205272, -0.004086591085617524, 0.017377534812140008, -0.01904205770128185, 0.0057797791088620935]	0.143	C#	61	1	4	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.424
163.399	[0.040370139700891393, -0.074157237687873148, -0.026340346475023351, -0.007313897627297442, 0.06682766790886592, 0.0094118613577192211]	0.104	D	62	2	4	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.387
163.561	[0.10309741820842856, -0.11101972724417251, -0.05116085881171991, -0.0510787839930072, 0.076804611756303112, 0.072562299639665304]	0.059	D	62	2	4	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.405
163.724	[0.0038693018116608513, -0.042381633644361649, -0.011147027556094239, 0.0042145063664851832, 0.10582000785298834, 0.034205767882859416]	0.161	C#	61	1	4	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.288
163.886	[0.046915851635431757, -0.045284555796033077, -0.045263968354957683, 0.015554980558224771, -0.017885324202096153, 0.015125655278802906]	0.100	C#	61	1	4	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.405
164.003	[-0.013859094645726112, -0.080925106748997999, -0.090553551104670726, -0.058620121004257918, -0.00051034569347816513, 0.0062365781726675526]	0.149	D#	27	3	1	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.229
164.235	[-0.044823245444277821, -0.081521179270579364, -0.069139149883426204, 0.017529355640982468, 0.039341625060529725, 0.045003220617402216]	0.070	C#	61	1	4	Bbm	10	0	[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]	0.367
164.513	[0.095808092324127209, -0.070378557582444851, -0.067080383806867386, -0.014407388535728472, 0.034933882494554501, -0.021619073032717866]	0.114	C#	61	1	4	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.328
164.746	[0.096477220904110345, 0.011812752564532073, 0.0045219702222553454, -0.011232930586815864, -0.05990590125780506, -0.02917272196233708]	0.078	B	47	11	2	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.618
164.955	[0.12588732145994222, -0.0078170286115579555, -0.051041549332422921, -0.093445484983596089, -0.016747088568037798, -0.012308773630925319]	0.060	B	47	11	2	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.504
165.233	[0.10879099974898358, -0.03791116840096706, -0.12385383808041496, -0.047687616480267161, 0.0036455813845712223, 0.040535644237928124]	0.052	G	55	7	3	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.622
165.373	[0.14985967977709508, 0.048099459921544768, -0.04932962647060031, -0.14609503830342058, -0.084777556477547464, 0.021667492892208255]	0.046	A	57	9	3	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.544
165.489	[0.25532183292222266, -0.0054848314985184521, -0.024019225724858827, -0.069813917783453583, 0.028196366939479689, 0.0088350228100474784]	0.200	F	29	5	1	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.412
165.535	[0.1051460272562704, -0.023347208094478825, 0.015375693563913278, -0.047672141195537358, -0.039586780349981761, -0.009958831856396089]	0.131	G#	44	8	2	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.454
165.651	[0.1048699971511103, 0.028229952999178812, -0.0098027783718238493, -0.017516435615083547, -0.10521307281525732, 0.02912366835037063]	0.097	G#	56	8	3	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.328
165.767	[0.1025915249950818, 0.026843802655609702, -0.018429419023818144, -0.029487885916146862, -0.0088771214383013709, -0.035709583443153822]	0.098	B	47	11	2	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	0.225
166.046	[0.15539620315531408, 0.090610969382954154, -0.028176031487641379, -0.0082125455430146054, -0.044798116930810331, 0.012800512569098643]	0.122	G	43	7	2	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]	0.236
166.185	[0.1310929785843033, 0.077679032019591282, -0.032117895338453467, -0.10344878692317699, -0.041097603990938855, 0.081195035462042986]	0.195	F#	54	6	3	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]	0.304
166.255	[0.10949201060649673, 0.069329205710561712, -0.01872610404175256, -0.064699577742818482, -0.024161013150691472, -0.0048767039399002145]	0.141	F	53	5	3	B	11	1	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]	0.458
166.417	[0.096140643138951154, 0.058903550616778148, -0.056731215591678041, -0.096551793176308853, 0.0069041966480339785, -0.02894971527093421]	0.122	B	47	11	2	B	11	1	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]	0.541
166.534	[0.081530114587688648, 0.086526955700062191, -0.12299856851474905, -0.061468147220719097, 0.025748002961597558, -0.00092415021675582487]	0.085	B	47	11	2	B	11	1	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]	0.478
166.696	[0.15323876857052571, 0.0042967887929349184, -0.10371577693562173, -0.15732600029349902, 0.058678767109834704, -0.053475403489355075]	0.104	B	47	11	2	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]	0.489
166.859	[0.17939164385891335, -0.012106621602038684, -0.025459198202813799, -0.076731202129474721, 0.056717592522469773, -0.090684234435236419]	0.093	B	47	11	2	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]	0.478
166.998	[0.29521319179767852, 0.13231396626140551, -0.16546529693573994, -0.094319791626569921, 0.048145662518073826, -0.0013886520128734653]	0.283	F	53	5	3	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.464
167.021	[0.048655702381903934, 0.094174549663439494, -0.089733420342786058, -0.047032378129537568, 0.040874055274114494, -0.061791137791671481]	0.138	G	43	7	2	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]	0.420
167.160	[0.06009742250762657, 0.013430383119556461, -0.059598824246731526, -0.05000648772632104, 0.037200778457810703, 0.024818837201497586]	0.161	G	55	7	3	Em	4	0	[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]	0.186
167.764	[0.08174439882446298, 0.054359721670263275, -0.051565099256620131, -0.04663154931880234, 0.033390718400950849, -0.046779122094091921]	0.244	G	43	7	2	Bb	10	1	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]	0.476
167.903	[0.020650175176193285, 0.056303159135544248, -0.03705669505752706, -0.10040865568222253, -0.015041043642478961, -0.047508308963057189]	0.183	F#	42	6	2	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]	0.276
168.205	[-0.084968974293672964, -0.016282681408287276, -0.069492157715724187, -0.12253935411018851, -0.01947817438404309, -0.025362672200255031]	0.138	F#	42	6	2	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]	0.217
168.507	[-0.010596859001823774, -0.0046325341743093107, -0.050136538835930389, -0.072591851558573853, 0.045911263380670267, -0.0071200171726607522]	0.198	C#	61	1	4	Cm	0	0	[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]	0.366
168.716	[0.036135164200220962, 0.0016576990820696305, -0.052889069294601208, 0.049834454618140102, 0.19363302536040944, 0.063160031294639735]	0.287	C#	61	1	4	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.448
168.763	[-0.011087716753632217, 0.01237934056316147, -0.057175106451198013, -0.031222832154461467, 0.023297126586702965, -0.036013509858284602]	0.314	F	29	5	1	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	0.333
168.995	[-0.03703573212090535, 0.02358025053647729, -0.025543319398443502, -0.05258572372565138, -0.054202840103544911, -0.086201531000458437]	0.216	F#	30	6	1	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	0.309
169.250	[0.12172813559010114, 0.086600892482227729, -0.0045888516494115416, -0.01449584692087791, 0.0094598544248243061, -0.094502940369949814]	0.145	F	41	5	2	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	0.650
169.366	[0.083703201979566655, 0.054674884995873356, 0.028153514688184816, -0.033424830738782003, -0.049821623218397469, -0.052722081916155815]	0.049	F#	30	6	1	F#m	6	0	[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]	0.571
169.738	[0.059114146591261282, 0.13408633642610135, -0.085473327224944759, -0.10955743305778685, -0.053562369726820151, -0.091173890512091474]	0.149	G#	56	8	3	F#m	6	0	[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]	0.241
169.993	[0.041292130842810144, 0.043910512843439074, -0.0027656918284585143, -0.043030290385799162, 0.025369531093005122, -0.013910502613153746]	0.113	C#	61	1	4	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	0.204
170.713	[0.093826035239682484, 0.1327488270873747, -0.1902604503192839, -0.28086418284175102, 0.01897543703165834, -0.12940350981628096]	0.438	F	41	5	2	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.248
170.736	[0.075389202599047758, 0.12416372452720022, -0.025697018608490895, -0.073413609452547809, -0.0008080365449216056, -0.046059945578660735]	0.136	C#	49	1	3	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.563
170.969	[0.032439058736768736, 0.087600473460189246, -0.0099281278834674434, -0.16711679024735937, 0.0041339926093061415, -0.026989961974754659]	0.065	C#	49	1	3	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.425
171.085	[0.085143924664021375, -0.0045196423245983473, -0.017886444345572964, -0.077672379912525291, -0.021706126949728725, -0.036976015642466581]	0.053	C#	49	1	3	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	0.372
171.247	[0.063621498390619854, -0.040155319207483622, -0.019237393157569248, -0.05841611594079623, 0.013881716300865796, -0.022502272135034921]	0.111	C#	37	1	2	F#	6	1	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	0.259
171.503	[0.12612704503190345, 0.043606849289877785, -0.02139911425773159, 0.002175153060050547, 0.03713817722601314, -0.010872534721485368]	0.211	B	35	11	1	C#	1	1	[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.455
171.619	[0.10450974207903445, 0.069712498057711195, -0.012671885811711272, -0.041824897105314292, -0.062152795343779994, 0.040679197285984112]	0.144	B	35	11	1	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.243
171.874	[0.11989551548298175, 0.012511146902809207, -0.0046967022862606893, -0.02856070591800644, -0.13294754688918076, 0.080409121263303698]	0.227	F#	54	6	3	B	11	1	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]	0.289
171.967	[0.078823700397662497, 0.05311104583816903, 0.029769918309067951, -0.058809909022375269, -0.032503664261806627, 0.0085899562199536275]	0.185	F#	54	6	3	B	11	1	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]	0.409
172.060	[0.084228658056700309, 0.011256572865252635, -0.019351796131116282, -0.036384458732882888, 0.0028182615989975446, 0.0051851714993624417]	0.136	F#	54	6	3	B	11	1	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]	0.369
172.292	[0.1071868353234193, -0.026721146857201439, -0.031386798625722613, -0.058296595981735463, 0.036257160565442044, -0.0057782663695236328]	0.059	G#	56	8	3	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.539
172.524	[0.31738350281086769, 0.020945236954818886, -0.051340514361279607, -0.12939700009643312, 0.15130880527215898, -0.013760618978323374]	0.055	G	55	7	3	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]	0.458
172.594	[0.13947249386665844, 0.023543615375799753, -0.036487638201936137, -0.023976540545333731, 0.022678412820338195, 0.035291406464502711]	0.104	G#	56	8	3	G	7	1	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]	0.398
172.919	[0.039388943507380814, -0.034230581616343861, -0.053435774355005863, 0.010484260484659527, 0.080793213284733809, 0.12388583074458324]	0.101	G	55	7	3	Gm	7	0	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]	0.476
172.989	[0.018876884389968249, 0.0059913953237068947, -0.074797368659290375, -0.03569453361973593, 0.048721968957700694, 0.07243709099307076]	0.084	G#	56	8	3	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.444
173.244	[-0.043963680828140055, -0.094184943393206447, -0.078941527893172381, -0.055292798544750367, -0.018397015801157497, 0.039063130493817599]	0.054	G#	56	8	3	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.372
173.476	[0.026940024394075349, -0.075353302230554531, -0.079231993951599036, -0.078873937945719078, -0.016884468583608883, 0.03774699604108487]	0.159	G#	56	8	3	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.227
173.732	[0.36657776993496727, -0.0028196942418984706, -0.23187629112680078, -0.014360650897076778, 0.095093812151712059, 0.070687591672043068]	0.298	G	67	7	4	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.257
173.755	[0.18159193595449569, 0.030999241029384918, -0.066899470815331971, -0.10139215887128961, 0.0065554935793230166, -0.080999006935451687]	0.081	D#	51	3	3	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]	0.433
173.964	[0.16115163456616208, 0.00022375961137836335, -0.057431259082324236, -0.07375391060640156, -0.039019897776027226, -0.034579750485411939]	0.070	D#	27	3	1	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]	0.321
174.196	[0.36996869700024659, 0.12021183930070575, -0.015285591904011681, -0.04640724810342229, 0.055578293473479125, -0.052847380288692743]	0.185	F	29	5	1	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.261
174.219	[0.0066936945447583817, 0.038230266721083386, 0.017690204821481575, -0.02346503575924731, 0.010088026043853752, -0.071833333923519593]	0.168	D#	39	3	2	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]	0.269
174.498	[0.058516030423583457, 0.068760370574458773, -0.055931394362910558, -0.025662429568404168, 0.031442547122358812, -0.067567795035818362]	0.188	G	43	7	2	Ab	8	1	[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]	0.223
174.986	[0.017308642716577526, 0.069595192353880161, -0.087382470202353096, -0.081122080035229679, 0.024882001923299139, -0.0048256071185291795]	0.276	G#	56	8	3	Eb	3	1	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]	0.187
175.241	[0.088380243460854546, 0.16035280060033733, -0.027883201269214498, -0.046069961651099035, 0.099431617131580982, 0.051759869588292907]	0.340	D	62	2	4	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.313
175.264	[0.040228951154862663, 0.017439258227544319, -0.025719604232924107, -0.047001543374557739, 0.051299116018295794, -0.084370120273266888]	0.180	F	29	5	1	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	0.508
175.404	[0.062317175508397681, 0.0032553890207095608, -0.039683223181248901, -0.062454078881122692, 0.029652084707625384, -0.012043057034748636]	0.140	D#	27	3	1	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	0.322
175.729	[0.012644505954694466, -0.022302773659376007, 0.007540219500154711, -0.063038793528865808, 0.019988926063450155, 0.0096878080091624668]	0.160	G#	56	8	3	E	4	1	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	0.263
176.007	[-0.028971650908333042, -0.011205692419442196, -0.028911649413485039, -0.085092194721529762, 0.00413026402382568, -0.049865113275284992]	0.197	G	43	7	2	Abm	8	0	[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	0.303
176.147	[0.11714365801989103, -0.070134016024123461, -0.054355267110300622, -0.090039288379459251, 0.0044928328622234406, 0.031743814250505216]	0.110	F#	54	6	3	Fm	5	0	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]	0.288
176.356	[0.014399316075159044, -0.0631478059406331, -0.053024676664258072, -0.085445404498528776, 0.019744481803359016, 0.041882044248017621]	0.052	F	53	5	3	B	11	1	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]	0.474
176.495	[0.10531808401830016, -0.050152472627347469, -0.085549295273516623, -0.09273344909423456, 0.034456209804701259, -0.012132951028843217]	0.050	F#	54	6	3	Ebm	3	0	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]	0.565
176.565	[-0.0084131231415701078, -0.075637897037675983, -0.10534479891567672, -0.058589863930973277, -0.019858729254198133, 0.023367232504706462]	0.063	F#	54	6	3	D	2	1	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]	0.380
176.750	[0.23875892783426148, 0.1107612858946435, 0.0067120316912968629, -0.0077963902387971091, -0.071931336500487941, -0.10089483313087319]	0.144	C	72	0	5	F	5	1	[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]	0.505
176.774	[0.03332561509754052, 0.033014402052329174, -0.019698358019776312, -0.055348792962469077, -0.03192867499685266, -0.049027546453133265]	0.051	F	41	5	2	Bm	11	0	[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]	0.670
